<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Advent Software,ADVS,20130131,24.47,24.74,24.35,24.65,215300
Aegoin Corp,AEGN,20130131,23.45,23.63,23.21,23.52,237700
Aegerion Pharmaceuticals,AEGR,20130131,27.86,28.54,27.55,28.31,849800
Aehr Test Systems,AEHR,20130131,0.96,0.96,0.89,0.89,4300
Advanced Energy Industries,AEIS,20130131,15.29,15.49,15.27,15.35,212800
Aep Industries Inc.,AEPI,20130131,64.63,64.86,64.05,64.38,40300
Asia Entertainment & Resources Ltd,AERL,20130131,4.68,4.8,4.68,4.73,309000
American Electric Technologies,AETI,20130131,5,5,4.96,5,700
Addvantage Technologies Group,AEY,20130131,2.14,2.15,2.08,2.13,12900
Aeterna Zentaris,AEZS,20130131,3,3.08,2.78,2.86,1044900
Almost Family Inc,AFAM,20130131,19.87,20.11,19.78,20.02,38400
Athens Bancshares Corp.,AFCB,20130131,18,18,18,18,28300
Afc Enterprises,AFCE,20130131,28.77,29.12,28.67,29.06,97600
Affymetrix,AFFX,20130131,3.67,3.87,3.67,3.8,868400
Affymax,AFFY,20130131,19.2,19.36,18.76,18.81,587500
Alliance Fiber Optic Products,AFOP,20130131,11.79,11.79,11,11.65,88300
Amtrust Financial Services,AFSI,20130131,33.08,33.48,32.82,33.24,202200
Agenus Inc.,AGEN,20130131,4.37,4.58,4.37,4.55,235100
Argo Group International Holdings Ltd,AGII,20130131,35.71,36.37,35.51,36.09,49500
Argo Group International Holdin,AGIIL,20130131,24.97,25.02,24.96,25.02,13300
American Capital Agency,AGNC,20130131,31.68,31.8,31.4,31.62,3302400
American Capital,AGNCP,20130131,26.2,26.2,25.83,25.94,32700
Agilysys,AGYS,20130131,8.45,8.57,8.45,8.51,58200
Alliance Holdings Gp L.P.,AHGP,20130131,50.66,50.93,50.24,50.5,43100
Allied Healthcare Products,AHPI,20130131,2.63,2.63,2.6,2.6,200
Altra Holdings,AIMC,20130131,23.98,24.11,23.82,23.95,195600
Apollo Investment Corp.,AINV,20130131,8.89,9.08,8.82,9,1826000
Air Methods Corp.,AIRM,20130131,43.29,43.95,43.13,43.72,270600
Air T,AIRT,20130131,8.71,8.8,8.69,8.69,3000
Aixtron Se,AIXG,20130131,13.69,13.84,13.6,13.67,127000
Akamai Technologies,AKAM,20130131,40.26,40.9,40.26,40.71,1335800
Akorn,AKRX,20130131,12.54,13.13,12.54,13.09,868200
Alico,ALCO,20130131,43.46,44.23,43.09,43.57,20200
Alco Stores Inc,ALCS,20130131,8.17,8.17,8.12,8.15,9000
Align Technology,ALGN,20130131,32.62,32.8,30.73,31.36,5756700
Allegiant Travel Company,ALGT,20130131,73.9,75.25,72.54,74.47,142200
Alimera Sciences,ALIM,20130131,1.85,2.05,1.8,1.96,28800
Alkermes,ALKS,20130131,22.6,23.36,21.56,23.06,2686700
Alliance Bank,ALLB,20130131,12.78,12.78,12.78,12.78,100
Allot Communications Ltd,ALLT,20130131,13.65,14.03,13.6,13.79,482900
Alliance Financial Corp.,ALNC,20130131,44.51,44.7,43.98,44.61,14500
Alnylam Pharmaceuticals,ALNY,20130131,23.48,24.24,22.64,24.13,1921300
Analogic Corp.,ALOG,20130131,77.16,77.16,75.38,76.19,69400
Astro-Med,ALOT,20130131,9.9,10.04,9.85,10,170000
American Learning Corp.,ALRN,20130131,0.52,0.52,0.5,0.5,5100
Alaska Communications Systems,ALSK,20130131,1.79,1.8,1.75,1.76,697900
Alterra Capital Holdings Ltd,ALTE,20130131,30.13,30.52,30.09,30.47,1321600
Altair Nanotechnologies Inc.,ALTI,20130131,2.18,2.23,2.11,2.11,11300
Altera Corp.,ALTR,20130131,33.4,33.91,33.27,33.42,4106600
Alvarion Ltd,ALVR,20130131,0.51,0.54,0.5,0.53,505800
Alexza Pharmaceuticals,ALXA,20130131,4.1,4.26,4.04,4.26,199700
Alexion Pharmaceuticals,ALXN,20130131,94.73,95.38,93.62,93.99,1104000
Amag Pharmaceuticals,AMAG,20130131,15.46,15.99,15.37,15.95,102200
Autonavi Holdings,AMAP,20130131,12.19,12.27,11.77,11.93,80500
Applied Materials,AMAT,20130131,12.85,12.98,12.8,12.91,9730700
Ambarella Inc.,AMBA,20130131,10.24,10.33,9.55,9.96,324000
Ambient Corp,AMBT,20130131,2.96,2.96,2.76,2.8,10300
Applied Micro Circuits Corp.,AMCC,20130131,8.44,8.96,8.33,8.57,1470000
Andatee China Marine Fuel Services,AMCF,20130131,0.61,0.65,0.6,0.65,20400
Airmedia Group Inc,AMCN,20130131,2.45,2.46,2.24,2.34,41000
Amc Networks Inc.,AMCX,20130131,57.02,57.16,56.13,56.97,494800
Amedisys Inc,AMED,20130131,11.04,11.24,11.03,11.12,309500
Amgen Inc.,AMGN,20130131,85.09,86.12,85.04,85.46,4269600
American Independence,AMIC,20130131,4.85,4.86,4.85,4.85,2000
Amkor Technology,AMKR,20130131,4.57,4.64,4.49,4.63,656600
American National Bankshares,AMNB,20130131,20.22,20.49,20.16,20.24,14200
Allied Motion Technologies,AMOT,20130131,6.8,6.88,6.74,6.74,7600
America Movil S.A.B. De C.V.,AMOV,20130131,25.06,25.07,24.94,25.07,6000
Ampio Pharmaceutical,AMPE,20130131,3.85,3.85,3.69,3.73,339100
American River Bankshares,AMRB,20130131,7.1,7.31,7.03,7.31,6800
Albany Molecular Research,AMRI,20130131,6.06,6.12,5.86,5.97,67300
Amarin Corporation Plc,AMRN,20130131,8.12,8.52,8,8.52,4610800
Amyris,AMRS,20130131,2.92,3.07,2.91,3.04,311800
American Superconductor Corp.,AMSC,20130131,2.62,2.65,2.6,2.65,156500
Amerisafe,AMSF,20130131,28.43,29.09,28.4,28.64,43700
Amsurg,AMSG,20130131,31.24,31.45,31.03,31.21,182800
American Software,AMSWA,20130131,8.57,8.63,8.51,8.6,20100
American Woodmark Corp.,AMWD,20130131,27.48,27.86,27.21,27.81,63500
Amazon.Com,AMZN,20130131,271.04,275.94,263.7,265.5,6775900
Anacor Pharmaceuticals,ANAC,20130131,4.05,4.12,3.89,3.99,414400
Anadigics,ANAD,20130131,2.51,2.59,2.46,2.58,502100
American National Insurance,ANAT,20130131,79.15,79.15,75.98,77.21,35700
Anchor Bancorp,ANCB,20130131,14.96,14.96,14.96,14.96,400
American Caresource Holdings,ANCI,20130131,1.94,1.98,1.94,1.95,7000
Access National Corp.,ANCX,20130131,15.51,15.72,15.43,15.51,33600
Andina Acquisition Corporation,ANDAU,20130131,10,10,10,10,0
Andina Acquisition Corporation,ANDAW,20130131,0.23,0.23,0.23,0.23,0
The Andersons,ANDE,20130131,47.06,47.88,46.75,47.15,291600
Anaren,ANEN,20130131,19.42,19.83,19.31,19.57,37500
Angie's List Inc.,ANGI,20130131,12.69,12.79,12.53,12.55,367500
Angiodynamics,ANGO,20130131,12.25,12.36,12.08,12.2,129600
Anika Therapeutics Inc.,ANIK,20130131,10.65,10.65,10.49,10.62,85500
Analysts International Corp.,ANLY,20130131,3.52,3.7,3.52,3.54,2700
Annapolis Bancorp Inc.,ANNB,20130131,12.9,12.91,12.87,12.91,5400
Ansys,ANSS,20130131,73.31,74.27,73.12,73.6,203200
Anthera Pharmaceuticals,ANTH,20130131,0.66,0.67,0.64,0.65,1679700
Phazar Corp,ANTP,20130131,1.75,1.75,1.75,1.75,5000
Alpha And Omega Semiconductor,AOSL,20130131,8.46,8.54,7.86,8.11,196300
Apco Oil And Gas International,APAGF,20130131,13.36,13.63,12.95,13.03,22300
American Public Education,APEI,20130131,37.91,38.65,37.91,38.53,138600
American Pacific Corp.,APFC,20130131,19.59,20.49,19.55,19.68,76200
Acme Packet,APKT,20130131,23.65,24.52,23.62,24.17,2222800
Apogee Enterprises,APOG,20130131,24.25,24.59,23.95,24.45,138500
Apollo Group,APOL,20130131,19.85,20.25,19.59,20.22,2860200
Aspenbio Pharma,APPY,20130131,2.15,2.29,2.11,2.24,103100
Apricus Biosciences Inc,APRI,20130131,2.7,2.7,2.51,2.64,102100
Alto Palermo S.A.,APSA,20130131,15.83,15.83,15.83,15.83,100
Asia Pac Wire &Cable,APWC,20130131,4.2,4.2,4.07,4.16,6200
Aquasition Corp.,AQUUU,20130131,10.03,10.03,10.03,10.03,0
Accuray Incorporated,ARAY,20130131,5.04,5.16,5.04,5.11,1061900
Ares Capital Corp.,ARCC,20130131,17.84,17.96,17.66,17.91,2549100
Appliance Recycling Centers,ARCI,20130131,1.46,1.53,1.46,1.52,5800
American Realty Capital Propert,ARCP,20130131,13.5,13.5,13.37,13.42,160200
Arc Wireless Solutions,ARCW,20130131,6.02,6.02,6.02,6.02,100
Arden Group,ARDNA,20130131,91.69,93.6,91.69,93.6,1400
Approach Resources Inc.,AREX,20130131,26.46,26.83,26.11,26.59,577400
Ariad Pharmaceuticals,ARIA,20130131,19.76,20.16,19.57,19.88,3067200
American Railcar Industries,ARII,20130131,38.05,39.54,37.91,39.34,267200
Ark Restaurants,ARKR,20130131,17.51,17.69,17.51,17.56,3300
Alliance Resource Partners L.P.,ARLP,20130131,63.75,64.18,63.37,64,87300
Arm Holdings Plc,ARMH,20130131,41.42,41.64,40.94,41.06,1593300
Arena Pharmaceuticals,ARNA,20130131,8.01,8.65,8,8.45,10265800
Arrow Financial Corp.,AROW,20130131,24.28,24.5,24.06,24.4,72100
Arqule,ARQL,20130131,2.55,2.61,2.51,2.53,497400
Arris Group Inc,ARRS,20130131,16.5,16.61,16.36,16.52,935100
Array Biopharma Inc.,ARRY,20130131,3.76,3.82,3.66,3.77,671500
Arthrocare Corp.,ARTC,20130131,36.25,36.69,35.81,36.43,235400
Artesian Resources Corp.,ARTNA,20130131,22.67,22.86,22.58,22.65,32400
Art'S-Way Manufacturing Co.,ARTW,20130131,6.75,6.99,6.75,6.85,8800
Arotech Corp.,ARTX,20130131,1.05,1.1,1.04,1.1,34000
Aruba Networks,ARUN,20130131,23.67,24.07,22.57,23.04,3124700
Arrowhead Research Corp.,ARWR,20130131,1.98,2.03,1.94,1.94,41800
Asb Bancorp Inc.,ASBB,20130131,16.44,16.44,16.44,16.44,0
Associated Banc-Corp,ASBC,20130131,14.04,14.32,14.01,14.27,1446500
Associated Banc-Corp,ASBCW,20130131,1.39,1.39,1.37,1.39,12200
Ameriana Bancorp,ASBI,20130131,8.2,8.2,8.2,8.2,0
Ameristar Casinos,ASCA,20130131,26.62,26.71,26.41,26.5,723900
Ascent Media Corp.,ASCMA,20130131,64.33,64.64,63.66,63.71,65500
American Science And Engineering,ASEI,20130131,68.52,68.91,67.51,67.58,21500
Asta Funding,ASFI,20130131,9.52,9.56,9.45,9.47,7700
Asiainfo-Linkage,ASIA,20130131,10.94,11,10.86,10.98,101500
Asm International N.V.,ASMI,20130131,40,40.08,39.74,39.75,12600
Asml Holding N.V.,ASML,20130131,75.69,75.9,74.69,75.09,1844500
Ascena Retail Group,ASNA,20130131,16.66,16.98,16.66,16.95,1377500
Altisource Portfolio Solutions S.A.,ASPS,20130131,85.73,90.53,85.4,87.87,343700
Ameriserv Financial Inc.,ASRV,20130131,2.98,2.98,2.91,2.95,8600
Ameriserv Financial Inc.,ASRVP,20130131,26.01,26.01,26.01,26.01,0
Astrotech Corp.,ASTC,20130131,0.91,0.91,0.85,0.86,22800
Astec Industries,ASTE,20130131,35.49,35.91,34.28,35.32,69600
Ascent Solar Technologies,ASTI,20130131,0.63,0.66,0.63,0.65,54400
Aastrom Biosciences,ASTM,20130131,1.34,1.36,1.3,1.34,137400
Astex Pharmaceuticals Inc,ASTX,20130131,3.32,3.4,3.28,3.35,344600
Asure Software Inc,ASUR,20130131,6.87,7.15,6.87,7,3500
Amtech Systems,ASYS,20130131,3.91,3.93,3.75,3.91,33200
Ata Inc.,ATAI,20130131,5.43,5.71,5.4,5.71,1700
America First Tax Exempt L.P.,ATAX,20130131,7.17,7.17,7.1,7.1,87800
Astea International,ATEA,20130131,2.67,2.67,2.67,2.67,0
Alphatec Holdings,ATEC,20130131,1.71,1.75,1.64,1.73,97800
Athenahealth,ATHN,20130131,86.89,87.91,86.36,86.47,424000
Athersys,ATHX,20130131,1.45,1.63,1.42,1.61,3289100
Atlanticus Holdings Corp.,ATLC,20130131,3.35,3.47,3.13,3.21,9000
Ames National Corp.,ATLO,20130131,21.83,21.9,21.6,21.88,9800
Atmi Inc.,ATMI,20130131,20.39,20.65,20.37,20.41,104900
Atmel Corp.,ATML,20130131,6.7,6.76,6.63,6.7,5240600
Atlantic Tele-Network,ATNI,20130131,42.45,43.82,42.34,43.28,161400
Api Technologies,ATNY,20130131,2.86,2.9,2.81,2.84,33700
Atossa Genetics Inc.,ATOS,20130131,5.03,5.24,5.01,5.24,2400
Atricure,ATRC,20130131,8.24,8.24,8,8.06,388700
Atrion Corp.,ATRI,20130131,204.09,204.09,200,200.51,3100
Aetrium Inc.,ATRM,20130131,0.58,0.63,0.57,0.62,30000
Astronics Corp.,ATRO,20130131,22.89,23.05,22.77,22.91,51300
Antares Pharma,ATRS,20130131,3.83,3.88,3.79,3.81,593100
Air Transport Services Group Inc,ATSG,20130131,4.47,4.69,4.39,4.65,109900
Attunity Ltd,ATTU,20130131,7.47,7.79,7.15,7.62,135600
Activision Blizzard Inc,ATVI,20130131,11.29,11.48,11.25,11.4,9047900
Cross [A.T.] Company,ATX,20130131,11.3,11.45,11.25,11.44,9600
Auburn National Bancorporation,AUBN,20130131,20.93,21.37,20.93,21.11,1300
Audiocodes Ltd,AUDC,20130131,3.6,3.71,3.5,3.68,320300
Auxilium Pharmaceuticals,AUXL,20130131,17.57,18.5,17.57,18.4,1535500
Aerovironment,AVAV,20130131,21.7,21.88,21.45,21.65,185800
Advocat,AVCA,20130131,5.08,5.08,5.08,5.08,1400
Aveo Pharmaceuticals,AVEO,20130131,7.68,8.24,7.68,7.88,1304300
Avago Technologies,AVGO,20130131,35.52,36.09,35.25,35.77,6776300
Av Homes Inc,AVHI,20130131,14.37,15.01,14.07,14.89,22400
Avid Technology,AVID,20130131,7.27,7.4,7.27,7.4,99400
Avanir Pharmaceuticals Inc,AVNR,20130131,2.92,2.99,2.91,2.92,742200
Aviat Networks,AVNW,20130131,3.32,3.77,3.22,3.75,1337100
Homeaway Inc.,AWAY,20130131,23.55,24,23.51,23.97,457900
Aware,AWRE,20130131,5.74,5.78,5.61,5.76,39300
Abraxas Petroleum Corp.,AXAS,20130131,2.14,2.16,2.12,2.15,314800
Accelerate Diagnostics Inc.,AXDX,20130131,4.35,4.35,4.24,4.29,3700
ACWI Ex-US Financials MSCI Ishares,AXFN,20130131,25.2,25.2,25.05,25.05,1200
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130131,56.68,56.68,56.68,56.68,100
Axt Inc,AXTI,20130131,2.83,2.84,2.73,2.78,219400
Aspen Technology,AZPN,20130131,30.53,30.94,30.39,30.6,967300
Natus Medical Inc.,BABY,20130131,12.04,12.41,12.04,12.32,137900
Einstein Noah Restaurant Group,BAGL,20130131,12.79,12.93,12.57,12.85,91100
Books-A-Million,BAMM,20130131,2.47,2.47,2.42,2.42,9800
First Pactrust Bancorp,BANC,20130131,11.78,11.84,11.62,11.76,25400
First Pactrust Bancorp Inc.,BANCL,20130131,25.6,25.84,25.6,25.62,24400
Bancfirst Corp.,BANF,20130131,40.64,41.26,40.4,40.9,27100
Bancfirst Corp.,BANFP,20130131,26.3,26.3,26.3,26.3,0
Banner Corp.,BANR,20130131,29.89,30.33,29.54,30.2,124900
Bioanalytical Systems,BASI,20130131,1.75,1.78,1.68,1.74,20600
Bed Bath & Beyond Inc.,BBBY,20130131,58.52,59.05,58.37,58.7,1791500
Bbcn Bancorp Inc,BBCN,20130131,12.26,12.3,12.05,12.09,521900
Breitburn Energy Partners L.P.,BBEP,20130131,21.01,21.32,20.81,21.21,587500
Beasley Broadcast Group,BBGI,20130131,4.91,5.05,4.9,5.04,3300
Bridge Capital Holdings,BBNK,20130131,15.85,15.85,15.53,15.69,9900
Black Box Corp.,BBOX,20130131,22.84,23.55,22.5,23.43,101700
Bravo Brio Restaurant Group,BBRG,20130131,14.5,15.1,14.5,14.9,339500
Blackberry,BBRY,20130131,12.45,13.35,12.15,12.98,111854000
Barrett Business Services,BBSI,20130131,40.06,40.96,39.87,40.24,74900
Bcb Bancorp Inc. [Nj],BCBP,20130131,9.69,10.12,9.52,9.52,34000
Bcd Semiconductor Manufacturing Ltd,BCDS,20130131,7.81,7.85,7.79,7.85,21600
B Communications Ltd,BCOM,20130131,4.14,4.14,3.83,3.93,4000
Berjaya Philippines Inc,BCOR,20130131,14.9,14.96,14.73,14.86,373600
Brightcove Inc.,BCOV,20130131,8.57,8.64,8.4,8.42,516800
Balchem Corp.,BCPC,20130131,37.55,38.06,37.29,37.4,64700
Biocryst Pharmaceuticals,BCRX,20130131,1.58,1.64,1.56,1.62,266900
Bcsb Bancorp,BCSB,20130131,15.27,15.27,15.27,15.27,200
Boulder Brands Inc,BDBD,20130131,13.57,13.64,13.41,13.43,493600
Black Diamond,BDE,20130131,7.8,7.9,7.63,7.65,177600
Bridge Bancorp,BDGE,20130131,20.5,20.5,20.17,20.44,9900
Birner Dental Management Services,BDMS,20130131,17.62,17.62,17.62,17.62,100
Biodelivery Sciences International,BDSI,20130131,4.3,4.46,4.2,4.36,56000
Cardionet,BEAT,20130131,2.26,2.31,2.24,2.25,20400
Be Aerospace,BEAV,20130131,50.5,51.59,49.5,51.49,1206900
Bebe Stores,BEBE,20130131,4.16,4.2,4.03,4.18,840200
Beacon Roofing Supply,BECN,20130131,35.83,36.25,35.53,36.14,340200
Bel Fuse Inc.,BELFA,20130131,16.52,16.52,16.2,16.41,800
Bel Fuse Inc.,BELFB,20130131,18.63,18.86,18.4,18.63,20600
Berkshire Bancorp,BERK,20130131,8.35,8.35,8.3,8.34,2600
Bankfinancial Corp.,BFIN,20130131,7.59,7.65,7.46,7.55,18700
Bluefly,BFLY,20130131,0.75,0.75,0.74,0.74,1100
Bgc Partners,BGCP,20130131,3.85,4.05,3.78,3.99,3255400
Big 5 Sporting Goods Corp.,BGFV,20130131,13.67,13.9,13.67,13.87,112100
Bg Medicine,BGMD,20130131,2.1,2.1,2.05,2.05,119100
Bgs Acquisition Corp.,BGSC,20130131,9.93,9.93,9.93,9.93,0
Bgs Acquisition Corp.,BGSCU,20130131,10.02,10.02,10.02,10.02,0
Bgs Acquisition Corp.,BGSCW,20130131,0.17,0.17,0.17,0.17,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130131,64.18,65.76,64.18,65.2,8000
BICK Index First Trust,BICK,20130131,25.8,25.8,25.69,25.76,5100
Baidu,BIDU,20130131,108.21,109.46,107.79,108.3,2913600
Biogen Idec Inc,BIIB,20130131,154.5,156.87,154.04,156.08,1337000
Bioclinica Inc,BIOC,20130131,7.21,7.22,7.21,7.21,301900
Biodel Inc.,BIOD,20130131,2.7,2.71,2.63,2.7,19800
Biofuel Energy,BIOF,20130131,4.11,4.84,4.03,4.7,559900
Biolase Technology,BIOL,20130131,2.57,2.62,2.57,2.57,35800
Bioscrip,BIOS,20130131,11.37,11.55,11.2,11.23,244500
Actuate Corp.,BIRT,20130131,5.64,5.69,5.55,5.63,224700
Ultrashort Nasdaq Biotech Proshares,BIS,20130131,58.6,58.73,58.4,58.4,1500
Bj's Restaurants,BJRI,20130131,31.5,32.02,31.3,31.97,485300
Blackrock Kelso Capital Corp.,BKCC,20130131,10.49,10.69,10.49,10.67,604000
Blueknight Energy,BKEP,20130131,8.08,8.12,7.69,8.06,23300
Blueknight Energy Partners L.P.,BKEPP,20130131,8.75,8.85,8.67,8.7,3000
Bank Mutual Corp.,BKMU,20130131,5.06,5.15,5.02,5.13,139700
Oak Ridge Financial Services,BKOR,20130131,4.42,4.42,4.42,4.42,0
Bank Of South Carolina,BKSC,20130131,11.82,12.4,11.68,11.96,3900
The Bank Of Kentucky Financial,BKYF,20130131,26.58,26.58,26.02,26.25,21900
Ballard Power Systems,BLDP,20130131,0.67,0.67,0.64,0.67,91200
Builders Firstsource,BLDR,20130131,6.29,6.3,6.12,6.26,305500
Bridgeline Digital,BLIN,20130131,1.77,1.8,1.63,1.77,20400
Blackbaud,BLKB,20130131,25.1,25.41,24.9,24.92,316900
Bloomin' Brands Inc.,BLMN,20130131,18.53,18.69,18.32,18.57,517400
Bsb Bancorp Inc.,BLMT,20130131,12.85,12.92,12.75,12.75,18300
Biolinerx Ltd.,BLRX,20130131,4.55,4.85,4.29,4.74,311800
Bmc Software,BMC,20130131,41.34,41.95,41.34,41.55,1523700
Bank Of Marin Bancorp,BMRC,20130131,40.27,40.42,38.63,39.25,28600
Biomarin Pharmaceutical Inc.,BMRN,20130131,53.82,55.46,53.82,54.89,1197600
Bryn Mawr Bank Corp.,BMTC,20130131,22.88,23.33,22.87,23.14,35200
Biomimetic Therapeutics,BMTI,20130131,8.18,8.48,8.15,8.48,397900
Beneficial Mutual Bancorp,BNCL,20130131,9.31,9.4,9.3,9.36,205800
Bnc Bancorp,BNCN,20130131,8.48,8.48,8.16,8.38,30200
Bonso Electronics International,BNSO,20130131,1.51,1.51,1.51,1.51,0
Bob Evans Farms,BOBE,20130131,43.66,44.42,43.5,44.27,249400
Bank Of Commerce Holdings [Ca],BOCH,20130131,4.92,4.95,4.86,4.91,91800
Body Central,BODY,20130131,7.95,8.01,7.78,7.95,277300
Bofi Holding,BOFI,20130131,31.76,32.35,31.5,31.96,195100
Bok Financial Corp.,BOKF,20130131,55.88,56.27,55.65,56.05,81300
Bolt Technology Corp.,BOLT,20130131,15,15.15,14.89,14.9,11700
Bona Film Group Limited,BONA,20130131,5.09,5.09,5.03,5.03,7400
The Bon-Ton Stores,BONT,20130131,13.07,13.07,12.51,12.55,151600
Dynamic Materials Corp.,BOOM,20130131,16.38,16.75,16.27,16.62,40800
B.O.S. Better Online Solutions,BOSC,20130131,4.11,4.25,4.1,4.25,1100
Biota Pharmaceuticals Inc.,BOTA,20130131,3.92,4.08,3.92,3.95,15500
Bank Of The Jame Fnl,BOTJ,20130131,7.75,7.91,7.75,7.91,600
Bank Of Virginia,BOVA,20130131,3.35,3.5,3.26,3.5,900
Biosante Pharmaceuticals,BPAX,20130131,1.44,1.44,1.31,1.39,788100
Boston Private Financial Holdings,BPFH,20130131,9.23,9.29,9.15,9.25,313800
Boston Private Financial Holdings,BPFHW,20130131,3.07,3.5,3.07,3.5,300
Bluephoenix Solutions,BPHX,20130131,4.22,4.23,4.22,4.23,700
Popular,BPOP,20130131,26.51,26.88,26.33,26.84,1280500
Popular,BPOPM,20130131,22.7,22.7,22.7,22.7,500
Popular,BPOPN,20130131,23.76,23.94,23.75,23.94,1500
Brocade Communications Systems,BRCD,20130131,5.68,5.75,5.67,5.72,4586600
Broadcom Corp.,BRCM,20130131,33.95,33.98,32.43,32.45,16786700
Craft Brewers Alliance Inc,BREW,20130131,6.7,6.71,6.6,6.67,10900
Bridgford Foods Corp.,BRID,20130131,6.5,6.5,6.5,6.5,0
Brookline Bancorp,BRKL,20130131,8.85,9,8.77,8.81,331400
Bruker Corp.,BRKR,20130131,16.72,16.96,16.57,16.87,514600
Brooks Automation,BRKS,20130131,9.45,9.55,9.27,9.36,421900
Bio-Reference Laboratories,BRLI,20130131,27.58,28.07,27.58,27.75,214300
Bsd Medical Corp.,BSDM,20130131,1.51,1.56,1.46,1.55,74500
Bassett Furniture Industries Inc.,BSET,20130131,13.87,14,13.77,13.92,20700
Broadsoft,BSFT,20130131,34.33,34.65,33.89,33.97,228400
Biostar Pharmaceuticals,BSPM,20130131,1.15,1.15,1.07,1.14,14100
Bsquare Corp.,BSQR,20130131,3.53,3.69,3.34,3.43,34100
