<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Amc Networks Inc.,AMCX,20130201,57.8,59.34,57.06,58.55,743500
Amedisys Inc,AMED,20130201,11.24,11.37,11.12,11.35,427300
Amgen Inc.,AMGN,20130201,86.17,86.93,85.25,86.3,3379400
American Independence,AMIC,20130201,4.85,4.87,4.84,4.86,2600
Amkor Technology,AMKR,20130201,4.63,4.86,4.63,4.84,629600
American National Bankshares,AMNB,20130201,20.37,20.67,20.3,20.64,7700
Allied Motion Technologies,AMOT,20130201,6.77,6.85,6.77,6.85,8100
America Movil S.A.B. De C.V.,AMOV,20130201,25.17,25.62,25.16,25.55,8300
Ampio Pharmaceutical,AMPE,20130201,3.74,3.97,3.7,3.86,353000
American River Bankshares,AMRB,20130201,7.3,7.34,7.13,7.3,20400
Albany Molecular Research,AMRI,20130201,5.92,6.12,5.9,6.06,88700
Amarin Corporation Plc,AMRN,20130201,8.56,8.76,8.42,8.45,3813400
Amyris,AMRS,20130201,3.22,3.28,3.11,3.2,528600
American Superconductor Corp.,AMSC,20130201,2.67,2.74,2.62,2.67,316000
Amerisafe,AMSF,20130201,28.7,29.01,28.53,28.59,44200
Amsurg,AMSG,20130201,31.28,31.47,31.1,31.23,128500
American Software,AMSWA,20130201,8.59,8.85,8.57,8.77,48600
American Woodmark Corp.,AMWD,20130201,28.1,28.23,27.63,28.21,216600
Amazon.Com,AMZN,20130201,268.32,268.93,262.8,265,6118100
Anacor Pharmaceuticals,ANAC,20130201,4,4,3.87,3.88,278500
Anadigics,ANAD,20130201,2.58,2.71,2.57,2.67,808000
American National Insurance,ANAT,20130201,77.23,78.99,77.22,78.28,11600
Anchor Bancorp,ANCB,20130201,14.96,15,14.32,14.78,2200
American Caresource Holdings,ANCI,20130201,1.95,1.95,1.9,1.92,5900
Access National Corp.,ANCX,20130201,15.52,15.54,15.35,15.47,23400
Andina Acquisition Corporation,ANDAU,20130201,10,10,10,10,0
Andina Acquisition Corporation,ANDAW,20130201,0.23,0.23,0.23,0.23,0
The Andersons,ANDE,20130201,47.47,47.65,46.45,46.98,104600
Anaren,ANEN,20130201,19.42,19.88,19.4,19.81,18800
Angie's List Inc.,ANGI,20130201,12.67,12.8,12.53,12.76,294800
Angiodynamics,ANGO,20130201,12.24,12.4,12.14,12.39,136100
Anika Therapeutics Inc.,ANIK,20130201,10.7,10.85,10.53,10.79,47000
Analysts International Corp.,ANLY,20130201,3.47,3.52,3.47,3.5,3200
Annapolis Bancorp Inc.,ANNB,20130201,13,13.3,12.98,13.3,24500
Ansys,ANSS,20130201,73.99,74.54,73.65,74.42,265900
Anthera Pharmaceuticals,ANTH,20130201,0.65,0.66,0.65,0.66,1523100
Phazar Corp,ANTP,20130201,1.79,1.79,1.75,1.75,1600
Alpha And Omega Semiconductor,AOSL,20130201,8.19,8.35,8.11,8.34,33000
Apco Oil And Gas International,APAGF,20130201,13.23,13.75,13.12,13.6,81100
American Public Education,APEI,20130201,38.35,38.99,37.98,38.23,99300
American Pacific Corp.,APFC,20130201,19.76,20,19.23,19.49,58900
Acme Packet,APKT,20130201,24.31,24.5,23.84,23.93,1437800
Apogee Enterprises,APOG,20130201,24.6,25.23,24.6,24.87,114700
Apollo Group,APOL,20130201,20.57,20.73,19.94,20,2712800
Aspenbio Pharma,APPY,20130201,2.27,2.4,2.25,2.33,92600
Apricus Biosciences Inc,APRI,20130201,2.64,2.92,2.61,2.9,270500
Alto Palermo S.A.,APSA,20130201,15.8,15.9,15.8,15.9,800
Asia Pac Wire &Cable,APWC,20130201,4.16,4.2,4.08,4.11,9300
Aquasition Corp.,AQUUU,20130201,10.03,10.03,10.03,10.03,0
Accuray Incorporated,ARAY,20130201,5.12,5.16,4.99,5.03,632800
Ares Capital Corp.,ARCC,20130201,17.95,17.96,17.76,17.93,1962600
Appliance Recycling Centers,ARCI,20130201,1.51,1.55,1.45,1.54,15600
American Realty Capital Propert,ARCP,20130201,13.45,13.52,13.42,13.49,95000
Arc Wireless Solutions,ARCW,20130201,6.02,6.02,6.02,6.02,0
Arden Group,ARDNA,20130201,93.51,93.51,93.21,93.5,500
Approach Resources Inc.,AREX,20130201,26.61,27.07,26.57,27,488500
Ariad Pharmaceuticals,ARIA,20130201,20,20.25,19.85,19.9,2341300
American Railcar Industries,ARII,20130201,40.48,40.97,39.01,39.27,312900
Ark Restaurants,ARKR,20130201,17.65,17.69,17.61,17.68,1000
Alliance Resource Partners L.P.,ARLP,20130201,64.02,64.12,63.5,63.9,106100
Arm Holdings Plc,ARMH,20130201,42,42.78,41.96,42.5,4509500
Arena Pharmaceuticals,ARNA,20130201,8.66,8.67,8.35,8.58,5811500
Arrow Financial Corp.,AROW,20130201,24.43,25,24.33,24.85,56200
Arqule,ARQL,20130201,2.58,2.62,2.55,2.61,322500
Arris Group Inc,ARRS,20130201,16.51,16.62,16.4,16.42,969600
Array Biopharma Inc.,ARRY,20130201,3.79,3.82,3.7,3.78,601800
Arthrocare Corp.,ARTC,20130201,36.6,36.9,36.19,36.74,78000
Artesian Resources Corp.,ARTNA,20130201,22.51,22.84,22.43,22.46,40200
Art'S-Way Manufacturing Co.,ARTW,20130201,7,7.28,7,7.19,5600
Arotech Corp.,ARTX,20130201,1.1,1.1,1,1.09,2200
Aruba Networks,ARUN,20130201,23.19,23.6,22.98,23.37,2733000
Arrowhead Research Corp.,ARWR,20130201,1.94,2,1.9,1.91,112600
Asb Bancorp Inc.,ASBB,20130201,16.44,16.44,16.44,16.44,0
Associated Banc-Corp,ASBC,20130201,14.36,14.45,14.22,14.37,1126800
Associated Banc-Corp,ASBCW,20130201,1.38,1.39,1.38,1.39,1000
Ameriana Bancorp,ASBI,20130201,8.26,8.6,8.26,8.55,8100
Ameristar Casinos,ASCA,20130201,26.68,26.75,26.36,26.38,900400
Ascent Media Corp.,ASCMA,20130201,63.86,64.4,63.43,64.2,47100
American Science And Engineering,ASEI,20130201,67.72,69.62,67.72,69.41,12600
Asta Funding,ASFI,20130201,9.52,9.6,9.46,9.6,8000
Asiainfo-Linkage,ASIA,20130201,11,11.1,10.9,11.08,136500
Asm International N.V.,ASMI,20130201,40.59,40.96,40.59,40.93,16000
Asml Holding N.V.,ASML,20130201,77.64,78.3,76.73,78.21,3894700
Ascena Retail Group,ASNA,20130201,16.98,17.08,16.9,17.01,1498100
Altisource Portfolio Solutions S.A.,ASPS,20130201,88.03,90,87.91,89.37,121500
Ameriserv Financial Inc.,ASRV,20130201,2.95,3.01,2.95,3.01,2200
Ameriserv Financial Inc.,ASRVP,20130201,26.01,26.01,26.01,26.01,0
Astrotech Corp.,ASTC,20130201,0.87,0.9,0.87,0.9,12700
Astec Industries,ASTE,20130201,35.29,36.28,35.2,36,68300
Ascent Solar Technologies,ASTI,20130201,0.64,0.65,0.64,0.64,86500
Aastrom Biosciences,ASTM,20130201,1.35,1.37,1.33,1.36,339000
Astex Pharmaceuticals Inc,ASTX,20130201,3.38,3.55,3.36,3.49,879700
Asure Software Inc,ASUR,20130201,7.09,7.09,6.9,6.93,26100
Amtech Systems,ASYS,20130201,3.89,4.01,3.89,3.93,21800
Ata Inc.,ATAI,20130201,5.71,5.71,5.71,5.71,0
America First Tax Exempt L.P.,ATAX,20130201,7.12,7.15,7.1,7.11,113800
Astea International,ATEA,20130201,2.7,2.7,2.7,2.7,500
Alphatec Holdings,ATEC,20130201,1.67,1.74,1.67,1.71,124300
Athenahealth,ATHN,20130201,87.1,87.75,86.55,87.12,476400
Athersys,ATHX,20130201,1.73,1.89,1.4,1.62,4603300
Atlanticus Holdings Corp.,ATLC,20130201,3.22,3.43,3.22,3.25,5500
Ames National Corp.,ATLO,20130201,21.63,21.96,21.62,21.94,7100
Atmi Inc.,ATMI,20130201,20.54,20.96,20.54,20.81,98300
Atmel Corp.,ATML,20130201,6.86,7.15,6.8,7.09,7104000
Atlantic Tele-Network,ATNI,20130201,43.67,43.74,42.66,43.4,84800
Api Technologies,ATNY,20130201,2.87,2.88,2.83,2.85,32300
Atossa Genetics Inc.,ATOS,20130201,5.21,5.39,5.15,5.36,9800
Atricure,ATRC,20130201,8.11,8.2,7.93,8.03,84200
Atrion Corp.,ATRI,20130201,200.51,201.3,199.04,200.4,1400
Aetrium Inc.,ATRM,20130201,0.62,0.68,0.6,0.66,48300
Astronics Corp.,ATRO,20130201,23.08,24.5,23.06,24.18,148700
Antares Pharma,ATRS,20130201,3.82,3.84,3.75,3.77,754900
Air Transport Services Group Inc,ATSG,20130201,4.67,4.71,4.66,4.68,105000
Attunity Ltd,ATTU,20130201,7.6,7.85,7.41,7.79,58100
Activision Blizzard Inc,ATVI,20130201,11.41,11.65,11.41,11.65,5182000
Cross [A.T.] Company,ATX,20130201,11.11,11.5,11.11,11.44,20300
Auburn National Bancorporation,AUBN,20130201,21.17,21.17,21.12,21.15,700
Audiocodes Ltd,AUDC,20130201,3.73,4.04,3.64,4.02,249000
Auxilium Pharmaceuticals,AUXL,20130201,18.49,18.92,18.36,18.85,1202400
Aerovironment,AVAV,20130201,21.79,21.79,21.51,21.66,184300
Advocat,AVCA,20130201,5.23,5.23,5.23,5.23,200
Aveo Pharmaceuticals,AVEO,20130201,7.92,7.99,7.76,7.98,701100
Avago Technologies,AVGO,20130201,35.99,36.3,35.82,36.26,2797200
Av Homes Inc,AVHI,20130201,15.01,15.49,14.95,15.18,34700
Avid Technology,AVID,20130201,7.45,7.72,7.43,7.71,96000
Avanir Pharmaceuticals Inc,AVNR,20130201,2.94,2.98,2.89,2.91,646100
Aviat Networks,AVNW,20130201,3.78,3.81,3.67,3.74,542200
Homeaway Inc.,AWAY,20130201,24,24.02,23.57,23.99,667400
Aware,AWRE,20130201,5.74,5.98,5.74,5.92,55300
Abraxas Petroleum Corp.,AXAS,20130201,2.16,2.22,2.13,2.2,849800
Accelerate Diagnostics Inc.,AXDX,20130201,4.29,4.41,4.29,4.41,6500
ACWI Ex-US Financials MSCI Ishares,AXFN,20130201,25.2,25.2,25.16,25.2,1600
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130201,57.04,57.04,57.04,57.04,100
Axt Inc,AXTI,20130201,2.8,2.9,2.77,2.89,222400
Aspen Technology,AZPN,20130201,30.67,30.75,30.21,30.38,719300
Natus Medical Inc.,BABY,20130201,12.38,12.59,12.33,12.54,115200
Einstein Noah Restaurant Group,BAGL,20130201,12.93,13.19,12.76,13.06,67200
Books-A-Million,BAMM,20130201,2.43,2.53,2.41,2.51,46100
First Pactrust Bancorp,BANC,20130201,11.83,11.83,11.58,11.61,24300
First Pactrust Bancorp Inc.,BANCL,20130201,25.6,25.65,25.6,25.62,4400
Bancfirst Corp.,BANF,20130201,41.15,41.4,40.14,40.99,26700
Bancfirst Corp.,BANFP,20130201,26.3,26.3,26.3,26.3,0
Banner Corp.,BANR,20130201,30.33,30.64,30.01,30.53,263200
Bioanalytical Systems,BASI,20130201,1.72,1.72,1.71,1.71,200
Bed Bath & Beyond Inc.,BBBY,20130201,58.98,59.4,58.51,59.22,2769600
Bbcn Bancorp Inc,BBCN,20130201,12.17,12.4,12.1,12.2,443600
Breitburn Energy Partners L.P.,BBEP,20130201,21.21,21.39,21.08,21.29,512800
Beasley Broadcast Group,BBGI,20130201,4.93,5,4.64,4.87,9600
Bridge Capital Holdings,BBNK,20130201,15.58,16,15.58,16,12500
Black Box Corp.,BBOX,20130201,23.5,24.35,23.4,24.21,50100
Bravo Brio Restaurant Group,BBRG,20130201,15.19,15.22,14.84,14.98,345700
Blackberry,BBRY,20130201,13.45,13.55,12.87,13.02,59354700
Barrett Business Services,BBSI,20130201,40.25,40.47,40.07,40.23,35000
Bcb Bancorp Inc. [Nj],BCBP,20130201,9.84,9.86,9.56,9.74,8900
Bcd Semiconductor Manufacturing Ltd,BCDS,20130201,7.83,7.84,7.81,7.84,56400
B Communications Ltd,BCOM,20130201,3.93,3.93,3.93,3.93,0
Berjaya Philippines Inc,BCOR,20130201,14.91,15.16,14.89,15.01,583000
Brightcove Inc.,BCOV,20130201,7.14,7.4,5.97,6.11,4842900
Balchem Corp.,BCPC,20130201,37.61,38.39,37.6,38.18,57500
Biocryst Pharmaceuticals,BCRX,20130201,1.62,1.65,1.61,1.65,243500
Bcsb Bancorp,BCSB,20130201,15.27,15.27,15.27,15.27,0
Boulder Brands Inc,BDBD,20130201,13.54,13.77,13.43,13.56,499000
Black Diamond,BDE,20130201,7.7,8.12,7.7,8.02,107800
Bridge Bancorp,BDGE,20130201,20.46,20.73,20.32,20.62,13000
Birner Dental Management Services,BDMS,20130201,17.62,17.62,17.62,17.62,0
Biodelivery Sciences International,BDSI,20130201,4.4,4.64,4.38,4.61,165700
Cardionet,BEAT,20130201,2.26,2.42,2.26,2.35,59600
Be Aerospace,BEAV,20130201,51.65,52.85,50.69,52.63,894000
Bebe Stores,BEBE,20130201,4.05,4.08,3.9,3.95,2128700
Beacon Roofing Supply,BECN,20130201,36.04,37.23,35.8,36.67,452200
Bel Fuse Inc.,BELFA,20130201,16.44,16.79,16.34,16.79,3900
Bel Fuse Inc.,BELFB,20130201,18.8,18.9,18.63,18.71,27900
Berkshire Bancorp,BERK,20130201,8.33,8.35,8.04,8.35,4900
Bankfinancial Corp.,BFIN,20130201,7.6,7.7,7.47,7.62,230600
Bluefly,BFLY,20130201,0.74,0.79,0.72,0.72,1300
Bgc Partners,BGCP,20130201,4.05,4.07,3.93,3.99,2201100
Big 5 Sporting Goods Corp.,BGFV,20130201,13.88,14.24,13.85,14.18,165100
Bg Medicine,BGMD,20130201,2.04,2.2,2.03,2.08,279500
Bgs Acquisition Corp.,BGSC,20130201,9.93,9.93,9.93,9.93,0
Bgs Acquisition Corp.,BGSCU,20130201,9.98,9.98,9.98,9.98,100
Bgs Acquisition Corp.,BGSCW,20130201,0.17,0.17,0.17,0.17,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130201,66.13,67.66,66,66.94,17200
BICK Index First Trust,BICK,20130201,25.83,26.03,25.83,25.97,2400
Baidu,BIDU,20130201,108.86,109.03,107.31,108.61,3997400
Biogen Idec Inc,BIIB,20130201,157.28,158.39,155.16,157.3,1161900
Bioclinica Inc,BIOC,20130201,7.23,7.26,7.21,7.26,150500
Biodel Inc.,BIOD,20130201,2.7,2.78,2.65,2.76,13500
Biofuel Energy,BIOF,20130201,4.68,5.21,4.42,4.77,613200
Biolase Technology,BIOL,20130201,2.56,2.62,2.51,2.51,94700
Bioscrip,BIOS,20130201,11.23,11.35,11.16,11.24,268400
Actuate Corp.,BIRT,20130201,5.63,5.73,5.61,5.72,366300
Ultrashort Nasdaq Biotech Proshares,BIS,20130201,58.23,58.23,56.7,56.7,5100
Bj's Restaurants,BJRI,20130201,32.2,32.31,31.87,32.09,373900
Blackrock Kelso Capital Corp.,BKCC,20130201,10.73,10.73,10.6,10.64,452200
Blueknight Energy,BKEP,20130201,8.1,8.31,7.92,8.03,36400
Blueknight Energy Partners L.P.,BKEPP,20130201,8.85,8.85,8.74,8.8,9100
Bank Mutual Corp.,BKMU,20130201,5.17,5.36,5.1,5.33,957300
Oak Ridge Financial Services,BKOR,20130201,4.4,4.42,4.27,4.4,5600
Bank Of South Carolina,BKSC,20130201,11.96,11.96,11.96,11.96,0
The Bank Of Kentucky Financial,BKYF,20130201,25.88,26.25,25.88,26.25,7700
Ballard Power Systems,BLDP,20130201,0.68,0.68,0.65,0.67,95200
Builders Firstsource,BLDR,20130201,6.3,6.31,6.19,6.28,335200
Bridgeline Digital,BLIN,20130201,1.77,1.8,1.75,1.8,14400
Blackbaud,BLKB,20130201,25.03,25.65,25.03,25.51,149800
Bloomin' Brands Inc.,BLMN,20130201,18.64,18.99,18.46,18.73,341500
Bsb Bancorp Inc.,BLMT,20130201,12.75,12.95,12.75,12.95,41900
Biolinerx Ltd.,BLRX,20130201,4.85,5.1,4.63,4.75,592900
Bmc Software,BMC,20130201,41.97,42.44,41.63,42.17,1643200
Bank Of Marin Bancorp,BMRC,20130201,39.03,39.4,38.87,39.05,9600
Biomarin Pharmaceutical Inc.,BMRN,20130201,54.89,56.71,54.89,56,1657900
Bryn Mawr Bank Corp.,BMTC,20130201,23.16,23.46,23.05,23.38,23500
Biomimetic Therapeutics,BMTI,20130201,8.48,8.55,8.38,8.55,180900
Beneficial Mutual Bancorp,BNCL,20130201,9.36,9.37,9.32,9.35,192300
Bnc Bancorp,BNCN,20130201,8.37,8.48,8.29,8.48,31000
Bonso Electronics International,BNSO,20130201,1.41,1.41,1.41,1.41,200
Bob Evans Farms,BOBE,20130201,43.04,44.22,42.78,43.47,305200
Bank Of Commerce Holdings [Ca],BOCH,20130201,4.91,4.96,4.9,4.96,211700
Body Central,BODY,20130201,7.93,8.2,7.89,7.97,320400
Bofi Holding,BOFI,20130201,32.69,33,32.36,32.75,222400
Bok Financial Corp.,BOKF,20130201,56.16,56.44,56,56.43,92500
Bolt Technology Corp.,BOLT,20130201,14.99,15.41,14.96,15.4,17900
Bona Film Group Limited,BONA,20130201,5.03,5.03,4.98,4.99,300
The Bon-Ton Stores,BONT,20130201,12.51,13.31,12.37,13.1,149400
Dynamic Materials Corp.,BOOM,20130201,16.72,17.1,16.26,16.98,72900
B.O.S. Better Online Solutions,BOSC,20130201,4.15,4.25,4.1,4.25,2000
Biota Pharmaceuticals Inc.,BOTA,20130201,3.95,4.01,3.95,3.95,9000
Bank Of The Jame Fnl,BOTJ,20130201,7.82,8,7.82,7.85,700
Bank Of Virginia,BOVA,20130201,3.68,4.89,3.5,4.05,14900
Biosante Pharmaceuticals,BPAX,20130201,1.38,1.45,1.35,1.42,400600
Boston Private Financial Holdings,BPFH,20130201,9.25,9.47,9.25,9.46,270800
Boston Private Financial Holdings,BPFHW,20130201,3.5,3.5,3.5,3.5,0
Bluephoenix Solutions,BPHX,20130201,4.21,4.22,4.11,4.22,2700
Popular,BPOP,20130201,26.99,27.67,26.92,27.2,1260100
Popular,BPOPM,20130201,22.71,22.71,21.32,22.65,1400
Popular,BPOPN,20130201,23.81,23.95,23.8,23.8,2900
Brocade Communications Systems,BRCD,20130201,5.75,5.75,5.6,5.6,5964500
Broadcom Corp.,BRCM,20130201,32.99,33.24,32.54,33.09,12772200
Craft Brewers Alliance Inc,BREW,20130201,6.74,7.14,6.64,6.96,29500
Bridgford Foods Corp.,BRID,20130201,6.5,6.5,6.5,6.5,0
Brookline Bancorp,BRKL,20130201,8.82,8.96,8.75,8.93,662200
Bruker Corp.,BRKR,20130201,16.86,17.19,16.59,16.63,1300900
Brooks Automation,BRKS,20130201,9.47,9.79,9.31,9.68,780700
Bio-Reference Laboratories,BRLI,20130201,27.74,27.92,25.68,26.86,1185100
Bsd Medical Corp.,BSDM,20130201,1.55,1.55,1.48,1.5,54600
Bassett Furniture Industries Inc.,BSET,20130201,14.15,14.15,13.9,13.99,23800
Broadsoft,BSFT,20130201,34.18,35.3,33.73,34.98,316500
Biostar Pharmaceuticals,BSPM,20130201,1.11,1.14,1.05,1.08,26900
Bsquare Corp.,BSQR,20130201,3.5,3.51,3.32,3.35,25600
