<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Broadway Financial Corp.,BYFC,20130218,0.92,0.92,0.92,0.92,0
CA Inc.,CA,20130218,25.05,25.05,25.05,25.05,0
China Automotive Systems,CAAS,20130218,5.18,5.18,5.18,5.18,0
Camden National Corp.,CAC,20130218,34.21,34.21,34.21,34.21,0
Cascade Bancorp,CACB,20130218,6.49,6.49,6.49,6.49,0
Credit Acceptance Corp.,CACC,20130218,113.56,113.56,113.56,113.56,0
Chart Acquisition Corp.,CACGU,20130218,10.03,10.03,10.03,10.03,0
Cache,CACH,20130218,4.67,4.67,4.67,4.67,0
China Advanced Construction,CADC,20130218,0.51,0.51,0.51,0.51,0
Cadence Pharmaceuticals,CADX,20130218,5,5,5,5,0
Camco Financial Corp.,CAFI,20130218,3.12,3.12,3.12,3.12,0
The Cheesecake Factory Inc.,CAKE,20130218,33.07,33.07,33.07,33.07,0
Callidus Software,CALD,20130218,4.67,4.67,4.67,4.67,0
China Auto Logistics Inc.,CALI,20130218,2.93,2.93,2.93,2.93,0
Vocaltec Communications Ltd,CALL,20130218,13.28,13.28,13.28,13.28,0
Cal-Maine Foods,CALM,20130218,41.91,41.91,41.91,41.91,0
Calamp,CAMP,20130218,9.69,9.69,9.69,9.69,0
Camtek Ltd,CAMT,20130218,1.65,1.65,1.65,1.65,0
Avis Budget Group,CAR,20130218,23.84,23.84,23.84,23.84,0
Carbonite Inc.,CARB,20130218,10.06,10.06,10.06,10.06,0
Carolina Trust Bank,CART,20130218,2.56,2.56,2.56,2.56,0
Carver Bancorp,CARV,20130218,4.51,4.51,4.51,4.51,0
Nasdaq Global Auto Index First Trust,CARZ,20130218,30.99,30.99,30.99,30.99,0
Meta Financial Group,CASH,20130218,22.98,22.98,22.98,22.98,0
Cas Medical Systems,CASM,20130218,1.82,1.82,1.82,1.82,0
Cass Information Systems Inc,CASS,20130218,41.09,41.09,41.09,41.09,0
Caseys General Stores,CASY,20130218,55.43,55.43,55.43,55.43,0
Cardtronics,CATM,20130218,26.83,26.83,26.83,26.83,0
Cathay General Bancorp,CATY,20130218,20.14,20.14,20.14,20.14,0
Cavium Inc,CAVM,20130218,37.33,37.33,37.33,37.33,0
China Bak Battery,CBAK,20130218,1.55,1.55,1.55,1.55,0
Colony Bankcorp,CBAN,20130218,5.21,5.21,5.21,5.21,0
Cbeyond,CBEY,20130218,7.96,7.96,7.96,7.96,0
Capital Bank Financial Corp.,CBF,20130218,17.5,17.5,17.5,17.5,0
Community Bank Shares Of Indiana,CBIN,20130218,16.9,16.9,16.9,16.9,0
Cleveland Biolabs,CBLI,20130218,1.71,1.71,1.71,1.71,0
Combimatrix Corp.,CBMX,20130218,3.21,3.21,3.21,3.21,0
Combimatrix Corp.,CBMXW,20130218,0.28,0.28,0.28,0.28,0
Cape Bancorp,CBNJ,20130218,9.19,9.19,9.19,9.19,0
Chicopee Bancorp,CBNK,20130218,15.7,15.7,15.7,15.7,0
CBOE Holdings,CBOE,20130218,35.96,35.96,35.96,35.96,0
China Biologic Products,CBPO,20130218,18.58,18.58,18.58,18.58,0
Cracker Barrel Old Country Store,CBRL,20130218,66.71,66.71,66.71,66.71,0
Columbia Laboratories,CBRX,20130218,0.6,0.6,0.6,0.6,0
Commerce Bancshares,CBSH,20130218,38.8,38.8,38.8,38.8,0
Cubist Pharmaceuticals,CBST,20130218,41.6,41.6,41.6,41.6,0
Capital City Bank Group,CCBG,20130218,11.35,11.35,11.35,11.35,0
China Ceramics Co.,CCCL,20130218,3.3,3.3,3.3,3.3,0
Chinacache International,CCIH,20130218,3.74,3.74,3.74,3.74,0
Coleman Cable,CCIX,20130218,9.98,9.98,9.98,9.98,0
Cabot Microelectronics Corp.,CCMP,20130218,35.81,35.81,35.81,35.81,0
Cnb Financial Corp.,CCNE,20130218,17.25,17.25,17.25,17.25,0
Cogent Communications Group,CCOI,20130218,25.02,25.02,25.02,25.02,0
Cross Country Healthcare,CCRN,20130218,5.56,5.56,5.56,5.56,0
Concurrent Computer Corp.,CCUR,20130218,7.92,7.92,7.92,7.92,0
Chemocentryx Inc.,CCXI,20130218,11.7,11.7,11.7,11.7,0
Cadence Design Systems,CDNS,20130218,14.27,14.27,14.27,14.27,0
Clean Diesel Technologies,CDTI,20130218,2.52,2.52,2.52,2.52,0
Codexis,CDXS,20130218,2.31,2.31,2.31,2.31,0
Cadiz,CDZI,20130218,6.48,6.48,6.48,6.48,0
Ceco Environmental,CECE,20130218,10.65,10.65,10.65,10.65,0
Career Education Corp.,CECO,20130218,4.08,4.08,4.08,4.08,0
Central European Distribution Corp.,CEDC,20130218,1.43,1.43,1.43,1.43,0
Chinaedu Corp.,CEDU,20130218,6.38,6.38,6.38,6.38,0
Celgene Corp.,CELG,20130218,98.77,98.77,98.77,98.77,0
Celgene Corp.,CELGZ,20130218,7.15,7.15,7.15,7.15,0
Chembio Diagnostics,CEMI,20130218,5.71,5.71,5.71,5.71,0
Cempra Inc.,CEMP,20130218,6.58,6.58,6.58,6.58,0
Central Garden & Pet Company,CENT,20130218,9.35,9.35,9.35,9.35,0
Central Garden & Pet Company,CENTA,20130218,9.25,9.25,9.25,9.25,0
Century Aluminum Company,CENX,20130218,9.37,9.37,9.37,9.37,0
Ceres Inc.,CERE,20130218,4.27,4.27,4.27,4.27,0
Cerner Corp.,CERN,20130218,87.93,87.93,87.93,87.93,0
Cerus Corp.,CERS,20130218,3.15,3.15,3.15,3.15,0
Central European Media Enterprises,CETV,20130218,5.97,5.97,5.97,5.97,0
Ceva,CEVA,20130218,15.44,15.44,15.44,15.44,0
Central Federal Corp.,CFBK,20130218,1.69,1.69,1.69,1.69,0
C&F Financial Corp.,CFFI,20130218,40.09,40.09,40.09,40.09,0
Capitol Federal Financial,CFFN,20130218,11.94,11.94,11.94,11.94,0
California First National Bancorp,CFNB,20130218,15.91,15.91,15.91,15.91,0
Cardinal Financial Corp.,CFNL,20130218,16.54,16.54,16.54,16.54,0
The Carlyle Group L.P.,CG,20130218,35.51,35.51,35.51,35.51,0
China Growth Equity Investment,CGEI,20130218,10.05,10.05,10.05,10.05,0
Compugen Ltd,CGEN,20130218,5.08,5.08,5.08,5.08,0
Cognex Corp.,CGNX,20130218,41.66,41.66,41.66,41.66,0
Calamos Global Total Return Fund,CGO,20130218,14.33,14.33,14.33,14.33,0
Comstock Homebuilding Companies,CHCI,20130218,1.39,1.39,1.39,1.39,0
City Holding Company,CHCO,20130218,38.33,38.33,38.33,38.33,0
Churchill Downs Inc.,CHDN,20130218,66.18,66.18,66.18,66.18,0
Chindex International,CHDX,20130218,10.79,10.79,10.79,10.79,0
The Chefs' Warehouse Inc.,CHEF,20130218,16.98,16.98,16.98,16.98,0
Cheviot Financial Corp,CHEV,20130218,10.52,10.52,10.52,10.52,0
Chemical Financial Corp.,CHFC,20130218,24.8,24.8,24.8,24.8,0
Charter Financial,CHFN,20130218,12.69,12.69,12.69,12.69,0
Calamos Convertible Opportunities,CHI,20130218,12.42,12.42,12.42,12.42,0
Cherokee Inc.,CHKE,20130218,14.59,14.59,14.59,14.59,0
Check Point Software Technologies Ltd,CHKP,20130218,51.36,51.36,51.36,51.36,0
China Housing & Land Development,CHLN,20130218,1.37,1.37,1.37,1.37,0
Chemung Financial Corp,CHMG,20130218,30.25,30.25,30.25,30.25,0
China Natural Resources,CHNR,20130218,5.1,5.1,5.1,5.1,0
China Gerui Advanced Materials,CHOP,20130218,2.74,2.74,2.74,2.74,0
Charm Communications Inc.,CHRM,20130218,4.75,4.75,4.75,4.75,0
C.H. Robinson Worldwide,CHRW,20130218,57.78,57.78,57.78,57.78,0
Chs Inc,CHSCP,20130218,31.88,31.88,31.88,31.88,0
Chelsea Therapeutics International,CHTP,20130218,0.79,0.79,0.79,0.79,0
Charter Communications,CHTR,20130218,79.54,79.54,79.54,79.54,0
Chuy's Holding Inc,CHUY,20130218,28.12,28.12,28.12,28.12,0
Calamos Global Dynamic,CHW,20130218,8.86,8.86,8.86,8.86,0
Wisdomtree China Dividend Ex-Fi,CHXF,20130218,55.44,55.44,55.44,55.44,0
Calamos Convertible And High,CHY,20130218,12.63,12.63,12.63,12.63,0
Chyron Corp.,CHYR,20130218,1.1,1.1,1.1,1.1,0
Cinedigm Digital Cinema Corp,CIDM,20130218,1.52,1.52,1.52,1.52,0
Ciena Corp.,CIEN,20130218,16.15,16.15,16.15,16.15,0
Cimatron Limited,CIMT,20130218,11.17,11.17,11.17,11.17,0
Cincinnati Financial Corp.,CINF,20130218,44.84,44.84,44.84,44.84,0
Cis Acquisition Ltd.,CISAU,20130218,10.12,10.12,10.12,10.12,0
Cninsure Inc.,CISG,20130218,5.73,5.73,5.73,5.73,0
Cfs Bancorp,CITZ,20130218,7.65,7.65,7.65,7.65,0
Citizens Holding Company,CIZN,20130218,18.78,18.78,18.78,18.78,0
China Jo-Jo Drugstores,CJJD,20130218,0.86,0.86,0.86,0.86,0
Carmike Cinemas,CKEC,20130218,16.97,16.97,16.97,16.97,0
Clicksoftware Technologies Ltd,CKSW,20130218,8.09,8.09,8.09,8.09,0
Carolina Bank Holdings Inc.,CLBH,20130218,9.8,9.8,9.8,9.8,0
Collectors Universe,CLCT,20130218,11.4,11.4,11.4,11.4,0
Celldex Therapeutics Inc,CLDX,20130218,8.3,8.3,8.3,8.3,0
Clearfield,CLFD,20130218,5.41,5.41,5.41,5.41,0
Clearsign Combustion Corporatio,CLIR,20130218,5.17,5.17,5.17,5.17,0
Calamos Asset Management,CLMS,20130218,10.6,10.6,10.6,10.6,0
Calumet Specialty Products,CLMT,20130218,36.15,36.15,36.15,36.15,0
Clean Energy Fuels,CLNE,20130218,13.03,13.03,13.03,13.03,0
Cleantech Solutions International Inc,CLNT,20130218,4.02,4.02,4.02,4.02,0
Clearone Communications Inc.,CLRO,20130218,6.57,6.57,6.57,6.57,0
Tegal Corp.,CLRX,20130218,3.31,3.31,3.31,3.31,0
Celsion Corp.,CLSN,20130218,1.26,1.26,1.26,1.26,0
Town Sports International Holdings,CLUB,20130218,10.62,10.62,10.62,10.62,0
Clovis Oncology Inc.,CLVS,20130218,18.64,18.64,18.64,18.64,0
Clearwire Corp.,CLWR,20130218,3.16,3.16,3.16,3.16,0
Euro Tech Holdings Company,CLWT,20130218,2.83,2.83,2.83,2.83,0
Columbus Mckinnon Corp.,CMCO,20130218,20.11,20.11,20.11,20.11,0
Comcast Corp.,CMCSA,20130218,41.24,41.24,41.24,41.24,0
Comcast Corp.,CMCSK,20130218,39.41,39.41,39.41,39.41,0
Cme Group Inc.,CME,20130218,58.52,58.52,58.52,58.52,0
China Mobile Games And Entertai,CMGE,20130218,3.45,3.45,3.45,3.45,0
Cumulus Media Inc.,CMLS,20130218,3.3,3.3,3.3,3.3,0
Cms Bancorp,CMSB,20130218,8.14,8.14,8.14,8.14,0
Comtech Telecommunications,CMTL,20130218,27.05,27.05,27.05,27.05,0
Center Bancorp,CNBC,20130218,12.59,12.59,12.59,12.59,0
Century Bancorp,CNBKA,20130218,33.38,33.38,33.38,33.38,0
Coronado Biosciences,CNDO,20130218,7.4,7.4,7.4,7.4,0
Chinanet Online Holdings,CNET,20130218,0.78,0.78,0.78,0.78,0
China Information Technology,CNIT,20130218,1.01,1.01,1.01,1.01,0
Conmed Corp.,CNMD,20130218,30.78,30.78,30.78,30.78,0
Connectone Bancorp Inc.,CNOB,20130218,29.25,29.25,29.25,29.25,0
Concur Technologies,CNQR,20130218,69.5,69.5,69.5,69.5,0
Comverse,CNSI,20130218,28.04,28.04,28.04,28.04,0
Consolidated Communications Holdings,CNSL,20130218,16.87,16.87,16.87,16.87,0
China Techfaith Wireless,CNTF,20130218,1.19,1.19,1.19,1.19,0
Century Casinos,CNTY,20130218,3.09,3.09,3.09,3.09,0
China Yida Holding Co.,CNYD,20130218,3.6,3.6,3.6,3.6,0
Coastal Contacts Inc,COA,20130218,5.01,5.01,5.01,5.01,0
Colonial Financial Services,COBK,20130218,13.73,13.73,13.73,13.73,0
Cobra Electronics Corp.,COBR,20130218,4.15,4.15,4.15,4.15,0
Cobiz Financial Inc.,COBZ,20130218,8.13,8.13,8.13,8.13,0
Corinthian Colleges,COCO,20130218,2.4,2.4,2.4,2.4,0
Cogo Group,COGO,20130218,2.27,2.27,2.27,2.27,0
Coherent,COHR,20130218,59.99,59.99,59.99,59.99,0
Cohu,COHU,20130218,10.05,10.05,10.05,10.05,0
Coca-Cola Bottling Co. Consolidated,COKE,20130218,64.13,64.13,64.13,64.13,0
Columbia Banking System,COLB,20130218,20.34,20.34,20.34,20.34,0
Columbia Sportswear Company,COLM,20130218,52.76,52.76,52.76,52.76,0
Cyrusone Inc,CONE,20130218,22.39,22.39,22.39,22.39,0
Conn's,CONN,20130218,31.1,31.1,31.1,31.1,0
Majesco Entertainment Company,COOL,20130218,0.59,0.59,0.59,0.59,0
Core-Mark Holding Company,CORE,20130218,49.04,49.04,49.04,49.04,0
Corcept Therapeutics Inc.,CORT,20130218,1.82,1.82,1.82,1.82,0
Cosi,COSI,20130218,0.92,0.92,0.92,0.92,0
Costco Wholesale Corp.,COST,20130218,102.17,102.17,102.17,102.17,0
Cowen Group,COWN,20130218,2.82,2.82,2.82,2.82,0
Counterpath Corporation,CPAH,20130218,2,2,2,2,0
Community Partners Bancorp,CPBC,20130218,6.2,6.2,6.2,6.2,0
China Shengda Packaging Group,CPGI,20130218,1.2,1.2,1.2,1.2,0
Canterbury Park Holding Corp.,CPHC,20130218,10.87,10.87,10.87,10.87,0
Cepheid,CPHD,20130218,35.18,35.18,35.18,35.18,0
Cumberland Pharmaceuticals Inc.,CPIX,20130218,4.51,4.51,4.51,4.51,0
Capella Education Company,CPLA,20130218,32.03,32.03,32.03,32.03,0
Capital Product Partners L.P.,CPLP,20130218,7.99,7.99,7.99,7.99,0
Copano Energy L.L.C.,CPNO,20130218,38.6,38.6,38.6,38.6,0
Copart,CPRT,20130218,36.32,36.32,36.32,36.32,0
Catalyst Pharmaceutical Partners,CPRX,20130218,0.48,0.48,0.48,0.48,0
Computer Programs And Systems,CPSI,20130218,51.07,51.07,51.07,51.07,0
China Precision Steel,CPSL,20130218,2,2,2,2,0
Consumer Portfolio Services,CPSS,20130218,9.17,9.17,9.17,9.17,0
Capstone Turbine Corp.,CPST,20130218,1.04,1.04,1.04,1.04,0
Conceptus,CPTS,20130218,22.65,22.65,22.65,22.65,0
Compuware Corp.,CPWR,20130218,11.77,11.77,11.77,11.77,0
Cra Internationalinc.,CRAI,20130218,21.56,21.56,21.56,21.56,0
Cray Inc,CRAY,20130218,19.47,19.47,19.47,19.47,0
Citizens Republic Bancorp,CRBC,20130218,20.83,20.83,20.83,20.83,0
Cardica,CRDC,20130218,1.27,1.27,1.27,1.27,0
Crossroads Systems#,CRDS,20130218,1.77,1.77,1.77,1.77,0
Cree,CREE,20130218,45.72,45.72,45.72,45.72,0
China Recycling Energy Corp.,CREG,20130218,1.1,1.1,1.1,1.1,0
Cresud S.A.C.I.F. Y A.,CRESW,20130218,0.07,0.07,0.07,0.07,0
Cresud S.A.C.I.F. Y A.,CRESY,20130218,8.58,8.58,8.58,8.58,0
Crescent Financial Corp.,CRFN,20130218,4.46,4.46,4.46,4.46,0
Curis,CRIS,20130218,2.8,2.8,2.8,2.8,0
57Th Str Gen Acquisi,CRMB,20130218,2.98,2.98,2.98,2.98,0
57Th Str Gen Acquisi,CRMBU,20130218,3.02,3.02,3.02,3.02,0
57Th Str Gen Acquisi,CRMBW,20130218,0.09,0.09,0.09,0.09,0
Cardiome Pharma Corp.,CRME,20130218,0.45,0.45,0.45,0.45,0
America's Car-Mart,CRMT,20130218,41.56,41.56,41.56,41.56,0
Ceragon Networks Ltd,CRNT,20130218,4.69,4.69,4.69,4.69,0
Crocs,CROX,20130218,14.96,14.96,14.96,14.96,0
Carrollton Bancorp,CRRB,20130218,5.5,5.5,5.5,5.5,0
Courier Corp.,CRRC,20130218,12.51,12.51,12.51,12.51,0
Cornerstone Therapeutics Inc.,CRTX,20130218,5.35,5.35,5.35,5.35,0
Cirrus Logic,CRUS,20130218,27.51,27.51,27.51,27.51,0
Corvel,CRVL,20130218,47.58,47.58,47.58,47.58,0
Crown Media Holdings,CRWN,20130218,1.99,1.99,1.99,1.99,0
Crown Crafts,CRWS,20130218,5.48,5.48,5.48,5.48,0
Carrizo Oil & Gas,CRZO,20130218,21.27,21.27,21.27,21.27,0
Clifton Savings Bancorp,CSBK,20130218,11.56,11.56,11.56,11.56,0
Cascade Microtech,CSCD,20130218,7.29,7.29,7.29,7.29,0
Cisco Systems,CSCO,20130218,20.99,20.99,20.99,20.99,0
Centerstate Banks,CSFL,20130218,8.48,8.48,8.48,8.48,0
Costar Group,CSGP,20130218,96.14,96.14,96.14,96.14,0
Csg Systems International,CSGS,20130218,20.28,20.28,20.28,20.28,0
Cardiovascular Systems,CSII,20130218,15.81,15.81,15.81,15.81,0
Canadian Solar Inc.,CSIQ,20130218,5,5,5,5,0
Cornerstone Ondemand Inc.,CSOD,20130218,30.91,30.91,30.91,30.91,0
Csp Inc.,CSPI,20130218,6.69,6.69,6.69,6.69,0
Calamos Strategic Total Return Fund,CSQ,20130218,10.45,10.45,10.45,10.45,0
Csr Plc,CSRE,20130218,23.94,23.94,23.94,23.94,0
Caesarstone Sdot-Yam Ltd.,CSTE,20130218,23.12,23.12,23.12,23.12,0
Coinstar,CSTR,20130218,53.53,53.53,53.53,53.53,0
China Sunergy Co.,CSUN,20130218,1.7,1.7,1.7,1.7,0
Capital Southwest Corp.,CSWC,20130218,110.91,110.91,110.91,110.91,0
Cintas Corp.,CTAS,20130218,44.66,44.66,44.66,44.66,0
Community Trust Bancorp,CTBI,20130218,34.48,34.48,34.48,34.48,0
Commtouch Software Ltd,CTCH,20130218,3.7,3.7,3.7,3.7,0
Ctc Media,CTCM,20130218,10.27,10.27,10.27,10.27,0
Constant Contact,CTCT,20130218,15.44,15.44,15.44,15.44,0
Computer Task Group Inc.,CTGX,20130218,20.36,20.36,20.36,20.36,0
Charles & Colvard Ltd,CTHR,20130218,3.92,3.92,3.92,3.92,0
Cti Industries Corp.,CTIB,20130218,6.3,6.3,6.3,6.3,0
Cell Therapeutics,CTIC,20130218,1.44,1.44,1.44,1.44,0
Citi Trends,CTRN,20130218,11.61,11.61,11.61,11.61,0
Ctrip.Com International,CTRP,20130218,21.01,21.01,21.01,21.01,0
Catamaran Corp,CTRX,20130218,53.65,53.65,53.65,53.65,0
Cognizant Technology Solutions,CTSH,20130218,76.85,76.85,76.85,76.85,0
Connecticut Water Service,CTWS,20130218,29.91,29.91,29.91,29.91,0
Citrix Systems,CTXS,20130218,72.62,72.62,72.62,72.62,0
ISE Global Copper Index First Trust,CU,20130218,30.08,30.08,30.08,30.08,0
The Herzfeld Caribbean Basin Fund,CUBA,20130218,8.83,8.83,8.83,8.83,0
Cui Global Inc,CUI,20130218,5.45,5.45,5.45,5.45,0
California United Bk,CUNB,20130218,12.38,12.38,12.38,12.38,0
Cutera,CUTR,20130218,11.59,11.59,11.59,11.59,0
Cvb Financial Corp.,CVBF,20130218,10.92,10.92,10.92,10.92,0
Cavco Industries,CVCO,20130218,46.8,46.8,46.8,46.8,0
Central Valley Community Bancorp,CVCY,20130218,8.45,8.45,8.45,8.45,0
Commercial Vehicle Group,CVGI,20130218,8.19,8.19,8.19,8.19,0
Calavo Growers,CVGW,20130218,27.24,27.24,27.24,27.24,0
Commvault Systems,CVLT,20130218,76.38,76.38,76.38,76.38,0
Codorus Valley Bancorp Inc,CVLY,20130218,16.62,16.62,16.62,16.62,0
Covenant Transportation Group,CVTI,20130218,5.68,5.68,5.68,5.68,0
Cvd Equipment Corp.,CVV,20130218,12,12,12,12,0
Community West Bancshares,CWBC,20130218,4.95,4.95,4.95,4.95,0
Consolidated Water Co. Ltd,CWCO,20130218,9.1,9.1,9.1,9.1,0
Clayton Williams Energy,CWEI,20130218,39.02,39.02,39.02,39.02,0
Casella Waste Systems,CWST,20130218,4.6,4.6,4.6,4.6,0
Coldwater Creek,CWTR,20130218,3.8,3.8,3.8,3.8,0
China Xd Plastics Company,CXDC,20130218,4.24,4.24,4.24,4.24,0
Crimson Exploration Inc.,CXPO,20130218,3.12,3.12,3.12,3.12,0
Cypress Semiconductor Corp.,CY,20130218,9.86,9.86,9.86,9.86,0
Cyanotech Corp.,CYAN,20130218,4.66,4.66,4.66,4.66,0
Cyberoptics Corp.,CYBE,20130218,6.59,6.59,6.59,6.59,0
Cyberonics,CYBX,20130218,45.05,45.05,45.05,45.05,0
Cyclacel Pharmaceuticals,CYCC,20130218,5.5,5.5,5.5,5.5,0
Cyclacel Pharmaceuticals,CYCCP,20130218,9.89,9.89,9.89,9.89,0
Cymer,CYMI,20130218,100.61,100.61,100.61,100.61,0
Cynosure,CYNO,20130218,28.1,28.1,28.1,28.1,0
Changyou.Com Limited,CYOU,20130218,30.48,30.48,30.48,30.48,0
Cytokinetics Inc.,CYTK,20130218,1.04,1.04,1.04,1.04,0
Cytrx Corp.,CYTR,20130218,2.15,2.15,2.15,2.15,0
Cytori Therapeutics Inc,CYTX,20130218,2.7,2.7,2.7,2.7,0
Cytori Therapeutics Inc,CYTXW,20130218,1.45,1.45,1.45,1.45,0
Citizens First Corp.,CZFC,20130218,9.22,9.22,9.22,9.22,0
Citizens & Northern Corp,CZNC,20130218,19.75,19.75,19.75,19.75,0
Caesars Entertainment Corporati,CZR,20130218,10.74,10.74,10.74,10.74,0
Citizens Community Bancorp,CZWI,20130218,6.75,6.75,6.75,6.75,0
Unify Corp.,DAEG,20130218,1.36,1.36,1.36,1.36,0
Data I/O Corp.,DAIO,20130218,1.63,1.63,1.63,1.63,0
Daktronics,DAKT,20130218,12.4,12.4,12.4,12.4,0
Dara Biosciences,DARA,20130218,1.16,1.16,1.16,1.16,0
Jiayuan.Com International Ltd.,DATE,20130218,5.68,5.68,5.68,5.68,0
Famous Dave's Of America,DAVE,20130218,9.41,9.41,9.41,9.41,0
Double Eagle Petroleum Company,DBLE,20130218,4.76,4.76,4.76,4.76,0
Double Eagle Petroleum Company,DBLEP,20130218,25.75,25.75,25.75,25.75,0
Digital Cinema Destinations Cor,DCIN,20130218,5.8,5.8,5.8,5.8,0
Diana Containerships Inc.,DCIX,20130218,6.48,6.48,6.48,6.48,0
Dime Community Bancshares,DCOM,20130218,14.02,14.02,14.02,14.02,0
Delcath Systems,DCTH,20130218,1.58,1.58,1.58,1.58,0
Deckers Outdoor Corp.,DECK,20130218,42.83,42.83,42.83,42.83,0
Dell Inc.,DELL,20130218,13.81,13.81,13.81,13.81,0
Denny's Corp.,DENN,20130218,5.65,5.65,5.65,5.65,0
Depomed,DEPO,20130218,6.84,6.84,6.84,6.84,0
Destination Maternity Corp.,DEST,20130218,23.34,23.34,23.34,23.34,0
Deerfield Capital,DFR,20130218,8.72,8.72,8.72,8.72,0
Del Frisco's Restaurant Group Llc.,DFRG,20130218,16.6,16.6,16.6,16.6,0
R.G. Barry Corp.,DFZ,20130218,12.26,12.26,12.26,12.26,0
Delta Natural Gas Company,DGAS,20130218,19,19,19,19,0
Donegal Group,DGICA,20130218,14.63,14.63,14.63,14.63,0
Donegal Group,DGICB,20130218,19,19,19,19,0
Digi International Inc.,DGII,20130218,10.1,10.1,10.1,10.1,0
Dg Fastchannel,DGIT,20130218,8.98,8.98,8.98,8.98,0
Digital Ally,DGLY,20130218,4.11,4.11,4.11,4.11,0
Diamond Hill Financial Trends Fund,DHFT,20130218,12.98,12.98,12.98,12.98,0
Diamond Hill Investment Group,DHIL,20130218,78.29,78.29,78.29,78.29,0
Dehaier Medical Systems,DHRM,20130218,1.9,1.9,1.9,1.9,0
Diodes Inc.,DIOD,20130218,21.09,21.09,21.09,21.09,0
Discovery Communications Inc,DISCA,20130218,70.3,70.3,70.3,70.3,0
Discovery Communications Inc,DISCB,20130218,69.94,69.94,69.94,69.94,0
Discovery Communications Inc,DISCK,20130218,63.01,63.01,63.01,63.01,0
Dish Network Corp.,DISH,20130218,36.93,36.93,36.93,36.93,0
Daily Journal Corp. [S.C.],DJCO,20130218,98.37,98.37,98.37,98.37,0
Dialogic,DLGC,20130218,2.22,2.22,2.22,2.22,0
Dlh Holdings Corp,DLHC,20130218,1.05,1.05,1.05,1.05,0
Delia*S Inc.,DLIA,20130218,1.04,1.04,1.04,1.04,0
Dollar Financial,DLLR,20130218,19.72,19.72,19.72,19.72,0
Dollar Tree,DLTR,20130218,41.12,41.12,41.12,41.12,0
Dorchester Minerals L.P.,DMLP,20130218,23.33,23.33,23.33,23.33,0
Diamond Foods,DMND,20130218,15.88,15.88,15.88,15.88,0
Digimarc Corp.,DMRC,20130218,22.94,22.94,22.94,22.94,0
Dnb Financial Corp,DNBF,20130218,17,17,17,17,0
Dendreon Corp.,DNDN,20130218,6.07,6.07,6.07,6.07,0
Dunkin' Brands Group Inc.,DNKN,20130218,37.7,37.7,37.7,37.7,0
Dorman Products,DORM,20130218,37.65,37.65,37.65,37.65,0
Dover Saddlery,DOVR,20130218,3.55,3.55,3.55,3.55,0
Digirad Corp.,DRAD,20130218,2.01,2.01,2.01,2.01,0
Dataram Corp.,DRAM,20130218,0.28,0.28,0.28,0.28,0
Dynamics Research Corp.,DRCO,20130218,7.23,7.23,7.23,7.23,0
Digital River,DRIV,20130218,14.05,14.05,14.05,14.05,0
Durect Corp.,DRRX,20130218,1.15,1.15,1.15,1.15,0
Durata Therapeutics Inc.,DRTX,20130218,7.7,7.7,7.7,7.7,0
Dragonwave Inc,DRWI,20130218,2.34,2.34,2.34,2.34,0
Dryships Inc.,DRYS,20130218,2.18,2.18,2.18,2.18,0
Derma Sciences,DSCI,20130218,12.13,12.13,12.13,12.13,0
Discovery Laboratories,DSCO,20130218,2.67,2.67,2.67,2.67,0
The Descartes Systems Group Inc.,DSGX,20130218,8.75,8.75,8.75,8.75,0
Ds Healthcare Group Inc.,DSKX,20130218,2.82,2.82,2.82,2.82,0
Dsp Group,DSPG,20130218,7.34,7.34,7.34,7.34,0
Daystar Technologies,DSTI,20130218,1.36,1.36,1.36,1.36,0
Deswell Industries,DSWL,20130218,2.54,2.54,2.54,2.54,0
Datalink Corp.,DTLK,20130218,9.87,9.87,9.87,9.87,0
Dts,DTSI,20130218,19.67,19.67,19.67,19.67,0
Directv,DTV,20130218,49.19,49.19,49.19,49.19,0
Dynavax Technologies Corp.,DVAX,20130218,3.15,3.15,3.15,3.15,0
Dynavox Inc.,DVOX,20130218,0.28,0.28,0.28,0.28,0
Dreamworks Animation Skg,DWA,20130218,17.39,17.39,17.39,17.39,0
Datawatch Corp.,DWCH,20130218,11.27,11.27,11.27,11.27,0
Dawson Geophysical Company,DWSN,20130218,32.37,32.37,32.37,32.37,0
Dexcom,DXCM,20130218,14.41,14.41,14.41,14.41,0
Casual Male Retail Group,DXLG,20130218,4.51,4.51,4.51,4.51,0
Dxp Enterprises,DXPE,20130218,60.3,60.3,60.3,60.3,0
The Dixie Group,DXYN,20130218,4.16,4.16,4.16,4.16,0
Dyax,DYAX,20130218,3.19,3.19,3.19,3.19,0
Dynatronics Corp.,DYNT,20130218,2.95,2.95,2.95,2.95,0
Dynasil Corporation Of America,DYSL,20130218,0.97,0.97,0.97,0.97,0
Electronic Arts Inc.,EA,20130218,16.97,16.97,16.97,16.97,0
Erickson Air-Crane Incorporated,EAC,20130218,13.19,13.19,13.19,13.19,0
Ebay Inc.,EBAY,20130218,56.7,56.7,56.7,56.7,0
Ebix Inc,EBIX,20130218,18.34,18.34,18.34,18.34,0
Eagle Bancorp Montana,EBMT,20130218,10.55,10.55,10.55,10.55,0
Meridian Interstate Bancorp,EBSB,20130218,18.17,18.17,18.17,18.17,0
