<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Audience Inc.,ADNC,20130218,14.28,14.28,14.28,14.28,0
Automatic Data Processing,ADP,20130218,61.22,61.22,61.22,61.22,0
Asia 50 ADR Index Bldrs,ADRA,20130218,27.14,27.14,27.14,27.14,0
Dev Mkts 100 ADR Index Bldrs,ADRD,20130218,21.85,21.85,21.85,21.85,0
Emrg Mkts 50 ADR Index Bldrs,ADRE,20130218,40.05,40.05,40.05,40.05,0
Europe 100 ADR Index Bldrs,ADRU,20130218,21.39,21.39,21.39,21.39,0
Autodesk,ADSK,20130218,39,39,39,39,0
Adtran,ADTN,20130218,23.09,23.09,23.09,23.09,0
Addus Homecare Corp.,ADUS,20130218,9.64,9.64,9.64,9.64,0
Advent Software,ADVS,20130218,26.26,26.26,26.26,26.26,0
Aegoin Corp,AEGN,20130218,23.93,23.93,23.93,23.93,0
Aegerion Pharmaceuticals,AEGR,20130218,29.13,29.13,29.13,29.13,0
Aehr Test Systems,AEHR,20130218,0.88,0.88,0.88,0.88,0
Advanced Energy Industries,AEIS,20130218,17.95,17.95,17.95,17.95,0
Aep Industries Inc.,AEPI,20130218,64.8,64.8,64.8,64.8,0
Asia Entertainment & Resources Ltd,AERL,20130218,3.9,3.9,3.9,3.9,0
American Electric Technologies,AETI,20130218,4.86,4.86,4.86,4.86,0
Addvantage Technologies Group,AEY,20130218,2.21,2.21,2.21,2.21,0
Aeterna Zentaris,AEZS,20130218,2.65,2.65,2.65,2.65,0
Almost Family Inc,AFAM,20130218,20.82,20.82,20.82,20.82,0
Athens Bancshares Corp.,AFCB,20130218,18.21,18.21,18.21,18.21,0
Afc Enterprises,AFCE,20130218,30.85,30.85,30.85,30.85,0
Affymetrix,AFFX,20130218,3.85,3.85,3.85,3.85,0
Affymax,AFFY,20130218,16.63,16.63,16.63,16.63,0
Atlas Financial Holdings Inc.,AFH,20130218,5.85,5.85,5.85,5.85,0
Alliance Fiber Optic Products,AFOP,20130218,11.45,11.45,11.45,11.45,0
Amtrust Financial Services,AFSI,20130218,33.03,33.03,33.03,33.03,0
Agenus Inc.,AGEN,20130218,4.36,4.36,4.36,4.36,0
Argo Group International Holdings Ltd,AGII,20130218,38.52,38.52,38.52,38.52,0
Argo Group International Holdin,AGIIL,20130218,25.05,25.05,25.05,25.05,0
American Capital Agency,AGNC,20130218,32.51,32.51,32.51,32.51,0
American Capital,AGNCP,20130218,26.22,26.22,26.22,26.22,0
Agilysys,AGYS,20130218,9.65,9.65,9.65,9.65,0
Alliance Holdings Gp L.P.,AHGP,20130218,51.68,51.68,51.68,51.68,0
Allied Healthcare Products,AHPI,20130218,2.6,2.6,2.6,2.6,0
Altra Holdings,AIMC,20130218,26.51,26.51,26.51,26.51,0
Apollo Investment Corp.,AINV,20130218,8.54,8.54,8.54,8.54,0
Alliance Healthcare Services,AIQ,20130218,6.96,6.96,6.96,6.96,0
Air Methods Corp.,AIRM,20130218,43.26,43.26,43.26,43.26,0
Air T,AIRT,20130218,9.53,9.53,9.53,9.53,0
Aixtron Se,AIXG,20130218,12.81,12.81,12.81,12.81,0
Akamai Technologies,AKAM,20130218,38.49,38.49,38.49,38.49,0
Akorn,AKRX,20130218,12.82,12.82,12.82,12.82,0
Alico,ALCO,20130218,42.29,42.29,42.29,42.29,0
Alco Stores Inc,ALCS,20130218,7.86,7.86,7.86,7.86,0
Align Technology,ALGN,20130218,32.73,32.73,32.73,32.73,0
Allegiant Travel Company,ALGT,20130218,80.44,80.44,80.44,80.44,0
Alimera Sciences,ALIM,20130218,2.44,2.44,2.44,2.44,0
Alkermes,ALKS,20130218,21.19,21.19,21.19,21.19,0
Alliance Bank,ALLB,20130218,12.76,12.76,12.76,12.76,0
Allot Communications Ltd,ALLT,20130218,14.41,14.41,14.41,14.41,0
Alliance Financial Corp.,ALNC,20130218,45.19,45.19,45.19,45.19,0
Alnylam Pharmaceuticals,ALNY,20130218,24.09,24.09,24.09,24.09,0
Analogic Corp.,ALOG,20130218,74.49,74.49,74.49,74.49,0
Astro-Med,ALOT,20130218,10.27,10.27,10.27,10.27,0
American Learning Corp.,ALRN,20130218,0.41,0.41,0.41,0.41,0
Alaska Communications Systems,ALSK,20130218,1.73,1.73,1.73,1.73,0
Alterra Capital Holdings Ltd,ALTE,20130218,30.97,30.97,30.97,30.97,0
Altair Nanotechnologies Inc.,ALTI,20130218,2.24,2.24,2.24,2.24,0
Altera Corp.,ALTR,20130218,35.74,35.74,35.74,35.74,0
Alvarion Ltd,ALVR,20130218,0.51,0.51,0.51,0.51,0
Alexza Pharmaceuticals,ALXA,20130218,4.61,4.61,4.61,4.61,0
Alexion Pharmaceuticals,ALXN,20130218,86.01,86.01,86.01,86.01,0
Amag Pharmaceuticals,AMAG,20130218,16.91,16.91,16.91,16.91,0
Autonavi Holdings,AMAP,20130218,11.4,11.4,11.4,11.4,0
Applied Materials,AMAT,20130218,13.74,13.74,13.74,13.74,0
Ambarella Inc.,AMBA,20130218,9.8,9.8,9.8,9.8,0
Ambient Corp,AMBT,20130218,2.98,2.98,2.98,2.98,0
Applied Micro Circuits Corp.,AMCC,20130218,8.55,8.55,8.55,8.55,0
Andatee China Marine Fuel Services,AMCF,20130218,0.86,0.86,0.86,0.86,0
Airmedia Group Inc,AMCN,20130218,2.23,2.23,2.23,2.23,0
Amc Networks Inc.,AMCX,20130218,59.68,59.68,59.68,59.68,0
Amedisys Inc,AMED,20130218,12.92,12.92,12.92,12.92,0
Amgen Inc.,AMGN,20130218,83.61,83.61,83.61,83.61,0
American Independence,AMIC,20130218,4.85,4.85,4.85,4.85,0
Amkor Technology,AMKR,20130218,4.86,4.86,4.86,4.86,0
American National Bankshares,AMNB,20130218,20.2,20.2,20.2,20.2,0
Allied Motion Technologies,AMOT,20130218,7.1,7.1,7.1,7.1,0
America Movil S.A.B. De C.V.,AMOV,20130218,22.4,22.4,22.4,22.4,0
Ampio Pharmaceutical,AMPE,20130218,3.96,3.96,3.96,3.96,0
American River Bankshares,AMRB,20130218,7.15,7.15,7.15,7.15,0
Albany Molecular Research,AMRI,20130218,7.79,7.79,7.79,7.79,0
Amarin Corporation Plc,AMRN,20130218,8.73,8.73,8.73,8.73,0
Amyris,AMRS,20130218,3.51,3.51,3.51,3.51,0
American Superconductor Corp.,AMSC,20130218,3.17,3.17,3.17,3.17,0
Amerisafe,AMSF,20130218,29.22,29.22,29.22,29.22,0
Amsurg,AMSG,20130218,32.13,32.13,32.13,32.13,0
American Software,AMSWA,20130218,8.63,8.63,8.63,8.63,0
American Woodmark Corp.,AMWD,20130218,31.75,31.75,31.75,31.75,0
Amazon.Com,AMZN,20130218,265.09,265.09,265.09,265.09,0
Anacor Pharmaceuticals,ANAC,20130218,3.19,3.19,3.19,3.19,0
Anadigics,ANAD,20130218,2.62,2.62,2.62,2.62,0
American National Insurance,ANAT,20130218,79.83,79.83,79.83,79.83,0
Anchor Bancorp,ANCB,20130218,14.5,14.5,14.5,14.5,0
American Caresource Holdings,ANCI,20130218,1.91,1.91,1.91,1.91,0
Access National Corp.,ANCX,20130218,15.78,15.78,15.78,15.78,0
Andina Acquisition Corporation,ANDAU,20130218,10.01,10.01,10.01,10.01,0
Andina Acquisition Corporation,ANDAW,20130218,0.23,0.23,0.23,0.23,0
The Andersons,ANDE,20130218,47.6,47.6,47.6,47.6,0
Anaren,ANEN,20130218,19.96,19.96,19.96,19.96,0
Angie's List Inc.,ANGI,20130218,16.67,16.67,16.67,16.67,0
Angiodynamics,ANGO,20130218,12.2,12.2,12.2,12.2,0
Anika Therapeutics Inc.,ANIK,20130218,10.93,10.93,10.93,10.93,0
Analysts International Corp.,ANLY,20130218,3.56,3.56,3.56,3.56,0
Annapolis Bancorp Inc.,ANNB,20130218,13.49,13.49,13.49,13.49,0
Ansys,ANSS,20130218,75.62,75.62,75.62,75.62,0
Anthera Pharmaceuticals,ANTH,20130218,0.67,0.67,0.67,0.67,0
Phazar Corp,ANTP,20130218,1.18,1.18,1.18,1.18,0
Alpha And Omega Semiconductor,AOSL,20130218,8.38,8.38,8.38,8.38,0
Apco Oil And Gas International,APAGF,20130218,14.72,14.72,14.72,14.72,0
American Public Education,APEI,20130218,40.2,40.2,40.2,40.2,0
American Pacific Corp.,APFC,20130218,19.99,19.99,19.99,19.99,0
Acme Packet,APKT,20130218,29.31,29.31,29.31,29.31,0
Apogee Enterprises,APOG,20130218,25.05,25.05,25.05,25.05,0
Apollo Group,APOL,20130218,19.01,19.01,19.01,19.01,0
Aspenbio Pharma,APPY,20130218,2.25,2.25,2.25,2.25,0
Apricus Biosciences Inc,APRI,20130218,2.83,2.83,2.83,2.83,0
Alto Palermo S.A.,APSA,20130218,17.73,17.73,17.73,17.73,0
Asia Pac Wire &Cable,APWC,20130218,4.15,4.15,4.15,4.15,0
Accuray Incorporated,ARAY,20130218,4.59,4.59,4.59,4.59,0
Ares Capital Corp.,ARCC,20130218,18.31,18.31,18.31,18.31,0
Appliance Recycling Centers,ARCI,20130218,1.35,1.35,1.35,1.35,0
American Realty Capital Propert,ARCP,20130218,13.98,13.98,13.98,13.98,0
Arc Wireless Solutions,ARCW,20130218,5.82,5.82,5.82,5.82,0
Arden Group,ARDNA,20130218,92.25,92.25,92.25,92.25,0
Approach Resources Inc.,AREX,20130218,24.47,24.47,24.47,24.47,0
Ariad Pharmaceuticals,ARIA,20130218,20,20,20,20,0
American Railcar Industries,ARII,20130218,40.95,40.95,40.95,40.95,0
Ark Restaurants,ARKR,20130218,21.25,21.25,21.25,21.25,0
Alliance Resource Partners L.P.,ARLP,20130218,62.57,62.57,62.57,62.57,0
Arm Holdings Plc,ARMH,20130218,43.78,43.78,43.78,43.78,0
Arena Pharmaceuticals,ARNA,20130218,8.37,8.37,8.37,8.37,0
Arrow Financial Corp.,AROW,20130218,24.7,24.7,24.7,24.7,0
Arqule,ARQL,20130218,2.48,2.48,2.48,2.48,0
Arris Group Inc,ARRS,20130218,17.11,17.11,17.11,17.11,0
Array Biopharma Inc.,ARRY,20130218,3.87,3.87,3.87,3.87,0
Arthrocare Corp.,ARTC,20130218,36.32,36.32,36.32,36.32,0
Artesian Resources Corp.,ARTNA,20130218,22.44,22.44,22.44,22.44,0
Art'S-Way Manufacturing Co.,ARTW,20130218,7.09,7.09,7.09,7.09,0
Arotech Corp.,ARTX,20130218,1.16,1.16,1.16,1.16,0
Aruba Networks,ARUN,20130218,22.27,22.27,22.27,22.27,0
Arrowhead Research Corp.,ARWR,20130218,1.81,1.81,1.81,1.81,0
Asb Bancorp Inc.,ASBB,20130218,16.6,16.6,16.6,16.6,0
Associated Banc-Corp,ASBC,20130218,14.62,14.62,14.62,14.62,0
Associated Banc-Corp,ASBCW,20130218,1.4,1.4,1.4,1.4,0
Ameriana Bancorp,ASBI,20130218,8.55,8.55,8.55,8.55,0
Ameristar Casinos,ASCA,20130218,26.38,26.38,26.38,26.38,0
Ascent Media Corp.,ASCMA,20130218,67.42,67.42,67.42,67.42,0
American Science And Engineering,ASEI,20130218,63.58,63.58,63.58,63.58,0
Asta Funding,ASFI,20130218,9.69,9.69,9.69,9.69,0
Asiainfo-Linkage,ASIA,20130218,11.04,11.04,11.04,11.04,0
Asm International N.V.,ASMI,20130218,40.62,40.62,40.62,40.62,0
Asml Holding N.V.,ASML,20130218,72.64,72.64,72.64,72.64,0
Ascena Retail Group,ASNA,20130218,17.24,17.24,17.24,17.24,0
Altisource Portfolio Solutions S.A.,ASPS,20130218,87.73,87.73,87.73,87.73,0
Ameriserv Financial Inc.,ASRV,20130218,3.04,3.04,3.04,3.04,0
Ameriserv Financial Inc.,ASRVP,20130218,25.7,25.7,25.7,25.7,0
Astrotech Corp.,ASTC,20130218,0.87,0.87,0.87,0.87,0
Astec Industries,ASTE,20130218,36.02,36.02,36.02,36.02,0
Ascent Solar Technologies,ASTI,20130218,0.71,0.71,0.71,0.71,0
Aastrom Biosciences,ASTM,20130218,1.25,1.25,1.25,1.25,0
Astex Pharmaceuticals Inc,ASTX,20130218,3.29,3.29,3.29,3.29,0
Asure Software Inc,ASUR,20130218,6.3,6.3,6.3,6.3,0
Amtech Systems,ASYS,20130218,4.75,4.75,4.75,4.75,0
Ata Inc.,ATAI,20130218,4.26,4.26,4.26,4.26,0
America First Tax Exempt L.P.,ATAX,20130218,7.14,7.14,7.14,7.14,0
Astea International,ATEA,20130218,2.75,2.75,2.75,2.75,0
Alphatec Holdings,ATEC,20130218,1.63,1.63,1.63,1.63,0
Athenahealth,ATHN,20130218,89.88,89.88,89.88,89.88,0
Athersys,ATHX,20130218,1.7,1.7,1.7,1.7,0
Atlanticus Holdings Corp.,ATLC,20130218,3.21,3.21,3.21,3.21,0
Ames National Corp.,ATLO,20130218,21.6,21.6,21.6,21.6,0
Atmi Inc.,ATMI,20130218,21.83,21.83,21.83,21.83,0
Atmel Corp.,ATML,20130218,7.18,7.18,7.18,7.18,0
Atlantic Tele-Network,ATNI,20130218,43.64,43.64,43.64,43.64,0
Api Technologies,ATNY,20130218,2.73,2.73,2.73,2.73,0
Atossa Genetics Inc.,ATOS,20130218,7.14,7.14,7.14,7.14,0
Atricure,ATRC,20130218,8.31,8.31,8.31,8.31,0
Atrion Corp.,ATRI,20130218,209.84,209.84,209.84,209.84,0
Aetrium Inc.,ATRM,20130218,0.64,0.64,0.64,0.64,0
Astronics Corp.,ATRO,20130218,27.46,27.46,27.46,27.46,0
Antares Pharma,ATRS,20130218,3.5,3.5,3.5,3.5,0
Air Transport Services Group Inc,ATSG,20130218,4.85,4.85,4.85,4.85,0
Attunity Ltd,ATTU,20130218,7.24,7.24,7.24,7.24,0
Activision Blizzard Inc,ATVI,20130218,14.37,14.37,14.37,14.37,0
Cross [A.T.] Company,ATX,20130218,12.41,12.41,12.41,12.41,0
Auburn National Bancorporation,AUBN,20130218,21.4,21.4,21.4,21.4,0
Audiocodes Ltd,AUDC,20130218,4.3,4.3,4.3,4.3,0
Auxilium Pharmaceuticals,AUXL,20130218,17.16,17.16,17.16,17.16,0
Aerovironment,AVAV,20130218,22.43,22.43,22.43,22.43,0
Advocat,AVCA,20130218,5.42,5.42,5.42,5.42,0
Aveo Pharmaceuticals,AVEO,20130218,6.88,6.88,6.88,6.88,0
Avago Technologies,AVGO,20130218,35.14,35.14,35.14,35.14,0
Av Homes Inc,AVHI,20130218,14.73,14.73,14.73,14.73,0
Avid Technology,AVID,20130218,7.89,7.89,7.89,7.89,0
Avanir Pharmaceuticals Inc,AVNR,20130218,2.8,2.8,2.8,2.8,0
Aviat Networks,AVNW,20130218,3.75,3.75,3.75,3.75,0
Homeaway Inc.,AWAY,20130218,24.77,24.77,24.77,24.77,0
Aware,AWRE,20130218,4.97,4.97,4.97,4.97,0
Abraxas Petroleum Corp.,AXAS,20130218,2.15,2.15,2.15,2.15,0
Accelerate Diagnostics Inc.,AXDX,20130218,4.9,4.9,4.9,4.9,0
ACWI Ex-US Financials MSCI Ishares,AXFN,20130218,24.92,24.92,24.92,24.92,0
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130218,58.82,58.82,58.82,58.82,0
Axt Inc,AXTI,20130218,3.03,3.03,3.03,3.03,0
Aspen Technology,AZPN,20130218,30.01,30.01,30.01,30.01,0
Natus Medical Inc.,BABY,20130218,12.04,12.04,12.04,12.04,0
Einstein Noah Restaurant Group,BAGL,20130218,13.12,13.12,13.12,13.12,0
Books-A-Million,BAMM,20130218,2.4,2.4,2.4,2.4,0
First Pactrust Bancorp,BANC,20130218,11.55,11.55,11.55,11.55,0
First Pactrust Bancorp Inc.,BANCL,20130218,25.59,25.59,25.59,25.59,0
Bancfirst Corp.,BANF,20130218,41.1,41.1,41.1,41.1,0
Bancfirst Corp.,BANFP,20130218,28.07,28.07,28.07,28.07,0
Banner Corp.,BANR,20130218,30.59,30.59,30.59,30.59,0
Bioanalytical Systems,BASI,20130218,1.8,1.8,1.8,1.8,0
Bed Bath & Beyond Inc.,BBBY,20130218,57.69,57.69,57.69,57.69,0
Bbcn Bancorp Inc,BBCN,20130218,12.71,12.71,12.71,12.71,0
Breitburn Energy Partners L.P.,BBEP,20130218,19.52,19.52,19.52,19.52,0
Beasley Broadcast Group,BBGI,20130218,5.05,5.05,5.05,5.05,0
Bridge Capital Holdings,BBNK,20130218,15.33,15.33,15.33,15.33,0
Black Box Corp.,BBOX,20130218,25.93,25.93,25.93,25.93,0
Bravo Brio Restaurant Group,BBRG,20130218,15.65,15.65,15.65,15.65,0
Blackberry,BBRY,20130218,14.15,14.15,14.15,14.15,0
Barrett Business Services,BBSI,20130218,43.93,43.93,43.93,43.93,0
Bcb Bancorp Inc. [Nj],BCBP,20130218,9.68,9.68,9.68,9.68,0
Bcd Semiconductor Manufacturing Ltd,BCDS,20130218,7.95,7.95,7.95,7.95,0
B Communications Ltd,BCOM,20130218,4.85,4.85,4.85,4.85,0
Berjaya Philippines Inc,BCOR,20130218,16.56,16.56,16.56,16.56,0
Brightcove Inc.,BCOV,20130218,6.62,6.62,6.62,6.62,0
Balchem Corp.,BCPC,20130218,38.84,38.84,38.84,38.84,0
Biocryst Pharmaceuticals,BCRX,20130218,1.38,1.38,1.38,1.38,0
Bcsb Bancorp,BCSB,20130218,15.5,15.5,15.5,15.5,0
Boulder Brands Inc,BDBD,20130218,13.67,13.67,13.67,13.67,0
Black Diamond,BDE,20130218,8.04,8.04,8.04,8.04,0
Bridge Bancorp,BDGE,20130218,21.62,21.62,21.62,21.62,0
Birner Dental Management Services,BDMS,20130218,18,18,18,18,0
Biodelivery Sciences International,BDSI,20130218,4.35,4.35,4.35,4.35,0
Cardionet,BEAT,20130218,2.59,2.59,2.59,2.59,0
Be Aerospace,BEAV,20130218,53.31,53.31,53.31,53.31,0
Bebe Stores,BEBE,20130218,3.81,3.81,3.81,3.81,0
Beacon Roofing Supply,BECN,20130218,38.46,38.46,38.46,38.46,0
Bel Fuse Inc.,BELFA,20130218,15.77,15.77,15.77,15.77,0
Bel Fuse Inc.,BELFB,20130218,18.13,18.13,18.13,18.13,0
Berkshire Bancorp,BERK,20130218,8.43,8.43,8.43,8.43,0
Bankfinancial Corp.,BFIN,20130218,8.11,8.11,8.11,8.11,0
Bluefly,BFLY,20130218,0.77,0.77,0.77,0.77,0
Bgc Partners,BGCP,20130218,4.69,4.69,4.69,4.69,0
Big 5 Sporting Goods Corp.,BGFV,20130218,14.03,14.03,14.03,14.03,0
Bg Medicine,BGMD,20130218,2.07,2.07,2.07,2.07,0
Bgs Acquisition Corp.,BGSCW,20130218,0.19,0.19,0.19,0.19,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130218,65.12,65.12,65.12,65.12,0
BICK Index First Trust,BICK,20130218,25.37,25.37,25.37,25.37,0
Baidu,BIDU,20130218,94.32,94.32,94.32,94.32,0
Biogen Idec Inc,BIIB,20130218,168.74,168.74,168.74,168.74,0
Bioclinica Inc,BIOC,20130218,7.23,7.23,7.23,7.23,0
Biodel Inc.,BIOD,20130218,2.66,2.66,2.66,2.66,0
Biofuel Energy,BIOF,20130218,6.73,6.73,6.73,6.73,0
Biolase Technology,BIOL,20130218,3.58,3.58,3.58,3.58,0
Bioscrip,BIOS,20130218,11.7,11.7,11.7,11.7,0
Actuate Corp.,BIRT,20130218,6.25,6.25,6.25,6.25,0
Ultrashort Nasdaq Biotech Proshares,BIS,20130218,58.67,58.67,58.67,58.67,0
Bj's Restaurants,BJRI,20130218,33.16,33.16,33.16,33.16,0
Blackrock Kelso Capital Corp.,BKCC,20130218,10.63,10.63,10.63,10.63,0
Blueknight Energy,BKEP,20130218,8.04,8.04,8.04,8.04,0
Blueknight Energy Partners L.P.,BKEPP,20130218,8.79,8.79,8.79,8.79,0
Bank Mutual Corp.,BKMU,20130218,5.75,5.75,5.75,5.75,0
Oak Ridge Financial Services,BKOR,20130218,4.45,4.45,4.45,4.45,0
Bank Of South Carolina,BKSC,20130218,11.95,11.95,11.95,11.95,0
The Bank Of Kentucky Financial,BKYF,20130218,26.75,26.75,26.75,26.75,0
Ballard Power Systems,BLDP,20130218,0.68,0.68,0.68,0.68,0
Builders Firstsource,BLDR,20130218,6.06,6.06,6.06,6.06,0
Bridgeline Digital,BLIN,20130218,1.54,1.54,1.54,1.54,0
Blackbaud,BLKB,20130218,27.33,27.33,27.33,27.33,0
Bloomin' Brands Inc.,BLMN,20130218,18.09,18.09,18.09,18.09,0
Bsb Bancorp Inc.,BLMT,20130218,13.03,13.03,13.03,13.03,0
Biolinerx Ltd.,BLRX,20130218,3.94,3.94,3.94,3.94,0
Bmc Software,BMC,20130218,41.37,41.37,41.37,41.37,0
Bank Of Marin Bancorp,BMRC,20130218,38.82,38.82,38.82,38.82,0
Biomarin Pharmaceutical Inc.,BMRN,20130218,56.28,56.28,56.28,56.28,0
Bryn Mawr Bank Corp.,BMTC,20130218,23.23,23.23,23.23,23.23,0
Biomimetic Therapeutics,BMTI,20130218,8.8,8.8,8.8,8.8,0
Beneficial Mutual Bancorp,BNCL,20130218,9.29,9.29,9.29,9.29,0
Bnc Bancorp,BNCN,20130218,8.2,8.2,8.2,8.2,0
Bonso Electronics International,BNSO,20130218,1.5,1.5,1.5,1.5,0
Bob Evans Farms,BOBE,20130218,42.27,42.27,42.27,42.27,0
Bank Of Commerce Holdings [Ca],BOCH,20130218,4.97,4.97,4.97,4.97,0
Body Central,BODY,20130218,8.34,8.34,8.34,8.34,0
Bofi Holding,BOFI,20130218,35.68,35.68,35.68,35.68,0
Bok Financial Corp.,BOKF,20130218,57.73,57.73,57.73,57.73,0
Bolt Technology Corp.,BOLT,20130218,15.7,15.7,15.7,15.7,0
Bona Film Group Limited,BONA,20130218,5,5,5,5,0
The Bon-Ton Stores,BONT,20130218,11.62,11.62,11.62,11.62,0
Dynamic Materials Corp.,BOOM,20130218,17.5,17.5,17.5,17.5,0
B.O.S. Better Online Solutions,BOSC,20130218,3.45,3.45,3.45,3.45,0
Biota Pharmaceuticals Inc.,BOTA,20130218,3.97,3.97,3.97,3.97,0
Bank Of The Jame Fnl,BOTJ,20130218,7.81,7.81,7.81,7.81,0
Bank Of Virginia,BOVA,20130218,4.2,4.2,4.2,4.2,0
Biosante Pharmaceuticals,BPAX,20130218,1.38,1.38,1.38,1.38,0
Boston Private Financial Holdings,BPFH,20130218,9.42,9.42,9.42,9.42,0
Boston Private Financial Holdings,BPFHW,20130218,3.5,3.5,3.5,3.5,0
Bluephoenix Solutions,BPHX,20130218,4.5,4.5,4.5,4.5,0
Popular,BPOP,20130218,28.82,28.82,28.82,28.82,0
Popular,BPOPM,20130218,23,23,23,23,0
Popular,BPOPN,20130218,23.99,23.99,23.99,23.99,0
Brocade Communications Systems,BRCD,20130218,5.86,5.86,5.86,5.86,0
Broadcom Corp.,BRCM,20130218,34.44,34.44,34.44,34.44,0
Craft Brewers Alliance Inc,BREW,20130218,6.83,6.83,6.83,6.83,0
Bridgford Foods Corp.,BRID,20130218,7.2,7.2,7.2,7.2,0
Brookline Bancorp,BRKL,20130218,9.09,9.09,9.09,9.09,0
Bruker Corp.,BRKR,20130218,16.71,16.71,16.71,16.71,0
Brooks Automation,BRKS,20130218,10.25,10.25,10.25,10.25,0
Bio-Reference Laboratories,BRLI,20130218,26.53,26.53,26.53,26.53,0
Bsd Medical Corp.,BSDM,20130218,1.42,1.42,1.42,1.42,0
Bassett Furniture Industries Inc.,BSET,20130218,14.25,14.25,14.25,14.25,0
Broadsoft,BSFT,20130218,36.91,36.91,36.91,36.91,0
Biostar Pharmaceuticals,BSPM,20130218,1.1,1.1,1.1,1.1,0
Bsquare Corp.,BSQR,20130218,3.45,3.45,3.45,3.45,0
Sierra Bancorp,BSRR,20130218,12.8,12.8,12.8,12.8,0
Biospecifics Technologies Corp,BSTC,20130218,15.43,15.43,15.43,15.43,0
Btu International,BTUI,20130218,3.25,3.25,3.25,3.25,0
Burcon Nutrascience,BUR,20130218,3.56,3.56,3.56,3.56,0
First Busey Corp.,BUSE,20130218,4.54,4.54,4.54,4.54,0
Bazaarvoice Inc.,BV,20130218,7.49,7.49,7.49,7.49,0
Broadvision,BVSN,20130218,8.52,8.52,8.52,8.52,0
Broadwind Energy,BWEN,20130218,3.18,3.18,3.18,3.18,0
Baldwin & Lyons,BWINA,20130218,24.4,24.4,24.4,24.4,0
Baldwin & Lyons,BWINB,20130218,23.66,23.66,23.66,23.66,0
Buffalo Wild Wings,BWLD,20130218,78.29,78.29,78.29,78.29,0
