<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Sierra Bancorp,BSRR,20130204,12.76,12.94,12.5,12.62,30000
Biospecifics Technologies Corp,BSTC,20130204,15.33,15.49,15.15,15.2,3500
Banctrust Financial Group,BTFG,20130204,2.89,2.89,2.86,2.86,4100
Btu International,BTUI,20130204,2.52,3.06,2.52,3.01,10700
Burcon Nutrascience,BUR,20130204,4.51,4.51,4.51,4.51,0
First Busey Corp.,BUSE,20130204,4.51,4.54,4.46,4.47,128200
Bazaarvoice Inc.,BV,20130204,7.79,7.95,7.29,7.42,1045900
Broadvision,BVSN,20130204,8.36,8.4,8.25,8.29,20000
Broadwind Energy,BWEN,20130204,2.58,2.73,2.43,2.56,49500
Baldwin & Lyons,BWINA,20130204,26.01,26.01,26.01,26.01,0
Baldwin & Lyons,BWINB,20130204,24.87,24.87,23.69,23.69,10400
Buffalo Wild Wings,BWLD,20130204,75.37,77.47,75.3,76.15,643000
Broadway Financial Corp.,BYFC,20130204,1,1.07,1,1,7900
CA Inc.,CA,20130204,25.1,25.24,24.71,24.71,4683600
China Automotive Systems,CAAS,20130204,5.65,5.72,5.45,5.48,38700
Camden National Corp.,CAC,20130204,34.8,35.3,33.2,33.38,23300
Cascade Bancorp,CACB,20130204,6.96,7.02,6.79,6.79,3400
Credit Acceptance Corp.,CACC,20130204,100.39,107.35,100,105.78,67000
Chart Acquisition Corp.,CACGU,20130204,10.03,10.03,10.03,10.03,1000
Cache,CACH,20130204,2.83,2.87,2.65,2.87,45200
China Advanced Construction,CADC,20130204,0.53,0.54,0.53,0.54,15500
Cadence Pharmaceuticals,CADX,20130204,4.84,4.86,4.71,4.75,252800
Camco Financial Corp.,CAFI,20130204,3.04,3.04,2.95,2.95,86300
The Cheesecake Factory Inc.,CAKE,20130204,33.7,33.93,33.53,33.54,519400
Callidus Software,CALD,20130204,4.18,4.22,4.1,4.13,423200
China Auto Logistics Inc.,CALI,20130204,3.12,3.12,2.95,2.96,18300
Vocaltec Communications Ltd,CALL,20130204,13.4,13.64,13.15,13.34,234600
Cal-Maine Foods,CALM,20130204,41.55,41.91,41.07,41.17,66500
Calamp,CAMP,20130204,9,9,8.75,8.81,276800
Camtek Ltd,CAMT,20130204,1.44,1.46,1.4,1.44,23200
Avis Budget Group,CAR,20130204,22.41,22.61,21.93,22.18,989200
Carbonite Inc.,CARB,20130204,9.7,9.7,9.56,9.62,74900
Carolina Trust Bank,CART,20130204,2.6,2.6,2.6,2.6,0
Carver Bancorp,CARV,20130204,4.8,4.8,4.5,4.8,3200
Nasdaq Global Auto Index First Trust,CARZ,20130204,30.86,30.86,30.5,30.58,6300
Meta Financial Group,CASH,20130204,22.92,22.93,22.69,22.69,1100
Cas Medical Systems,CASM,20130204,1.95,1.95,1.79,1.8,15000
Cass Information Systems Inc,CASS,20130204,38.78,38.81,38.01,38.05,28400
Caseys General Stores,CASY,20130204,54.89,55.12,54.17,54.3,363500
Cardtronics,CATM,20130204,26.23,26.43,25.9,26.04,224500
Cathay General Bancorp,CATY,20130204,19.52,19.62,19.25,19.46,226100
Cavium Inc,CAVM,20130204,34.93,35.84,34.72,35.19,1319500
China Bak Battery,CBAK,20130204,1.67,1.7,1.6,1.62,86000
Colony Bankcorp,CBAN,20130204,5.5,5.73,5.32,5.73,8700
Cbeyond,CBEY,20130204,8.87,8.87,8.47,8.5,195200
Capital Bank Financial Corp.,CBF,20130204,15.35,15.54,15.15,15.22,75300
Community Bank Shares Of Indiana,CBIN,20130204,14.4,15,14.4,14.5,5800
Cleveland Biolabs,CBLI,20130204,1.61,1.84,1.6,1.79,992100
Combimatrix Corp.,CBMX,20130204,4.3,4.3,3.96,4.05,156100
Combimatrix Corp.,CBMXW,20130204,0.28,0.28,0.28,0.28,0
Cape Bancorp,CBNJ,20130204,9.1,9.15,8.86,8.93,8600
Chicopee Bancorp,CBNK,20130204,15.98,16.5,15.83,15.83,1700
CBOE Holdings,CBOE,20130204,33.85,34.09,33.66,33.93,463700
China Biologic Products,CBPO,20130204,19.25,19.6,18.52,19.36,43800
Cracker Barrel Old Country Store,CBRL,20130204,65.09,65.53,64.92,64.98,161200
Columbia Laboratories,CBRX,20130204,0.61,0.63,0.6,0.61,262400
Commerce Bancshares,CBSH,20130204,37.69,37.8,37.41,37.6,305600
Cubist Pharmaceuticals,CBST,20130204,43.75,43.79,42.99,43.09,597000
Capital City Bank Group,CCBG,20130204,11.97,12,11.67,11.75,40800
China Ceramics Co.,CCCL,20130204,3.12,3.2,3,3.08,74100
Chinacache International,CCIH,20130204,3.82,3.93,3.82,3.87,12300
Coleman Cable,CCIX,20130204,10.22,10.22,9.99,10,17800
Cabot Microelectronics Corp.,CCMP,20130204,36.9,37.01,35.86,36,220200
Cnb Financial Corp.,CCNE,20130204,17.1,17.1,16.86,16.95,8300
Cogent Communications Group,CCOI,20130204,24.94,24.97,24.39,24.52,178300
Cross Country Healthcare,CCRN,20130204,5.55,5.84,5.55,5.6,104300
Concurrent Computer Corp.,CCUR,20130204,8.14,8.24,7.45,7.75,1298600
Chemocentryx Inc.,CCXI,20130204,11.7,11.73,11.4,11.51,22100
Cadence Design Systems,CDNS,20130204,13.95,13.99,13.7,13.76,3844000
Clean Diesel Technologies,CDTI,20130204,2.58,2.65,2.42,2.42,73600
Codexis,CDXS,20130204,2.4,2.43,2.25,2.27,60600
Cadiz,CDZI,20130204,6.69,6.85,6.65,6.81,17900
Ceco Environmental,CECE,20130204,11.1,11.14,11.03,11.03,28200
Career Education Corp.,CECO,20130204,3.29,3.41,3.24,3.3,617400
Central European Distribution Corp.,CEDC,20130204,1.9,1.92,1.85,1.86,313500
Chinaedu Corp.,CEDU,20130204,5.5,5.5,5.5,5.5,100
Celgene Corp.,CELG,20130204,100.05,101.33,97.98,98.59,3654400
Celgene Corp.,CELGZ,20130204,7.24,7.28,7.16,7.26,16700
Chembio Diagnostics,CEMI,20130204,5.36,5.69,5.29,5.6,115800
Cempra Inc.,CEMP,20130204,6.6,6.85,6.55,6.79,23300
Central Garden & Pet Company,CENT,20130204,9.47,9.64,9.36,9.52,132900
Central Garden & Pet Company,CENTA,20130204,9.51,9.52,9.3,9.48,273700
Century Aluminum Company,CENX,20130204,8.74,8.83,8.54,8.62,945100
Ceres Inc.,CERE,20130204,4.43,4.47,4.36,4.38,19400
Cerner Corp.,CERN,20130204,83.61,83.82,82.38,83.09,859500
Cerus Corp.,CERS,20130204,3.13,3.17,3.07,3.1,94200
Central European Media Enterprises,CETV,20130204,5.79,5.81,5.67,5.73,44900
Ceva,CEVA,20130204,15,15.2,14.98,14.99,184100
Central Federal Corp.,CFBK,20130204,1.62,1.65,1.48,1.59,321500
C&F Financial Corp.,CFFI,20130204,39.81,40.36,39.59,39.59,1900
Capitol Federal Financial,CFFN,20130204,11.81,11.86,11.66,11.82,1318500
California First National Bancorp,CFNB,20130204,16.26,16.26,16.02,16.02,3900
Cardinal Financial Corp.,CFNL,20130204,16.37,16.43,16.02,16.07,157300
The Carlyle Group L.P.,CG,20130204,31.87,32.32,31,31.02,83400
China Growth Equity Investment,CGEI,20130204,10.05,10.05,10.05,10.05,0
China Growth Equity Investment,CGEIW,20130204,0.25,0.25,0.25,0.25,0
Compugen Ltd,CGEN,20130204,5.62,5.65,5.6,5.61,54800
Cognex Corp.,CGNX,20130204,40.22,40.81,40.12,40.75,245100
Calamos Global Total Return Fund,CGO,20130204,14.34,14.37,14.22,14.35,18100
Comstock Homebuilding Companies,CHCI,20130204,1.33,1.35,1.33,1.34,8400
City Holding Company,CHCO,20130204,38.16,38.24,37.56,37.82,28600
Churchill Downs Inc.,CHDN,20130204,66.02,66.55,64.85,65.32,126800
Chindex International,CHDX,20130204,11.29,11.29,10.77,10.84,29000
The Chefs' Warehouse Inc.,CHEF,20130204,16.44,16.53,15.9,16.07,41000
Cheviot Financial Corp,CHEV,20130204,10.3,10.3,10.2,10.21,4200
Chemical Financial Corp.,CHFC,20130204,24.31,24.48,24.14,24.19,26900
Charter Financial,CHFN,20130204,11.34,11.45,11.34,11.4,18600
Calamos Convertible Opportunities,CHI,20130204,12.69,12.69,12.54,12.6,193900
Cherokee Inc.,CHKE,20130204,13.87,14.02,13.87,13.9,13500
Check Point Software Technologies Ltd,CHKP,20130204,50.87,51.07,50.15,50.23,1390100
China Housing & Land Development,CHLN,20130204,1.32,1.34,1.31,1.31,9100
Chemung Financial Corp,CHMG,20130204,29.5,29.5,29.5,29.5,500
China Natural Resources,CHNR,20130204,4.75,5.65,4.75,5.48,2200
China Gerui Advanced Materials,CHOP,20130204,2.29,2.33,2.25,2.26,22100
Charm Communications Inc.,CHRM,20130204,4.8,4.8,4.65,4.76,1300
C.H. Robinson Worldwide,CHRW,20130204,65.51,66.93,65.51,66.03,1390700
Chs Inc,CHSCP,20130204,31.4,31.7,31.25,31.38,12600
Chelsea Therapeutics International,CHTP,20130204,0.81,0.82,0.8,0.81,187300
Charter Communications,CHTR,20130204,77.58,78.39,76.59,76.67,626800
Chuy's Holding Inc,CHUY,20130204,30,30.14,28.77,28.89,197000
Calamos Global Dynamic,CHW,20130204,8.91,8.95,8.8,8.93,243800
Wisdomtree China Dividend Ex-Fi,CHXF,20130204,55.63,55.72,54.87,55.12,5600
Calamos Convertible And High,CHY,20130204,12.78,12.79,12.63,12.71,217100
Chyron Corp.,CHYR,20130204,1.07,1.15,1.02,1.12,12200
Cinedigm Digital Cinema Corp,CIDM,20130204,1.6,1.65,1.58,1.59,6300
Ciena Corp.,CIEN,20130204,15.85,16.59,15.62,15.66,4940200
Cimatron Limited,CIMT,20130204,7.25,7.63,7.17,7.25,156400
Cincinnati Financial Corp.,CINF,20130204,43.36,43.47,43.03,43.33,816500
Cis Acquisition Ltd.,CISAU,20130204,10.04,10.1,10.04,10.09,9600
Cninsure Inc.,CISG,20130204,6.42,6.42,6.09,6.16,52700
Cfs Bancorp,CITZ,20130204,7.44,7.45,7.1,7.28,6600
Citizens Holding Company,CIZN,20130204,18.81,18.81,18.81,18.81,300
China Jo-Jo Drugstores,CJJD,20130204,1.03,1.03,0.83,0.91,8700
Carmike Cinemas,CKEC,20130204,16.23,16.52,16.11,16.41,99800
Clicksoftware Technologies Ltd,CKSW,20130204,8.25,8.58,8.09,8.34,275100
Carolina Bank Holdings Inc.,CLBH,20130204,9.51,9.6,9.28,9.38,16700
Collectors Universe,CLCT,20130204,11.99,12.26,11.65,11.68,67400
Celldex Therapeutics Inc,CLDX,20130204,7.54,7.54,7.24,7.42,1000400
Clearfield,CLFD,20130204,5.32,5.62,5.31,5.5,33400
Clearsign Combustion Corporatio,CLIR,20130204,4.57,4.63,4.12,4.3,44100
Calamos Asset Management,CLMS,20130204,10.3,10.37,10.16,10.21,240900
Calumet Specialty Products,CLMT,20130204,32.03,32.32,31.65,31.68,295700
Clean Energy Fuels,CLNE,20130204,12.69,12.78,12.45,12.47,1093000
Cleantech Solutions International Inc,CLNT,20130204,4.15,4.21,4.13,4.16,18900
Clearone Communications Inc.,CLRO,20130204,6.66,6.67,6.4,6.49,39000
Tegal Corp.,CLRX,20130204,3.74,3.74,3.74,3.74,3200
Celsion Corp.,CLSN,20130204,1.18,1.23,1.13,1.17,10478100
Town Sports International Holdings,CLUB,20130204,10.35,10.37,10.01,10.3,92300
Clovis Oncology Inc.,CLVS,20130204,19.69,19.77,19.15,19.25,27900
Clearwire Corp.,CLWR,20130204,3.16,3.2,3.16,3.17,4033100
Euro Tech Holdings Company,CLWT,20130204,3.1,3.1,2.88,2.92,300
Columbus Mckinnon Corp.,CMCO,20130204,19.2,19.33,18.96,19.08,94900
Comcast Corp.,CMCSA,20130204,38.45,38.51,37.81,38.19,16171200
Comcast Corp.,CMCSK,20130204,36.96,37.13,36.52,36.92,3769700
Cme Group Inc.,CME,20130204,58.88,58.91,58.14,58.28,2009000
China Mobile Games And Entertai,CMGE,20130204,3.69,3.91,3.69,3.91,3200
Cumulus Media Inc.,CMLS,20130204,3.27,3.3,3.18,3.2,323700
Cms Bancorp,CMSB,20130204,8.1,8.1,8.1,8.1,0
Comtech Telecommunications,CMTL,20130204,26.24,26.41,26.08,26.16,106500
Comverse Tech Inc #,CMVT,20130204,4.47,4.47,4.34,4.36,1979500
Center Bancorp,CNBC,20130204,12.32,12.49,12.25,12.31,35800
Century Bancorp,CNBKA,20130204,33.65,33.97,33.35,33.89,12000
Coronado Biosciences,CNDO,20130204,7.3,7.38,6.99,7.01,124100
Chinanet Online Holdings,CNET,20130204,0.95,0.95,0.84,0.84,14800
China Information Technology,CNIT,20130204,1,1.04,1,1,15300
Conmed Corp.,CNMD,20130204,29.38,29.5,29.26,29.31,89600
Concur Technologies,CNQR,20130204,66.22,66.91,65.88,66.65,685900
Comverse,CNSI,20130204,28.78,29.03,28.26,28.51,52100
Consolidated Communications Holdings,CNSL,20130204,17.36,17.36,17.08,17.17,164500
China Techfaith Wireless,CNTF,20130204,1.19,1.22,1.17,1.19,64200
Century Casinos,CNTY,20130204,2.99,3.04,2.97,2.99,15800
China Yida Holding Co.,CNYD,20130204,3.78,3.78,3.78,3.78,100
Coastal Contacts Inc,COA,20130204,5.24,5.24,5.04,5.18,61400
Colonial Financial Services,COBK,20130204,13.41,13.5,13.41,13.5,1400
Cobra Electronics Corp.,COBR,20130204,3.95,4.37,3.94,4.37,4500
Cobiz Financial Inc.,COBZ,20130204,8.23,8.26,8.05,8.19,89600
Corinthian Colleges,COCO,20130204,2.38,2.42,2.26,2.26,1407900
Cogo Group,COGO,20130204,2.4,2.44,2.35,2.38,51000
Coherent,COHR,20130204,56.18,56.82,56.18,56.45,141100
Cohu,COHU,20130204,10.76,10.93,10.3,10.3,71900
Coca-Cola Bottling Co. Consolidated,COKE,20130204,64.65,64.98,63.8,63.91,8800
Columbia Banking System,COLB,20130204,20.24,20.37,20,20.17,426500
Columbia Sportswear Company,COLM,20130204,47.8,49.38,47.75,48.76,277300
Cyrusone Inc,CONE,20130204,21.55,21.87,21.15,21.82,217200
Conn's,CONN,20130204,28.72,29.47,28.36,29.34,527500
Majesco Entertainment Company,COOL,20130204,0.61,0.64,0.6,0.61,175700
Core-Mark Holding Company,CORE,20130204,50.4,50.88,48.95,49.35,30500
Corcept Therapeutics Inc.,CORT,20130204,2.14,2.14,2.03,2.08,370300
Cosi,COSI,20130204,0.82,0.83,0.81,0.82,128200
Costco Wholesale Corp.,COST,20130204,104.11,104.11,102.34,102.48,1728500
Cowen Group,COWN,20130204,2.67,2.73,2.65,2.68,604600
Counterpath Corporation,CPAH,20130204,2,2,2,2,3400
Community Partners Bancorp,CPBC,20130204,6.27,6.3,6.25,6.28,8600
China Shengda Packaging Group,CPGI,20130204,1.16,1.16,1.15,1.15,25500
Canterbury Park Holding Corp.,CPHC,20130204,10.79,10.79,10.79,10.79,300
Cepheid,CPHD,20130204,36.43,36.75,35.86,36.31,492700
Cumberland Pharmaceuticals Inc.,CPIX,20130204,4.42,4.53,4.38,4.43,80900
Capella Education Company,CPLA,20130204,27.29,27.54,27.17,27.28,119500
Capital Product Partners L.P.,CPLP,20130204,8.24,8.24,8.14,8.18,214200
Copano Energy L.L.C.,CPNO,20130204,38.3,38.86,38.22,38.71,1348700
Copart,CPRT,20130204,35.34,35.61,34.3,35.57,1535000
Catalyst Pharmaceutical Partners,CPRX,20130204,0.5,0.52,0.48,0.52,358500
Computer Programs And Systems,CPSI,20130204,46.11,47.52,46.08,47.01,324200
China Precision Steel,CPSL,20130204,2.1,2.11,2.05,2.07,10700
Consumer Portfolio Services,CPSS,20130204,6.71,7.29,6.71,7.21,285900
Capstone Turbine Corp.,CPST,20130204,0.9,0.91,0.88,0.89,1628400
Conceptus,CPTS,20130204,21.75,21.96,20.98,21.13,175700
Compuware Corp.,CPWR,20130204,11.71,11.88,11.6,11.63,2015500
Cra Internationalinc.,CRAI,20130204,18.98,19.1,18.61,18.91,42000
Cray Inc,CRAY,20130204,18.63,18.67,18,18.13,308500
Citizens Republic Bancorp,CRBC,20130204,20.5,20.5,20.1,20.16,214600
Cardica,CRDC,20130204,1.37,1.39,1.28,1.33,214800
Crossroads Systems#,CRDS,20130204,2.2,2.28,2.17,2.24,10300
Cree,CREE,20130204,43.7,44.45,43.12,43.75,1914700
China Recycling Energy Corp.,CREG,20130204,1.06,1.12,1.06,1.1,18700
Cresud S.A.C.I.F. Y A.,CRESW,20130204,0.06,0.06,0.06,0.06,3900
Cresud S.A.C.I.F. Y A.,CRESY,20130204,9.6,9.63,9.38,9.5,56000
Crescent Financial Corp.,CRFN,20130204,4.33,4.33,4.21,4.27,3300
Curis,CRIS,20130204,3.16,3.17,3.06,3.07,280300
57Th Str Gen Acquisi,CRMB,20130204,3.13,3.2,3.04,3.18,1900
57Th Str Gen Acquisi,CRMBU,20130204,3.02,3.02,3.02,3.02,0
57Th Str Gen Acquisi,CRMBW,20130204,0.09,0.09,0.09,0.09,1000
Cardiome Pharma Corp.,CRME,20130204,0.5,0.53,0.47,0.47,1559900
America's Car-Mart,CRMT,20130204,40.01,40.03,39.52,39.9,30800
Ceragon Networks Ltd,CRNT,20130204,4.88,4.94,4.82,4.82,35000
Crocs,CROX,20130204,14.89,14.95,14.72,14.79,1419500
Carrollton Bancorp,CRRB,20130204,5.51,5.51,5.51,5.51,2000
Courier Corp.,CRRC,20130204,12.12,12.17,11.69,11.95,35300
Cornerstone Therapeutics Inc.,CRTX,20130204,5.4,5.51,5.39,5.4,18000
Cirrus Logic,CRUS,20130204,28.14,28.47,27.33,27.38,2453100
Corvel,CRVL,20130204,45.57,45.83,44.68,45.01,18100
Crown Media Holdings,CRWN,20130204,1.89,1.89,1.83,1.88,47100
Crown Crafts,CRWS,20130204,5.29,5.29,5.15,5.15,18100
Carrizo Oil & Gas,CRZO,20130204,21.33,21.4,20.76,20.83,889600
Clifton Savings Bancorp,CSBK,20130204,11.85,11.85,11.51,11.59,4100
Cascade Microtech,CSCD,20130204,7.54,7.65,7.37,7.6,31100
Cisco Systems,CSCO,20130204,20.87,21.13,20.79,20.82,32061600
Centerstate Banks,CSFL,20130204,8.85,8.9,8.64,8.66,39600
Costar Group,CSGP,20130204,94.68,95.36,92.97,93.34,145500
Csg Systems International,CSGS,20130204,18.62,18.69,18.21,18.25,146000
Cardiovascular Systems,CSII,20130204,15.62,15.76,15.58,15.75,128200
Canadian Solar Inc.,CSIQ,20130204,4.6,4.99,4.51,4.75,1190300
Cornerstone Ondemand Inc.,CSOD,20130204,33.62,34.01,32.98,33.34,404900
Csp Inc.,CSPI,20130204,6.02,6.24,6.02,6.12,19700
Calamos Strategic Total Return Fund,CSQ,20130204,10.49,10.49,10.35,10.45,344500
Csr Plc,CSRE,20130204,22.89,23.06,22.84,22.87,11600
Caesarstone Sdot-Yam Ltd.,CSTE,20130204,18.97,19.08,18.88,19.07,28300
Coinstar,CSTR,20130204,49.58,50.15,48.92,49.47,678700
China Sunergy Co.,CSUN,20130204,1.6,1.71,1.6,1.64,16300
Capital Southwest Corp.,CSWC,20130204,108.56,108.56,105.83,105.83,3500
Cintas Corp.,CTAS,20130204,42.23,42.42,41.98,42.07,727400
Community Trust Bancorp,CTBI,20130204,33.93,34.19,33.21,33.34,27500
Commtouch Software Ltd,CTCH,20130204,3.06,3.22,3.05,3.17,208100
Ctc Media,CTCM,20130204,10.58,10.62,10.44,10.5,1563000
Constant Contact,CTCT,20130204,14.47,14.84,14.22,14.7,775200
Computer Task Group Inc.,CTGX,20130204,19.36,20.21,19.21,20.14,136200
Charles & Colvard Ltd,CTHR,20130204,3.85,3.85,3.63,3.74,63600
Cti Industries Corp.,CTIB,20130204,5.8,6.12,5.75,6.01,22900
Cell Therapeutics,CTIC,20130204,1.41,1.46,1.38,1.44,1838800
Citi Trends,CTRN,20130204,12.8,12.93,12.61,12.76,50000
Ctrip.Com International,CTRP,20130204,20.24,20.52,19.93,20.41,3438700
Catamaran Corp,CTRX,20130204,53.38,53.95,52.81,52.95,677700
Cognizant Technology Solutions,CTSH,20130204,78.85,79.02,77.77,77.77,1639100
Connecticut Water Service,CTWS,20130204,29.7,29.72,29.2,29.28,48800
Citrix Systems,CTXS,20130204,73.86,74.56,72.2,72.68,3077100
ISE Global Copper Index First Trust,CU,20130204,30.23,30.48,30.23,30.31,8400
The Herzfeld Caribbean Basin Fund,CUBA,20130204,9.02,9.02,8.61,9,42100
Cui Global Inc,CUI,20130204,5.5,5.6,5.46,5.46,46100
California United Bk,CUNB,20130204,12.13,12.13,11.95,11.95,2100
Cutera,CUTR,20130204,11.04,11.04,10.85,10.89,40900
Cvb Financial Corp.,CVBF,20130204,11.29,11.29,11.01,11.03,291500
Cavco Industries,CVCO,20130204,50.98,51.1,47.41,47.77,36100
Central Valley Community Bancorp,CVCY,20130204,8.77,8.9,8.71,8.71,3400
Commercial Vehicle Group,CVGI,20130204,8.09,8.31,8.04,8.3,175000
Calavo Growers,CVGW,20130204,25.35,25.53,25.05,25.15,29200
Commvault Systems,CVLT,20130204,77.54,78.86,77.16,78.36,658400
Codorus Valley Bancorp Inc,CVLY,20130204,16,16.48,15.6,16.23,21800
Covenant Transportation Group,CVTI,20130204,6.01,6.1,5.65,5.65,39900
Cvd Equipment Corp.,CVV,20130204,12.24,12.24,11.89,11.97,47800
Community West Bancshares,CWBC,20130204,4.83,5.1,4.83,4.86,15400
Consolidated Water Co. Ltd,CWCO,20130204,9.14,9.25,9.03,9.17,109700
Clayton Williams Energy,CWEI,20130204,39.51,39.7,39,39.25,17700
Casella Waste Systems,CWST,20130204,4.54,4.54,4.23,4.35,305200
Coldwater Creek,CWTR,20130204,3.68,3.71,3.61,3.67,365300
China Xd Plastics Company,CXDC,20130204,4.32,4.43,4.32,4.4,23800
Crimson Exploration Inc.,CXPO,20130204,3.22,3.22,3.12,3.18,90900
Cypress Semiconductor Corp.,CY,20130204,10.24,10.29,9.87,9.89,4026700
Cyanotech Corp.,CYAN,20130204,5.04,5.04,4.97,5,6600
Cyberoptics Corp.,CYBE,20130204,7.4,7.4,7.15,7.18,5200
Cybex International,CYBI,20130204,2.52,2.52,2.51,2.52,26000
Cyberonics,CYBX,20130204,45.22,48.93,45,46.81,2274400
Cyclacel Pharmaceuticals,CYCC,20130204,5.4,5.45,5.35,5.39,74600
Cyclacel Pharmaceuticals,CYCCP,20130204,10.21,10.21,10.21,10.21,0
Cymer,CYMI,20130204,103.54,105.65,103.54,104.2,285900
Cynosure,CYNO,20130204,27.59,27.65,26.66,26.83,85600
Changyou.Com Limited,CYOU,20130204,32.9,32.9,28.03,28.19,1044500
Cytokinetics Inc.,CYTK,20130204,1.2,1.2,1.07,1.12,1043000
Cytrx Corp.,CYTR,20130204,2.25,2.3,2.16,2.17,116200
Cytori Therapeutics Inc,CYTX,20130204,2.83,2.9,2.75,2.76,265400
Cytori Therapeutics Inc,CYTXW,20130204,1.61,1.61,1.53,1.53,13700
Citizens First Corp.,CZFC,20130204,9.69,9.69,9.57,9.69,3800
Citizens & Northern Corp,CZNC,20130204,19.88,19.95,19.71,19.71,21000
Caesars Entertainment Corporati,CZR,20130204,7.85,8.74,7.81,8.71,1249800
Citizens Community Bancorp,CZWI,20130204,6.64,6.64,6.32,6.4,11300
Unify Corp.,DAEG,20130204,1.2,1.22,1.2,1.22,11200
Data I/O Corp.,DAIO,20130204,1.78,1.78,1.74,1.74,4000
Daktronics,DAKT,20130204,11.98,11.98,11.72,11.86,191900
Dara Biosciences,DARA,20130204,1.14,1.14,1.08,1.11,1091800
Jiayuan.Com International Ltd.,DATE,20130204,5.51,5.55,5.31,5.34,10000
Famous Dave's Of America,DAVE,20130204,9.52,9.53,9.51,9.53,2100
Double Eagle Petroleum Company,DBLE,20130204,4.8,4.83,4.5,4.76,20600
Double Eagle Petroleum Company,DBLEP,20130204,25.97,25.98,25.77,25.77,700
Digital Cinema Destinations Cor,DCIN,20130204,5.66,5.67,5.65,5.65,1600
Diana Containerships Inc.,DCIX,20130204,7.03,7.07,6.9,6.92,355900
Dime Community Bancshares,DCOM,20130204,13.69,13.69,13.33,13.41,115600
Delcath Systems,DCTH,20130204,1.55,1.66,1.51,1.63,7544400
Deckers Outdoor Corp.,DECK,20130204,40.99,42.79,40.9,41.39,2658000
Dell Inc.,DELL,20130204,13.59,13.59,13.04,13.27,43776300
Denny's Corp.,DENN,20130204,5.07,5.13,4.98,4.98,489000
Depomed,DEPO,20130204,7,7.07,6.91,7,681700
Destination Maternity Corp.,DEST,20130204,23.27,23.87,23.2,23.34,82200
Deerfield Capital,DFR,20130204,9.02,9.02,8.53,8.53,13600
Del Frisco's Restaurant Group Llc.,DFRG,20130204,15.57,15.75,15.28,15.29,38100
R.G. Barry Corp.,DFZ,20130204,13.06,13.26,12.94,12.94,10600
Delta Natural Gas Company,DGAS,20130204,19.83,20.02,19.6,19.65,10200
Donegal Group,DGICA,20130204,13.75,14.1,13.75,13.8,61600
Donegal Group,DGICB,20130204,18.86,18.86,18.86,18.86,0
Digi International Inc.,DGII,20130204,9.89,10.01,9.89,10.01,122200
Dg Fastchannel,DGIT,20130204,9.7,9.89,9.41,9.43,880700
Digital Ally,DGLY,20130204,3.94,4.1,3.61,3.74,3300
Diamond Hill Financial Trends Fund,DHFT,20130204,12.56,12.62,12.54,12.62,8500
Diamond Hill Investment Group,DHIL,20130204,72.43,73.37,71,72.3,8800
Dehaier Medical Systems,DHRM,20130204,1.99,1.99,1.9,1.98,3300
Diodes Inc.,DIOD,20130204,18.98,19.24,18.74,18.75,131500
Discovery Communications Inc,DISCA,20130204,70.04,70.23,69.19,69.51,1069700
Discovery Communications Inc,DISCB,20130204,69.9,69.9,69.9,69.9,0
Discovery Communications Inc,DISCK,20130204,63.57,64.15,63.2,63.71,301700
Dish Network Corp.,DISH,20130204,37.42,37.43,36.46,36.66,1830400
Daily Journal Corp. [S.C.],DJCO,20130204,97.99,98.7,97.99,98.7,300
Dialogic,DLGC,20130204,2.4,2.45,2.15,2.39,16600
Dlh Holdings Corp,DLHC,20130204,1.09,1.12,1.09,1.09,16700
Delia*S Inc.,DLIA,20130204,1.03,1.03,1.03,1.03,1000
Dollar Financial,DLLR,20130204,19.2,19.34,18.93,19.27,684900
Dollar Tree,DLTR,20130204,39.91,40.37,39.51,39.58,3236500
Dorchester Minerals L.P.,DMLP,20130204,23,23.2,22.97,23.2,39900
Diamond Foods,DMND,20130204,14.23,14.28,14.01,14.07,304600
Digimarc Corp.,DMRC,20130204,21.4,21.69,21.17,21.58,18300
Dnb Financial Corp,DNBF,20130204,16.36,16.75,16.36,16.4,2600
Dendreon Corp.,DNDN,20130204,5.9,6.2,5.84,6.07,4238300
Dunkin' Brands Group Inc.,DNKN,20130204,36.67,36.78,36.43,36.63,1292300
Dorman Products,DORM,20130204,35.25,35.38,34.31,34.65,184200
Dover Saddlery,DOVR,20130204,3.75,3.75,3.75,3.75,100
Digirad Corp.,DRAD,20130204,1.82,1.89,1.8,1.87,20200
Dataram Corp.,DRAM,20130204,0.36,0.36,0.32,0.33,39600
Dynamics Research Corp.,DRCO,20130204,6.76,6.85,6.42,6.55,23800
Digital River,DRIV,20130204,14.78,14.97,14.2,14.3,591900
Durect Corp.,DRRX,20130204,1.11,1.17,1.1,1.16,441600
Durata Therapeutics Inc.,DRTX,20130204,7.81,7.94,7.65,7.73,40000
Dragonwave Inc,DRWI,20130204,2.05,2.09,2,2.04,103700
Dryships Inc.,DRYS,20130204,2.2,2.2,2.13,2.16,3453900
Derma Sciences,DSCI,20130204,12.16,12.16,11.86,12.02,18800
Discovery Laboratories,DSCO,20130204,2.32,2.32,2.25,2.25,79600
The Descartes Systems Group Inc.,DSGX,20130204,9.29,9.42,9.29,9.37,19300
Ds Healthcare Group Inc.,DSKX,20130204,3.25,3.25,3.25,3.25,2000
