<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Baldwin & Lyons,BWINA,20130225,24.45,24.45,24.45,24.45,100
Baldwin & Lyons,BWINB,20130225,23.99,23.99,23.05,23.12,14600
Buffalo Wild Wings,BWLD,20130225,76.09,76.78,75.17,75.2,377500
Broadway Financial Corp.,BYFC,20130225,1.01,1.01,0.91,0.93,2400
CA Inc.,CA,20130225,24.79,24.88,24.21,24.22,2944000
China Automotive Systems,CAAS,20130225,4.59,4.8,4.46,4.56,31100
Camden National Corp.,CAC,20130225,33.67,33.8,33.24,33.35,47800
Cascade Bancorp,CACB,20130225,6.3,6.3,6,6,3700
Credit Acceptance Corp.,CACC,20130225,107,110.55,105.1,105.76,212700
Chart Acquisition Corp.,CACGU,20130225,10.11,10.11,10.11,10.11,100
Cache,CACH,20130225,4.85,4.85,4.56,4.58,48100
China Advanced Construction,CADC,20130225,0.45,0.52,0.44,0.44,75700
Cadence Pharmaceuticals,CADX,20130225,4.73,4.82,4.66,4.69,172400
Camco Financial Corp.,CAFI,20130225,3.5,3.5,3.45,3.45,29600
The Cheesecake Factory Inc.,CAKE,20130225,34.64,34.79,33.94,33.95,1007700
Callidus Software,CALD,20130225,4.68,4.72,4.52,4.53,236900
China Auto Logistics Inc.,CALI,20130225,2.8,2.93,2.6,2.61,10300
Vocaltec Communications Ltd,CALL,20130225,12.25,12.47,11.94,11.99,279100
Cal-Maine Foods,CALM,20130225,40.42,40.8,40.02,40.07,58200
Calamp,CAMP,20130225,11.5,11.5,10.89,11.07,1191200
Camtek Ltd,CAMT,20130225,1.49,1.51,1.41,1.49,111000
Avis Budget Group,CAR,20130225,24.18,24.97,23.02,23.08,3612400
Carbonite Inc.,CARB,20130225,10,10.14,9.75,9.85,96800
Carolina Trust Bank,CART,20130225,2.7,2.7,2.57,2.61,2900
Carver Bancorp,CARV,20130225,4.71,4.87,4.7,4.87,1400
Nasdaq Global Auto Index First Trust,CARZ,20130225,30.46,30.48,29.58,29.64,9500
Meta Financial Group,CASH,20130225,23.49,23.49,23.3,23.48,2500
Cas Medical Systems,CASM,20130225,1.96,1.96,1.84,1.88,27800
Cass Information Systems Inc,CASS,20130225,42.89,43.14,42.39,42.93,54000
Caseys General Stores,CASY,20130225,56.09,56.25,54.35,54.45,245600
Cardtronics,CATM,20130225,26.43,26.88,25.84,25.87,747200
Cathay General Bancorp,CATY,20130225,19.96,19.96,19.22,19.27,381900
Cavium Inc,CAVM,20130225,37.17,37.31,36.07,36.08,661000
China Bak Battery,CBAK,20130225,1.42,1.45,1.37,1.37,12200
Colony Bankcorp,CBAN,20130225,5.26,5.4,5.07,5.13,5300
Cbeyond,CBEY,20130225,7.81,7.9,7.68,7.68,92700
Capital Bank Financial Corp.,CBF,20130225,18.1,18.27,17.68,17.77,67600
Community Bank Shares Of Indiana,CBIN,20130225,16.15,16.39,16.15,16.19,1400
Cleveland Biolabs,CBLI,20130225,1.57,1.65,1.57,1.62,87800
Combimatrix Corp.,CBMX,20130225,5.15,6.15,4.78,5.02,1940000
Combimatrix Corp.,CBMXW,20130225,0.3,0.35,0.3,0.35,3400
Cape Bancorp,CBNJ,20130225,9.14,9.28,8.86,8.9,212700
Chicopee Bancorp,CBNK,20130225,16.27,16.27,15.7,16,3500
CBOE Holdings,CBOE,20130225,35.6,35.88,34.72,34.74,398500
China Biologic Products,CBPO,20130225,20.7,21.05,20.35,20.37,51300
Cracker Barrel Old Country Store,CBRL,20130225,67.53,68.19,66.73,66.95,310200
Columbia Laboratories,CBRX,20130225,0.62,0.62,0.6,0.6,208800
Commerce Bancshares,CBSH,20130225,37.79,38.35,37.44,37.47,747300
Cubist Pharmaceuticals,CBST,20130225,42.51,42.51,41.1,41.12,999900
Capital City Bank Group,CCBG,20130225,11.42,11.5,11.11,11.19,20000
China Ceramics Co.,CCCL,20130225,3.06,3.09,2.8,2.91,77500
Chinacache International,CCIH,20130225,3.6,3.64,3.53,3.53,65200
Coleman Cable,CCIX,20130225,10.05,10.15,9.92,9.93,48400
Cabot Microelectronics Corp.,CCMP,20130225,35.14,35.22,33.88,33.96,65900
Cnb Financial Corp.,CCNE,20130225,16.89,16.94,16.34,16.35,21000
Cogent Communications Group,CCOI,20130225,25.76,25.76,24.94,24.99,384600
Cross Country Healthcare,CCRN,20130225,5.56,5.66,5.53,5.55,135100
Concurrent Computer Corp.,CCUR,20130225,7.12,7.3,7.03,7.12,162500
Chemocentryx Inc.,CCXI,20130225,12.17,12.5,12,12.32,52100
Cadence Design Systems,CDNS,20130225,14.42,14.54,14.18,14.19,2041500
Clean Diesel Technologies,CDTI,20130225,2.61,2.63,2.46,2.47,57700
Codexis,CDXS,20130225,2.22,2.25,2.11,2.11,108100
Cadiz,CDZI,20130225,6.58,7.01,6.5,6.59,67700
Ceco Environmental,CECE,20130225,10.94,11.02,10.62,10.63,17400
Career Education Corp.,CECO,20130225,3.98,3.98,3.7,3.71,573800
Central European Distribution Corp.,CEDC,20130225,1.38,1.41,0.48,0.62,14291500
Chinaedu Corp.,CEDU,20130225,6.3,6.38,6.3,6.38,300
Celgene Corp.,CELG,20130225,101.84,102,98.9,99,3244800
Celgene Corp.,CELGZ,20130225,7.2,7.2,7,7.1,139600
Chembio Diagnostics,CEMI,20130225,5.58,5.59,5.55,5.58,7000
Cempra Inc.,CEMP,20130225,6.65,6.71,6.51,6.51,11300
Central Garden & Pet Company,CENT,20130225,9.07,9.19,8.89,8.91,310300
Central Garden & Pet Company,CENTA,20130225,9.06,9.11,8.88,8.9,163400
Century Aluminum Company,CENX,20130225,8.25,8.44,8.06,8.1,1217100
Ceres Inc.,CERE,20130225,4.25,4.44,4.16,4.24,60900
Cerner Corp.,CERN,20130225,88.23,88.58,85.38,85.38,700300
Cerus Corp.,CERS,20130225,3.2,3.22,3.15,3.16,250500
Central European Media Enterprises,CETV,20130225,5.8,5.8,5.44,5.49,205900
Ceva,CEVA,20130225,15.26,15.35,14.82,14.82,93100
Central Federal Corp.,CFBK,20130225,1.65,1.65,1.55,1.57,26900
C&F Financial Corp.,CFFI,20130225,40.6,40.69,38.32,38.83,3000
Capitol Federal Financial,CFFN,20130225,11.93,11.93,11.77,11.78,782000
California First National Bancorp,CFNB,20130225,15.49,15.49,14.84,14.84,4100
Cardinal Financial Corp.,CFNL,20130225,16.09,16.25,15.73,15.77,251100
The Carlyle Group L.P.,CG,20130225,34.5,34.5,31.91,32.25,296600
Compugen Ltd,CGEN,20130225,5.22,5.5,5.22,5.31,141700
Cognex Corp.,CGNX,20130225,41.91,41.91,40.48,40.53,120000
Calamos Global Total Return Fund,CGO,20130225,14.33,14.37,14.26,14.32,32400
Comstock Homebuilding Companies,CHCI,20130225,1.38,1.38,1.31,1.32,5200
City Holding Company,CHCO,20130225,38.8,38.87,37.66,37.67,34600
Churchill Downs Inc.,CHDN,20130225,66.12,66.35,65.51,65.79,47600
Chindex International,CHDX,20130225,11.15,11.16,10.76,10.78,24400
The Chefs' Warehouse Inc.,CHEF,20130225,18.22,18.51,18.06,18.37,64000
Cheviot Financial Corp,CHEV,20130225,11.04,11.04,10.5,10.98,212900
Chemical Financial Corp.,CHFC,20130225,25.2,25.2,24.09,24.46,59600
Charter Financial,CHFN,20130225,12.48,12.51,12.05,12.35,13000
Calamos Convertible Opportunities,CHI,20130225,12.2,12.24,12.1,12.11,275200
Cherokee Inc.,CHKE,20130225,14,14.06,13.87,13.93,18700
Check Point Software Technologies Ltd,CHKP,20130225,52.35,52.76,51.84,51.94,1697200
China Housing & Land Development,CHLN,20130225,1.38,1.43,1.35,1.35,7200
Chemung Financial Corp,CHMG,20130225,30,30,30,30,3100
China Natural Resources,CHNR,20130225,4.96,4.96,4.8,4.83,1700
China Gerui Advanced Materials,CHOP,20130225,3.02,3.02,2.8,2.89,101200
Charm Communications Inc.,CHRM,20130225,4.85,4.85,4.82,4.82,2900
C.H. Robinson Worldwide,CHRW,20130225,58.19,58.35,56.73,56.77,1302400
Chs Inc,CHSCP,20130225,32.6,32.6,32.1,32.45,16800
Chelsea Therapeutics International,CHTP,20130225,1.65,1.7,1.51,1.51,2459000
Charter Communications,CHTR,20130225,83.89,85.56,82.92,83.3,1602600
Chuy's Holding Inc,CHUY,20130225,28.29,29.1,27.2,27.91,308600
Calamos Global Dynamic,CHW,20130225,8.68,8.75,8.62,8.65,288900
Wisdomtree China Dividend Ex-Fi,CHXF,20130225,53.81,53.81,52.85,52.85,14500
Calamos Convertible And High,CHY,20130225,12.48,12.5,12.36,12.36,242400
Chyron Corp.,CHYR,20130225,1.06,1.1,0.96,0.99,36200
Cinedigm Digital Cinema Corp,CIDM,20130225,1.45,1.47,1.43,1.43,9600
Ciena Corp.,CIEN,20130225,15.73,15.89,15.22,15.23,1411100
Cimatron Limited,CIMT,20130225,8.1,8.14,7.54,8.04,683300
Cincinnati Financial Corp.,CINF,20130225,45.14,45.23,43.9,43.92,683200
Cis Acquisition Ltd.,CISAU,20130225,10.12,10.12,10.12,10.12,10000
Cninsure Inc.,CISG,20130225,5.9,6.52,5.9,6.11,286700
Cfs Bancorp,CITZ,20130225,7.68,7.68,7.6,7.6,700
Citizens Holding Company,CIZN,20130225,18.95,18.95,18.9,18.9,700
China Jo-Jo Drugstores,CJJD,20130225,0.88,0.9,0.84,0.88,6300
Carmike Cinemas,CKEC,20130225,16.21,16.25,15.58,15.65,146200
Clicksoftware Technologies Ltd,CKSW,20130225,8.12,8.18,8.01,8.12,101700
Carolina Bank Holdings Inc.,CLBH,20130225,10.01,10.2,9.85,9.91,8200
Collectors Universe,CLCT,20130225,11.25,11.77,11.1,11.22,66300
Celldex Therapeutics Inc,CLDX,20130225,9.44,9.7,8.98,9.03,2775200
Clearfield,CLFD,20130225,5.55,5.55,5.45,5.46,23100
Clearsign Combustion Corporatio,CLIR,20130225,5.31,5.33,4.85,5.09,81100
Calamos Asset Management,CLMS,20130225,10.8,11.06,10.8,10.9,315800
Calumet Specialty Products,CLMT,20130225,37.43,37.59,36.33,36.45,424600
Clean Energy Fuels,CLNE,20130225,12.42,12.55,12.02,12.03,935700
Cleantech Solutions International Inc,CLNT,20130225,3.66,3.69,3.33,3.39,39800
Clearone Communications Inc.,CLRO,20130225,6.32,6.48,6.32,6.48,6300
Tegal Corp.,CLRX,20130225,3.66,4.01,3.52,3.54,18000
Celsion Corp.,CLSN,20130225,1.13,1.15,1,1.02,6139900
Town Sports International Holdings,CLUB,20130225,9.16,9.32,8.93,8.94,130700
Clovis Oncology Inc.,CLVS,20130225,19.05,19.28,18.58,18.62,38300
Clearwire Corp.,CLWR,20130225,3.15,3.16,3.13,3.14,3105400
Euro Tech Holdings Company,CLWT,20130225,2.72,2.85,2.72,2.72,1200
Columbus Mckinnon Corp.,CMCO,20130225,20.19,20.22,19.21,19.26,63000
Comcast Corp.,CMCSA,20130225,40.06,40.32,39.33,39.41,18045500
Comcast Corp.,CMCSK,20130225,37.93,38.14,37.69,37.74,6002800
Cme Group Inc.,CME,20130225,58.56,59.25,57.49,57.78,2423600
China Mobile Games And Entertai,CMGE,20130225,5.1,5.8,5.1,5.8,104200
Cumulus Media Inc.,CMLS,20130225,3.35,3.35,3.26,3.26,196400
Cms Bancorp,CMSB,20130225,8.22,8.22,8.22,8.22,100
Comtech Telecommunications,CMTL,20130225,26.94,27.05,26.45,26.46,112800
Center Bancorp,CNBC,20130225,12.73,12.73,12.27,12.36,26200
Century Bancorp,CNBKA,20130225,33.05,33.05,32.35,32.45,3600
Coronado Biosciences,CNDO,20130225,7.84,7.84,7.56,7.71,272000
Chinanet Online Holdings,CNET,20130225,0.85,0.85,0.79,0.8,8700
China Information Technology,CNIT,20130225,0.98,1.02,0.97,1.02,6900
Conmed Corp.,CNMD,20130225,31.07,31.46,30.59,30.59,153300
Connectone Bancorp Inc.,CNOB,20130225,29.4,29.6,29.11,29.45,26300
Concur Technologies,CNQR,20130225,71.35,71.35,70,70.07,266900
Comverse,CNSI,20130225,28.38,28.38,27.51,27.51,93200
Consolidated Communications Holdings,CNSL,20130225,16.89,16.95,16.6,16.6,214300
China Techfaith Wireless,CNTF,20130225,1.22,1.22,1.18,1.2,19100
Century Casinos,CNTY,20130225,2.96,2.96,2.91,2.92,2000
China Yida Holding Co.,CNYD,20130225,4.12,4.12,4.12,4.12,100
Coastal Contacts Inc,COA,20130225,4.97,4.97,4.86,4.86,4100
Colonial Financial Services,COBK,20130225,13.53,13.53,13.53,13.53,300
Cobra Electronics Corp.,COBR,20130225,3.45,3.45,3.34,3.34,21000
Cobiz Financial Inc.,COBZ,20130225,8.35,8.37,8.03,8.06,91700
Corinthian Colleges,COCO,20130225,2.3,2.31,2.21,2.21,845800
Cogo Group,COGO,20130225,2.2,2.27,2.02,2.16,50800
Coherent,COHR,20130225,58.44,58.54,57.04,57.14,50800
Cohu,COHU,20130225,10.66,10.77,9.97,9.98,38100
Coca-Cola Bottling Co. Consolidated,COKE,20130225,64.44,64.7,63.92,63.97,9900
Columbia Banking System,COLB,20130225,20.46,20.53,19.92,19.96,201700
Columbia Sportswear Company,COLM,20130225,56.5,57.26,56.18,56.86,110300
Cyrusone Inc,CONE,20130225,21.96,22.09,21.7,21.83,336600
Conn's,CONN,20130225,30.55,30.61,29.63,29.65,248900
Majesco Entertainment Company,COOL,20130225,0.62,0.62,0.55,0.56,1113800
Core-Mark Holding Company,CORE,20130225,49.26,49.36,47.22,47.29,28200
Corcept Therapeutics Inc.,CORT,20130225,1.8,1.82,1.75,1.77,168000
Cosi,COSI,20130225,0.89,0.91,0.88,0.88,95000
Costco Wholesale Corp.,COST,20130225,101.64,102.13,100.06,100.09,1643900
Cowen Group,COWN,20130225,2.73,2.73,2.64,2.65,317900
Community Partners Bancorp,CPBC,20130225,6.4,6.5,6.4,6.5,5700
Canterbury Park Holding Corp.,CPHC,20130225,10.88,11.18,10.88,10.88,4000
Cepheid,CPHD,20130225,36.34,36.93,36.11,36.14,549300
Cumberland Pharmaceuticals Inc.,CPIX,20130225,4.25,4.28,4.18,4.19,49500
Capella Education Company,CPLA,20130225,32.62,32.72,32.15,32.32,158200
Capital Product Partners L.P.,CPLP,20130225,7.8,8,7.59,7.66,144300
Copano Energy L.L.C.,CPNO,20130225,38.28,38.4,38.03,38.03,641800
Copart,CPRT,20130225,34.54,34.6,34.05,34.31,999400
Catalyst Pharmaceutical Partners,CPRX,20130225,0.47,0.48,0.42,0.45,240700
Computer Programs And Systems,CPSI,20130225,51.83,52.02,51.03,51.59,136500
China Precision Steel,CPSL,20130225,1.52,1.57,1.5,1.5,8700
Consumer Portfolio Services,CPSS,20130225,8.4,8.62,7.93,7.96,200300
Capstone Turbine Corp.,CPST,20130225,0.97,1,0.95,0.96,1166900
Conceptus,CPTS,20130225,21.92,21.92,21.14,21.44,485900
Compuware Corp.,CPWR,20130225,11.87,11.95,11.71,11.73,1073300
Cra Internationalinc.,CRAI,20130225,22.55,22.55,21.9,21.93,76200
Cray Inc,CRAY,20130225,18.91,19.59,18.85,19.01,500500
Citizens Republic Bancorp,CRBC,20130225,20.43,20.56,20.09,20.09,242700
Cardica,CRDC,20130225,1.24,1.24,1.18,1.2,43200
Crossroads Systems#,CRDS,20130225,1.59,1.64,1.56,1.64,18500
Cree,CREE,20130225,45.1,45.1,43.45,43.47,2289400
China Recycling Energy Corp.,CREG,20130225,1.1,1.12,1.1,1.12,13900
Cresud S.A.C.I.F. Y A.,CRESW,20130225,0.08,0.09,0.05,0.05,6000
Cresud S.A.C.I.F. Y A.,CRESY,20130225,8.71,8.76,8.41,8.42,55100
Crescent Financial Corp.,CRFN,20130225,4.5,4.5,4.33,4.34,5100
Curis,CRIS,20130225,2.91,2.96,2.86,2.91,381600
57Th Str Gen Acquisi,CRMB,20130225,2.89,2.89,2.7,2.71,43000
57Th Str Gen Acquisi,CRMBW,20130225,0.08,0.09,0.08,0.09,10100
Cardiome Pharma Corp.,CRME,20130225,0.4,0.4,0.39,0.39,206600
America's Car-Mart,CRMT,20130225,47.05,47.05,46.05,46.06,41000
Ceragon Networks Ltd,CRNT,20130225,4.62,4.7,4.59,4.6,51200
Crocs,CROX,20130225,15.51,15.75,15.28,15.3,2219200
Courier Corp.,CRRC,20130225,12.84,13.18,12.52,12.54,35900
Cornerstone Therapeutics Inc.,CRTX,20130225,6.73,6.73,6.33,6.44,160300
Cirrus Logic,CRUS,20130225,25.51,25.92,24.46,24.46,2306000
Corvel,CRVL,20130225,48.94,49.2,46.39,46.45,25800
Crown Media Holdings,CRWN,20130225,2.05,2.06,1.91,1.91,723200
Crown Crafts,CRWS,20130225,5.86,6.11,5.86,5.86,55100
Carrizo Oil & Gas,CRZO,20130225,21.79,22.41,21.27,21.29,1832400
Clifton Savings Bancorp,CSBK,20130225,11.57,11.57,11.25,11.25,6500
Cascade Microtech,CSCD,20130225,7.16,7.19,7.07,7.18,52300
Cisco Systems,CSCO,20130225,21,21.19,20.65,20.66,37391300
Centerstate Banks,CSFL,20130225,8.85,8.85,8.51,8.54,56500
Costar Group,CSGP,20130225,96.94,98.25,96.72,97.34,101100
Csg Systems International,CSGS,20130225,20.18,20.18,19.57,19.65,161200
Cardiovascular Systems,CSII,20130225,16.11,16.2,15.81,15.84,191100
Canadian Solar Inc.,CSIQ,20130225,4.61,4.68,4.12,4.15,773000
Cornerstone Ondemand Inc.,CSOD,20130225,33.18,33.31,32.69,32.75,342100
Csp Inc.,CSPI,20130225,6.66,6.7,6.6,6.66,8000
Calamos Strategic Total Return Fund,CSQ,20130225,10.31,10.39,10.25,10.25,444100
Csr Plc,CSRE,20130225,26.55,26.62,26.14,26.14,18600
Caesarstone Sdot-Yam Ltd.,CSTE,20130225,22.4,22.9,21.77,22.27,49100
Coinstar,CSTR,20130225,54.21,54.78,51.19,51.29,1177600
China Sunergy Co.,CSUN,20130225,1.58,1.63,1.53,1.55,11200
Capital Southwest Corp.,CSWC,20130225,113.88,115,113.7,113.7,3700
Cintas Corp.,CTAS,20130225,44.38,44.48,43.06,43.08,407500
Community Trust Bancorp,CTBI,20130225,34.47,34.47,33,33.31,35700
Commtouch Software Ltd,CTCH,20130225,3.42,3.42,3.28,3.3,25300
Ctc Media,CTCM,20130225,9.99,10.03,9.67,9.67,352700
Constant Contact,CTCT,20130225,14.6,14.7,13.99,14.01,354200
Computer Task Group Inc.,CTGX,20130225,20.77,20.88,20.29,20.3,75600
Charles & Colvard Ltd,CTHR,20130225,3.85,3.94,3.81,3.91,62800
Cti Industries Corp.,CTIB,20130225,6.25,6.25,6.22,6.22,600
Cell Therapeutics,CTIC,20130225,1.35,1.4,1.33,1.33,822000
Citi Trends,CTRN,20130225,10.24,10.36,9.96,9.99,71500
Ctrip.Com International,CTRP,20130225,19.5,20.02,19.27,19.45,1890900
Catamaran Corp,CTRX,20130225,54.79,56.15,54.79,54.95,1770800
Cognizant Technology Solutions,CTSH,20130225,76.93,77.6,75.46,75.48,1801900
Connecticut Water Service,CTWS,20130225,30.05,30.14,29.78,29.87,32000
Citrix Systems,CTXS,20130225,73.26,74.1,71.01,71.21,1597300
ISE Global Copper Index First Trust,CU,20130225,28.13,28.35,27.69,27.73,17900
The Herzfeld Caribbean Basin Fund,CUBA,20130225,8.83,8.87,8.53,8.65,18300
Cui Global Inc,CUI,20130225,5.52,5.52,5.31,5.35,10500
Cutera,CUTR,20130225,12.95,13.25,12.71,12.75,78600
Cvb Financial Corp.,CVBF,20130225,10.99,11,10.6,10.61,367100
Cavco Industries,CVCO,20130225,46.05,46.05,44.41,44.49,21400
Central Valley Community Bancorp,CVCY,20130225,8.64,8.64,8.5,8.5,400
Commercial Vehicle Group,CVGI,20130225,8.04,8.19,7.76,7.8,151500
Calavo Growers,CVGW,20130225,27.61,27.89,27.55,27.58,49200
Commvault Systems,CVLT,20130225,76.2,76.64,73.36,73.4,410000
Codorus Valley Bancorp Inc,CVLY,20130225,16.55,16.55,16.17,16.17,1700
Covenant Transportation Group,CVTI,20130225,5.68,5.74,5.36,5.57,5100
Cvd Equipment Corp.,CVV,20130225,11.18,11.2,10.5,10.74,27100
Community West Bancshares,CWBC,20130225,4.92,4.94,4.65,4.81,10900
Consolidated Water Co. Ltd,CWCO,20130225,9.24,9.28,8.86,8.93,43400
Clayton Williams Energy,CWEI,20130225,39.46,40.17,38.77,39.31,40300
Casella Waste Systems,CWST,20130225,4.68,4.68,4.47,4.5,130600
Coldwater Creek,CWTR,20130225,3.6,3.6,3.47,3.51,136800
China Xd Plastics Company,CXDC,20130225,4.17,4.22,4.15,4.18,37400
Crimson Exploration Inc.,CXPO,20130225,3.26,3.3,3.18,3.19,79600
Cypress Semiconductor Corp.,CY,20130225,10.2,10.32,9.83,9.84,3996000
Cyanotech Corp.,CYAN,20130225,4.48,4.49,4.43,4.44,8800
Cyberonics,CYBX,20130225,46.7,47.2,46.08,46.2,564600
Cyclacel Pharmaceuticals,CYCC,20130225,5.85,5.85,5.4,5.5,164200
Cyclacel Pharmaceuticals,CYCCP,20130225,9.94,9.94,9.88,9.88,900
Cymer,CYMI,20130225,100.38,100.82,96.99,97.04,193600
Cynosure,CYNO,20130225,27.47,27.57,26.29,26.44,140100
Changyou.Com Limited,CYOU,20130225,30.47,30.8,30.24,30.47,113700
Cytokinetics Inc.,CYTK,20130225,1,1.01,0.97,0.99,424800
Cytrx Corp.,CYTR,20130225,2.01,2.1,1.89,1.89,73800
Cytori Therapeutics Inc,CYTX,20130225,2.59,2.66,2.4,2.41,671600
Cytori Therapeutics Inc,CYTXW,20130225,1.35,1.35,1.35,1.35,100
Citizens First Corp.,CZFC,20130225,9.5,9.5,8.9,9.21,1700
Citizens & Northern Corp,CZNC,20130225,19.7,19.72,19.38,19.46,29500
Caesars Entertainment Corporati,CZR,20130225,12.28,12.7,11.65,11.71,1707600
Citizens Community Bancorp,CZWI,20130225,6.65,6.76,6.52,6.75,3200
Unify Corp.,DAEG,20130225,1.35,1.35,1.26,1.26,11100
Data I/O Corp.,DAIO,20130225,1.61,1.61,1.58,1.58,3700
Daktronics,DAKT,20130225,10.08,10.08,9.9,9.95,519900
Dara Biosciences,DARA,20130225,1.03,1.05,1.01,1.01,496800
Jiayuan.Com International Ltd.,DATE,20130225,5.42,5.42,5.32,5.36,9600
Famous Dave's Of America,DAVE,20130225,9.47,9.5,9.47,9.47,5500
Double Eagle Petroleum Company,DBLE,20130225,4.68,4.82,4.68,4.75,15100
Double Eagle Petroleum Company,DBLEP,20130225,26.12,26.14,25.83,26.14,5800
Digital Cinema Destinations Cor,DCIN,20130225,5.94,6.13,5.65,6,18100
Diana Containerships Inc.,DCIX,20130225,6.67,6.72,6.61,6.63,691600
Dime Community Bancshares,DCOM,20130225,14.42,14.52,14.08,14.09,144800
Delcath Systems,DCTH,20130225,1.49,1.5,1.47,1.47,982300
Deckers Outdoor Corp.,DECK,20130225,40.97,42.12,40.6,40.7,1819700
Dell Inc.,DELL,20130225,13.88,13.9,13.82,13.85,16050500
Denny's Corp.,DENN,20130225,5.55,5.6,5.53,5.54,636100
Depomed,DEPO,20130225,6.55,6.57,6.15,6.26,880100
Destination Maternity Corp.,DEST,20130225,22.56,22.75,21.74,21.75,43900
Deerfield Capital,DFR,20130225,8.51,8.6,8.01,8.17,6500
Del Frisco's Restaurant Group Llc.,DFRG,20130225,17.83,18.84,17.78,18.13,31000
R.G. Barry Corp.,DFZ,20130225,12.5,12.5,12.14,12.22,63500
Delta Natural Gas Company,DGAS,20130225,19.5,19.63,19.3,19.3,12700
Donegal Group,DGICA,20130225,14.66,14.66,13.87,13.92,15300
Digi International Inc.,DGII,20130225,10.08,10.24,9.97,10,71300
Dg Fastchannel,DGIT,20130225,7.24,7.43,7.24,7.34,855700
Digital Ally,DGLY,20130225,4.33,4.55,4.18,4.21,1000
Diamond Hill Financial Trends Fund,DHFT,20130225,12.94,12.95,12.75,12.76,7000
Diamond Hill Investment Group,DHIL,20130225,78.2,78.79,75.12,75.12,7100
Dehaier Medical Systems,DHRM,20130225,1.86,1.87,1.86,1.86,6200
Diodes Inc.,DIOD,20130225,20.66,20.67,19.83,19.91,281600
Discovery Communications Inc,DISCA,20130225,70.93,71.04,69.9,69.9,1211600
Discovery Communications Inc,DISCB,20130225,70.86,70.88,70.1,70.1,600
Discovery Communications Inc,DISCK,20130225,63.01,63.44,62.62,62.99,604700
Dish Network Corp.,DISH,20130225,35.23,35.4,34.8,34.85,2870600
Daily Journal Corp. [S.C.],DJCO,20130225,100.99,101,99.03,99.03,2500
Dialogic,DLGC,20130225,2.22,2.29,2.13,2.28,6700
Delia*S Inc.,DLIA,20130225,1.02,1.05,1.01,1.01,37800
Dollar Financial,DLLR,20130225,19.04,19.04,18.55,18.58,335400
Dollar Tree,DLTR,20130225,41.91,41.98,40.82,40.82,4879700
Dorchester Minerals L.P.,DMLP,20130225,23.73,23.94,23.4,23.66,58100
Diamond Foods,DMND,20130225,15.66,15.94,15.3,15.35,433800
Digimarc Corp.,DMRC,20130225,23.63,24.03,22.68,22.68,21600
Dnb Financial Corp,DNBF,20130225,16.71,16.73,16.7,16.73,400
Dendreon Corp.,DNDN,20130225,5.66,6.09,5.41,5.42,12268900
Dunkin' Brands Group Inc.,DNKN,20130225,37.31,37.7,36.91,36.92,1285500
Dorman Products,DORM,20130225,34.74,34.81,34.25,34.3,244800
Dover Saddlery,DOVR,20130225,3.93,3.93,3.75,3.91,2200
Digirad Corp.,DRAD,20130225,2.07,2.15,2.01,2.05,237900
Dataram Corp.,DRAM,20130225,0.38,0.38,0.31,0.35,5800
Dynamics Research Corp.,DRCO,20130225,6.73,6.78,5.69,6.13,31100
Digital River,DRIV,20130225,14.72,14.83,14.2,14.27,353700
Durect Corp.,DRRX,20130225,1.16,1.16,1.06,1.06,177200
Durata Therapeutics Inc.,DRTX,20130225,7.8,8,7.45,7.75,52400
Dragonwave Inc,DRWI,20130225,2.17,2.22,2.12,2.14,71500
Dryships Inc.,DRYS,20130225,2,2.04,1.93,1.93,3021400
Derma Sciences,DSCI,20130225,12.38,12.39,12.1,12.19,19600
Discovery Laboratories,DSCO,20130225,2.69,2.74,2.55,2.57,271900
The Descartes Systems Group Inc.,DSGX,20130225,9.13,9.24,8.86,8.86,9500
Ds Healthcare Group Inc.,DSKX,20130225,2.97,2.97,2.85,2.94,5900
Dsp Group,DSPG,20130225,7.53,7.75,7.25,7.32,35100
Daystar Technologies,DSTI,20130225,1.26,1.31,1.21,1.25,59600
Deswell Industries,DSWL,20130225,2.53,2.55,2.5,2.52,1900
Datalink Corp.,DTLK,20130225,10.29,10.35,9.96,10,103100
Dts,DTSI,20130225,20,20.28,19.7,19.7,95200
Directv,DTV,20130225,49.02,49.31,48.41,48.41,7420900
Dynavax Technologies Corp.,DVAX,20130225,2.01,2.13,1.87,2.01,22094200
Dynavox Inc.,DVOX,20130225,0.37,0.42,0.35,0.38,283400
Dreamworks Animation Skg,DWA,20130225,17.12,17.21,16.79,16.82,658200
Datawatch Corp.,DWCH,20130225,12.08,12.23,11.47,11.83,26500
Dawson Geophysical Company,DWSN,20130225,31.55,32.14,30.29,30.52,37500
Dexcom,DXCM,20130225,15.76,15.97,15.1,15.12,648000
Casual Male Retail Group,DXLG,20130225,4.73,4.82,4.7,4.74,208400
Dxp Enterprises,DXPE,20130225,58.9,59.03,56.71,57.18,47400
The Dixie Group,DXYN,20130225,4.38,4.42,4.17,4.26,4900
Dyax,DYAX,20130225,3.37,3.37,3.16,3.2,293600
Dynatronics Corp.,DYNT,20130225,2.74,2.74,2.54,2.54,9500
Dynasil Corporation Of America,DYSL,20130225,0.95,0.95,0.9,0.9,9200
Electronic Arts Inc.,EA,20130225,17.84,18.03,17.69,17.7,5689800
Erickson Air-Crane Incorporated,EAC,20130225,11.99,12.62,11.62,11.89,35600
