<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Array Biopharma Inc.,ARRY,20130220,4.03,4.13,4.02,4.02,937900
Arthrocare Corp.,ARTC,20130220,35.01,36.21,34.97,35.76,211300
Artesian Resources Corp.,ARTNA,20130220,22.49,22.59,22.23,22.23,18400
Art'S-Way Manufacturing Co.,ARTW,20130220,7.04,7.09,6.96,7.09,3700
Arotech Corp.,ARTX,20130220,1.13,1.17,1.13,1.14,4300
Aruba Networks,ARUN,20130220,22.76,22.87,21.24,21.29,3561400
Arrowhead Research Corp.,ARWR,20130220,1.91,2.1,1.88,2.04,327900
Asb Bancorp Inc.,ASBB,20130220,16.61,16.95,16.57,16.95,8200
Associated Banc-Corp,ASBC,20130220,14.68,14.73,14.52,14.52,1067100
Associated Banc-Corp,ASBCW,20130220,1.56,1.56,1.56,1.56,100
Ameriana Bancorp,ASBI,20130220,8.57,8.68,8.57,8.68,300
Ameristar Casinos,ASCA,20130220,26.38,26.38,26.23,26.25,383300
Ascent Media Corp.,ASCMA,20130220,68.2,68.29,67.09,67.09,42700
American Science And Engineering,ASEI,20130220,63.05,63.42,62,62.12,45300
Asta Funding,ASFI,20130220,9.75,9.78,9.52,9.57,17000
Asiainfo-Linkage,ASIA,20130220,11.08,11.1,10.89,10.97,286700
Asm International N.V.,ASMI,20130220,40.74,40.84,40.73,40.73,2300
Asml Holding N.V.,ASML,20130220,74.01,74.37,72.14,72.15,1005800
Ascena Retail Group,ASNA,20130220,17.73,17.91,17.52,17.55,2629500
Altisource Portfolio Solutions S.A.,ASPS,20130220,86.9,87.33,84,85,175600
Ameriserv Financial Inc.,ASRV,20130220,3.09,3.09,3.05,3.07,1400
Astrotech Corp.,ASTC,20130220,0.88,0.88,0.85,0.86,50200
Astec Industries,ASTE,20130220,36.92,36.92,35.46,35.51,45100
Ascent Solar Technologies,ASTI,20130220,0.73,0.73,0.69,0.7,159900
Aastrom Biosciences,ASTM,20130220,1.23,1.26,1.15,1.2,355700
Astex Pharmaceuticals Inc,ASTX,20130220,3.32,3.34,3.17,3.17,564700
Asure Software Inc,ASUR,20130220,6.57,6.65,6.55,6.55,5300
Amtech Systems,ASYS,20130220,4.5,4.61,4.39,4.42,43000
Ata Inc.,ATAI,20130220,4.13,4.13,4.13,4.13,100
America First Tax Exempt L.P.,ATAX,20130220,7.17,7.19,7.1,7.1,66800
Astea International,ATEA,20130220,2.74,2.74,2.72,2.72,1600
Alphatec Holdings,ATEC,20130220,1.72,1.72,1.67,1.68,138100
Athenahealth,ATHN,20130220,91.15,91.89,88.79,88.87,298200
Athersys,ATHX,20130220,1.7,1.72,1.65,1.66,498900
Atlanticus Holdings Corp.,ATLC,20130220,3.25,3.5,3.25,3.3,4800
Ames National Corp.,ATLO,20130220,21.93,21.93,20.1,20.59,32800
Atmi Inc.,ATMI,20130220,22.05,22.24,21.91,21.93,254100
Atmel Corp.,ATML,20130220,7.27,7.32,6.95,6.98,6470700
Atlantic Tele-Network,ATNI,20130220,44.78,45.25,44.3,44.98,84400
Api Technologies,ATNY,20130220,2.75,2.83,2.61,2.72,75000
Atossa Genetics Inc.,ATOS,20130220,6.94,8.3,6.55,6.65,24800
Atricure,ATRC,20130220,8.47,8.71,8.33,8.47,119000
Atrion Corp.,ATRI,20130220,209.38,209.38,200.25,200.25,4800
Aetrium Inc.,ATRM,20130220,0.65,0.69,0.62,0.69,6900
Astronics Corp.,ATRO,20130220,27.63,27.9,27.5,27.63,194000
Antares Pharma,ATRS,20130220,3.48,3.52,3.35,3.47,1065200
Air Transport Services Group Inc,ATSG,20130220,4.91,4.91,4.76,4.79,144600
Attunity Ltd,ATTU,20130220,7.31,7.41,7.31,7.41,21000
Activision Blizzard Inc,ATVI,20130220,14.56,14.62,14.2,14.24,13828400
Cross [A.T.] Company,ATX,20130220,12.67,12.81,12.18,12.18,20700
Auburn National Bancorporation,AUBN,20130220,21.91,21.91,21.62,21.62,400
Audiocodes Ltd,AUDC,20130220,4.45,4.5,4.37,4.41,177200
Auxilium Pharmaceuticals,AUXL,20130220,17.03,17.38,16.5,16.51,979400
Aerovironment,AVAV,20130220,23,23.06,22.5,22.51,163200
Advocat,AVCA,20130220,5.35,5.35,5.25,5.35,5000
Aveo Pharmaceuticals,AVEO,20130220,6.66,6.84,6.6,6.71,2545000
Avago Technologies,AVGO,20130220,35.48,35.73,34.67,34.67,3326100
Av Homes Inc,AVHI,20130220,14.87,14.87,14.19,14.2,35300
Avid Technology,AVID,20130220,7.74,7.79,7.57,7.65,112600
Avanir Pharmaceuticals Inc,AVNR,20130220,2.86,2.88,2.79,2.8,852600
Aviat Networks,AVNW,20130220,3.63,3.8,3.62,3.67,306800
Homeaway Inc.,AWAY,20130220,25,25.73,24.91,25.04,2019600
Aware,AWRE,20130220,5.01,5.11,4.98,5,38200
Abraxas Petroleum Corp.,AXAS,20130220,2.14,2.19,2.12,2.12,672800
Accelerate Diagnostics Inc.,AXDX,20130220,5.4,5.4,4.76,4.99,58200
ACWI Ex-US Financials MSCI Ishares,AXFN,20130220,25.67,25.67,24.97,24.97,1700
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130220,58.65,58.65,58.65,58.65,100
Axt Inc,AXTI,20130220,3.05,3.08,2.9,2.9,91400
Aspen Technology,AZPN,20130220,30.59,30.93,30.3,30.31,644900
Natus Medical Inc.,BABY,20130220,12.06,12.43,12.05,12.21,108900
Einstein Noah Restaurant Group,BAGL,20130220,13.2,13.53,13.19,13.33,90000
Books-A-Million,BAMM,20130220,2.37,2.39,2.31,2.38,22200
First Pactrust Bancorp,BANC,20130220,11.54,11.58,11.46,11.48,21700
First Pactrust Bancorp Inc.,BANCL,20130220,25.45,25.65,25.42,25.65,5500
Bancfirst Corp.,BANF,20130220,41.09,41.24,40.5,40.5,15500
Bancfirst Corp.,BANFP,20130220,34.75,34.75,27.37,27.37,2900
Banner Corp.,BANR,20130220,30.67,30.95,30.27,30.31,152300
Bioanalytical Systems,BASI,20130220,1.67,1.71,1.67,1.7,2100
Bed Bath & Beyond Inc.,BBBY,20130220,58.34,58.5,57.19,57.5,2773600
Bbcn Bancorp Inc,BBCN,20130220,12.92,13.02,12.75,12.78,320600
Breitburn Energy Partners L.P.,BBEP,20130220,19.78,19.8,19.5,19.52,773400
Beasley Broadcast Group,BBGI,20130220,5.1,5.14,5.1,5.1,7500
Bridge Capital Holdings,BBNK,20130220,15.37,15.48,15.31,15.31,11100
Black Box Corp.,BBOX,20130220,26.85,26.85,26.1,26.17,99700
Bravo Brio Restaurant Group,BBRG,20130220,15.73,15.75,15.5,15.54,359100
Blackberry,BBRY,20130220,13.99,14.38,13.65,13.71,55153000
Barrett Business Services,BBSI,20130220,45.42,45.89,44.05,44.25,89200
Bcb Bancorp Inc. [Nj],BCBP,20130220,10,10.23,9.78,9.86,25500
Bcd Semiconductor Manufacturing Ltd,BCDS,20130220,7.92,7.95,7.92,7.95,35600
B Communications Ltd,BCOM,20130220,4.97,5.5,4.97,5.04,7000
Berjaya Philippines Inc,BCOR,20130220,16,16.17,15.81,16.03,696900
Brightcove Inc.,BCOV,20130220,6.47,6.75,6.4,6.55,614500
Balchem Corp.,BCPC,20130220,37.98,38.38,37.32,37.43,70700
Biocryst Pharmaceuticals,BCRX,20130220,1.4,1.42,1.38,1.38,264900
Bcsb Bancorp,BCSB,20130220,15.95,15.95,15.95,15.95,0
Boulder Brands Inc,BDBD,20130220,13.32,13.41,12.79,12.83,470600
Black Diamond,BDE,20130220,8,8.18,7.97,8.02,64300
Bridge Bancorp,BDGE,20130220,21.4,21.75,21.14,21.18,13800
Birner Dental Management Services,BDMS,20130220,18,18,18,18,0
Biodelivery Sciences International,BDSI,20130220,4.3,4.33,4.15,4.16,115800
Cardionet,BEAT,20130220,2.5,2.55,2.5,2.54,12700
Be Aerospace,BEAV,20130220,53.41,53.85,52.77,52.79,508600
Bebe Stores,BEBE,20130220,4,4.13,3.98,4.02,930700
Beacon Roofing Supply,BECN,20130220,38.71,38.82,36.95,37.01,585100
Bel Fuse Inc.,BELFA,20130220,16.01,16.01,15.43,15.5,1600
Bel Fuse Inc.,BELFB,20130220,18.48,18.48,17.46,17.52,42700
Berkshire Bancorp,BERK,20130220,8.42,8.42,8.29,8.32,5700
Bankfinancial Corp.,BFIN,20130220,7.94,8.01,7.76,7.83,46600
Bluefly,BFLY,20130220,0.77,0.79,0.72,0.72,10700
Bgc Partners,BGCP,20130220,4.51,4.62,4.42,4.42,1789200
Big 5 Sporting Goods Corp.,BGFV,20130220,14.19,14.4,14,14.04,208300
Bg Medicine,BGMD,20130220,1.92,2.01,1.86,1.91,189800
Bgs Acquisition Corp.,BGSCW,20130220,0.19,0.19,0.19,0.19,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130220,65.46,66.07,64.12,64.12,10300
BICK Index First Trust,BICK,20130220,25.39,25.39,25.12,25.12,8500
Baidu,BIDU,20130220,91.88,92.2,88.1,88.45,7844900
Biogen Idec Inc,BIIB,20130220,166.77,168.55,164.72,164.77,1540400
Bioclinica Inc,BIOC,20130220,7.24,7.24,7.23,7.23,32200
Biodel Inc.,BIOD,20130220,2.68,2.87,2.68,2.8,38600
Biofuel Energy,BIOF,20130220,5.87,5.87,5.31,5.42,306500
Biolase Technology,BIOL,20130220,3.65,3.69,3.43,3.47,306700
Bioscrip,BIOS,20130220,11.89,11.92,11.61,11.63,238400
Actuate Corp.,BIRT,20130220,6.18,6.31,6.14,6.15,275400
Ultrashort Nasdaq Biotech Proshares,BIS,20130220,57.66,58.75,57.47,58.75,500
Bj's Restaurants,BJRI,20130220,31.78,31.85,29,30.58,2052100
Blackrock Kelso Capital Corp.,BKCC,20130220,10.46,10.55,10.2,10.23,1356100
Blueknight Energy,BKEP,20130220,8,8.07,7.99,7.99,20700
Blueknight Energy Partners L.P.,BKEPP,20130220,8.75,8.75,8.65,8.75,6000
Bank Mutual Corp.,BKMU,20130220,5.88,5.95,5.81,5.86,196900
Oak Ridge Financial Services,BKOR,20130220,4.8,4.8,4.75,4.75,1000
Bank Of South Carolina,BKSC,20130220,11.8,11.8,11.8,11.8,0
The Bank Of Kentucky Financial,BKYF,20130220,26.88,26.99,26.67,26.79,11600
Ballard Power Systems,BLDP,20130220,0.72,0.74,0.69,0.7,168400
Builders Firstsource,BLDR,20130220,6.04,6.11,5.98,6,443200
Bridgeline Digital,BLIN,20130220,1.39,1.5,1.34,1.48,65600
Blackbaud,BLKB,20130220,27.85,28.43,27.62,27.93,230200
Bloomin' Brands Inc.,BLMN,20130220,18.55,18.74,18.17,18.22,519800
Bsb Bancorp Inc.,BLMT,20130220,13.1,13.13,13,13,21200
Biolinerx Ltd.,BLRX,20130220,3.92,3.97,3.76,3.85,196000
Bmc Software,BMC,20130220,41.62,42.13,41.1,41.11,1591200
Bank Of Marin Bancorp,BMRC,20130220,39.99,41.45,39.99,40.11,11400
Biomarin Pharmaceutical Inc.,BMRN,20130220,56.3,56.61,55.12,55.17,1009900
Bryn Mawr Bank Corp.,BMTC,20130220,23.27,23.39,22.99,23.03,23800
Biomimetic Therapeutics,BMTI,20130220,8.75,8.87,8.58,8.77,67800
Beneficial Mutual Bancorp,BNCL,20130220,9.38,9.42,9.26,9.26,73300
Bnc Bancorp,BNCN,20130220,8.32,8.45,8.32,8.44,65300
Bonso Electronics International,BNSO,20130220,1.44,1.44,1.44,1.44,2200
Bob Evans Farms,BOBE,20130220,42.32,42.32,40.48,40.54,267500
Bank Of Commerce Holdings [Ca],BOCH,20130220,4.9,5,4.9,4.93,27500
Body Central,BODY,20130220,8.25,8.36,8,8.01,121500
Bofi Holding,BOFI,20130220,35.38,35.52,34.82,34.87,111800
Bok Financial Corp.,BOKF,20130220,58.55,58.93,58.4,58.55,73400
Bolt Technology Corp.,BOLT,20130220,15.93,16.78,15.86,16.16,43700
Bona Film Group Limited,BONA,20130220,5.05,5.05,5,5.02,56200
The Bon-Ton Stores,BONT,20130220,11.51,11.51,10.95,10.99,131300
Dynamic Materials Corp.,BOOM,20130220,17.52,17.55,17.04,17.06,37600
B.O.S. Better Online Solutions,BOSC,20130220,3.62,3.62,3.48,3.48,5200
Biota Pharmaceuticals Inc.,BOTA,20130220,4.08,4.14,4.07,4.07,8800
Bank Of The Jame Fnl,BOTJ,20130220,7.99,7.99,7.99,7.99,100
Bank Of Virginia,BOVA,20130220,4.18,4.19,4.01,4.01,2700
Biosante Pharmaceuticals,BPAX,20130220,1.5,1.58,1.39,1.43,669900
Boston Private Financial Holdings,BPFH,20130220,9.43,9.5,9.32,9.32,263200
Boston Private Financial Holdings,BPFHW,20130220,3.38,3.38,3.38,3.38,100
Bluephoenix Solutions,BPHX,20130220,4.46,4.49,4.42,4.49,1500
Popular,BPOP,20130220,29.02,29.02,28.16,28.38,861400
Popular,BPOPM,20130220,22.94,23,22.91,23,2000
Popular,BPOPN,20130220,24.09,24.12,23.97,24,2700
Brocade Communications Systems,BRCD,20130220,5.99,6,5.84,5.84,4634400
Broadcom Corp.,BRCM,20130220,35,35.07,34.29,34.34,9756300
Craft Brewers Alliance Inc,BREW,20130220,6.85,6.86,6.66,6.67,21600
Bridgford Foods Corp.,BRID,20130220,7.24,7.4,7.19,7.21,1800
Brookline Bancorp,BRKL,20130220,9.21,9.27,9.08,9.08,376500
Bruker Corp.,BRKR,20130220,18.46,18.48,17.89,18.09,1778000
Brooks Automation,BRKS,20130220,10.44,10.5,10.11,10.11,367600
Bio-Reference Laboratories,BRLI,20130220,26.96,27.1,26.24,26.26,274600
Bsd Medical Corp.,BSDM,20130220,1.41,1.43,1.4,1.42,18400
Bassett Furniture Industries Inc.,BSET,20130220,14.64,14.9,14.51,14.53,43900
Broadsoft,BSFT,20130220,35.89,36.11,34.44,34.48,254500
Biostar Pharmaceuticals,BSPM,20130220,1.08,1.09,1.06,1.06,20800
Bsquare Corp.,BSQR,20130220,3.38,3.4,3.31,3.31,7600
Sierra Bancorp,BSRR,20130220,12.91,12.96,12.78,12.78,19300
Biospecifics Technologies Corp,BSTC,20130220,15.37,16,15.2,15.2,8000
