<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Cascade Bancorp,CACB,20130301,5.96,6.4,5.96,6.14,2900
Credit Acceptance Corp.,CACC,20130301,109.51,113.94,109.51,113.06,34700
Cache,CACH,20130301,4.36,4.36,4.03,4.08,87900
China Advanced Construction,CADC,20130301,0.42,0.44,0.42,0.42,55800
Cadence Pharmaceuticals,CADX,20130301,4.84,5.06,4.78,5,219300
Camco Financial Corp.,CAFI,20130301,3.62,3.8,3.6,3.8,16400
The Cheesecake Factory Inc.,CAKE,20130301,34.39,34.57,33.99,34.49,979200
Callidus Software,CALD,20130301,4.35,4.62,4.33,4.6,257300
China Auto Logistics Inc.,CALI,20130301,2.53,2.54,2.4,2.45,9200
Vocaltec Communications Ltd,CALL,20130301,11.5,12.22,11.3,11.98,383700
Cal-Maine Foods,CALM,20130301,40.23,40.84,39.78,40.81,70300
Calamp,CAMP,20130301,11.02,11.02,10.68,10.85,403500
Camtek Ltd,CAMT,20130301,1.42,1.44,1.39,1.43,8300
Avis Budget Group,CAR,20130301,23.19,23.96,23.18,23.54,2329200
Carbonite Inc.,CARB,20130301,9.72,9.96,9.72,9.77,89800
Carolina Trust Bank,CART,20130301,2.76,2.78,2.76,2.78,800
Carver Bancorp,CARV,20130301,4.68,5.2,4.5,5,1900
Nasdaq Global Auto Index First Trust,CARZ,20130301,29.98,30.54,29.98,30.4,2000
Meta Financial Group,CASH,20130301,24,24.46,23.51,23.85,7400
Cas Medical Systems,CASM,20130301,1.93,1.97,1.91,1.97,2600
Cass Information Systems Inc,CASS,20130301,42.17,43.01,41.79,41.86,14000
Caseys General Stores,CASY,20130301,56.11,57.5,56.02,57.13,195500
Cardtronics,CATM,20130301,26.35,26.83,25.91,26.68,310500
Cathay General Bancorp,CATY,20130301,19.26,19.59,19.07,19.33,443100
Cavium Inc,CAVM,20130301,36.74,37.12,35.77,36.87,862700
China Bak Battery,CBAK,20130301,1.3,1.44,1.25,1.26,18300
Colony Bankcorp,CBAN,20130301,5.2,5.2,5.2,5.2,100
Cbeyond,CBEY,20130301,6.99,7.23,6.94,7.21,179000
Capital Bank Financial Corp.,CBF,20130301,18.31,18.38,17.86,17.98,159100
Community Bank Shares Of Indiana,CBIN,20130301,16.48,16.72,16.4,16.59,3100
Cleveland Biolabs,CBLI,20130301,1.55,1.57,1.51,1.51,139200
Combimatrix Corp.,CBMX,20130301,3.69,3.69,3.2,3.39,366400
Combimatrix Corp.,CBMXW,20130301,0.27,0.27,0.26,0.26,200
Cape Bancorp,CBNJ,20130301,9.1,9.2,9.1,9.16,4900
Chicopee Bancorp,CBNK,20130301,16.21,16.21,15.92,15.92,2200
CBOE Holdings,CBOE,20130301,35.84,35.92,35.22,35.42,991400
China Biologic Products,CBPO,20130301,21,21,20.78,21,30500
Cracker Barrel Old Country Store,CBRL,20130301,75.48,76.18,74.45,76.06,169100
Columbia Laboratories,CBRX,20130301,0.6,0.62,0.6,0.62,101000
Commerce Bancshares,CBSH,20130301,37.92,38.08,37.49,37.98,560800
Cubist Pharmaceuticals,CBST,20130301,41.98,43.49,41.8,43.47,666000
Capital City Bank Group,CCBG,20130301,11.37,11.54,11.16,11.37,9600
China Ceramics Co.,CCCL,20130301,3.1,3.1,2.82,2.98,60700
Chinacache International,CCIH,20130301,3.54,3.64,3.54,3.59,20000
Coleman Cable,CCIX,20130301,9.85,9.96,9.67,9.84,31000
Cabot Microelectronics Corp.,CCMP,20130301,33.87,34.04,33.5,33.91,94700
Cnb Financial Corp.,CCNE,20130301,16.63,17,16.62,16.95,7700
Cogent Communications Group,CCOI,20130301,25.07,25.56,24.84,25.47,543000
Cross Country Healthcare,CCRN,20130301,5.64,5.86,5.6,5.71,109000
Concurrent Computer Corp.,CCUR,20130301,6.86,7.23,6.64,6.99,241000
Chemocentryx Inc.,CCXI,20130301,13.5,13.95,13.38,13.94,199700
Cadence Design Systems,CDNS,20130301,14.04,14.07,13.61,13.94,6134000
Clean Diesel Technologies,CDTI,20130301,2.36,2.42,2.3,2.36,23000
Codexis,CDXS,20130301,2.03,2.1,2.03,2.05,70700
Cadiz,CDZI,20130301,6.69,6.93,6.57,6.63,10700
Ceco Environmental,CECE,20130301,10.8,11,10.74,11,12500
Career Education Corp.,CECO,20130301,3.24,3.27,2.92,3,1196400
Central European Distribution Corp.,CEDC,20130301,0.72,0.72,0.58,0.6,1944200
Chinaedu Corp.,CEDU,20130301,8.16,8.16,7.16,7.71,23000
Celgene Corp.,CELG,20130301,103.25,105.82,102.53,105.62,3990200
Celgene Corp.,CELGZ,20130301,7.47,7.47,7.2,7.2,600
Chembio Diagnostics,CEMI,20130301,5.43,5.5,5.42,5.48,16700
Cempra Inc.,CEMP,20130301,6.52,6.81,6.52,6.66,72800
Central Garden & Pet Company,CENT,20130301,8.77,8.91,8.65,8.85,94100
Central Garden & Pet Company,CENTA,20130301,8.66,8.86,8.54,8.81,136900
Century Aluminum Company,CENX,20130301,8,8.06,7.86,8.01,1037100
Ceres Inc.,CERE,20130301,4.08,4.08,3.71,3.75,125300
Cerner Corp.,CERN,20130301,87.68,89.39,87.04,89.23,1069600
Cerus Corp.,CERS,20130301,3.49,3.69,3.4,3.66,5282200
Central European Media Enterprises,CETV,20130301,5.13,5.28,5.05,5.21,161900
Ceva,CEVA,20130301,15.07,15.19,14.85,14.96,86800
Central Federal Corp.,CFBK,20130301,1.5,1.51,1.48,1.49,14800
C&F Financial Corp.,CFFI,20130301,39.57,39.57,38.91,39.07,2100
Capitol Federal Financial,CFFN,20130301,11.8,11.93,11.78,11.91,631400
California First National Bancorp,CFNB,20130301,15.45,15.68,15.15,15.35,7400
Cardinal Financial Corp.,CFNL,20130301,15.77,16.54,15.77,16.45,156600
The Carlyle Group L.P.,CG,20130301,31.31,32.35,30.57,31.09,241300
Compugen Ltd,CGEN,20130301,5.35,5.36,5.18,5.23,103600
Cognex Corp.,CGNX,20130301,40.97,41.77,40.68,41.56,133200
Calamos Global Total Return Fund,CGO,20130301,14.49,14.78,14.39,14.46,88400
Comstock Homebuilding Companies,CHCI,20130301,1.3,1.36,1.28,1.3,20300
City Holding Company,CHCO,20130301,37.6,38.63,37.45,38.42,31900
Churchill Downs Inc.,CHDN,20130301,65.39,66.32,65.39,65.9,47500
Chindex International,CHDX,20130301,10.85,11.17,10.74,11.05,20000
The Chefs' Warehouse Inc.,CHEF,20130301,17.75,18.04,17.75,18.02,41200
Cheviot Financial Corp,CHEV,20130301,10.93,11.15,10.82,10.82,1000
Chemical Financial Corp.,CHFC,20130301,24.21,24.5,23.92,24.34,49900
Charter Financial,CHFN,20130301,12.34,12.47,12.31,12.38,5100
Calamos Convertible Opportunities,CHI,20130301,12.22,12.28,12.18,12.27,272800
Cherokee Inc.,CHKE,20130301,13.91,14.73,13.88,14.69,22400
Check Point Software Technologies Ltd,CHKP,20130301,52.39,52.47,51.65,51.83,1794700
China Housing & Land Development,CHLN,20130301,1.55,1.55,1.35,1.45,99600
Chemung Financial Corp,CHMG,20130301,29.55,29.55,28.41,29.5,300
China Natural Resources,CHNR,20130301,5.05,5.1,5.05,5.1,500
China Gerui Advanced Materials,CHOP,20130301,2.82,2.84,2.71,2.72,58600
C.H. Robinson Worldwide,CHRW,20130301,56.74,57.4,56.61,57.06,1566100
Chs Inc,CHSCP,20130301,32.57,32.7,32.4,32.6,13200
Chelsea Therapeutics International,CHTP,20130301,1.56,1.7,1.53,1.69,1215500
Charter Communications,CHTR,20130301,85.77,86.92,85.77,86.49,1022700
Chuy's Holding Inc,CHUY,20130301,28.25,28.91,28.16,28.73,112500
Calamos Global Dynamic,CHW,20130301,8.83,8.83,8.75,8.75,162700
Wisdomtree China Dividend Ex-Fi,CHXF,20130301,53.63,53.85,53.62,53.85,11100
Calamos Convertible And High,CHY,20130301,12.48,12.55,12.43,12.54,169500
Chyron Corp.,CHYR,20130301,0.94,0.94,0.88,0.91,1500
Cinedigm Digital Cinema Corp,CIDM,20130301,1.39,1.59,1.34,1.5,424800
Ciena Corp.,CIEN,20130301,15.12,15.22,14.69,14.83,3149500
Cimatron Limited,CIMT,20130301,7.65,8.27,7.5,7.84,353900
Cincinnati Financial Corp.,CINF,20130301,44.92,45.17,44.4,45.16,604100
Cninsure Inc.,CISG,20130301,5.96,6.03,5.84,5.94,39000
Cfs Bancorp,CITZ,20130301,7.61,7.61,7.6,7.6,1700
China Jo-Jo Drugstores,CJJD,20130301,0.88,0.9,0.83,0.9,7100
Carmike Cinemas,CKEC,20130301,15.57,16.21,15.57,16.07,138600
Clicksoftware Technologies Ltd,CKSW,20130301,8.27,8.41,8.1,8.16,30100
Carolina Bank Holdings Inc.,CLBH,20130301,9.81,10.05,9.81,10.01,1200
Collectors Universe,CLCT,20130301,11.16,11.21,11,11.07,21200
Celldex Therapeutics Inc,CLDX,20130301,9.45,10.66,9.36,10.26,3386400
Clearfield,CLFD,20130301,5.52,5.7,5.52,5.7,7200
Clearsign Combustion Corporatio,CLIR,20130301,4.95,5.14,4.9,5.1,34600
Calamos Asset Management,CLMS,20130301,11.11,11.57,10.98,11.55,273900
Calumet Specialty Products,CLMT,20130301,38.25,40,38.12,39.8,797900
Clean Energy Fuels,CLNE,20130301,12.38,12.91,11.97,12.85,1645400
Cleantech Solutions International Inc,CLNT,20130301,3.34,3.39,3.19,3.23,23100
Clearone Communications Inc.,CLRO,20130301,6.59,6.61,6.44,6.44,20100
Tegal Corp.,CLRX,20130301,3.45,3.69,3.45,3.51,6800
Celsion Corp.,CLSN,20130301,0.97,0.98,0.95,0.97,622600
Town Sports International Holdings,CLUB,20130301,9.2,9.36,9.01,9.09,130300
Clovis Oncology Inc.,CLVS,20130301,18.75,21.92,18.75,21.81,421100
Clearwire Corp.,CLWR,20130301,3.13,3.18,3.13,3.18,3591700
Euro Tech Holdings Company,CLWT,20130301,2.82,2.84,2.82,2.84,900
Columbus Mckinnon Corp.,CMCO,20130301,19.25,20.03,19.21,19.88,62300
Comcast Corp.,CMCSA,20130301,39.72,40.06,39.46,40.03,12236700
Comcast Corp.,CMCSK,20130301,38.2,38.48,37.96,38.38,2468100
Cme Group Inc.,CME,20130301,59.82,59.99,59.11,59.92,2452800
China Mobile Games And Entertai,CMGE,20130301,9.04,9.06,8.21,8.65,54200
Cumulus Media Inc.,CMLS,20130301,3.22,3.3,3.14,3.28,225300
Cms Bancorp,CMSB,20130301,9,9.02,9,9,1000
Comtech Telecommunications,CMTL,20130301,26.64,27.38,26.55,27.2,96300
Center Bancorp,CNBC,20130301,12.35,12.74,12.21,12.52,13600
Century Bancorp,CNBKA,20130301,32.7,33.48,32.7,33.48,2200
Coronado Biosciences,CNDO,20130301,7.82,8.3,7.67,8.2,925300
Chinanet Online Holdings,CNET,20130301,0.84,0.84,0.79,0.82,7300
China Information Technology,CNIT,20130301,1.02,1.07,1.02,1.07,12900
Conmed Corp.,CNMD,20130301,30.84,31.45,30.81,31.2,100100
Connectone Bancorp Inc.,CNOB,20130301,29.13,29.28,29.1,29.24,121300
Concur Technologies,CNQR,20130301,70,70,68.97,69.38,447100
Comverse,CNSI,20130301,27.11,27.99,27,27.05,56800
Consolidated Communications Holdings,CNSL,20130301,16.62,16.68,15.83,16.37,277800
China Techfaith Wireless,CNTF,20130301,1.19,1.26,1.19,1.25,86800
Century Casinos,CNTY,20130301,2.91,3.04,2.9,2.99,16700
Coastal Contacts Inc,COA,20130301,5,5.15,4.99,5.03,66300
Colonial Financial Services,COBK,20130301,13.5,13.5,13.5,13.5,500
Cobra Electronics Corp.,COBR,20130301,3.32,3.43,3.26,3.31,13800
Cobiz Financial Inc.,COBZ,20130301,8.08,8.29,7.96,8.26,78100
Corinthian Colleges,COCO,20130301,2.08,2.08,2.02,2.06,1585500
Cogo Group,COGO,20130301,2.13,2.19,2,2.02,25800
Coherent,COHR,20130301,57.09,58.11,56.81,57.72,64100
Cohu,COHU,20130301,9.64,9.69,9.5,9.63,66200
Coca-Cola Bottling Co. Consolidated,COKE,20130301,65,65.67,64.6,65.33,7300
Columbia Banking System,COLB,20130301,19.86,20.01,19.56,19.96,218900
Columbia Sportswear Company,COLM,20130301,55.43,56.18,55.41,55.94,135300
Cyrusone Inc,CONE,20130301,21.22,22.02,21.05,21.56,497300
Conn's,CONN,20130301,32.14,33.72,31.93,33.18,627800
Majesco Entertainment Company,COOL,20130301,0.53,0.55,0.52,0.53,198200
Core-Mark Holding Company,CORE,20130301,47.52,48.04,47.11,47.77,48500
Corcept Therapeutics Inc.,CORT,20130301,1.6,1.78,1.56,1.71,351700
Cosi,COSI,20130301,0.85,0.88,0.84,0.85,39700
Costco Wholesale Corp.,COST,20130301,100.82,101.65,100.26,101.42,1790000
Cowen Group,COWN,20130301,2.6,2.7,2.48,2.5,541200
Counterpath Corporation,CPAH,20130301,2.25,2.4,2.2,2.4,5000
China Shengda Packaging Group,CPGI,20130301,1.2,1.2,1.2,1.2,4000
Canterbury Park Holding Corp.,CPHC,20130301,9.35,11.45,8.68,11.05,2700
Cepheid,CPHD,20130301,36.05,37.05,35.82,36.99,429800
Cumberland Pharmaceuticals Inc.,CPIX,20130301,4.78,4.81,4.11,4.14,182800
Capella Education Company,CPLA,20130301,31.36,31.93,31.2,31.66,59400
Capital Product Partners L.P.,CPLP,20130301,7.97,7.97,7.7,7.88,162500
Copano Energy L.L.C.,CPNO,20130301,38.35,38.48,38.12,38.24,381500
Copart,CPRT,20130301,33.97,34.33,33.78,34,1195800
Catalyst Pharmaceutical Partners,CPRX,20130301,0.46,0.46,0.42,0.45,204900
Computer Programs And Systems,CPSI,20130301,52,53.15,52,53.03,66600
China Precision Steel,CPSL,20130301,1.56,1.6,1.54,1.58,3400
Consumer Portfolio Services,CPSS,20130301,8.13,8.26,7.94,8.12,101700
Capstone Turbine Corp.,CPST,20130301,0.96,0.98,0.96,0.97,455500
Conceptus,CPTS,20130301,22.12,22.81,22,22.69,166300
Compuware Corp.,CPWR,20130301,11.56,11.75,11.5,11.67,2024100
Cra Internationalinc.,CRAI,20130301,21.89,22.47,21.89,22.07,28500
Cray Inc,CRAY,20130301,19.15,19.92,19.01,19.86,575200
Citizens Republic Bancorp,CRBC,20130301,20.37,20.68,20.37,20.57,327500
Cardica,CRDC,20130301,1.15,1.26,1.15,1.25,11400
Crossroads Systems#,CRDS,20130301,1.57,1.57,1.5,1.54,42400
Cree,CREE,20130301,45.35,45.78,44.48,45.42,1482800
Cresud S.A.C.I.F. Y A.,CRESY,20130301,8.35,8.59,8.35,8.54,39800
Crescent Financial Corp.,CRFN,20130301,4.08,4.31,4.08,4.19,3600
Curis,CRIS,20130301,2.69,3.12,2.69,3.08,1314100
57Th Str Gen Acquisi,CRMB,20130301,2.56,2.65,2.55,2.57,4600
57Th Str Gen Acquisi,CRMBW,20130301,0.06,0.09,0.06,0.09,180800
Cardiome Pharma Corp.,CRME,20130301,0.4,0.45,0.4,0.44,435100
America's Car-Mart,CRMT,20130301,47.59,48.2,47.47,47.78,44900
Ceragon Networks Ltd,CRNT,20130301,4.5,4.6,4.5,4.54,22600
Crocs,CROX,20130301,15.03,15.23,14.95,15.14,1207300
Courier Corp.,CRRC,20130301,12.48,13,12.31,12.95,26100
Cornerstone Therapeutics Inc.,CRTX,20130301,6.61,6.79,6.61,6.77,17900
Cirrus Logic,CRUS,20130301,23.69,23.76,22.91,23.39,3576500
Corvel,CRVL,20130301,47.55,48.8,47.45,48.48,15800
Crown Media Holdings,CRWN,20130301,1.89,1.97,1.89,1.93,82900
Crown Crafts,CRWS,20130301,5.79,5.86,5.76,5.8,27900
Carrizo Oil & Gas,CRZO,20130301,23.2,23.39,22.56,22.93,1193800
Clifton Savings Bancorp,CSBK,20130301,11.22,11.6,11.22,11.35,5800
Cascade Microtech,CSCD,20130301,7.17,7.33,7.07,7.25,16700
Cisco Systems,CSCO,20130301,20.78,20.9,20.55,20.83,24176800
Centerstate Banks,CSFL,20130301,8.34,8.65,8.34,8.55,21400
Costar Group,CSGP,20130301,100.03,104,100.03,103.41,204300
Csg Systems International,CSGS,20130301,19.21,19.47,19.05,19.24,149600
Cardiovascular Systems,CSII,20130301,15.85,16.25,15.8,16.21,60900
Canadian Solar Inc.,CSIQ,20130301,3.82,4.02,3.78,3.85,555700
Cornerstone Ondemand Inc.,CSOD,20130301,33.59,34.18,33.52,33.9,421800
Csp Inc.,CSPI,20130301,6.65,6.65,5.86,5.96,59700
Calamos Strategic Total Return Fund,CSQ,20130301,10.49,10.52,10.36,10.38,324600
Csr Plc,CSRE,20130301,27.95,28.54,27.9,27.98,158500
Caesarstone Sdot-Yam Ltd.,CSTE,20130301,23.49,23.5,22.57,22.83,27100
Coinstar,CSTR,20130301,51,51.15,50.3,50.49,948900
China Sunergy Co.,CSUN,20130301,1.49,1.52,1.44,1.45,65300
Capital Southwest Corp.,CSWC,20130301,114.72,128.56,114.72,125.44,11500
Cintas Corp.,CTAS,20130301,43.75,43.87,43.42,43.8,479200
Community Trust Bancorp,CTBI,20130301,33.76,34.32,33.5,34.28,27900
Commtouch Software Ltd,CTCH,20130301,3.37,3.5,3.37,3.44,7700
Ctc Media,CTCM,20130301,9.66,9.73,9.49,9.7,318100
Constant Contact,CTCT,20130301,14.2,14.31,13.47,13.81,419500
Computer Task Group Inc.,CTGX,20130301,19.64,20.61,19.64,20.42,46300
Charles & Colvard Ltd,CTHR,20130301,3.47,3.58,3.46,3.54,21200
Cell Therapeutics,CTIC,20130301,1.27,1.3,1.19,1.25,3038500
Citi Trends,CTRN,20130301,10.3,10.4,10.18,10.23,55100
Ctrip.Com International,CTRP,20130301,19.11,19.68,19.08,19.56,1378200
Catamaran Corp,CTRX,20130301,53.44,55.04,52.97,54.89,1841600
Cognizant Technology Solutions,CTSH,20130301,76.45,78.07,75.75,77.94,1454400
Connecticut Water Service,CTWS,20130301,29.61,29.89,29.49,29.54,24700
Citrix Systems,CTXS,20130301,70.92,71.96,69.89,71.36,2446700
ISE Global Copper Index First Trust,CU,20130301,27.18,27.35,27.03,27.35,15900
The Herzfeld Caribbean Basin Fund,CUBA,20130301,8.8,8.8,8.73,8.8,13600
Cui Global Inc,CUI,20130301,5.41,5.42,5.35,5.42,14400
California United Bk,CUNB,20130301,12.3,12.32,12.25,12.25,7700
Cutera,CUTR,20130301,12.01,12.83,12,12.74,98100
Cvb Financial Corp.,CVBF,20130301,10.5,10.61,10.42,10.5,1206100
Cavco Industries,CVCO,20130301,44.5,46.17,44.5,45.75,16600
Central Valley Community Bancorp,CVCY,20130301,8.48,8.72,8.45,8.6,1500
Commercial Vehicle Group,CVGI,20130301,7.78,8.06,7.78,7.83,91600
Calavo Growers,CVGW,20130301,28.3,28.71,27.9,28.2,63400
Commvault Systems,CVLT,20130301,73.18,73.97,72.29,73.29,473600
Covenant Transportation Group,CVTI,20130301,5.88,6.1,5.73,6.03,11600
Cvd Equipment Corp.,CVV,20130301,10.59,10.59,10.19,10.19,15100
Community West Bancshares,CWBC,20130301,4.65,4.85,4.65,4.85,1500
Consolidated Water Co. Ltd,CWCO,20130301,9.07,9.46,9.07,9.43,50900
Clayton Williams Energy,CWEI,20130301,40.53,41,39.33,39.6,47500
Casella Waste Systems,CWST,20130301,4.62,4.74,4.58,4.69,177700
Coldwater Creek,CWTR,20130301,3.54,3.65,3.54,3.61,166300
China Xd Plastics Company,CXDC,20130301,4.12,4.15,4.12,4.13,7100
Crimson Exploration Inc.,CXPO,20130301,3.2,3.22,3.15,3.19,17300
Cypress Semiconductor Corp.,CY,20130301,10.45,10.5,10.18,10.29,4072900
Cyanotech Corp.,CYAN,20130301,4.5,4.5,4.37,4.37,7200
Cyberoptics Corp.,CYBE,20130301,6.87,6.88,6.87,6.87,1500
Cyberonics,CYBX,20130301,45.18,46.25,45.18,46.04,321000
Cyclacel Pharmaceuticals,CYCC,20130301,5.47,5.54,5.43,5.51,48100
Cymer,CYMI,20130301,97.66,99.62,97.13,99.43,617400
Cynosure,CYNO,20130301,28.06,28.84,27.98,28.59,197500
Changyou.Com Limited,CYOU,20130301,29.52,30.11,29.18,29.35,135700
Cytokinetics Inc.,CYTK,20130301,1,1,0.96,0.97,276700
Cytrx Corp.,CYTR,20130301,2.11,2.29,2.06,2.21,236800
Cytori Therapeutics Inc,CYTX,20130301,2.52,2.54,2.48,2.53,237000
Cytori Therapeutics Inc,CYTXW,20130301,1.3,1.34,1.3,1.32,5200
Citizens First Corp.,CZFC,20130301,9.27,9.3,9.27,9.3,700
Citizens & Northern Corp,CZNC,20130301,19.49,19.69,19.49,19.61,6800
Caesars Entertainment Corporati,CZR,20130301,12.22,12.62,12.21,12.51,700500
Citizens Community Bancorp,CZWI,20130301,6.69,6.69,6.69,6.69,1200
Unify Corp.,DAEG,20130301,1.39,1.39,1.35,1.35,16000
Data I/O Corp.,DAIO,20130301,1.5,1.55,1.5,1.55,11100
Daktronics,DAKT,20130301,10.14,10.48,10.02,10.43,321100
Dara Biosciences,DARA,20130301,1.01,1.02,0.97,0.98,769300
Jiayuan.Com International Ltd.,DATE,20130301,5.7,5.74,5.5,5.64,36100
Famous Dave's Of America,DAVE,20130301,9.62,9.98,9.62,9.93,5100
Double Eagle Petroleum Company,DBLE,20130301,4.76,4.95,4.71,4.72,21200
Double Eagle Petroleum Company,DBLEP,20130301,26.23,26.5,26.16,26.48,1700
Diana Containerships Inc.,DCIX,20130301,6.5,6.5,6.26,6.42,618700
Dime Community Bancshares,DCOM,20130301,14.08,14.22,13.83,14.2,129500
Delcath Systems,DCTH,20130301,1.56,1.63,1.53,1.63,2401700
Deckers Outdoor Corp.,DECK,20130301,44.23,47,43.63,46.62,9319500
Dell Inc.,DELL,20130301,13.91,14.01,13.89,14,13017200
Denny's Corp.,DENN,20130301,5.62,5.68,5.57,5.66,472800
Depomed,DEPO,20130301,6.49,6.6,6.39,6.53,1201400
Destination Maternity Corp.,DEST,20130301,22.21,22.74,22.07,22.66,29700
Deerfield Capital,DFR,20130301,8.34,8.53,8.32,8.49,2600
Del Frisco's Restaurant Group Llc.,DFRG,20130301,17.45,17.84,17.25,17.8,28700
R.G. Barry Corp.,DFZ,20130301,12.28,12.65,12.18,12.24,7100
Delta Natural Gas Company,DGAS,20130301,19.32,19.68,19.11,19.66,6100
Donegal Group,DGICA,20130301,14.24,14.38,14.03,14.32,8400
Digi International Inc.,DGII,20130301,9.79,10.18,9.79,10.02,31700
Dg Fastchannel,DGIT,20130301,7.64,7.77,7.48,7.76,1052900
Digital Ally,DGLY,20130301,4.3,4.3,4.29,4.29,1900
Diamond Hill Financial Trends Fund,DHFT,20130301,12.84,12.96,12.82,12.92,31300
Diamond Hill Investment Group,DHIL,20130301,75.04,76.12,74.4,75.88,3500
Dehaier Medical Systems,DHRM,20130301,1.86,1.92,1.86,1.9,15000
Diodes Inc.,DIOD,20130301,19.7,19.75,19.31,19.5,313400
Discovery Communications Inc,DISCA,20130301,72.93,74.99,72.8,74.88,1670300
Discovery Communications Inc,DISCB,20130301,74.94,74.95,74.65,74.65,400
Discovery Communications Inc,DISCK,20130301,64.32,66.31,63.78,66.17,532900
Dish Network Corp.,DISH,20130301,34.63,34.75,34.21,34.7,2167200
Daily Journal Corp. [S.C.],DJCO,20130301,101.97,101.97,101.05,101.35,500
Delia*S Inc.,DLIA,20130301,1.04,1.04,1.02,1.02,2400
Dollar Financial,DLLR,20130301,18.55,18.96,18.26,18.91,201000
Dollar Tree,DLTR,20130301,45.02,46.16,44.62,46.11,3607400
Dorchester Minerals L.P.,DMLP,20130301,23.27,23.5,22.98,23.29,74300
Diamond Foods,DMND,20130301,15.49,16.1,15.15,15.93,580400
Digimarc Corp.,DMRC,20130301,22.33,22.75,22.33,22.69,22800
Dnb Financial Corp,DNBF,20130301,16.78,16.78,16.78,16.78,300
Dendreon Corp.,DNDN,20130301,5.69,5.76,5.6,5.74,4032800
Dunkin' Brands Group Inc.,DNKN,20130301,36.95,37.22,36.55,37.03,664900
Dorman Products,DORM,20130301,34.8,36.21,34.8,35.56,320500
Dover Saddlery,DOVR,20130301,3.77,3.89,3.62,3.72,2800
Digirad Corp.,DRAD,20130301,2.36,2.37,2.22,2.33,21400
Dataram Corp.,DRAM,20130301,0.36,0.38,0.31,0.33,15000
Dynamics Research Corp.,DRCO,20130301,5.89,5.94,5.81,5.81,9800
Digital River,DRIV,20130301,14.02,14.26,13.81,14.2,383600
Durect Corp.,DRRX,20130301,1.13,1.15,1.11,1.11,392100
Durata Therapeutics Inc.,DRTX,20130301,8.4,8.43,8.22,8.28,9900
Dragonwave Inc,DRWI,20130301,2.43,2.43,2.32,2.39,119000
Dryships Inc.,DRYS,20130301,1.92,1.92,1.78,1.8,6257100
Derma Sciences,DSCI,20130301,12.21,12.31,12.12,12.29,10300
Discovery Laboratories,DSCO,20130301,2.55,2.55,2.4,2.44,114900
The Descartes Systems Group Inc.,DSGX,20130301,9.15,9.16,9.1,9.1,900
Ds Healthcare Group Inc.,DSKX,20130301,2.85,2.85,2.77,2.85,2200
Dsp Group,DSPG,20130301,7.14,7.54,7.11,7.19,43800
Daystar Technologies,DSTI,20130301,1.18,1.24,1.18,1.2,18400
Deswell Industries,DSWL,20130301,2.49,2.55,2.49,2.55,2000
Datalink Corp.,DTLK,20130301,10.28,10.47,10.22,10.43,66900
Dts,DTSI,20130301,19.67,19.93,19.55,19.84,76600
Directv,DTV,20130301,48.22,48.77,48,48.55,4674600
Dynavax Technologies Corp.,DVAX,20130301,2.01,2.03,1.95,1.98,2940400
Dynavox Inc.,DVOX,20130301,0.54,0.54,0.45,0.48,138500
Dreamworks Animation Skg,DWA,20130301,16.52,16.88,16.22,16.87,1245900
Datawatch Corp.,DWCH,20130301,10.94,11.68,10.81,11.53,9900
Dawson Geophysical Company,DWSN,20130301,30.55,31.37,30.32,30.74,49000
Dexcom,DXCM,20130301,14.77,15.23,14.63,15.21,553300
Casual Male Retail Group,DXLG,20130301,4.5,4.69,4.45,4.68,152000
Dxp Enterprises,DXPE,20130301,61.98,65.73,61.52,64.45,146800
The Dixie Group,DXYN,20130301,4.14,4.38,4.14,4.35,7700
Dyax,DYAX,20130301,3.15,3.34,3.15,3.33,162200
Dynatronics Corp.,DYNT,20130301,2.56,2.56,2.56,2.56,1100
Dynasil Corporation Of America,DYSL,20130301,0.95,0.95,0.85,0.89,12800
Electronic Arts Inc.,EA,20130301,17.53,18.08,17.42,18.04,5916700
Erickson Air-Crane Incorporated,EAC,20130301,13.18,13.18,11.94,12.99,21400
Ebay Inc.,EBAY,20130301,54.59,55.1,54.02,54.9,6422900
Ebix Inc,EBIX,20130301,16.04,16.19,15.11,15.33,682700
Eagle Bancorp Montana,EBMT,20130301,10.35,10.36,10.35,10.35,900
Meridian Interstate Bancorp,EBSB,20130301,17.85,18.27,17.6,18.12,4100
Enterprise Bancorp Inc,EBTC,20130301,15.89,16.69,15.75,16.68,8300
Echo Global Logistics,ECHO,20130301,18.74,19.3,18.56,18.98,219500
US Ecology,ECOL,20130301,25.02,25.45,24.81,25.21,56200
Encore Capital Group Inc,ECPG,20130301,29.39,29.88,29,29.82,246100
Echo Therapeutics,ECTE,20130301,0.77,0.8,0.76,0.76,397200
Ecotality,ECTY,20130301,0.8,0.8,0.75,0.76,61000
Endocyte,ECYT,20130301,9.55,9.78,9.52,9.74,146000
Edac Technologies Corp.,EDAC,20130301,15.19,15.48,14.76,15.48,25400
Edap Tms S.A.,EDAP,20130301,4.16,4.24,3.85,4.12,403100
Edgewater Technology,EDGW,20130301,3.67,4.05,3.67,4.03,170800
Education Management Corp.,EDMC,20130301,3.53,3.54,3.4,3.51,75000
Exceed Company Ltd,EDS,20130301,1.49,1.5,1.43,1.43,10200
Educational Development Corp.,EDUC,20130301,3.84,3.88,3.84,3.88,10300
