<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Alexion Pharmaceuticals,ALXN,20130301,86.74,87.07,86.09,86.77,1506700
Amag Pharmaceuticals,AMAG,20130301,16.21,17.09,15.9,16.81,56400
Autonavi Holdings,AMAP,20130301,10.16,10.4,10.1,10.26,166100
Applied Materials,AMAT,20130301,13.59,13.68,13.4,13.59,12820900
Ambarella Inc.,AMBA,20130301,9.89,10.64,9.83,10.58,104000
Ambient Corp,AMBT,20130301,2.6,2.7,2.5,2.67,2300
Applied Micro Circuits Corp.,AMCC,20130301,7.95,7.97,7.52,7.54,1483400
Andatee China Marine Fuel Services,AMCF,20130301,0.76,0.8,0.75,0.8,13000
Airmedia Group Inc,AMCN,20130301,2.13,2.18,2.12,2.12,3100
Amc Networks Inc.,AMCX,20130301,57.25,57.41,56.64,56.99,875400
Amedisys Inc,AMED,20130301,11.19,11.24,11.01,11.21,293800
Amgen Inc.,AMGN,20130301,91.14,92.76,90.51,92.58,4317600
Amkor Technology,AMKR,20130301,4.04,4.08,3.95,4.06,1357800
American National Bankshares,AMNB,20130301,20.06,20.54,20,20.42,8000
Allied Motion Technologies,AMOT,20130301,7,7,6.91,7,16500
America Movil S.A.B. De C.V.,AMOV,20130301,20.7,20.72,20.5,20.72,24500
Ampio Pharmaceutical,AMPE,20130301,3.87,3.95,3.78,3.82,54100
American River Bankshares,AMRB,20130301,7.27,7.33,7.27,7.27,1900
Albany Molecular Research,AMRI,20130301,8.05,8.1,7.76,8,344600
Amarin Corporation Plc,AMRN,20130301,8,8.02,7.5,7.55,7418500
Amyris,AMRS,20130301,2.88,2.95,2.83,2.86,220600
American Superconductor Corp.,AMSC,20130301,2.91,2.96,2.85,2.88,205600
Amerisafe,AMSF,20130301,32.51,33.01,32.51,32.9,135100
Amsurg,AMSG,20130301,29.94,30.21,29.72,30.05,245000
American Software,AMSWA,20130301,8.06,8.28,8.03,8.28,181600
American Woodmark Corp.,AMWD,20130301,31.9,32.44,31.17,31.94,86600
Amazon.Com,AMZN,20130301,263.27,266.6,261.04,265.74,2958700
Anacor Pharmaceuticals,ANAC,20130301,3.55,4.01,3.44,3.94,907400
Anadigics,ANAD,20130301,2.08,2.12,2.05,2.11,513800
American National Insurance,ANAT,20130301,80.64,80.64,79,80.05,12100
American Caresource Holdings,ANCI,20130301,1.81,1.83,1.81,1.83,2900
Access National Corp.,ANCX,20130301,15.99,16.44,15.85,16.21,21700
Andina Acquisition Corporation,ANDAW,20130301,0.25,0.27,0.25,0.27,200
The Andersons,ANDE,20130301,48.77,49.54,47.6,48.53,156900
Anaren,ANEN,20130301,19.2,19.84,19.13,19.69,16500
Angie's List Inc.,ANGI,20130301,16.88,17.67,16.76,17.43,1481600
Angiodynamics,ANGO,20130301,12.29,12.59,12.09,12.52,51900
Anika Therapeutics Inc.,ANIK,20130301,12.5,13.2,11.89,13.03,228600
Analysts International Corp.,ANLY,20130301,3.68,3.7,3.63,3.66,6600
Annapolis Bancorp Inc.,ANNB,20130301,12.99,13.02,12.98,13.02,2800
Ansys,ANSS,20130301,76.12,76.85,75.18,76.68,635300
Anthera Pharmaceuticals,ANTH,20130301,0.62,0.62,0.59,0.6,632800
Phazar Corp,ANTP,20130301,1.3,1.3,1.3,1.3,100
Alpha And Omega Semiconductor,AOSL,20130301,8,8.19,8,8.13,27500
Apco Oil And Gas International,APAGF,20130301,13.17,13.63,12.71,13.63,9400
American Public Education,APEI,20130301,36.51,37.23,35,36.2,814700
American Pacific Corp.,APFC,20130301,18.5,18.6,17.8,18,60200
Acme Packet,APKT,20130301,29.19,29.24,29.13,29.24,5182600
Apogee Enterprises,APOG,20130301,25.6,26.62,25.41,26.21,267400
Apollo Group,APOL,20130301,16.78,17.26,16.56,16.64,3276300
Aspenbio Pharma,APPY,20130301,2.33,2.33,2.19,2.21,146000
Apricus Biosciences Inc,APRI,20130301,2.66,2.69,2.6,2.64,93900
Asia Pac Wire &Cable,APWC,20130301,3.9,3.9,3.9,3.9,1000
Accuray Incorporated,ARAY,20130301,4.26,4.29,4.17,4.2,728800
Ares Capital Corp.,ARCC,20130301,18.49,18.59,18.29,18.47,1674300
Appliance Recycling Centers,ARCI,20130301,1.31,1.44,1.31,1.4,96600
American Realty Capital Propert,ARCP,20130301,13.21,13.44,12.97,13.11,1546600
Arden Group,ARDNA,20130301,92.6,93.97,91.13,93.97,600
Approach Resources Inc.,AREX,20130301,24.81,24.81,24.04,24.43,637300
Ariad Pharmaceuticals,ARIA,20130301,21.06,21.17,20.41,20.93,2893600
American Railcar Industries,ARII,20130301,43.53,44.36,42.35,43.34,271600
Ark Restaurants,ARKR,20130301,21.02,21.19,21.02,21.19,1100
Alliance Resource Partners L.P.,ARLP,20130301,62.38,63.18,61.12,62.8,82000
Arm Holdings Plc,ARMH,20130301,43.16,43.85,42.81,43.77,1043800
Arena Pharmaceuticals,ARNA,20130301,8.39,8.47,8.26,8.34,4790300
Arrow Financial Corp.,AROW,20130301,24.24,24.64,24.01,24.57,16900
Arqule,ARQL,20130301,2.43,2.58,2.42,2.58,305500
Arris Group Inc,ARRS,20130301,17.13,17.32,17.04,17.14,1310200
Array Biopharma Inc.,ARRY,20130301,3.84,4.28,3.79,4.27,1638000
Arthrocare Corp.,ARTC,20130301,34.6,35.53,34.47,35.27,62700
Artesian Resources Corp.,ARTNA,20130301,22.2,22.44,22.2,22.42,10000
Art'S-Way Manufacturing Co.,ARTW,20130301,6.61,6.67,6.5,6.5,2800
Arotech Corp.,ARTX,20130301,1.1,1.15,1.1,1.1,8500
Aruba Networks,ARUN,20130301,24.64,25.16,24.27,25,1583500
Arrowhead Research Corp.,ARWR,20130301,2.19,2.2,2.05,2.17,162900
Associated Banc-Corp,ASBC,20130301,14.32,14.37,14.12,14.28,1868600
Associated Banc-Corp,ASBCW,20130301,1.36,1.5,1.34,1.5,1100
Ameriana Bancorp,ASBI,20130301,9,9,8.96,8.96,900
Ameristar Casinos,ASCA,20130301,26.16,26.31,26.16,26.3,454400
Ascent Media Corp.,ASCMA,20130301,68.19,69.79,67.78,69.47,30000
American Science And Engineering,ASEI,20130301,62.01,62.31,61.12,61.58,44100
Asta Funding,ASFI,20130301,9.54,9.58,9.51,9.56,4400
Asiainfo-Linkage,ASIA,20130301,11.01,11.07,10.98,11.05,37500
Asm International N.V.,ASMI,20130301,38.76,39.25,38.76,39.25,28300
Asml Holding N.V.,ASML,20130301,70.32,71.88,69.9,71.63,2732000
Ascena Retail Group,ASNA,20130301,16.52,16.94,16.34,16.46,3379000
Altisource Portfolio Solutions S.A.,ASPS,20130301,81.61,82.14,79.17,81.91,156800
Ameriserv Financial Inc.,ASRV,20130301,2.96,3.08,2.91,3.03,19400
Ameriserv Financial Inc.,ASRVP,20130301,25.86,25.86,25.75,25.75,2900
Astrotech Corp.,ASTC,20130301,0.85,0.85,0.82,0.84,44500
Astec Industries,ASTE,20130301,35.15,35.59,34.75,35.4,47800
Ascent Solar Technologies,ASTI,20130301,0.67,0.69,0.65,0.65,34800
Aastrom Biosciences,ASTM,20130301,1.21,1.22,1.19,1.21,202300
Astex Pharmaceuticals Inc,ASTX,20130301,3.21,3.33,3.14,3.31,572900
Asure Software Inc,ASUR,20130301,6.55,6.55,6.45,6.52,900
Amtech Systems,ASYS,20130301,3.99,3.99,3.92,3.96,9200
Ata Inc.,ATAI,20130301,4.05,4.05,4.05,4.05,400
America First Tax Exempt L.P.,ATAX,20130301,7.09,7.2,7.09,7.14,45600
Astea International,ATEA,20130301,2.82,2.82,2.82,2.82,400
Alphatec Holdings,ATEC,20130301,1.7,1.91,1.7,1.87,485300
Athenahealth,ATHN,20130301,93.33,96.78,92.56,96.09,369100
Athersys,ATHX,20130301,1.53,1.55,1.5,1.51,223800
Atlanticus Holdings Corp.,ATLC,20130301,3.23,3.34,3.22,3.22,5300
Ames National Corp.,ATLO,20130301,20.22,20.74,20.01,20.74,16100
Atmi Inc.,ATMI,20130301,21.68,22.05,21.46,21.95,117000
Atmel Corp.,ATML,20130301,6.72,6.73,6.5,6.52,8634000
Atlantic Tele-Network,ATNI,20130301,46.57,47.33,46.05,46.28,102100
Api Technologies,ATNY,20130301,2.57,2.65,2.56,2.62,90200
Atossa Genetics Inc.,ATOS,20130301,6.74,6.77,6.66,6.75,2900
Atricure,ATRC,20130301,8.63,8.99,8.43,8.51,106300
Atrion Corp.,ATRI,20130301,196.3,203.73,196.3,201.76,2500
Aetrium Inc.,ATRM,20130301,0.65,0.75,0.65,0.75,1400
Astronics Corp.,ATRO,20130301,27.2,27.94,27.2,27.62,40800
Antares Pharma,ATRS,20130301,3.44,3.51,3.35,3.5,956900
Air Transport Services Group Inc,ATSG,20130301,5.48,5.61,5.39,5.52,213900
Attunity Ltd,ATTU,20130301,7.26,7.28,7.19,7.24,5600
Activision Blizzard Inc,ATVI,20130301,14.25,14.38,14.04,14.35,4564800
Cross [A.T.] Company,ATX,20130301,12.04,12.41,11.9,12,22000
Auburn National Bancorporation,AUBN,20130301,21.98,21.98,21.98,21.98,200
Audiocodes Ltd,AUDC,20130301,4.01,4.14,3.95,4,82900
Auxilium Pharmaceuticals,AUXL,20130301,16.95,17.62,16.75,17.59,666400
Aerovironment,AVAV,20130301,22.1,22.15,21.8,22.03,123500
Advocat,AVCA,20130301,5.5,5.55,5.5,5.5,4000
Aveo Pharmaceuticals,AVEO,20130301,6.58,6.74,6.37,6.41,648600
Avago Technologies,AVGO,20130301,33.92,34.09,33.26,33.7,3149900
Av Homes Inc,AVHI,20130301,14.78,15.15,14.57,14.71,6200
Avid Technology,AVID,20130301,6.85,6.94,6.65,6.7,197900
Avanir Pharmaceuticals Inc,AVNR,20130301,2.71,2.81,2.69,2.78,1183300
Aviat Networks,AVNW,20130301,3.53,3.62,3.45,3.6,261600
Homeaway Inc.,AWAY,20130301,28.87,29.81,28.76,29.72,1156900
Aware,AWRE,20130301,4.91,5.03,4.87,5.02,26900
Abraxas Petroleum Corp.,AXAS,20130301,2,2.06,1.96,1.97,484700
Accelerate Diagnostics Inc.,AXDX,20130301,5.24,5.25,5.03,5.22,40900
ACWI Ex-US Financials MSCI Ishares,AXFN,20130301,24.8,24.8,24.64,24.67,1400
Axt Inc,AXTI,20130301,2.83,2.91,2.82,2.85,149600
Aspen Technology,AZPN,20130301,30.28,31.03,30.28,30.94,570900
Natus Medical Inc.,BABY,20130301,12.4,13.15,12.4,13.15,159400
Einstein Noah Restaurant Group,BAGL,20130301,13.13,14.21,13.02,14.15,215500
Books-A-Million,BAMM,20130301,2.44,2.52,2.38,2.45,37500
First Pactrust Bancorp,BANC,20130301,10.21,10.7,10.08,10.68,291000
First Pactrust Bancorp Inc.,BANCL,20130301,25.61,25.99,25.55,25.6,18100
Bancfirst Corp.,BANF,20130301,39.9,40.81,39.27,40.58,13000
Bancfirst Corp.,BANFP,20130301,27.16,27.16,27.14,27.14,200
Banner Corp.,BANR,20130301,29.57,30.16,29.14,29.91,94200
Bioanalytical Systems,BASI,20130301,1.55,1.55,1.5,1.54,9500
Bed Bath & Beyond Inc.,BBBY,20130301,56.64,57.04,56.48,56.93,2483600
Bbcn Bancorp Inc,BBCN,20130301,12.3,12.72,12.2,12.67,533300
Breitburn Energy Partners L.P.,BBEP,20130301,19.42,19.47,19.12,19.24,725400
Beasley Broadcast Group,BBGI,20130301,5.15,5.52,4.82,5.05,7400
Bridge Capital Holdings,BBNK,20130301,15.1,15.19,15,15.03,4900
Black Box Corp.,BBOX,20130301,23.96,24.27,23.47,24.03,49100
Bravo Brio Restaurant Group,BBRG,20130301,14.97,15.42,14.88,15.35,201300
Blackberry,BBRY,20130301,13.44,13.78,13.03,13.26,39291700
Barrett Business Services,BBSI,20130301,43.68,44.96,43.68,44.61,41300
Bcb Bancorp Inc. [Nj],BCBP,20130301,9.89,9.93,9.59,9.89,2500
Bcd Semiconductor Manufacturing Ltd,BCDS,20130301,7.95,7.96,7.94,7.94,133300
B Communications Ltd,BCOM,20130301,4.33,4.4,4.33,4.4,1600
Berjaya Philippines Inc,BCOR,20130301,15.42,15.58,15.31,15.53,279600
Brightcove Inc.,BCOV,20130301,6.26,6.38,6.15,6.33,284800
Balchem Corp.,BCPC,20130301,40.2,41.5,39.38,41.28,123400
Biocryst Pharmaceuticals,BCRX,20130301,1.18,1.23,1.13,1.19,206900
Bcsb Bancorp,BCSB,20130301,16.04,16.05,16.01,16.01,500
Boulder Brands Inc,BDBD,20130301,8.07,9.22,7.9,9.13,4870100
Black Diamond,BDE,20130301,7.96,8.15,7.88,7.9,73100
Bridge Bancorp,BDGE,20130301,20.89,21.54,20.89,21.37,2900
Biodelivery Sciences International,BDSI,20130301,3.6,4.07,3.52,3.78,142800
Cardionet,BEAT,20130301,2.49,2.58,2.48,2.58,21900
Be Aerospace,BEAV,20130301,52.2,52.43,51.53,52.16,1219300
Bebe Stores,BEBE,20130301,3.93,3.98,3.9,3.94,549300
Beacon Roofing Supply,BECN,20130301,36.58,37.33,36.42,37.21,235400
Bel Fuse Inc.,BELFA,20130301,14.75,14.99,14.45,14.99,1100
Bel Fuse Inc.,BELFB,20130301,16.37,17.23,16,17.01,17400
Berkshire Bancorp,BERK,20130301,8.02,8.12,8.02,8.12,1400
Bankfinancial Corp.,BFIN,20130301,7.85,8.07,7.75,8.06,17600
Bluefly,BFLY,20130301,0.8,0.8,0.8,0.8,3500
Bgc Partners,BGCP,20130301,4.25,4.25,4.15,4.17,1313800
Big 5 Sporting Goods Corp.,BGFV,20130301,15.41,15.67,15.17,15.3,227700
Bg Medicine,BGMD,20130301,1.69,1.7,1.58,1.66,358000
Ultra Nasdaq Biotechnology Proshares,BIB,20130301,65.92,68.56,65.84,68.56,19200
BICK Index First Trust,BICK,20130301,24.75,24.94,24.75,24.94,2900
Baidu,BIDU,20130301,90,93.21,89.96,92.56,3462700
Biogen Idec Inc,BIIB,20130301,165.3,171.11,164.45,168.7,1710800
Bioclinica Inc,BIOC,20130301,7.24,7.24,7.23,7.24,12900
Biodel Inc.,BIOD,20130301,2.74,2.85,2.7,2.82,12700
Biofuel Energy,BIOF,20130301,5.1,5.65,5.02,5.31,587700
Biolase Technology,BIOL,20130301,3.65,3.85,3.6,3.85,333800
Bioscrip,BIOS,20130301,10.98,11.04,10.82,10.91,379900
Actuate Corp.,BIRT,20130301,5.99,6.34,5.95,6.29,321200
Ultrashort Nasdaq Biotech Proshares,BIS,20130301,56.5,56.5,55.06,55.56,1900
Bj's Restaurants,BJRI,20130301,30.93,30.93,30,30.54,323000
Blackrock Kelso Capital Corp.,BKCC,20130301,10.38,10.47,10.25,10.44,439200
Blueknight Energy,BKEP,20130301,7.79,7.79,7.5,7.7,23400
Blueknight Energy Partners L.P.,BKEPP,20130301,8.97,9.02,8.97,9,13200
Bank Mutual Corp.,BKMU,20130301,5.74,5.8,5.56,5.75,139100
Oak Ridge Financial Services,BKOR,20130301,4.46,4.58,4.45,4.58,2000
Bank Of South Carolina,BKSC,20130301,11.83,11.83,11.83,11.83,700
The Bank Of Kentucky Financial,BKYF,20130301,26.55,26.55,26.03,26.36,11600
Ballard Power Systems,BLDP,20130301,0.72,0.72,0.7,0.7,121600
Builders Firstsource,BLDR,20130301,5.96,6.1,5.82,6.04,362200
Bridgeline Digital,BLIN,20130301,1.44,1.44,1.36,1.36,26300
Blackbaud,BLKB,20130301,27.58,28.31,27.57,28.25,145700
Bloomin' Brands Inc.,BLMN,20130301,17.13,17.21,16.82,16.95,336200
Bsb Bancorp Inc.,BLMT,20130301,13.15,13.25,13.15,13.19,40400
Biolinerx Ltd.,BLRX,20130301,3.67,3.75,3.61,3.68,91400
Bmc Software,BMC,20130301,39.83,40.69,39.46,40.43,1672500
Bank Of Marin Bancorp,BMRC,20130301,37.4,38.64,36.89,37.43,6200
Biomarin Pharmaceutical Inc.,BMRN,20130301,58.18,59.94,57.9,59.61,1902400
Bryn Mawr Bank Corp.,BMTC,20130301,22.84,23.22,22.59,22.93,16400
Beneficial Mutual Bancorp,BNCL,20130301,9.61,9.67,9.47,9.64,74500
Bnc Bancorp,BNCN,20130301,8.88,8.88,8.16,8.74,16900
Bonso Electronics International,BNSO,20130301,1.5,1.6,1.49,1.5,12000
Bob Evans Farms,BOBE,20130301,40.36,40.92,39.75,40.73,242300
Bank Of Commerce Holdings [Ca],BOCH,20130301,4.95,4.96,4.9,4.9,18700
Body Central,BODY,20130301,8.53,8.9,7.46,7.77,251800
Bofi Holding,BOFI,20130301,33.69,34.23,33.41,34,73800
Bok Financial Corp.,BOKF,20130301,59.42,59.74,58.96,59.55,107400
Bolt Technology Corp.,BOLT,20130301,15.38,15.77,15.33,15.58,12700
Bona Film Group Limited,BONA,20130301,4.99,5.12,4.95,5.07,95000
The Bon-Ton Stores,BONT,20130301,10.63,10.88,10.49,10.73,95300
Dynamic Materials Corp.,BOOM,20130301,16.63,17.11,16.58,17.01,116700
B.O.S. Better Online Solutions,BOSC,20130301,3.17,3.45,2.86,3.12,3900
Biota Pharmaceuticals Inc.,BOTA,20130301,3.98,4.03,3.96,3.96,2200
Bank Of The Jame Fnl,BOTJ,20130301,7.16,7.16,7.16,7.16,100
Bank Of Virginia,BOVA,20130301,3.3,3.33,3.13,3.13,2900
Biosante Pharmaceuticals,BPAX,20130301,1.36,1.36,1.3,1.31,231500
Boston Private Financial Holdings,BPFH,20130301,9.11,9.19,8.89,9.15,186100
Bluephoenix Solutions,BPHX,20130301,4.35,4.49,4.25,4.48,5700
Popular,BPOP,20130301,27.66,27.78,26.97,27.54,1234200
Popular,BPOPM,20130301,23,23,22.26,22.7,4600
Popular,BPOPN,20130301,23.91,23.91,23.9,23.9,800
Brocade Communications Systems,BRCD,20130301,5.57,5.66,5.55,5.65,3283200
Broadcom Corp.,BRCM,20130301,33.99,34.12,33.42,33.87,4637200
Craft Brewers Alliance Inc,BREW,20130301,6.52,6.8,6.52,6.71,28300
Bridgford Foods Corp.,BRID,20130301,7.88,7.88,7.88,7.88,200
Brookline Bancorp,BRKL,20130301,9.01,9.15,8.97,9.14,235100
Bruker Corp.,BRKR,20130301,17.65,17.94,17.32,17.91,821600
Brooks Automation,BRKS,20130301,10.01,10.16,9.97,10.08,293400
Bio-Reference Laboratories,BRLI,20130301,26.67,28.18,26.43,27.97,681700
Bsd Medical Corp.,BSDM,20130301,1.35,1.35,1.26,1.27,61400
Bassett Furniture Industries Inc.,BSET,20130301,14.46,14.74,14.4,14.6,11100
Broadsoft,BSFT,20130301,20.99,21.54,20.45,21.37,3132500
Biostar Pharmaceuticals,BSPM,20130301,1.11,1.11,1.04,1.1,16500
Bsquare Corp.,BSQR,20130301,2.99,2.99,2.95,2.98,4300
Sierra Bancorp,BSRR,20130301,12.52,12.95,12.42,12.94,9700
Biospecifics Technologies Corp,BSTC,20130301,15.53,15.93,15.4,15.92,27700
Btu International,BTUI,20130301,2.89,2.9,2.89,2.9,900
First Busey Corp.,BUSE,20130301,4.44,4.6,4.44,4.58,181600
Bazaarvoice Inc.,BV,20130301,7.05,7.28,6.85,7.12,520400
Broadvision,BVSN,20130301,8.15,8.23,8.14,8.17,36200
Broadwind Energy,BWEN,20130301,3.45,4.19,3.4,3.82,410300
Baldwin & Lyons,BWINB,20130301,23.2,23.79,23.2,23.61,11100
Buffalo Wild Wings,BWLD,20130301,78.2,81.96,78.2,81.21,1008100
Broadway Financial Corp.,BYFC,20130301,0.92,0.92,0.92,0.92,100
CA Inc.,CA,20130301,24.37,24.51,24.05,24.42,3653800
China Automotive Systems,CAAS,20130301,4.6,4.74,4.6,4.72,7600
Camden National Corp.,CAC,20130301,33.56,33.98,33.33,33.44,3900
