<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Allied Motion Technologies,AMOT,20130219,7.15,7.15,6.96,7.15,65200
America Movil S.A.B. De C.V.,AMOV,20130219,22.14,22.86,22.14,22.79,7800
Ampio Pharmaceutical,AMPE,20130219,3.96,4.05,3.89,3.9,209100
American River Bankshares,AMRB,20130219,7.2,7.28,7.2,7.28,1400
Albany Molecular Research,AMRI,20130219,7.85,8.26,7.75,8.24,493800
Amarin Corporation Plc,AMRN,20130219,8.7,8.98,8.6,8.67,3714300
Amyris,AMRS,20130219,3.49,3.62,3.35,3.4,278100
American Superconductor Corp.,AMSC,20130219,3.17,3.29,3.12,3.14,560800
Amerisafe,AMSF,20130219,29.22,30.07,29.22,30.07,57100
Amsurg,AMSG,20130219,32.12,32.66,31.77,32.65,133200
American Software,AMSWA,20130219,8.67,8.73,8.5,8.63,104600
American Woodmark Corp.,AMWD,20130219,32.15,35.81,32.15,35.11,565300
Amazon.Com,AMZN,20130219,265.91,270.11,264.5,269.75,2856400
Anacor Pharmaceuticals,ANAC,20130219,3.16,3.22,3.05,3.19,240200
Anadigics,ANAD,20130219,2.61,2.87,2.55,2.8,1746900
American National Insurance,ANAT,20130219,79.75,82.66,79.75,82.66,24700
Anchor Bancorp,ANCB,20130219,14.5,14.5,14.5,14.5,0
American Caresource Holdings,ANCI,20130219,1.84,1.92,1.84,1.92,3700
Access National Corp.,ANCX,20130219,15.87,16.01,15.8,16,49800
Andina Acquisition Corporation,ANDAU,20130219,10,10,10,10,1000
Andina Acquisition Corporation,ANDAW,20130219,0.2,0.2,0.2,0.2,500
The Andersons,ANDE,20130219,47.84,49.44,47.52,49.31,153700
Anaren,ANEN,20130219,20,20,19.37,19.54,38700
Angie's List Inc.,ANGI,20130219,16.49,17.52,16.27,17.21,1004500
Angiodynamics,ANGO,20130219,12.27,12.59,12.26,12.58,75000
Anika Therapeutics Inc.,ANIK,20130219,10.93,10.93,10.8,10.86,36000
Analysts International Corp.,ANLY,20130219,3.62,3.7,3.56,3.6,11300
Annapolis Bancorp Inc.,ANNB,20130219,13.32,13.38,13.32,13.36,9700
Ansys,ANSS,20130219,75.8,76.69,75.35,76.28,222300
Anthera Pharmaceuticals,ANTH,20130219,0.66,0.66,0.64,0.65,565800
Phazar Corp,ANTP,20130219,1.56,1.56,1.24,1.48,13700
Alpha And Omega Semiconductor,AOSL,20130219,8.43,8.75,8.4,8.7,22300
Apco Oil And Gas International,APAGF,20130219,14.69,14.69,13.16,13.61,56000
American Public Education,APEI,20130219,40.16,41.55,40,41.49,81400
American Pacific Corp.,APFC,20130219,20.08,20.95,20,20.53,60400
Acme Packet,APKT,20130219,29.26,29.29,29.18,29.2,3559700
Apogee Enterprises,APOG,20130219,25.11,25.57,24.9,25.11,586700
Apollo Group,APOL,20130219,19.04,19.49,18.95,19.31,1720500
Aspenbio Pharma,APPY,20130219,2.23,2.29,2.19,2.26,50600
Apricus Biosciences Inc,APRI,20130219,2.84,2.84,2.48,2.57,376100
Alto Palermo S.A.,APSA,20130219,17.33,17.61,17.3,17.61,3000
Asia Pac Wire &Cable,APWC,20130219,4.2,4.28,4.07,4.11,44100
Accuray Incorporated,ARAY,20130219,4.61,4.68,4.59,4.66,1461900
Ares Capital Corp.,ARCC,20130219,18.28,18.5,18.25,18.44,1792600
Appliance Recycling Centers,ARCI,20130219,1.38,1.38,1.37,1.37,1900
American Realty Capital Propert,ARCP,20130219,14.42,14.42,13.9,14.08,233400
Arc Wireless Solutions,ARCW,20130219,5.8,5.83,5.48,5.54,3400
Arden Group,ARDNA,20130219,92,92,91.27,91.71,900
Approach Resources Inc.,AREX,20130219,24.5,25.18,24.42,25.16,581300
Ariad Pharmaceuticals,ARIA,20130219,19.98,21.06,19.8,21.02,4717600
American Railcar Industries,ARII,20130219,41.54,42.04,41.4,41.82,220400
Ark Restaurants,ARKR,20130219,20.94,21.5,20.81,21.5,19400
Alliance Resource Partners L.P.,ARLP,20130219,62.66,62.77,62.02,62.75,65800
Arm Holdings Plc,ARMH,20130219,43.69,43.87,43.49,43.77,1200600
Arena Pharmaceuticals,ARNA,20130219,8.4,8.45,8.3,8.35,2512600
Arrow Financial Corp.,AROW,20130219,24.74,25,24.53,24.95,49400
Arqule,ARQL,20130219,2.5,2.53,2.48,2.53,506100
Arris Group Inc,ARRS,20130219,17.11,17.38,17.07,17.35,924300
Array Biopharma Inc.,ARRY,20130219,3.89,4.02,3.85,4.02,853100
Arthrocare Corp.,ARTC,20130219,36.3,36.75,35.92,36.04,124500
Artesian Resources Corp.,ARTNA,20130219,22.47,22.59,22.41,22.5,10400
Art'S-Way Manufacturing Co.,ARTW,20130219,7.03,7.1,6.97,7.1,2000
Arotech Corp.,ARTX,20130219,1.17,1.19,1.16,1.18,21400
Aruba Networks,ARUN,20130219,22.32,22.85,22.17,22.84,2804400
Arrowhead Research Corp.,ARWR,20130219,1.85,1.89,1.75,1.87,44800
Asb Bancorp Inc.,ASBB,20130219,16.36,16.91,16.36,16.75,85200
Associated Banc-Corp,ASBC,20130219,14.61,14.74,14.5,14.7,971300
Associated Banc-Corp,ASBCW,20130219,1.63,1.63,1.6,1.6,400
Ameriana Bancorp,ASBI,20130219,8.69,9,8.55,8.55,5100
Ameristar Casinos,ASCA,20130219,26.36,26.4,26.35,26.38,379900
Ascent Media Corp.,ASCMA,20130219,68.03,68.64,67.45,68.15,28600
American Science And Engineering,ASEI,20130219,63.49,63.97,62.29,63.49,63400
Asta Funding,ASFI,20130219,9.68,9.77,9.67,9.73,8500
Asiainfo-Linkage,ASIA,20130219,10.98,11.1,10.96,11.08,61700
Asm International N.V.,ASMI,20130219,40.48,40.71,40.48,40.6,1600
Asml Holding N.V.,ASML,20130219,73.83,74.05,73.3,73.96,1050800
Ascena Retail Group,ASNA,20130219,17.29,17.82,17.16,17.69,2310900
Altisource Portfolio Solutions S.A.,ASPS,20130219,87.87,88.47,86.67,87.04,149300
Ameriserv Financial Inc.,ASRV,20130219,3.02,3.1,2.99,3.02,4200
Ameriserv Financial Inc.,ASRVP,20130219,25.76,25.76,25.7,25.7,2100
Astrotech Corp.,ASTC,20130219,0.87,0.9,0.86,0.88,6700
Astec Industries,ASTE,20130219,36.1,36.99,35.23,36.85,102000
Ascent Solar Technologies,ASTI,20130219,0.69,0.73,0.69,0.71,160900
Aastrom Biosciences,ASTM,20130219,1.26,1.28,1.22,1.26,305900
Astex Pharmaceuticals Inc,ASTX,20130219,3.29,3.31,3.22,3.31,372800
Asure Software Inc,ASUR,20130219,6.34,6.59,6.34,6.53,6300
Amtech Systems,ASYS,20130219,4.79,4.85,4.61,4.63,53100
Ata Inc.,ATAI,20130219,4.15,4.28,4.03,4.1,8300
America First Tax Exempt L.P.,ATAX,20130219,7.2,7.21,7.1,7.13,142200
Astea International,ATEA,20130219,2.81,2.81,2.42,2.69,11900
Alphatec Holdings,ATEC,20130219,1.67,1.72,1.64,1.71,160800
Athenahealth,ATHN,20130219,89.85,92.02,89.12,90.81,264600
Athersys,ATHX,20130219,1.75,1.75,1.67,1.69,542100
Atlanticus Holdings Corp.,ATLC,20130219,3.21,3.38,3.21,3.28,3900
Ames National Corp.,ATLO,20130219,21.64,21.98,21.64,21.98,2000
Atmi Inc.,ATMI,20130219,21.87,22.21,21.82,22.15,175600
Atmel Corp.,ATML,20130219,7.25,7.39,7.22,7.28,9014700
Atlantic Tele-Network,ATNI,20130219,43.55,44.95,43.55,44.68,47600
Api Technologies,ATNY,20130219,2.74,2.74,2.7,2.74,11700
Atossa Genetics Inc.,ATOS,20130219,7.28,7.28,6.56,6.58,12500
Atricure,ATRC,20130219,8.36,8.74,8.31,8.49,92100
Atrion Corp.,ATRI,20130219,210,210,209.09,209.87,900
Aetrium Inc.,ATRM,20130219,0.64,0.67,0.64,0.67,24300
Astronics Corp.,ATRO,20130219,27.52,27.85,27.45,27.67,28200
Antares Pharma,ATRS,20130219,3.49,3.53,3.36,3.48,2151500
Air Transport Services Group Inc,ATSG,20130219,4.84,4.92,4.82,4.91,121600
Attunity Ltd,ATTU,20130219,7.26,7.64,7.2,7.4,30400
Activision Blizzard Inc,ATVI,20130219,14.38,14.65,13.98,14.63,15248600
Cross [A.T.] Company,ATX,20130219,12.4,12.74,11.9,12.64,21700
Auburn National Bancorporation,AUBN,20130219,21.5,22.5,21.45,21.8,3400
Audiocodes Ltd,AUDC,20130219,4.28,4.42,4.26,4.34,197900
Auxilium Pharmaceuticals,AUXL,20130219,17.17,17.17,16.81,17.08,423100
Aerovironment,AVAV,20130219,22.56,23.04,22.55,22.97,218900
Advocat,AVCA,20130219,5.52,5.6,5.25,5.35,4200
Aveo Pharmaceuticals,AVEO,20130219,6.88,6.94,6.54,6.62,1020700
Avago Technologies,AVGO,20130219,35,35.55,34.8,35.54,2439500
Av Homes Inc,AVHI,20130219,14.76,14.99,14.73,14.88,8400
Avid Technology,AVID,20130219,7.92,8.05,7.62,7.72,130600
Avanir Pharmaceuticals Inc,AVNR,20130219,2.82,2.87,2.79,2.86,1067200
Aviat Networks,AVNW,20130219,3.75,3.8,3.46,3.64,803100
Homeaway Inc.,AWAY,20130219,24.97,25.2,24.75,25.07,1481900
Aware,AWRE,20130219,4.95,5.15,4.95,5.06,40200
Abraxas Petroleum Corp.,AXAS,20130219,2.17,2.17,2.12,2.16,462500
Accelerate Diagnostics Inc.,AXDX,20130219,5,5.47,4.88,5.4,51700
ACWI Ex-US Financials MSCI Ishares,AXFN,20130219,25.17,25.44,25.11,25.18,2800
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130219,59.13,59.13,59.13,59.13,100
Axt Inc,AXTI,20130219,3.03,3.05,2.97,3.05,79800
Aspen Technology,AZPN,20130219,30.23,30.73,30.14,30.67,509300
Natus Medical Inc.,BABY,20130219,11.95,12.21,11.9,12.06,179500
Einstein Noah Restaurant Group,BAGL,20130219,13.25,13.27,13.03,13.19,132400
Books-A-Million,BAMM,20130219,2.39,2.44,2.38,2.38,27400
First Pactrust Bancorp,BANC,20130219,11.62,11.72,11.44,11.6,27200
First Pactrust Bancorp Inc.,BANCL,20130219,25.5,25.62,25.42,25.42,12100
Bancfirst Corp.,BANF,20130219,41.12,41.42,40.89,41.1,17200
Bancfirst Corp.,BANFP,20130219,28.07,28.07,28.07,28.07,0
Banner Corp.,BANR,20130219,30.67,30.87,30.59,30.65,275200
Bioanalytical Systems,BASI,20130219,1.71,1.75,1.57,1.65,20200
Bed Bath & Beyond Inc.,BBBY,20130219,58,58.4,57.75,58.17,2271800
Bbcn Bancorp Inc,BBCN,20130219,12.73,12.98,12.71,12.92,297200
Breitburn Energy Partners L.P.,BBEP,20130219,19.55,19.8,19.54,19.68,925900
Beasley Broadcast Group,BBGI,20130219,5.01,5.11,5.01,5.11,1000
Bridge Capital Holdings,BBNK,20130219,15.32,15.43,15.25,15.43,3500
Black Box Corp.,BBOX,20130219,25.92,26.8,25.8,26.75,73300
Bravo Brio Restaurant Group,BBRG,20130219,15.74,15.82,15.64,15.75,274200
Blackberry,BBRY,20130219,14.25,14.82,14.17,14.35,46120900
Barrett Business Services,BBSI,20130219,44.05,46.36,44.05,45.26,185700
Bcb Bancorp Inc. [Nj],BCBP,20130219,10.23,10.23,9.7,10,6300
Bcd Semiconductor Manufacturing Ltd,BCDS,20130219,7.93,7.95,7.93,7.94,528500
B Communications Ltd,BCOM,20130219,4.86,4.97,4.86,4.97,2300
Berjaya Philippines Inc,BCOR,20130219,16.45,16.45,15.94,16.04,964700
Brightcove Inc.,BCOV,20130219,6.62,6.71,6.49,6.52,332900
Balchem Corp.,BCPC,20130219,38.8,38.8,37.45,38.1,77400
Biocryst Pharmaceuticals,BCRX,20130219,1.37,1.42,1.37,1.4,369500
Bcsb Bancorp,BCSB,20130219,15.63,15.95,15.6,15.95,1700
Boulder Brands Inc,BDBD,20130219,13.69,13.78,13.3,13.35,438000
Black Diamond,BDE,20130219,8.03,8.23,7.95,8.01,70700
Bridge Bancorp,BDGE,20130219,21.65,21.92,21.35,21.39,9400
Birner Dental Management Services,BDMS,20130219,18,18,18,18,0
Biodelivery Sciences International,BDSI,20130219,4.31,4.39,4.28,4.31,75200
Cardionet,BEAT,20130219,2.6,2.6,2.43,2.54,32500
Be Aerospace,BEAV,20130219,53.57,53.78,53,53.32,632300
Bebe Stores,BEBE,20130219,3.81,3.99,3.8,3.99,891300
Beacon Roofing Supply,BECN,20130219,38.54,38.85,38.01,38.8,490300
Bel Fuse Inc.,BELFA,20130219,15.98,16.38,15.96,15.96,1500
Bel Fuse Inc.,BELFB,20130219,18.21,18.43,18.21,18.41,18600
Berkshire Bancorp,BERK,20130219,8.43,8.44,8.33,8.44,2700
Bankfinancial Corp.,BFIN,20130219,8.1,8.11,7.91,8,28200
Bluefly,BFLY,20130219,0.72,0.77,0.72,0.77,3000
Bgc Partners,BGCP,20130219,4.7,4.7,4.4,4.47,3194800
Big 5 Sporting Goods Corp.,BGFV,20130219,13.62,14.24,12.97,14.22,314300
Bg Medicine,BGMD,20130219,2.06,2.09,1.85,1.94,677900
Bgs Acquisition Corp.,BGSCW,20130219,0.19,0.19,0.19,0.19,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130219,64.88,65.52,64.5,65.38,12500
BICK Index First Trust,BICK,20130219,25.38,25.4,25.29,25.33,6100
Baidu,BIDU,20130219,92.85,93.64,91.74,92.18,5700800
Biogen Idec Inc,BIIB,20130219,168.67,168.9,165.79,166.81,1127600
Bioclinica Inc,BIOC,20130219,7.23,7.25,7.23,7.25,17200
Biodel Inc.,BIOD,20130219,2.67,2.72,2.67,2.71,18000
Biofuel Energy,BIOF,20130219,7.1,7.25,5.71,5.87,954600
Biolase Technology,BIOL,20130219,3.6,3.69,3.51,3.65,295000
Bioscrip,BIOS,20130219,11.64,11.91,11.6,11.91,464200
Actuate Corp.,BIRT,20130219,6.22,6.38,6.2,6.22,239400
Ultrashort Nasdaq Biotech Proshares,BIS,20130219,58.54,58.54,58,58,1600
Bj's Restaurants,BJRI,20130219,33.17,34.58,32.95,33.1,523300
Blackrock Kelso Capital Corp.,BKCC,20130219,10.66,10.82,10.43,10.49,1880500
Blueknight Energy,BKEP,20130219,8.08,8.24,7.95,8,38500
Blueknight Energy Partners L.P.,BKEPP,20130219,8.74,8.75,8.74,8.75,2500
Bank Mutual Corp.,BKMU,20130219,5.75,5.88,5.74,5.88,282200
Oak Ridge Financial Services,BKOR,20130219,4.5,4.89,4.5,4.55,13500
Bank Of South Carolina,BKSC,20130219,12.15,12.23,11.66,11.8,4100
The Bank Of Kentucky Financial,BKYF,20130219,26.75,26.98,26.3,26.8,4300
Ballard Power Systems,BLDP,20130219,0.69,0.74,0.69,0.73,183300
Builders Firstsource,BLDR,20130219,6.06,6.11,6,6.05,195100
Bridgeline Digital,BLIN,20130219,1.47,1.5,1.35,1.42,98800
Blackbaud,BLKB,20130219,27.25,28.18,27.17,27.92,357200
Bloomin' Brands Inc.,BLMN,20130219,18.22,18.63,17.9,18.61,575400
Bsb Bancorp Inc.,BLMT,20130219,13.04,13.12,13.04,13.12,8400
Biolinerx Ltd.,BLRX,20130219,4.03,4.08,3.91,3.97,175500
Bmc Software,BMC,20130219,41.42,41.79,41.2,41.59,1148200
Bank Of Marin Bancorp,BMRC,20130219,38.97,40,38.76,39.99,8800
Biomarin Pharmaceutical Inc.,BMRN,20130219,56.27,57.66,56.13,56.51,1355300
Bryn Mawr Bank Corp.,BMTC,20130219,23.33,23.49,23.06,23.31,12700
Biomimetic Therapeutics,BMTI,20130219,8.76,8.86,8.61,8.85,34200
Beneficial Mutual Bancorp,BNCL,20130219,9.33,9.42,9.31,9.4,75900
Bnc Bancorp,BNCN,20130219,8.26,8.35,8.2,8.3,43500
Bonso Electronics International,BNSO,20130219,1.5,1.5,1.5,1.5,0
Bob Evans Farms,BOBE,20130219,42.36,42.46,41.49,42.17,341800
Bank Of Commerce Holdings [Ca],BOCH,20130219,4.95,4.95,4.89,4.89,9100
Body Central,BODY,20130219,8.38,8.52,8.19,8.34,129500
Bofi Holding,BOFI,20130219,35.64,35.87,34.55,35.49,131300
Bok Financial Corp.,BOKF,20130219,57.91,58.57,57.73,58.43,148700
Bolt Technology Corp.,BOLT,20130219,15.69,15.93,15.69,15.91,31400
Bona Film Group Limited,BONA,20130219,5.07,5.07,5,5,142300
The Bon-Ton Stores,BONT,20130219,11.7,11.85,11.3,11.47,79100
Dynamic Materials Corp.,BOOM,20130219,17.49,17.89,17.42,17.58,83500
B.O.S. Better Online Solutions,BOSC,20130219,3.39,3.61,3.24,3.4,10200
Biota Pharmaceuticals Inc.,BOTA,20130219,3.96,4.14,3.96,4.07,21600
Bank Of The Jame Fnl,BOTJ,20130219,7.86,7.86,7.56,7.6,300
Bank Of Virginia,BOVA,20130219,4.1,4.1,4.1,4.1,100
Biosante Pharmaceuticals,BPAX,20130219,1.41,1.49,1.37,1.49,497100
Boston Private Financial Holdings,BPFH,20130219,9.47,9.48,9.36,9.46,312900
Boston Private Financial Holdings,BPFHW,20130219,3.5,3.5,3.5,3.5,0
Bluephoenix Solutions,BPHX,20130219,4.36,4.36,4.36,4.36,300
Popular,BPOP,20130219,28.89,29.05,28.85,28.92,480200
Popular,BPOPM,20130219,23,23,22.53,23,2700
Popular,BPOPN,20130219,24,24.15,23.9,24.11,4000
Brocade Communications Systems,BRCD,20130219,5.84,5.99,5.83,5.99,10523800
Broadcom Corp.,BRCM,20130219,34.48,35.21,34.42,35.1,10082200
Craft Brewers Alliance Inc,BREW,20130219,6.85,6.88,6.72,6.82,10300
Bridgford Foods Corp.,BRID,20130219,7.2,7.2,7.2,7.2,0
Brookline Bancorp,BRKL,20130219,9.07,9.24,9.03,9.23,244900
Bruker Corp.,BRKR,20130219,17.2,18.68,17.19,18.48,3218600
Brooks Automation,BRKS,20130219,10.24,10.45,10.17,10.4,431700
Bio-Reference Laboratories,BRLI,20130219,26.53,27.16,26.47,26.94,304800
Bsd Medical Corp.,BSDM,20130219,1.4,1.43,1.39,1.4,14000
Bassett Furniture Industries Inc.,BSET,20130219,14.28,14.6,14.28,14.6,81900
Broadsoft,BSFT,20130219,36.97,37.08,35.66,35.91,355500
Biostar Pharmaceuticals,BSPM,20130219,1.11,1.11,1.08,1.08,28300
Bsquare Corp.,BSQR,20130219,3.48,3.49,3.39,3.42,17200
Sierra Bancorp,BSRR,20130219,12.84,12.95,12.78,12.93,12600
