<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Agilysys,AGYS,20130207,9.22,9.25,8.84,9.19,25600
Alliance Holdings Gp L.P.,AHGP,20130207,50.7,50.7,50.3,50.5,24000
Allied Healthcare Products,AHPI,20130207,2.56,2.57,2.52,2.52,3400
Altra Holdings,AIMC,20130207,24.33,24.4,23.79,24.07,133400
Apollo Investment Corp.,AINV,20130207,8.33,8.35,8.11,8.23,5349000
Air Methods Corp.,AIRM,20130207,43.86,44.18,43.52,44,148200
Air T,AIRT,20130207,9.38,9.44,9.33,9.44,1200
Aixtron Se,AIXG,20130207,13.21,13.25,13.01,13.19,186700
Akamai Technologies,AKAM,20130207,33.8,35.49,33.55,35.26,27202300
Akorn,AKRX,20130207,13.2,13.25,12.79,12.96,812200
Alico,ALCO,20130207,42.65,42.65,40.64,41.87,16300
Alco Stores Inc,ALCS,20130207,8.4,8.65,7.85,7.97,10500
Align Technology,ALGN,20130207,32.18,32.41,31.83,32.24,623000
Allegiant Travel Company,ALGT,20130207,76.69,78.25,75.66,78.01,139600
Alimera Sciences,ALIM,20130207,2.13,2.37,2.13,2.24,19200
Alkermes,ALKS,20130207,21.49,21.79,20.81,21.1,1186100
Alliance Bank,ALLB,20130207,13.01,13.01,13,13.01,800
Allot Communications Ltd,ALLT,20130207,13.94,14.28,13.83,14.04,400900
Alliance Financial Corp.,ALNC,20130207,44.6,44.77,44.08,44.63,11800
Alnylam Pharmaceuticals,ALNY,20130207,24.18,24.4,23.68,23.84,273900
Analogic Corp.,ALOG,20130207,75.69,76.09,74.48,75.38,44300
Astro-Med,ALOT,20130207,9.99,10.2,9.99,10.19,7900
American Learning Corp.,ALRN,20130207,0.47,0.47,0.47,0.47,700
Alaska Communications Systems,ALSK,20130207,1.76,1.78,1.76,1.78,183000
Alterra Capital Holdings Ltd,ALTE,20130207,31.36,31.36,30.95,31.09,1132400
Altair Nanotechnologies Inc.,ALTI,20130207,2.05,2.15,2.05,2.05,12200
Altera Corp.,ALTR,20130207,34.28,34.5,34.1,34.48,3429700
Alvarion Ltd,ALVR,20130207,0.49,0.51,0.47,0.5,121400
Alexza Pharmaceuticals,ALXA,20130207,4.22,4.22,4.06,4.2,196000
Alexion Pharmaceuticals,ALXN,20130207,94.08,94.33,91.68,92.67,1691900
Amag Pharmaceuticals,AMAG,20130207,16.31,16.35,15.9,16.27,26100
Autonavi Holdings,AMAP,20130207,11.4,11.4,11.21,11.21,87800
Applied Materials,AMAT,20130207,13.39,13.4,13.11,13.3,14791500
Ambarella Inc.,AMBA,20130207,9.75,10.12,9.65,9.98,253300
Ambient Corp,AMBT,20130207,2.86,2.86,2.73,2.75,3100
Applied Micro Circuits Corp.,AMCC,20130207,8.52,8.74,8.41,8.67,555800
Andatee China Marine Fuel Services,AMCF,20130207,0.7,0.7,0.66,0.7,18600
Airmedia Group Inc,AMCN,20130207,2.2,2.33,2.2,2.33,700
Amc Networks Inc.,AMCX,20130207,57.39,57.84,56.94,57.78,396900
Amedisys Inc,AMED,20130207,11.24,11.42,10.72,11.42,1031100
Amgen Inc.,AMGN,20130207,87,87,85.04,85.22,7639700
American Independence,AMIC,20130207,4.82,4.82,4.82,4.82,1400
Amkor Technology,AMKR,20130207,4.7,4.72,4.62,4.67,249800
American National Bankshares,AMNB,20130207,20.22,20.28,19.92,20.18,6200
Allied Motion Technologies,AMOT,20130207,7.05,7.05,7.05,7.05,700
America Movil S.A.B. De C.V.,AMOV,20130207,24.86,25,24.8,24.84,6000
Ampio Pharmaceutical,AMPE,20130207,4.02,4.08,3.76,3.98,255800
American River Bankshares,AMRB,20130207,7.27,7.39,7.27,7.39,4600
Albany Molecular Research,AMRI,20130207,5.92,5.92,5.77,5.81,60200
Amarin Corporation Plc,AMRN,20130207,8.68,8.8,8.4,8.53,2984800
Amyris,AMRS,20130207,3.19,3.22,3.12,3.2,245100
American Superconductor Corp.,AMSC,20130207,2.95,2.96,2.78,2.84,419800
Amerisafe,AMSF,20130207,28.91,29.22,28.67,28.96,22400
Amsurg,AMSG,20130207,30.73,30.98,30.25,30.9,100500
American Software,AMSWA,20130207,8.46,8.55,8.4,8.52,47600
American Woodmark Corp.,AMWD,20130207,31.53,31.74,30.74,31.08,99400
Amazon.Com,AMZN,20130207,264.1,264.1,255.11,260.23,3977000
Anacor Pharmaceuticals,ANAC,20130207,3.77,3.77,3.68,3.69,99000
Anadigics,ANAD,20130207,2.61,2.66,2.5,2.51,450400
American National Insurance,ANAT,20130207,78.76,80.27,78.46,79.95,25400
Anchor Bancorp,ANCB,20130207,14.86,14.86,14.86,14.86,100
American Caresource Holdings,ANCI,20130207,1.93,1.93,1.93,1.93,1300
Access National Corp.,ANCX,20130207,15.39,15.45,15.24,15.39,8600
Andina Acquisition Corporation,ANDAU,20130207,10,10,10,10,0
Andina Acquisition Corporation,ANDAW,20130207,0.23,0.23,0.23,0.23,0
The Andersons,ANDE,20130207,43.28,47.19,42.75,46.73,191000
Anaren,ANEN,20130207,19.29,19.4,19.15,19.3,43000
Angie's List Inc.,ANGI,20130207,12.84,12.87,12.59,12.74,573000
Angiodynamics,ANGO,20130207,12.13,12.13,11.93,11.95,130300
Anika Therapeutics Inc.,ANIK,20130207,10.81,10.83,10.61,10.68,22900
Analysts International Corp.,ANLY,20130207,3.6,3.65,3.54,3.63,5400
Annapolis Bancorp Inc.,ANNB,20130207,13.1,13.21,13.1,13.2,18500
Ansys,ANSS,20130207,74.3,74.69,73.6,74.59,136200
Anthera Pharmaceuticals,ANTH,20130207,0.7,0.71,0.69,0.69,1353200
Phazar Corp,ANTP,20130207,1.7,1.7,1.7,1.7,300
Alpha And Omega Semiconductor,AOSL,20130207,8.28,8.32,8.12,8.22,33500
Apco Oil And Gas International,APAGF,20130207,13.82,13.82,13.33,13.41,9000
American Public Education,APEI,20130207,39.11,40.33,39.07,39.99,178200
American Pacific Corp.,APFC,20130207,19.1,19.72,18.8,19.66,44000
Acme Packet,APKT,20130207,29.32,29.68,29.28,29.61,4869300
Apogee Enterprises,APOG,20130207,24.2,24.23,23.86,24.13,40900
Apollo Group,APOL,20130207,20.58,20.98,20.45,20.58,5675900
Aspenbio Pharma,APPY,20130207,2.7,2.7,2.38,2.4,492800
Apricus Biosciences Inc,APRI,20130207,3.26,3.38,3.25,3.34,396800
Alto Palermo S.A.,APSA,20130207,17.2,17.45,16.49,16.49,1100
Asia Pac Wire &Cable,APWC,20130207,4.05,4.05,4.05,4.05,0
Aquasition Corp.,AQUUU,20130207,10.02,10.02,10.02,10.02,0
Accuray Incorporated,ARAY,20130207,4.64,4.71,4.39,4.44,5684800
Ares Capital Corp.,ARCC,20130207,18.02,18.02,17.8,17.94,1103600
Appliance Recycling Centers,ARCI,20130207,1.45,1.48,1.4,1.44,7100
American Realty Capital Propert,ARCP,20130207,13.47,13.65,13.4,13.54,163100
Arc Wireless Solutions,ARCW,20130207,5.92,5.92,5.9,5.9,1800
Arden Group,ARDNA,20130207,92.1,93.44,92.01,93.28,400
Approach Resources Inc.,AREX,20130207,26.81,26.82,25.8,25.85,287500
Ariad Pharmaceuticals,ARIA,20130207,20.31,20.4,19.34,19.8,1989700
American Railcar Industries,ARII,20130207,39.89,39.9,38.43,39.03,190800
Ark Restaurants,ARKR,20130207,21.26,21.9,21.08,21.22,74100
Alliance Resource Partners L.P.,ARLP,20130207,63.03,63.35,62.8,63.2,55900
Arm Holdings Plc,ARMH,20130207,43.63,44.19,43.47,44,2384900
Arena Pharmaceuticals,ARNA,20130207,8.72,8.79,8.51,8.55,3566600
Arrow Financial Corp.,AROW,20130207,24.35,24.36,24.01,24.09,15300
Arqule,ARQL,20130207,2.56,2.64,2.51,2.52,265600
Arris Group Inc,ARRS,20130207,16.25,16.58,16,16.42,2316300
Array Biopharma Inc.,ARRY,20130207,3.97,3.99,3.84,3.85,464300
Arthrocare Corp.,ARTC,20130207,36.36,36.36,35.68,36,34200
Artesian Resources Corp.,ARTNA,20130207,22.31,22.4,22.14,22.18,5300
Art'S-Way Manufacturing Co.,ARTW,20130207,6.97,7,6.91,7,5100
Arotech Corp.,ARTX,20130207,1.09,1.12,1.08,1.12,1600
Aruba Networks,ARUN,20130207,22.62,22.65,21.78,21.93,2818400
Arrowhead Research Corp.,ARWR,20130207,1.89,1.99,1.89,1.93,16700
Asb Bancorp Inc.,ASBB,20130207,16.95,16.95,16.69,16.7,400
Associated Banc-Corp,ASBC,20130207,14.45,14.47,14.23,14.46,1101100
Associated Banc-Corp,ASBCW,20130207,1.4,1.4,1.4,1.4,0
Ameriana Bancorp,ASBI,20130207,8.37,8.47,8.2,8.28,1900
Ameristar Casinos,ASCA,20130207,26.35,26.44,26.3,26.42,165600
Ascent Media Corp.,ASCMA,20130207,65.95,67.03,65.95,66.77,30200
American Science And Engineering,ASEI,20130207,65.65,66.27,65.25,66.01,24300
Asta Funding,ASFI,20130207,9.49,9.51,9.41,9.48,1600
Asiainfo-Linkage,ASIA,20130207,11.04,11.11,10.91,11.1,89900
Asm International N.V.,ASMI,20130207,40.06,40.09,39.55,39.62,2700
Asml Holding N.V.,ASML,20130207,75.31,75.39,74.44,75.29,1396300
Ascena Retail Group,ASNA,20130207,17.03,17.2,16.86,17.19,1598100
Altisource Portfolio Solutions S.A.,ASPS,20130207,87.51,87.78,86.38,87.08,95800
Ameriserv Financial Inc.,ASRV,20130207,3,3.01,2.96,3.01,1200
Ameriserv Financial Inc.,ASRVP,20130207,25.67,25.67,25.67,25.67,0
Astrotech Corp.,ASTC,20130207,0.86,0.9,0.86,0.88,9500
Astec Industries,ASTE,20130207,35.19,35.27,34.66,34.91,24200
Ascent Solar Technologies,ASTI,20130207,0.63,0.65,0.63,0.63,57700
Aastrom Biosciences,ASTM,20130207,1.37,1.37,1.3,1.32,366100
Astex Pharmaceuticals Inc,ASTX,20130207,3.39,3.41,3.31,3.33,208600
Asure Software Inc,ASUR,20130207,6.8,6.8,6.6,6.76,5500
Amtech Systems,ASYS,20130207,4.01,4.01,3.95,3.96,28400
Ata Inc.,ATAI,20130207,4.93,5.37,4.93,5.37,500
America First Tax Exempt L.P.,ATAX,20130207,7.21,7.33,7.07,7.15,108100
Astea International,ATEA,20130207,2.74,2.77,2.73,2.77,1200
Alphatec Holdings,ATEC,20130207,1.68,1.68,1.62,1.62,182600
Athenahealth,ATHN,20130207,88.67,88.68,87.68,88.37,344800
Athersys,ATHX,20130207,1.65,1.69,1.55,1.66,804800
Atlanticus Holdings Corp.,ATLC,20130207,3.21,3.28,3.19,3.28,7000
Ames National Corp.,ATLO,20130207,21.9,21.99,21.75,21.75,1500
Atmi Inc.,ATMI,20130207,21.11,21.73,20.99,21.5,199400
Atmel Corp.,ATML,20130207,6.78,6.8,6.07,6.13,19274600
Atlantic Tele-Network,ATNI,20130207,43.93,44.06,43.02,43.74,23400
Api Technologies,ATNY,20130207,2.71,2.92,2.71,2.82,68200
Atossa Genetics Inc.,ATOS,20130207,5.79,5.88,5.75,5.88,3900
Atricure,ATRC,20130207,8.1,8.13,7.9,8,31200
Atrion Corp.,ATRI,20130207,200.07,203.5,198.3,201.51,1100
Aetrium Inc.,ATRM,20130207,0.7,0.72,0.69,0.7,15200
Astronics Corp.,ATRO,20130207,24.54,24.65,24.21,24.65,73300
Antares Pharma,ATRS,20130207,3.85,3.86,3.75,3.76,690400
Air Transport Services Group Inc,ATSG,20130207,4.64,4.74,4.56,4.6,58300
Attunity Ltd,ATTU,20130207,7.51,7.58,7.41,7.58,14700
Activision Blizzard Inc,ATVI,20130207,11.92,12.06,11.81,12.06,12737600
Cross [A.T.] Company,ATX,20130207,12.06,12.12,11.95,11.99,11800
Auburn National Bancorporation,AUBN,20130207,21.47,21.47,21.47,21.47,200
Audiocodes Ltd,AUDC,20130207,4.31,4.39,4.15,4.21,344400
Auxilium Pharmaceuticals,AUXL,20130207,18.58,18.6,17.9,18.3,1009900
Aerovironment,AVAV,20130207,21.5,22.22,21.39,22.13,183600
Advocat,AVCA,20130207,5.35,5.45,5.32,5.43,4100
Aveo Pharmaceuticals,AVEO,20130207,7.65,7.67,7.51,7.54,446400
Avago Technologies,AVGO,20130207,35.64,35.64,34.53,34.96,4243400
Av Homes Inc,AVHI,20130207,14.8,14.85,13.85,14.02,24800
Avid Technology,AVID,20130207,7.64,7.71,7.53,7.58,61900
Avanir Pharmaceuticals Inc,AVNR,20130207,3.07,3.13,2.77,2.85,3209800
Aviat Networks,AVNW,20130207,3.68,3.73,3.66,3.72,414200
Homeaway Inc.,AWAY,20130207,23.92,24.16,23.7,23.89,297900
Aware,AWRE,20130207,5.7,5.7,5.5,5.52,28200
Abraxas Petroleum Corp.,AXAS,20130207,2.21,2.21,2.11,2.12,623200
Accelerate Diagnostics Inc.,AXDX,20130207,4.52,4.65,4.51,4.65,7500
ACWI Ex-US Financials MSCI Ishares,AXFN,20130207,24.52,24.75,24.04,24.04,4200
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130207,57.22,57.22,57.22,57.22,0
Axt Inc,AXTI,20130207,2.8,2.82,2.76,2.77,130000
Aspen Technology,AZPN,20130207,30.14,30.31,29.86,30.2,344100
Natus Medical Inc.,BABY,20130207,12.18,12.23,11.93,11.96,98400
Einstein Noah Restaurant Group,BAGL,20130207,12.99,13,12.78,12.92,57200
Books-A-Million,BAMM,20130207,2.41,2.5,2.38,2.5,9700
First Pactrust Bancorp,BANC,20130207,11.51,11.6,11.33,11.49,16300
First Pactrust Bancorp Inc.,BANCL,20130207,25.31,25.5,25.31,25.45,7400
Bancfirst Corp.,BANF,20130207,41.17,41.71,40.99,41.08,18400
Bancfirst Corp.,BANFP,20130207,26.3,26.3,26.3,26.3,0
Banner Corp.,BANR,20130207,31.05,31.05,30.56,30.74,69200
Bioanalytical Systems,BASI,20130207,1.68,1.71,1.68,1.7,500
Bed Bath & Beyond Inc.,BBBY,20130207,59.77,59.88,58.52,59.2,2826700
Bbcn Bancorp Inc,BBCN,20130207,12.41,12.54,12.32,12.48,210100
Breitburn Energy Partners L.P.,BBEP,20130207,19.84,19.93,19.58,19.62,12336100
Beasley Broadcast Group,BBGI,20130207,4.91,4.91,4.87,4.87,5200
Bridge Capital Holdings,BBNK,20130207,15.38,15.38,15.05,15.05,4100
Black Box Corp.,BBOX,20130207,24.28,24.36,23.94,24.33,55500
Bravo Brio Restaurant Group,BBRG,20130207,15.37,15.52,14.82,15.3,183700
Blackberry,BBRY,20130207,16.68,16.98,16.2,16.96,75845600
Barrett Business Services,BBSI,20130207,39.76,40.35,38.15,40.18,57000
Bcb Bancorp Inc. [Nj],BCBP,20130207,9.76,10.18,9.76,10.17,3800
Bcd Semiconductor Manufacturing Ltd,BCDS,20130207,7.85,7.93,7.85,7.9,21100
B Communications Ltd,BCOM,20130207,4.68,4.68,4.66,4.66,600
Berjaya Philippines Inc,BCOR,20130207,14.83,14.83,14.49,14.56,421200
Brightcove Inc.,BCOV,20130207,6.7,6.83,6.53,6.64,811200
Balchem Corp.,BCPC,20130207,38.23,38.4,37.84,38.25,41900
Biocryst Pharmaceuticals,BCRX,20130207,1.59,1.6,1.49,1.51,503200
Bcsb Bancorp,BCSB,20130207,15.19,15.19,15.19,15.19,200
Boulder Brands Inc,BDBD,20130207,13.56,13.63,13.35,13.56,130100
Black Diamond,BDE,20130207,8.1,8.41,7.99,8.37,57400
Bridge Bancorp,BDGE,20130207,20.43,20.59,20.43,20.5,2900
Birner Dental Management Services,BDMS,20130207,17.55,17.55,17.55,17.55,0
Biodelivery Sciences International,BDSI,20130207,4.25,4.25,4.16,4.2,90200
Cardionet,BEAT,20130207,2.36,2.47,2.35,2.45,77500
Be Aerospace,BEAV,20130207,53.21,53.61,52.68,53.58,539100
Bebe Stores,BEBE,20130207,4.02,4.07,3.96,3.98,1170300
Beacon Roofing Supply,BECN,20130207,36.9,37.16,36.32,36.87,353300
Bel Fuse Inc.,BELFA,20130207,16.38,16.38,16.01,16.01,200
Bel Fuse Inc.,BELFB,20130207,18.75,18.75,18.09,18.15,7500
Berkshire Bancorp,BERK,20130207,8.06,8.28,8.05,8.13,9900
Bankfinancial Corp.,BFIN,20130207,7.46,7.49,7.32,7.47,6400
Bluefly,BFLY,20130207,0.72,0.78,0.67,0.73,11600
Bgc Partners,BGCP,20130207,4.39,4.39,4.11,4.14,1665600
Big 5 Sporting Goods Corp.,BGFV,20130207,14.1,14.3,13.78,14.01,222900
Bg Medicine,BGMD,20130207,2.09,2.11,2.03,2.04,191900
Bgs Acquisition Corp.,BGSC,20130207,9.93,9.94,9.93,9.94,1100
Bgs Acquisition Corp.,BGSCU,20130207,9.98,9.98,9.98,9.98,200
Bgs Acquisition Corp.,BGSCW,20130207,0.17,0.17,0.17,0.17,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130207,65.71,66.09,63.83,64.6,17100
BICK Index First Trust,BICK,20130207,25.21,25.21,24.98,25.06,3000
Baidu,BIDU,20130207,98.25,98.65,95.91,96.27,6720100
Biogen Idec Inc,BIIB,20130207,161.54,162.03,158.75,160.3,1193100
Bioclinica Inc,BIOC,20130207,7.24,7.25,7.22,7.22,38400
Biodel Inc.,BIOD,20130207,2.72,2.72,2.65,2.69,15100
Biofuel Energy,BIOF,20130207,4.45,4.45,4.3,4.35,49100
Biolase Technology,BIOL,20130207,3.6,3.75,3.5,3.71,1165600
Bioscrip,BIOS,20130207,11.21,11.27,11.1,11.23,259000
Actuate Corp.,BIRT,20130207,5.83,5.97,5.82,5.95,231300
Ultrashort Nasdaq Biotech Proshares,BIS,20130207,59.1,59.23,58.83,58.83,1400
Bj's Restaurants,BJRI,20130207,32.86,33.53,32.86,33.47,382300
Blackrock Kelso Capital Corp.,BKCC,20130207,10.64,10.67,10.5,10.55,329500
Blueknight Energy,BKEP,20130207,7.86,7.86,7.75,7.86,8000
Blueknight Energy Partners L.P.,BKEPP,20130207,8.75,8.85,8.74,8.85,7100
Bank Mutual Corp.,BKMU,20130207,5.32,5.4,5.28,5.38,103400
Oak Ridge Financial Services,BKOR,20130207,4.37,4.4,4.37,4.4,400
Bank Of South Carolina,BKSC,20130207,11.86,11.91,11.75,11.85,6500
The Bank Of Kentucky Financial,BKYF,20130207,26.22,26.25,26.16,26.19,6100
Ballard Power Systems,BLDP,20130207,0.71,0.72,0.7,0.71,58800
Builders Firstsource,BLDR,20130207,5.94,5.95,5.67,5.8,371400
Bridgeline Digital,BLIN,20130207,1.65,1.67,1.54,1.57,21200
Blackbaud,BLKB,20130207,25.29,25.42,25.01,25.36,87900
Bloomin' Brands Inc.,BLMN,20130207,18.44,18.48,18.11,18.33,338100
Bsb Bancorp Inc.,BLMT,20130207,12.93,12.95,12.9,12.95,12700
Biolinerx Ltd.,BLRX,20130207,4.01,4.01,3.71,3.88,79300
Bmc Software,BMC,20130207,41.6,41.98,41.49,41.95,1919200
Bank Of Marin Bancorp,BMRC,20130207,39.3,39.3,38.81,39,2600
Biomarin Pharmaceutical Inc.,BMRN,20130207,55.84,55.98,54.2,54.79,638000
Bryn Mawr Bank Corp.,BMTC,20130207,23.22,23.22,23,23.02,5700
Biomimetic Therapeutics,BMTI,20130207,8.6,8.67,8.54,8.66,135900
Beneficial Mutual Bancorp,BNCL,20130207,9.34,9.38,9.28,9.3,57900
Bnc Bancorp,BNCN,20130207,8.5,8.59,8.41,8.5,6800
Bonso Electronics International,BNSO,20130207,1.45,1.64,1.4,1.57,41300
Bob Evans Farms,BOBE,20130207,43.15,43.51,42.64,42.78,269400
Bank Of Commerce Holdings [Ca],BOCH,20130207,4.95,4.95,4.85,4.92,16200
Body Central,BODY,20130207,8.28,8.48,8,8.01,171300
Bofi Holding,BOFI,20130207,33.12,33.5,32.95,33.47,106000
Bok Financial Corp.,BOKF,20130207,56.94,57.51,56.81,57.4,137800
Bolt Technology Corp.,BOLT,20130207,15.31,15.34,15.09,15.32,10400
Bona Film Group Limited,BONA,20130207,4.99,5.11,4.91,5.11,23000
The Bon-Ton Stores,BONT,20130207,13.67,13.67,11.57,11.62,708200
Dynamic Materials Corp.,BOOM,20130207,16.81,17.11,16.72,17.01,59700
B.O.S. Better Online Solutions,BOSC,20130207,4.53,4.53,4.31,4.44,3900
Biota Pharmaceuticals Inc.,BOTA,20130207,3.95,3.98,3.93,3.98,5600
Bank Of The Jame Fnl,BOTJ,20130207,8,8,8,8,0
Bank Of Virginia,BOVA,20130207,4,4.49,4,4.46,3000
Biosante Pharmaceuticals,BPAX,20130207,1.36,1.38,1.32,1.33,336200
Boston Private Financial Holdings,BPFH,20130207,9.4,9.44,9.3,9.39,85500
Boston Private Financial Holdings,BPFHW,20130207,3.56,3.56,3.56,3.56,0
Bluephoenix Solutions,BPHX,20130207,3.93,4.3,3.93,4.3,16400
Popular,BPOP,20130207,27.25,28.49,27.25,28.38,2104200
Popular,BPOPM,20130207,22.75,22.75,22.75,22.75,0
Popular,BPOPN,20130207,23.95,23.97,23.8,23.8,1300
Brocade Communications Systems,BRCD,20130207,5.74,5.75,5.63,5.72,8232800
Broadcom Corp.,BRCM,20130207,32.46,32.6,32.15,32.58,7979500
Craft Brewers Alliance Inc,BREW,20130207,6.78,6.87,6.61,6.65,30800
Bridgford Foods Corp.,BRID,20130207,6.7,6.7,6.68,6.7,1400
Brookline Bancorp,BRKL,20130207,9.06,9.12,9.01,9.05,140400
Bruker Corp.,BRKR,20130207,16.58,16.6,16.24,16.59,825500
Brooks Automation,BRKS,20130207,9.96,9.96,9.77,9.9,263000
Bio-Reference Laboratories,BRLI,20130207,26.67,27.12,26.41,26.64,230500
Bsd Medical Corp.,BSDM,20130207,1.5,1.57,1.45,1.49,76700
Bassett Furniture Industries Inc.,BSET,20130207,13.92,13.92,13.75,13.77,6900
Broadsoft,BSFT,20130207,37.91,38.19,37.15,37.54,489800
Biostar Pharmaceuticals,BSPM,20130207,1.1,1.18,1.08,1.09,27200
Bsquare Corp.,BSQR,20130207,3.42,3.42,3.39,3.39,1300
