<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Authentidate Holding,ADAT,20130130,0.65,0.66,0.64,0.65,19600
Adobe Systems Incorporated,ADBE,20130130,38.5,38.51,37.88,37.94,2693500
Adept Technology,ADEP,20130130,4.32,4.34,4.13,4.15,56700
Ada-Es,ADES,20130130,23.15,23.86,23.15,23.4,58500
Analog Devices,ADI,20130130,43.89,44.33,43.87,44.17,1894700
Audience Inc.,ADNC,20130130,12.45,12.45,11.52,11.88,177800
Automatic Data Processing,ADP,20130130,60.25,60.25,59.34,59.47,1911900
Asia 50 ADR Index Bldrs,ADRA,20130130,26.93,27.28,26.93,27.14,1300
Dev Mkts 100 ADR Index Bldrs,ADRD,20130130,22.16,22.33,22.15,22.17,6000
Emrg Mkts 50 ADR Index Bldrs,ADRE,20130130,40.87,40.95,40.76,40.8,62100
Europe 100 ADR Index Bldrs,ADRU,20130130,22.05,22.05,22.01,22.01,2400
Autodesk,ADSK,20130130,39.42,39.5,38.6,38.73,4317300
Adtran,ADTN,20130130,20.27,20.38,19.99,20.04,945700
Addus Homecare Corp.,ADUS,20130130,8.14,8.35,8.02,8.31,51200
Advent Software,ADVS,20130130,24.67,24.89,24.32,24.56,202000
Aegoin Corp,AEGN,20130130,23.58,23.86,23.25,23.46,205700
Aegerion Pharmaceuticals,AEGR,20130130,28.1,28.3,27.3,27.85,794800
Aehr Test Systems,AEHR,20130130,0.9,0.9,0.9,0.9,6200
Advanced Energy Industries,AEIS,20130130,15.22,15.45,15.07,15.36,205800
Aep Industries Inc.,AEPI,20130130,63.46,64.87,63.46,64.63,27700
Asia Entertainment & Resources Ltd,AERL,20130130,4.77,4.89,4.5,4.62,284600
American Electric Technologies,AETI,20130130,5,5,4.95,5,600
Addvantage Technologies Group,AEY,20130130,2.14,2.21,2.1,2.14,22400
Aeterna Zentaris,AEZS,20130130,3.28,3.38,2.93,3.03,2903700
Almost Family Inc,AFAM,20130130,19.94,20,19.8,19.81,52800
Athens Bancshares Corp.,AFCB,20130130,18,18,18,18,13300
Afc Enterprises,AFCE,20130130,28.82,28.92,28.65,28.75,72800
Affymetrix,AFFX,20130130,3.85,3.85,3.65,3.66,757000
Affymax,AFFY,20130130,19.04,19.49,18.93,19.43,438100
Alliance Fiber Optic Products,AFOP,20130130,11.06,11.43,10.56,10.64,31700
Amtrust Financial Services,AFSI,20130130,33.3,33.39,33,33.18,155700
Agenus Inc.,AGEN,20130130,4.35,4.45,4.35,4.36,74700
Argo Group International Holdings Ltd,AGII,20130130,36.5,36.5,35.65,35.78,59000
Argo Group International Holdin,AGIIL,20130130,25.15,25.15,24.86,25,19500
American Capital Agency,AGNC,20130130,31.8,31.84,31.5,31.72,3183600
American Capital,AGNCP,20130130,26.05,26.11,26.01,26.03,8300
Agilysys,AGYS,20130130,8.4,8.51,8.38,8.4,52400
Alliance Holdings Gp L.P.,AHGP,20130130,49.96,50.89,48.66,50.5,16800
Allied Healthcare Products,AHPI,20130130,2.65,2.65,2.65,2.65,200
Altra Holdings,AIMC,20130130,24,24.19,23.67,23.97,118900
Apollo Investment Corp.,AINV,20130130,8.96,8.97,8.82,8.86,1326300
Air Methods Corp.,AIRM,20130130,42.93,43.34,42,43.21,210800
Air T,AIRT,20130130,8.87,8.87,8.85,8.87,700
Aixtron Se,AIXG,20130130,14.53,14.53,14.18,14.19,114400
Akamai Technologies,AKAM,20130130,40.25,40.69,40.17,40.4,1270500
Akorn,AKRX,20130130,13.31,13.34,12.44,12.52,1420000
Alico,ALCO,20130130,44.82,45.16,43.5,43.53,18100
Alco Stores Inc,ALCS,20130130,8.19,8.19,8.19,8.19,0
Align Technology,ALGN,20130130,28.92,30.04,28.27,29.27,4457600
Allegiant Travel Company,ALGT,20130130,76,76.71,73.09,73.75,193800
Alimera Sciences,ALIM,20130130,1.78,1.86,1.75,1.85,41200
Alkermes,ALKS,20130130,22.36,22.55,21.62,21.92,1336000
Alliance Bank,ALLB,20130130,12.94,12.94,12.94,12.94,0
Allot Communications Ltd,ALLT,20130130,13.63,13.71,13.32,13.49,502000
Alliance Financial Corp.,ALNC,20130130,45.15,45.15,44.53,44.53,6500
Alnylam Pharmaceuticals,ALNY,20130130,24.26,24.51,23.76,23.81,662600
Analogic Corp.,ALOG,20130130,79.79,79.79,76.79,77.09,79100
Astro-Med,ALOT,20130130,10.07,10.08,10,10.06,13800
American Learning Corp.,ALRN,20130130,0.5,0.55,0.38,0.55,2300
Alaska Communications Systems,ALSK,20130130,1.81,1.85,1.79,1.79,444400
Alterra Capital Holdings Ltd,ALTE,20130130,30.26,30.28,30.1,30.13,520400
Altair Nanotechnologies Inc.,ALTI,20130130,2.23,2.23,2.1,2.14,26800
Altera Corp.,ALTR,20130130,33.34,33.66,33.11,33.37,2974700
Alvarion Ltd,ALVR,20130130,0.56,0.61,0.51,0.56,3805300
Alexza Pharmaceuticals,ALXA,20130130,4.31,4.32,4.05,4.1,397900
Alexion Pharmaceuticals,ALXN,20130130,95.19,96.98,94.71,95.35,1582200
Amag Pharmaceuticals,AMAG,20130130,15.83,15.85,15.26,15.44,144200
Autonavi Holdings,AMAP,20130130,12.08,12.39,11.91,12.13,129000
Applied Materials,AMAT,20130130,12.76,12.94,12.73,12.86,10832600
Ambarella Inc.,AMBA,20130130,11.6,11.83,10.07,10.16,510400
Ambient Corp,AMBT,20130130,2.98,3.01,2.96,2.96,4500
Applied Micro Circuits Corp.,AMCC,20130130,8.84,9.02,8.61,8.66,987700
Andatee China Marine Fuel Services,AMCF,20130130,0.62,0.65,0.62,0.65,16500
Airmedia Group Inc,AMCN,20130130,2.3,2.47,2.24,2.31,89900
Amc Networks Inc.,AMCX,20130130,58,58,56.69,56.84,384800
Amedisys Inc,AMED,20130130,11.59,11.65,11.01,11.03,330600
Amgen Inc.,AMGN,20130130,86.6,86.82,85.2,85.38,4963100
American Independence,AMIC,20130130,4.92,4.94,4.84,4.86,4000
Amkor Technology,AMKR,20130130,4.74,4.75,4.54,4.56,630400
American National Bankshares,AMNB,20130130,20.17,20.29,20.17,20.18,2500
Allied Motion Technologies,AMOT,20130130,6.72,6.8,6.7,6.75,10700
America Movil S.A.B. De C.V.,AMOV,20130130,24.9,25.03,24.9,24.94,2000
Ampio Pharmaceutical,AMPE,20130130,3.86,3.94,3.75,3.85,432700
American River Bankshares,AMRB,20130130,7.13,7.13,7.08,7.09,1300
Albany Molecular Research,AMRI,20130130,6.22,6.22,6.08,6.1,64800
Amarin Corporation Plc,AMRN,20130130,8.2,8.32,7.95,7.98,3202400
Amyris,AMRS,20130130,2.97,3.01,2.9,2.94,276800
American Superconductor Corp.,AMSC,20130130,2.7,2.72,2.6,2.61,402800
Amerisafe,AMSF,20130130,29.18,29.18,28.34,28.56,72400
Amsurg,AMSG,20130130,31.4,31.46,31.09,31.19,107200
American Software,AMSWA,20130130,8.61,8.75,8.55,8.57,20900
American Woodmark Corp.,AMWD,20130130,27.76,27.94,27.32,27.58,125800
Amazon.Com,AMZN,20130130,283,284.2,267.11,272.76,13081800
Anacor Pharmaceuticals,ANAC,20130130,4.15,4.23,4.04,4.07,704300
Anadigics,ANAD,20130130,2.6,2.6,2.51,2.52,338000
American National Insurance,ANAT,20130130,78,79.21,77.96,79.05,24900
Anchor Bancorp,ANCB,20130130,14.05,14.5,14.05,14.48,18900
American Caresource Holdings,ANCI,20130130,1.96,2,1.81,1.99,14300
Access National Corp.,ANCX,20130130,15.4,15.7,15.36,15.51,25600
Andina Acquisition Corporation,ANDAU,20130130,10,10,10,10,0
Andina Acquisition Corporation,ANDAW,20130130,0.23,0.23,0.23,0.23,0
The Andersons,ANDE,20130130,46.51,47.42,46.33,47.03,138900
Anaren,ANEN,20130130,20.08,20.19,19.25,19.3,30100
Angie's List Inc.,ANGI,20130130,11.81,12.72,11.72,12.72,679200
Angiodynamics,ANGO,20130130,12.37,12.4,12.11,12.23,106200
Anika Therapeutics Inc.,ANIK,20130130,10.86,10.86,10.55,10.65,31000
Analysts International Corp.,ANLY,20130130,3.47,3.71,3.45,3.71,4900
Annapolis Bancorp Inc.,ANNB,20130130,12.93,12.93,12.91,12.91,900
Ansys,ANSS,20130130,74.06,74.47,73.59,73.73,226700
Anthera Pharmaceuticals,ANTH,20130130,0.67,0.67,0.65,0.65,2172800
Phazar Corp,ANTP,20130130,1.79,1.79,1.72,1.74,6100
Alpha And Omega Semiconductor,AOSL,20130130,9.01,9.1,8.76,8.86,29500
Apco Oil And Gas International,APAGF,20130130,13.72,13.77,13.19,13.31,49900
American Public Education,APEI,20130130,38.5,38.62,37.57,38.03,154600
American Pacific Corp.,APFC,20130130,18.04,19.45,17.92,19.39,88500
Acme Packet,APKT,20130130,23.2,23.59,23.18,23.34,1217000
Apogee Enterprises,APOG,20130130,25.67,25.67,23.96,24.22,246300
Apollo Group,APOL,20130130,20.23,20.27,19.61,19.82,2481500
Aspenbio Pharma,APPY,20130130,2.22,2.3,2.08,2.12,116400
Apricus Biosciences Inc,APRI,20130130,2.74,2.79,2.62,2.66,67900
Alto Palermo S.A.,APSA,20130130,16,16,15.96,16,5000
Asia Pac Wire &Cable,APWC,20130130,4.29,4.29,4.16,4.16,4100
Aquasition Corp.,AQUUU,20130130,10.02,10.03,10.02,10.03,7000
Accuray Incorporated,ARAY,20130130,5.07,5.11,5.03,5.04,619100
Ares Capital Corp.,ARCC,20130130,17.88,17.97,17.76,17.77,2063100
Appliance Recycling Centers,ARCI,20130130,1.47,1.55,1.46,1.5,16300
American Realty Capital Propert,ARCP,20130130,13.55,13.55,13.43,13.52,116100
Arc Wireless Solutions,ARCW,20130130,5.89,5.99,5.89,5.97,400
Arden Group,ARDNA,20130130,91.03,91.75,91.03,91.75,200
Approach Resources Inc.,AREX,20130130,26.54,27.59,26.36,26.61,1565400
Ariad Pharmaceuticals,ARIA,20130130,20.34,20.4,19.65,19.71,2500400
American Railcar Industries,ARII,20130130,38.56,38.89,37.8,37.9,289600
Ark Restaurants,ARKR,20130130,17.5,17.55,17.2,17.55,5600
Alliance Resource Partners L.P.,ARLP,20130130,64,64.5,63.3,63.7,77700
Arm Holdings Plc,ARMH,20130130,41.59,41.81,41.34,41.6,1872600
Arena Pharmaceuticals,ARNA,20130130,8.22,8.26,8.07,8.1,5892900
Arrow Financial Corp.,AROW,20130130,24.08,24.5,24.08,24.28,61600
Arqule,ARQL,20130130,2.57,2.6,2.5,2.51,464900
Arris Group Inc,ARRS,20130130,16.69,16.76,16.4,16.48,936700
Array Biopharma Inc.,ARRY,20130130,3.83,3.89,3.72,3.76,773500
Arthrocare Corp.,ARTC,20130130,36.8,36.8,35.96,36.19,124400
Artesian Resources Corp.,ARTNA,20130130,22.77,22.93,22.61,22.62,8400
Art'S-Way Manufacturing Co.,ARTW,20130130,6.7,6.85,6.7,6.75,6900
Arotech Corp.,ARTX,20130130,1.04,1.05,1.04,1.04,18000
Aruba Networks,ARUN,20130130,23.76,24.16,23.56,23.63,2716200
Arrowhead Research Corp.,ARWR,20130130,2.04,2.05,1.98,2,45600
Asb Bancorp Inc.,ASBB,20130130,16.44,16.44,16.44,16.44,100
Associated Banc-Corp,ASBC,20130130,13.99,14.17,13.91,14.1,1356400
Associated Banc-Corp,ASBCW,20130130,1.37,1.37,1.37,1.37,0
Ameriana Bancorp,ASBI,20130130,8.2,8.2,8.2,8.2,4700
Ameristar Casinos,ASCA,20130130,26.65,26.67,26.51,26.58,375000
Ascent Media Corp.,ASCMA,20130130,64.59,65.2,64.18,64.21,50200
American Science And Engineering,ASEI,20130130,69.47,69.54,68.13,68.13,41700
Asta Funding,ASFI,20130130,9.8,9.8,9.46,9.5,11800
Asiainfo-Linkage,ASIA,20130130,10.91,10.96,10.84,10.9,57500
Asm International N.V.,ASMI,20130130,40.3,40.31,40.16,40.19,7200
Asml Holding N.V.,ASML,20130130,75.57,75.98,75.02,75.22,1658300
Ascena Retail Group,ASNA,20130130,16.91,16.93,16.69,16.72,1232300
Altisource Portfolio Solutions S.A.,ASPS,20130130,86.97,87.4,85.76,86.29,220300
Ameriserv Financial Inc.,ASRV,20130130,2.91,3,2.9,2.98,6600
Ameriserv Financial Inc.,ASRVP,20130130,26.01,26.01,26.01,26.01,0
Astrotech Corp.,ASTC,20130130,0.87,0.89,0.85,0.85,15400
Astec Industries,ASTE,20130130,36.37,36.5,35.28,35.49,66800
Ascent Solar Technologies,ASTI,20130130,0.65,0.67,0.62,0.64,194900
Aastrom Biosciences,ASTM,20130130,1.33,1.35,1.3,1.33,220500
Astex Pharmaceuticals Inc,ASTX,20130130,3.34,3.4,3.32,3.33,332600
Asure Software Inc,ASUR,20130130,6.94,6.97,6.85,6.87,4800
Amtech Systems,ASYS,20130130,3.92,4,3.92,3.93,26100
Ata Inc.,ATAI,20130130,5.45,5.45,5.45,5.45,100
America First Tax Exempt L.P.,ATAX,20130130,7.12,7.21,7.11,7.13,101200
Astea International,ATEA,20130130,2.67,2.67,2.67,2.67,100
Alphatec Holdings,ATEC,20130130,1.72,1.73,1.65,1.7,100300
Athenahealth,ATHN,20130130,88.48,88.86,86.92,87.42,301800
Athersys,ATHX,20130130,1.36,1.42,1.34,1.4,1446500
Atlanticus Holdings Corp.,ATLC,20130130,3.28,3.28,3.28,3.28,0
Ames National Corp.,ATLO,20130130,21.8,21.9,21.76,21.76,4100
Atmi Inc.,ATMI,20130130,20.77,20.77,20.31,20.35,138200
Atmel Corp.,ATML,20130130,6.75,6.83,6.68,6.73,4311900
Atlantic Tele-Network,ATNI,20130130,42.6,42.73,41.92,42.45,121400
Api Technologies,ATNY,20130130,2.93,2.93,2.79,2.85,22300
Atossa Genetics Inc.,ATOS,20130130,5.31,5.31,5,5.03,6800
Atricure,ATRC,20130130,8.04,8.36,8.02,8.2,275400
Atrion Corp.,ATRI,20130130,198.47,200.97,198.47,200.47,600
Aetrium Inc.,ATRM,20130130,0.52,0.6,0.46,0.58,49900
Astronics Corp.,ATRO,20130130,23.11,23.5,22.9,23,28200
Antares Pharma,ATRS,20130130,3.89,3.9,3.8,3.8,948900
Air Transport Services Group Inc,ATSG,20130130,4.63,4.64,4.46,4.49,86300
Attunity Ltd,ATTU,20130130,8.15,8.22,7.03,7.15,165300
Activision Blizzard Inc,ATVI,20130130,11.44,11.48,11.27,11.31,5157200
Cross [A.T.] Company,ATX,20130130,11.24,11.32,11.22,11.27,3100
Auburn National Bancorporation,AUBN,20130130,21.15,21.15,20.97,21,2800
Audiocodes Ltd,AUDC,20130130,3.64,3.65,3.2,3.51,583000
Auxilium Pharmaceuticals,AUXL,20130130,17.72,17.86,17.47,17.59,2429100
Aerovironment,AVAV,20130130,22.52,22.52,21.46,21.69,257100
Advocat,AVCA,20130130,5.15,5.15,5,5,4300
Aveo Pharmaceuticals,AVEO,20130130,8.06,8.1,7.65,7.65,595600
Avago Technologies,AVGO,20130130,34.49,35.33,34.49,35.05,2518500
Av Homes Inc,AVHI,20130130,14.68,14.87,14.35,14.37,7500
Avid Technology,AVID,20130130,7.41,7.54,7.28,7.29,89200
Avanir Pharmaceuticals Inc,AVNR,20130130,3.01,3.01,2.92,2.92,909000
Aviat Networks,AVNW,20130130,3.63,3.75,3.62,3.74,591600
Homeaway Inc.,AWAY,20130130,23.4,23.5,23.17,23.41,565300
Aware,AWRE,20130130,5.93,6.05,5.71,5.73,31300
Abraxas Petroleum Corp.,AXAS,20130130,2.14,2.17,2.12,2.13,546800
Accelerate Diagnostics Inc.,AXDX,20130130,4.25,4.4,4.2,4.3,11200
ACWI Ex-US Financials MSCI Ishares,AXFN,20130130,25.06,25.17,24.97,24.97,1600
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130130,56.6,56.6,56.6,56.6,0
Axt Inc,AXTI,20130130,2.87,2.91,2.83,2.83,68500
Aspen Technology,AZPN,20130130,31.4,32.98,30.3,30.76,3189900
Natus Medical Inc.,BABY,20130130,12.18,12.58,11.97,12.02,206900
Einstein Noah Restaurant Group,BAGL,20130130,12.83,12.84,12.55,12.79,76400
Books-A-Million,BAMM,20130130,2.52,2.52,2.48,2.49,8700
First Pactrust Bancorp,BANC,20130130,11.79,11.83,11.73,11.76,11400
First Pactrust Bancorp Inc.,BANCL,20130130,25.5,25.66,25.49,25.66,17200
Bancfirst Corp.,BANF,20130130,40.54,41.33,39.96,40.64,12700
Bancfirst Corp.,BANFP,20130130,26.3,26.3,26.3,26.3,0
Banner Corp.,BANR,20130130,29.8,30.1,29.8,29.89,187000
Bioanalytical Systems,BASI,20130130,1.75,1.78,1.68,1.77,34600
Bed Bath & Beyond Inc.,BBBY,20130130,58.44,58.7,58.08,58.54,2052000
Bbcn Bancorp Inc,BBCN,20130130,12.16,12.48,11.99,12.24,378800
Breitburn Energy Partners L.P.,BBEP,20130130,21,21.14,20.8,20.97,647700
Beasley Broadcast Group,BBGI,20130130,4.94,4.94,4.9,4.9,800
Bridge Capital Holdings,BBNK,20130130,15.87,15.87,15.59,15.84,13000
Black Box Corp.,BBOX,20130130,24.4,24.4,22.5,22.81,74600
Bravo Brio Restaurant Group,BBRG,20130130,14.6,14.66,14.45,14.48,425000
Blackberry,BBRY,20130130,16.08,16.62,13.72,13.78,224097000
Barrett Business Services,BBSI,20130130,40.18,40.22,39.83,40.03,33800
Bcb Bancorp Inc. [Nj],BCBP,20130130,9.76,9.81,9.76,9.76,3100
Bcd Semiconductor Manufacturing Ltd,BCDS,20130130,7.81,7.83,7.78,7.8,60700
B Communications Ltd,BCOM,20130130,4,4,3.98,3.98,6000
Berjaya Philippines Inc,BCOR,20130130,14.81,15.16,14.79,14.87,598800
Brightcove Inc.,BCOV,20130130,8.68,8.88,8.52,8.56,614000
Balchem Corp.,BCPC,20130130,38.51,38.58,37.41,37.5,92000
Biocryst Pharmaceuticals,BCRX,20130130,1.67,1.76,1.55,1.58,548800
Bcsb Bancorp,BCSB,20130130,14.6,14.6,14.6,14.6,700
Boulder Brands Inc,BDBD,20130130,13.52,13.82,13.45,13.57,362500
Black Diamond,BDE,20130130,8,8.05,7.77,7.8,225600
Bridge Bancorp,BDGE,20130130,20.69,20.69,20.47,20.52,3300
Birner Dental Management Services,BDMS,20130130,17.53,17.8,17.53,17.65,2200
Biodelivery Sciences International,BDSI,20130130,4.4,4.4,4.31,4.35,101800
Cardionet,BEAT,20130130,2.23,2.3,2.23,2.26,52300
Be Aerospace,BEAV,20130130,51.5,51.54,50.25,50.4,790200
Bebe Stores,BEBE,20130130,4.22,4.22,4.14,4.16,522800
Beacon Roofing Supply,BECN,20130130,36.33,36.78,35.71,35.81,356700
Bel Fuse Inc.,BELFA,20130130,16.2,16.21,16.15,16.21,300
Bel Fuse Inc.,BELFB,20130130,18.5,18.83,18.34,18.61,17200
Berkshire Bancorp,BERK,20130130,8.33,8.35,8.22,8.22,12800
Bankfinancial Corp.,BFIN,20130130,7.68,7.84,7.47,7.58,14700
Bluefly,BFLY,20130130,0.77,0.78,0.72,0.77,2800
Bgc Partners,BGCP,20130130,3.69,3.88,3.66,3.82,1966300
Big 5 Sporting Goods Corp.,BGFV,20130130,13.8,13.9,13.64,13.7,122100
Bg Medicine,BGMD,20130130,2.08,2.12,2.05,2.08,303900
Bgs Acquisition Corp.,BGSC,20130130,9.93,9.93,9.93,9.93,0
Bgs Acquisition Corp.,BGSCU,20130130,10.02,10.02,10.02,10.02,0
Bgs Acquisition Corp.,BGSCW,20130130,0.17,0.17,0.17,0.17,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130130,65.94,65.95,64.5,64.5,11100
BICK Index First Trust,BICK,20130130,25.98,25.99,25.79,25.83,1400
Baidu,BIDU,20130130,110.12,110.12,107.5,108.98,3209700
Biogen Idec Inc,BIIB,20130130,153.41,156.08,152.92,155.08,1718900
Bioclinica Inc,BIOC,20130130,7.21,7.24,7.2,7.21,8169400
Biodel Inc.,BIOD,20130130,2.85,2.85,2.7,2.72,11800
Biofuel Energy,BIOF,20130130,4.3,4.3,4.12,4.15,92400
Biolase Technology,BIOL,20130130,2.7,2.71,2.53,2.58,93600
Bioscrip,BIOS,20130130,11.76,11.76,11.25,11.36,510600
Actuate Corp.,BIRT,20130130,5.65,5.71,5.54,5.55,177700
Ultrashort Nasdaq Biotech Proshares,BIS,20130130,58.59,59.1,58.59,59.1,300
Bj's Restaurants,BJRI,20130130,32.06,32.06,31.27,31.48,334900
Blackrock Kelso Capital Corp.,BKCC,20130130,10.55,10.58,10.42,10.46,535700
Blueknight Energy,BKEP,20130130,7.78,8.22,7.75,8.12,31500
Blueknight Energy Partners L.P.,BKEPP,20130130,8.8,8.85,8.79,8.85,2300
Bank Mutual Corp.,BKMU,20130130,5.06,5.07,5,5.03,143000
Oak Ridge Financial Services,BKOR,20130130,4.42,4.42,4.42,4.42,100
Bank Of South Carolina,BKSC,20130130,12,12,11.85,11.85,2800
The Bank Of Kentucky Financial,BKYF,20130130,26.39,26.49,25.84,26.1,16200
Ballard Power Systems,BLDP,20130130,0.67,0.7,0.65,0.65,111100
Builders Firstsource,BLDR,20130130,6.29,6.45,6.18,6.26,388500
Bridgeline Digital,BLIN,20130130,1.61,1.88,1.61,1.77,26300
Blackbaud,BLKB,20130130,25.1,25.43,24.69,25.17,134000
Bloomin' Brands Inc.,BLMN,20130130,18.52,18.98,18.5,18.59,518800
Bsb Bancorp Inc.,BLMT,20130130,12.92,12.93,12.75,12.77,5700
Biolinerx Ltd.,BLRX,20130130,4.4,4.71,4.25,4.55,621400
Bmc Software,BMC,20130130,41.41,41.85,41.22,41.47,2894600
Bank Of Marin Bancorp,BMRC,20130130,40.43,41.24,39.78,39.78,7800
Biomarin Pharmaceutical Inc.,BMRN,20130130,54.77,55.32,53.93,54.16,595800
Bryn Mawr Bank Corp.,BMTC,20130130,23.14,23.41,22.67,22.97,77700
Biomimetic Therapeutics,BMTI,20130130,8.25,8.29,8.09,8.15,92200
Beneficial Mutual Bancorp,BNCL,20130130,9.32,9.36,9.27,9.29,58700
Bnc Bancorp,BNCN,20130130,8.2,8.44,8.15,8.41,63300
Bonso Electronics International,BNSO,20130130,1.43,1.52,1.43,1.51,5200
Bob Evans Farms,BOBE,20130130,44.96,44.99,43.68,43.82,299500
Bank Of Commerce Holdings [Ca],BOCH,20130130,4.93,4.99,4.91,4.93,24400
Body Central,BODY,20130130,8.02,8.1,7.9,7.95,324300
Bofi Holding,BOFI,20130130,30.53,32,30.48,31.38,213600
Bok Financial Corp.,BOKF,20130130,56.24,56.51,55.81,55.88,141500
Bolt Technology Corp.,BOLT,20130130,15.07,15.16,14.95,14.99,2600
Bona Film Group Limited,BONA,20130130,5.01,5.2,5.01,5.2,5100
The Bon-Ton Stores,BONT,20130130,13.25,13.42,12.98,13.07,168100
Dynamic Materials Corp.,BOOM,20130130,16.69,16.69,16.33,16.4,91400
B.O.S. Better Online Solutions,BOSC,20130130,4.28,4.28,4.16,4.17,3500
Biota Pharmaceuticals Inc.,BOTA,20130130,4,4.02,3.92,3.92,6000
Bank Of The Jame Fnl,BOTJ,20130130,7.53,7.75,7.53,7.75,900
Bank Of Virginia,BOVA,20130130,3.37,3.37,3.37,3.37,100
Biosante Pharmaceuticals,BPAX,20130130,1.37,1.52,1.37,1.45,1907400
Boston Private Financial Holdings,BPFH,20130130,9.38,9.38,9.2,9.26,254600
Boston Private Financial Holdings,BPFHW,20130130,3.42,3.54,3.37,3.46,13100
Bluephoenix Solutions,BPHX,20130130,4.2,4.2,4.04,4.16,12000
Popular,BPOP,20130130,26.5,26.61,26.3,26.59,873300
Popular,BPOPM,20130130,22.95,23.69,22.7,22.7,6000
Popular,BPOPN,20130130,23.85,23.85,23.85,23.85,300
Brocade Communications Systems,BRCD,20130130,5.74,5.74,5.62,5.66,3712000
Broadcom Corp.,BRCM,20130130,33.86,34.42,33.7,33.87,12010900
Craft Brewers Alliance Inc,BREW,20130130,6.9,6.9,6.66,6.76,14200
Bridgford Foods Corp.,BRID,20130130,6.58,6.61,6.5,6.5,3400
Brookline Bancorp,BRKL,20130130,8.94,8.97,8.74,8.86,194800
Bruker Corp.,BRKR,20130130,16.86,17.02,16.67,16.77,348000
Brooks Automation,BRKS,20130130,9.41,9.48,9.33,9.44,272700
Bio-Reference Laboratories,BRLI,20130130,27.77,27.99,27.63,27.72,263000
Bsd Medical Corp.,BSDM,20130130,1.58,1.58,1.5,1.51,41300
Bassett Furniture Industries Inc.,BSET,20130130,13.96,14.01,13.85,13.86,27200
Broadsoft,BSFT,20130130,34.92,35.16,34.18,34.31,149900
Biostar Pharmaceuticals,BSPM,20130130,1.17,1.18,1.12,1.14,23000
Bsquare Corp.,BSQR,20130130,3.59,3.59,3.55,3.55,10500
Sierra Bancorp,BSRR,20130130,12.42,12.6,12.37,12.55,20500
