<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Biospecifics Technologies Corp,BSTC,20130130,15.27,15.27,15.05,15.09,6300
Banctrust Financial Group,BTFG,20130130,2.91,2.92,2.85,2.87,11100
Btu International,BTUI,20130130,2.74,2.78,2.51,2.51,10000
Burcon Nutrascience,BUR,20130130,4.55,4.55,4.55,4.55,0
First Busey Corp.,BUSE,20130130,4.6,4.6,4.42,4.43,177200
Bazaarvoice Inc.,BV,20130130,7.73,7.78,7.45,7.55,559200
Broadvision,BVSN,20130130,8.42,8.45,8.29,8.32,37200
Broadwind Energy,BWEN,20130130,2.28,2.32,2.24,2.25,29900
Baldwin & Lyons,BWINA,20130130,26.01,26.01,26.01,26.01,0
Baldwin & Lyons,BWINB,20130130,24.32,24.71,23.6,24.38,8600
Buffalo Wild Wings,BWLD,20130130,74.04,74.7,72.75,73.2,564900
Broadway Financial Corp.,BYFC,20130130,1.02,1.05,1,1,12400
CA Inc.,CA,20130130,25.04,25.17,24.8,24.86,4154600
China Automotive Systems,CAAS,20130130,5.63,5.63,5.43,5.44,33400
Camden National Corp.,CAC,20130130,34.1,34.15,33.06,33.39,16600
Cascade Bancorp,CACB,20130130,6.95,6.95,6.85,6.85,5200
Credit Acceptance Corp.,CACC,20130130,97.19,97.75,96.26,97.2,31200
Chart Acquisition Corp.,CACGU,20130130,10.04,10.04,10.04,10.04,0
Cache,CACH,20130130,2.48,2.48,2.36,2.4,27700
China Advanced Construction,CADC,20130130,0.56,0.57,0.54,0.56,31700
Cadence Pharmaceuticals,CADX,20130130,5.27,5.27,4.86,4.89,324000
Camco Financial Corp.,CAFI,20130130,2.7,2.72,2.67,2.67,25000
The Cheesecake Factory Inc.,CAKE,20130130,33.1,33.18,32.75,32.95,763700
Callidus Software,CALD,20130130,4.39,4.39,4.21,4.21,325500
China Auto Logistics Inc.,CALI,20130130,2.95,2.99,2.8,2.81,15700
Vocaltec Communications Ltd,CALL,20130130,14.1,14.17,13.65,13.71,242400
Cal-Maine Foods,CALM,20130130,42.13,42.13,41.4,41.59,76000
Calamp,CAMP,20130130,8.52,8.74,8.44,8.66,231200
Camtek Ltd,CAMT,20130130,1.41,1.41,1.41,1.41,1300
Avis Budget Group,CAR,20130130,21.93,21.93,21.57,21.71,1237400
Carbonite Inc.,CARB,20130130,9.7,9.7,9.5,9.55,105900
Carolina Trust Bank,CART,20130130,2.46,2.46,2.46,2.46,100
Carver Bancorp,CARV,20130130,4.24,4.29,4.24,4.29,700
Nasdaq Global Auto Index First Trust,CARZ,20130130,30.65,30.69,30.35,30.35,6400
Meta Financial Group,CASH,20130130,22.82,23,22.82,23,1600
Cas Medical Systems,CASM,20130130,1.9,1.95,1.89,1.89,17800
Cass Information Systems Inc,CASS,20130130,38.78,38.94,38.01,38.54,25100
Caseys General Stores,CASY,20130130,54.27,54.7,54,54.43,242900
Cardtronics,CATM,20130130,25.94,26.14,25.59,25.69,237800
Cathay General Bancorp,CATY,20130130,19.42,19.58,19.38,19.46,277700
Cavium Inc,CAVM,20130130,31.33,32.37,30.69,31.88,1541700
China Bak Battery,CBAK,20130130,1.77,1.84,1.72,1.74,25200
Colony Bankcorp,CBAN,20130130,5.33,5.44,5.33,5.44,800
Cbeyond,CBEY,20130130,8.25,8.69,8.25,8.39,181000
Capital Bank Financial Corp.,CBF,20130130,16.76,16.77,16.07,16.11,154500
Community Bank Shares Of Indiana,CBIN,20130130,14.16,14.34,13.96,14.34,7600
Cleveland Biolabs,CBLI,20130130,1.55,1.64,1.54,1.57,391600
Combimatrix Corp.,CBMX,20130130,4.36,4.8,4.35,4.72,519100
Combimatrix Corp.,CBMXW,20130130,0.28,0.28,0.28,0.28,0
Cape Bancorp,CBNJ,20130130,9.02,9.1,8.98,8.98,15600
Chicopee Bancorp,CBNK,20130130,16.3,16.5,16.3,16.41,2500
CBOE Holdings,CBOE,20130130,33.53,33.7,33.47,33.59,235400
China Biologic Products,CBPO,20130130,19.43,19.7,18.92,19.42,21300
Cracker Barrel Old Country Store,CBRL,20130130,65,65,63.98,64.2,163800
Columbia Laboratories,CBRX,20130130,0.62,0.62,0.61,0.61,114800
Commerce Bancshares,CBSH,20130130,37.37,37.55,37.11,37.45,364800
Cubist Pharmaceuticals,CBST,20130130,42.34,42.78,42.19,42.37,552900
Capital City Bank Group,CCBG,20130130,11.81,11.93,11.42,11.5,7500
China Ceramics Co.,CCCL,20130130,3.13,3.17,3.06,3.06,43500
Chinacache International,CCIH,20130130,4.05,4.07,3.82,3.85,53400
Coleman Cable,CCIX,20130130,9.85,10.32,9.83,10.19,84600
Cabot Microelectronics Corp.,CCMP,20130130,37.18,37.4,36.71,36.83,264500
Cnb Financial Corp.,CCNE,20130130,16.83,16.94,16.83,16.86,4800
Cogent Communications Group,CCOI,20130130,23.94,24.31,23.78,24.26,233300
Cross Country Healthcare,CCRN,20130130,5.47,5.65,5.44,5.5,192900
Concurrent Computer Corp.,CCUR,20130130,6.68,6.7,5.78,6.12,104800
Chemocentryx Inc.,CCXI,20130130,11.43,11.43,11.23,11.26,11700
Cadence Design Systems,CDNS,20130130,14.03,14.06,13.88,13.94,2515400
Clean Diesel Technologies,CDTI,20130130,2.46,2.47,2.36,2.42,26500
Codexis,CDXS,20130130,2.35,2.36,2.25,2.26,44700
Cadiz,CDZI,20130130,6.98,7.03,6.88,6.99,19000
Ceco Environmental,CECE,20130130,10.75,10.92,10.73,10.78,24800
Career Education Corp.,CECO,20130130,3.31,3.34,3.21,3.24,572600
Central European Distribution Corp.,CEDC,20130130,1.92,1.92,1.75,1.78,916600
Chinaedu Corp.,CEDU,20130130,5.51,5.58,5.5,5.58,4300
Celgene Corp.,CELG,20130130,99,99.73,97.85,98.47,3423500
Celgene Corp.,CELGZ,20130130,7.14,7.16,7.11,7.16,11700
Chembio Diagnostics,CEMI,20130130,5.3,5.3,5.21,5.25,7700
Cempra Inc.,CEMP,20130130,6.67,6.8,6.46,6.49,21100
Central Garden & Pet Company,CENT,20130130,9.57,9.57,9.41,9.46,97400
Central Garden & Pet Company,CENTA,20130130,9.51,9.59,9.33,9.39,274400
Century Aluminum Company,CENX,20130130,8.58,8.74,8.38,8.45,1201600
Ceres Inc.,CERE,20130130,4.5,4.5,4.26,4.27,18900
Cerner Corp.,CERN,20130130,84.5,84.59,82.18,82.47,934700
Cerus Corp.,CERS,20130130,3.18,3.21,3.1,3.14,204800
Central European Media Enterprises,CETV,20130130,6.04,6.16,5.91,5.93,58400
Ceva,CEVA,20130130,16.65,17.43,14.96,15.35,1081200
Central Federal Corp.,CFBK,20130130,1.58,1.65,1.54,1.62,12500
C&F Financial Corp.,CFFI,20130130,40.51,40.55,40.13,40.13,5400
Capitol Federal Financial,CFFN,20130130,11.79,11.84,11.64,11.75,1302800
California First National Bancorp,CFNB,20130130,16.23,16.24,16.14,16.14,1000
Cardinal Financial Corp.,CFNL,20130130,16.48,16.51,16.34,16.34,138200
The Carlyle Group L.P.,CG,20130130,30.54,30.8,30.5,30.53,42200
China Growth Equity Investment,CGEI,20130130,10.03,10.05,10.03,10.05,386500
China Growth Equity Investment,CGEIW,20130130,0.25,0.25,0.25,0.25,0
Compugen Ltd,CGEN,20130130,5.57,5.57,5.35,5.36,50100
Cognex Corp.,CGNX,20130130,39.72,40,39.17,39.52,110400
Calamos Global Total Return Fund,CGO,20130130,14.35,14.38,14.29,14.37,23200
Comstock Homebuilding Companies,CHCI,20130130,1.38,1.38,1.37,1.38,11600
City Holding Company,CHCO,20130130,37.25,38,37.17,37.99,46400
Churchill Downs Inc.,CHDN,20130130,65.73,66.2,63.93,64.02,30900
Chindex International,CHDX,20130130,11.15,11.25,11.02,11.1,11400
The Chefs' Warehouse Inc.,CHEF,20130130,16.3,16.67,16.28,16.48,92400
Cheviot Financial Corp,CHEV,20130130,10.29,10.3,10.27,10.3,2400
Chemical Financial Corp.,CHFC,20130130,24.49,24.57,24,24.12,35700
Charter Financial,CHFN,20130130,11.37,11.4,11.14,11.39,5300
Calamos Convertible Opportunities,CHI,20130130,12.51,12.57,12.48,12.53,262100
Cherokee Inc.,CHKE,20130130,13.91,14.16,13.76,13.78,16700
Check Point Software Technologies Ltd,CHKP,20130130,49.16,49.16,48.3,48.54,1802400
China Housing & Land Development,CHLN,20130130,1.37,1.38,1.33,1.33,10400
Chemung Financial Corp,CHMG,20130130,29.05,29.05,29.05,29.05,100
China Natural Resources,CHNR,20130130,5.2,5.25,5.2,5.25,2900
China Gerui Advanced Materials,CHOP,20130130,2.35,2.39,2.25,2.27,43200
Charm Communications Inc.,CHRM,20130130,4.84,4.96,4.8,4.86,17600
C.H. Robinson Worldwide,CHRW,20130130,67.58,67.84,66.78,67.14,1034100
Chs Inc,CHSCP,20130130,31.51,31.51,31.11,31.43,7500
Chelsea Therapeutics International,CHTP,20130130,0.85,0.85,0.82,0.82,153800
Charter Communications,CHTR,20130130,82.17,82.2,81.05,81.63,587200
Chuy's Holding Inc,CHUY,20130130,28.55,29.12,28.01,28.44,108100
Calamos Global Dynamic,CHW,20130130,8.87,8.9,8.8,8.88,351100
Wisdomtree China Dividend Ex-Fi,CHXF,20130130,56.62,56.69,56.4,56.4,2300
Calamos Convertible And High,CHY,20130130,12.75,12.76,12.64,12.68,189200
Chyron Corp.,CHYR,20130130,1.1,1.11,1.06,1.08,10400
Cinedigm Digital Cinema Corp,CIDM,20130130,1.5,1.52,1.43,1.52,62600
Ciena Corp.,CIEN,20130130,15.07,15.25,14.53,14.6,3339500
Cimatron Limited,CIMT,20130130,7.47,7.47,7.26,7.38,144000
Cincinnati Financial Corp.,CINF,20130130,42.85,42.85,42.39,42.51,498500
Cis Acquisition Ltd.,CISAU,20130130,10.06,10.06,10.06,10.06,1000
Cninsure Inc.,CISG,20130130,6.52,6.7,6.38,6.41,29000
Cfs Bancorp,CITZ,20130130,7.13,7.25,7.13,7.25,2300
Citizens Holding Company,CIZN,20130130,18.67,18.67,18.67,18.67,300
China Jo-Jo Drugstores,CJJD,20130130,1.02,1.03,1.02,1.03,5100
Carmike Cinemas,CKEC,20130130,15.96,16.2,15.83,15.89,82600
Clicksoftware Technologies Ltd,CKSW,20130130,7.96,8.06,7.8,7.91,50700
Carolina Bank Holdings Inc.,CLBH,20130130,9.16,9.22,9.14,9.15,7200
Collectors Universe,CLCT,20130130,11.2,11.56,11.15,11.46,27800
Celldex Therapeutics Inc,CLDX,20130130,7.18,7.38,7.18,7.28,684600
Clearfield,CLFD,20130130,5.05,5.1,5,5.1,23800
Clearsign Combustion Corporatio,CLIR,20130130,4.75,4.78,4.7,4.7,7800
Calamos Asset Management,CLMS,20130130,10.24,10.36,10.03,10.23,198900
Calumet Specialty Products,CLMT,20130130,33.37,33.37,32.65,32.67,702300
Clean Energy Fuels,CLNE,20130130,13.02,13.11,12.71,12.79,987600
Cleantech Solutions International Inc,CLNT,20130130,4.5,4.5,4.05,4.07,186900
Clearone Communications Inc.,CLRO,20130130,6.76,6.94,6.65,6.9,26800
Tegal Corp.,CLRX,20130130,3.65,3.66,3.65,3.66,1100
Celsion Corp.,CLSN,20130130,7.94,8.38,7.78,8.02,2828400
Town Sports International Holdings,CLUB,20130130,10.41,10.44,10.16,10.27,31600
Clovis Oncology Inc.,CLVS,20130130,19.79,20.12,19.4,19.69,77000
Clearwire Corp.,CLWR,20130130,3.34,3.34,3.23,3.25,8229300
Euro Tech Holdings Company,CLWT,20130130,3.29,3.29,3.29,3.29,0
Columbus Mckinnon Corp.,CMCO,20130130,18.13,18.74,18.09,18.38,149000
Comcast Corp.,CMCSA,20130130,39.1,39.34,38.86,39.03,15038200
Comcast Corp.,CMCSK,20130130,38.05,38.05,37.56,37.62,3746100
Cme Group Inc.,CME,20130130,58.06,58.33,57.92,58.12,2250600
China Mobile Games And Entertai,CMGE,20130130,3.52,3.52,3.52,3.52,0
Cumulus Media Inc.,CMLS,20130130,3.19,3.19,3.11,3.13,374200
Cms Bancorp,CMSB,20130130,8,8.23,8,8.1,5900
Comtech Telecommunications,CMTL,20130130,26.28,26.56,26.08,26.14,90100
Comverse Tech Inc #,CMVT,20130130,4.34,4.37,4.31,4.31,1523100
Center Bancorp,CNBC,20130130,11.8,12.08,11.8,11.93,18700
Century Bancorp,CNBKA,20130130,32.34,32.39,32.21,32.21,1200
Coronado Biosciences,CNDO,20130130,7.43,7.43,7.24,7.35,205100
Chinanet Online Holdings,CNET,20130130,0.7,0.74,0.69,0.74,700
China Information Technology,CNIT,20130130,1.01,1.11,1.01,1.07,99900
Conmed Corp.,CNMD,20130130,29.47,29.56,29.26,29.29,78400
Concur Technologies,CNQR,20130130,72,73.21,72,72.55,954400
Comverse,CNSI,20130130,29.37,29.45,28.69,29.24,64400
Consolidated Communications Holdings,CNSL,20130130,17.21,17.21,16.74,16.81,170900
China Techfaith Wireless,CNTF,20130130,1.3,1.34,1.23,1.25,72500
Century Casinos,CNTY,20130130,2.97,2.97,2.91,2.97,24700
China Yida Holding Co.,CNYD,20130130,4.03,4.13,3.76,3.76,1300
Coastal Contacts Inc,COA,20130130,5.16,5.35,5.14,5.18,128000
Colonial Financial Services,COBK,20130130,13.5,13.5,13.49,13.49,1000
Cobra Electronics Corp.,COBR,20130130,3.7,3.88,3.7,3.86,17000
Cobiz Financial Inc.,COBZ,20130130,8.01,8.2,7.96,8.06,91600
Corinthian Colleges,COCO,20130130,2.61,2.65,2.57,2.62,1148800
Cogo Group,COGO,20130130,2.43,2.43,2.37,2.37,24900
Coherent,COHR,20130130,55.78,56.31,55.19,55.52,135200
Cohu,COHU,20130130,11,11,10.6,10.63,52900
Coca-Cola Bottling Co. Consolidated,COKE,20130130,65.08,65.13,64.5,64.51,20700
Columbia Banking System,COLB,20130130,20.57,20.57,20.09,20.16,246300
Columbia Sportswear Company,COLM,20130130,50.62,50.9,50.15,50.83,181100
Cyrusone Inc,CONE,20130130,21.25,21.99,20.89,21.08,224100
Conn's,CONN,20130130,28.12,28.26,27.48,27.55,375500
Majesco Entertainment Company,COOL,20130130,0.64,0.65,0.59,0.6,918200
Core-Mark Holding Company,CORE,20130130,49.99,50.77,48.92,49.16,42000
Corcept Therapeutics Inc.,CORT,20130130,2.08,2.09,2.03,2.08,406300
Cosi,COSI,20130130,0.81,0.82,0.8,0.82,56700
Costco Wholesale Corp.,COST,20130130,103,103.11,102.3,102.53,1939800
Cowen Group,COWN,20130130,2.67,2.69,2.65,2.67,401200
Counterpath Corporation,CPAH,20130130,1.86,2,1.86,2,700
Community Partners Bancorp,CPBC,20130130,6.17,6.17,6.17,6.17,400
China Shengda Packaging Group,CPGI,20130130,1.16,1.16,1.15,1.15,23900
Canterbury Park Holding Corp.,CPHC,20130130,10.28,10.78,10.28,10.68,1500
Cepheid,CPHD,20130130,36.13,36.49,35.76,35.95,509600
Cumberland Pharmaceuticals Inc.,CPIX,20130130,4.31,4.33,4.23,4.27,98100
Capella Education Company,CPLA,20130130,27.59,28.02,27.5,27.6,51800
Capital Product Partners L.P.,CPLP,20130130,8.16,8.17,8.05,8.11,225900
Copano Energy L.L.C.,CPNO,20130130,38.2,39.37,36.53,38.03,7625900
Copart,CPRT,20130130,34.02,34.75,33.71,33.83,1063500
Catalyst Pharmaceutical Partners,CPRX,20130130,0.54,0.55,0.52,0.54,245300
Computer Programs And Systems,CPSI,20130130,53.29,54.24,52.35,52.57,86900
China Precision Steel,CPSL,20130130,2.1,2.17,2.1,2.12,17000
Consumer Portfolio Services,CPSS,20130130,6.48,6.49,6.3,6.41,138900
Capstone Turbine Corp.,CPST,20130130,0.85,0.85,0.82,0.82,1275700
Conceptus,CPTS,20130130,21.04,21.27,20.22,20.4,493900
Compuware Corp.,CPWR,20130130,11.51,11.65,11.45,11.51,1905500
Cra Internationalinc.,CRAI,20130130,18.08,18.35,17.84,18.15,61000
Cray Inc,CRAY,20130130,18.39,18.56,18.27,18.31,254700
Citizens Republic Bancorp,CRBC,20130130,20.16,20.42,20.06,20.23,196300
Cardica,CRDC,20130130,1.52,1.58,1.52,1.58,32200
Crossroads Systems#,CRDS,20130130,2.21,2.28,2.06,2.1,9700
Cree,CREE,20130130,42.66,43.79,42.66,43.3,2680400
China Recycling Energy Corp.,CREG,20130130,1.1,1.1,1.07,1.07,400
Cresud S.A.C.I.F. Y A.,CRESW,20130130,0.07,0.07,0.07,0.07,394100
Cresud S.A.C.I.F. Y A.,CRESY,20130130,9.19,9.75,9.19,9.65,285700
Crescent Financial Corp.,CRFN,20130130,4.53,4.53,4.36,4.36,2000
Curis,CRIS,20130130,3.09,3.13,3.06,3.06,248400
57Th Str Gen Acquisi,CRMB,20130130,3.08,3.08,3.03,3.03,1100
57Th Str Gen Acquisi,CRMBU,20130130,3.02,3.02,3.02,3.02,100
57Th Str Gen Acquisi,CRMBW,20130130,0.09,0.09,0.09,0.09,0
Cardiome Pharma Corp.,CRME,20130130,0.42,0.45,0.4,0.44,1007200
America's Car-Mart,CRMT,20130130,39.85,40.15,38.95,39.22,39700
Ceragon Networks Ltd,CRNT,20130130,4.9,4.97,4.8,4.86,142600
Crocs,CROX,20130130,15.11,15.24,14.73,14.77,1754700
Carrollton Bancorp,CRRB,20130130,5.68,5.68,5.68,5.68,0
Courier Corp.,CRRC,20130130,12.2,12.2,11.77,11.81,29500
Cornerstone Therapeutics Inc.,CRTX,20130130,5.5,5.51,5.45,5.47,18900
Cirrus Logic,CRUS,20130130,28.5,28.88,27.67,28.64,3195400
Corvel,CRVL,20130130,45.89,46.21,45.3,46,53700
Crown Media Holdings,CRWN,20130130,1.89,1.9,1.8,1.85,163800
Crown Crafts,CRWS,20130130,5.11,5.12,5.09,5.1,37400
Carrizo Oil & Gas,CRZO,20130130,21.45,21.62,21.11,21.38,804200
Clifton Savings Bancorp,CSBK,20130130,11.71,11.72,11.59,11.71,3800
Cascade Microtech,CSCD,20130130,7.3,7.53,6.99,7.27,80000
Cisco Systems,CSCO,20130130,20.85,20.87,20.4,20.58,35261100
Centerstate Banks,CSFL,20130130,8.83,8.85,8.53,8.63,24500
Costar Group,CSGP,20130130,93.8,94.19,92.94,93.31,76400
Csg Systems International,CSGS,20130130,18.87,18.93,18.46,18.6,107300
Cardiovascular Systems,CSII,20130130,14.33,14.35,13.28,13.61,115400
Canadian Solar Inc.,CSIQ,20130130,4.52,4.61,4.42,4.43,420200
Cornerstone Ondemand Inc.,CSOD,20130130,32.55,32.68,32.26,32.61,178400
Csp Inc.,CSPI,20130130,6.31,6.39,6.22,6.27,22400
Calamos Strategic Total Return Fund,CSQ,20130130,10.49,10.49,10.32,10.37,341500
Csr Plc,CSRE,20130130,22.77,22.97,22.76,22.83,3900
Caesarstone Sdot-Yam Ltd.,CSTE,20130130,18.98,19.3,18.82,19,37200
Coinstar,CSTR,20130130,52.4,52.58,50.77,50.99,1107900
China Sunergy Co.,CSUN,20130130,1.65,1.68,1.63,1.65,54100
Capital Southwest Corp.,CSWC,20130130,108.34,108.62,106.71,107.51,9600
Cintas Corp.,CTAS,20130130,42.74,42.74,42.29,42.42,346000
Community Trust Bancorp,CTBI,20130130,33.14,33.91,32.96,33.09,36800
Commtouch Software Ltd,CTCH,20130130,3.05,3.05,3,3.05,12500
Ctc Media,CTCM,20130130,10.46,10.62,10.08,10.51,2203100
Constant Contact,CTCT,20130130,14.91,15.15,14.66,14.98,325500
Computer Task Group Inc.,CTGX,20130130,19.02,19.3,18.95,19.16,42300
Charles & Colvard Ltd,CTHR,20130130,3.9,3.9,3.82,3.88,24100
Cti Industries Corp.,CTIB,20130130,5.13,5.13,5.13,5.13,0
Cell Therapeutics,CTIC,20130130,1.48,1.5,1.43,1.46,1376800
Citi Trends,CTRN,20130130,13.38,13.38,12.67,12.79,50600
Ctrip.Com International,CTRP,20130130,19.7,20.2,19.49,19.99,4046900
Catamaran Corp,CTRX,20130130,52.46,52.91,52.27,52.71,1026800
Cognizant Technology Solutions,CTSH,20130130,77.87,78.37,77.45,78.02,1445400
Connecticut Water Service,CTWS,20130130,29.51,29.61,29.35,29.41,70600
Citrix Systems,CTXS,20130130,68.73,68.8,66.72,66.98,4783200
ISE Global Copper Index First Trust,CU,20130130,30.47,30.58,30.33,30.42,12900
The Herzfeld Caribbean Basin Fund,CUBA,20130130,8.7,8.72,8.5,8.72,15900
Cui Global Inc,CUI,20130130,5.65,5.69,5.59,5.6,10100
California United Bk,CUNB,20130130,12,12.2,11.8,11.9,5800
Cutera,CUTR,20130130,10.93,10.93,10.66,10.89,19300
Cvb Financial Corp.,CVBF,20130130,11.04,11.06,10.94,11,249800
Cavco Industries,CVCO,20130130,51.08,52.05,50.77,51.12,32100
Central Valley Community Bancorp,CVCY,20130130,8.8,8.94,8.77,8.81,15500
Commercial Vehicle Group,CVGI,20130130,8.13,8.21,7.93,7.98,211500
Calavo Growers,CVGW,20130130,25.27,25.37,24.85,24.93,39100
Commvault Systems,CVLT,20130130,73.49,78.87,72.82,76.9,2568300
Codorus Valley Bancorp Inc,CVLY,20130130,15.4,15.74,15.4,15.5,2100
Covenant Transportation Group,CVTI,20130130,6.45,6.45,6.03,6.43,19000
Cvd Equipment Corp.,CVV,20130130,11.74,11.89,11.25,11.38,29000
Community West Bancshares,CWBC,20130130,3.8,4.49,3.75,4.34,102900
Consolidated Water Co. Ltd,CWCO,20130130,9.07,9.19,8.92,9,42700
Clayton Williams Energy,CWEI,20130130,40.3,40.7,39.61,40.04,20800
Casella Waste Systems,CWST,20130130,4.62,4.62,4.41,4.5,79500
Coldwater Creek,CWTR,20130130,3.9,3.99,3.77,3.82,327300
China Xd Plastics Company,CXDC,20130130,4.19,4.3,4.19,4.27,11900
Crimson Exploration Inc.,CXPO,20130130,3.36,3.42,3.26,3.31,260000
Cypress Semiconductor Corp.,CY,20130130,10.07,10.22,9.93,10,3852700
Cyanotech Corp.,CYAN,20130130,4.96,5.15,4.89,4.89,11200
Cyberoptics Corp.,CYBE,20130130,7.41,7.41,7.18,7.41,700
Cybex International,CYBI,20130130,2.52,2.53,2.51,2.51,7300
Cyberonics,CYBX,20130130,44.12,44.64,42.99,43.21,603900
Cyclacel Pharmaceuticals,CYCC,20130130,5.66,5.89,5.66,5.71,67100
Cyclacel Pharmaceuticals,CYCCP,20130130,10.21,10.21,10.21,10.21,100
Cymer,CYMI,20130130,103.33,104.25,103,103.27,328500
Cynosure,CYNO,20130130,27.34,27.34,25.88,26.4,200200
Changyou.Com Limited,CYOU,20130130,30.37,31.29,30.25,30.97,105900
Cytokinetics Inc.,CYTK,20130130,1.1,1.13,1.08,1.1,632600
Cytrx Corp.,CYTR,20130130,2.16,2.23,2.16,2.19,217500
Cytori Therapeutics Inc,CYTX,20130130,2.81,2.82,2.72,2.75,268100
Cytori Therapeutics Inc,CYTXW,20130130,1.55,1.55,1.55,1.55,0
Citizens First Corp.,CZFC,20130130,9.3,9.45,9.28,9.45,3400
Citizens & Northern Corp,CZNC,20130130,19.75,19.79,19.6,19.69,9000
Caesars Entertainment Corporati,CZR,20130130,7.38,7.86,7.12,7.85,691500
Citizens Community Bancorp,CZWI,20130130,6.35,6.35,6.35,6.35,0
Unify Corp.,DAEG,20130130,1.45,1.45,1.19,1.27,9800
Data I/O Corp.,DAIO,20130130,1.8,1.8,1.69,1.69,1200
Daktronics,DAKT,20130130,11.69,11.84,11.45,11.56,117800
Dara Biosciences,DARA,20130130,1.01,1.08,1.01,1.07,2404300
Jiayuan.Com International Ltd.,DATE,20130130,5.42,5.48,5.39,5.46,3100
Famous Dave's Of America,DAVE,20130130,9.26,9.36,9.2,9.29,6400
Double Eagle Petroleum Company,DBLE,20130130,5,5.05,5,5,13300
Double Eagle Petroleum Company,DBLEP,20130130,25.55,25.55,25.55,25.55,300
Digital Cinema Destinations Cor,DCIN,20130130,5.66,5.78,5.66,5.75,10200
Diana Containerships Inc.,DCIX,20130130,7.04,7.05,6.9,6.9,371200
Dime Community Bancshares,DCOM,20130130,13.77,13.77,13.56,13.68,192000
Delcath Systems,DCTH,20130130,1.45,1.46,1.43,1.43,785800
Deckers Outdoor Corp.,DECK,20130130,40.55,40.86,39.34,39.42,1472800
Dell Inc.,DELL,20130130,13.19,13.4,13.16,13.37,27463300
Denny's Corp.,DENN,20130130,5.19,5.21,5.05,5.09,402300
Depomed,DEPO,20130130,6.38,6.77,6.32,6.59,1120800
Destination Maternity Corp.,DEST,20130130,22.76,23,22.39,22.55,47600
Deerfield Capital,DFR,20130130,8.9,8.9,8.74,8.8,2100
Del Frisco's Restaurant Group Llc.,DFRG,20130130,15.5,15.5,15.02,15.31,21900
R.G. Barry Corp.,DFZ,20130130,13.86,13.99,13.74,13.83,22000
Delta Natural Gas Company,DGAS,20130130,19.81,20.15,19.74,20.04,4800
Donegal Group,DGICA,20130130,13.39,13.72,13.2,13.2,15800
Donegal Group,DGICB,20130130,18.75,18.75,18.75,18.75,0
Digi International Inc.,DGII,20130130,9.38,9.65,9.32,9.59,72800
Dg Fastchannel,DGIT,20130130,10.24,10.24,9.74,9.91,636900
Digital Ally,DGLY,20130130,3.98,4.77,3.98,4.63,11600
Diamond Hill Financial Trends Fund,DHFT,20130130,12.43,12.53,12.27,12.5,15100
Diamond Hill Investment Group,DHIL,20130130,70.89,71.5,70.78,70.94,7500
Dehaier Medical Systems,DHRM,20130130,1.9,1.95,1.9,1.9,6600
Diodes Inc.,DIOD,20130130,19.15,19.28,18.75,18.84,174300
Discovery Communications Inc,DISCA,20130130,68.77,69.15,68.3,68.84,791500
Discovery Communications Inc,DISCB,20130130,68.96,68.96,68.96,68.96,100
Discovery Communications Inc,DISCK,20130130,62.92,63.53,62.91,63.29,287900
Dish Network Corp.,DISH,20130130,37.7,37.99,37.31,37.66,3113800
Daily Journal Corp. [S.C.],DJCO,20130130,99.01,99.01,98.51,98.51,200
Dialogic,DLGC,20130130,2,2.2,1.97,2.19,3600
Dlh Holdings Corp,DLHC,20130130,1.04,1.2,1.04,1.15,18200
Delia*S Inc.,DLIA,20130130,1.05,1.07,1.01,1.04,28900
Dollar Financial,DLLR,20130130,19.25,19.29,19.12,19.18,378800
Dollar Tree,DLTR,20130130,40.57,40.81,39.66,39.81,3581900
Dorchester Minerals L.P.,DMLP,20130130,22.17,22.34,22.02,22.25,28000
Diamond Foods,DMND,20130130,14.66,14.79,14.02,14.14,591700
Digimarc Corp.,DMRC,20130130,21.54,21.71,21.4,21.41,8300
Dnb Financial Corp,DNBF,20130130,16.21,16.45,16.21,16.45,1300
Dendreon Corp.,DNDN,20130130,6.19,6.26,5.93,5.97,5295300
Dunkin' Brands Group Inc.,DNKN,20130130,36.03,36.5,35.68,35.78,1511700
Dorman Products,DORM,20130130,35.78,35.81,34.06,34.27,333100
Dover Saddlery,DOVR,20130130,3.72,3.72,3.68,3.72,4200
Digirad Corp.,DRAD,20130130,1.84,1.86,1.83,1.83,160800
Dataram Corp.,DRAM,20130130,0.42,0.43,0.38,0.42,17300
Dynamics Research Corp.,DRCO,20130130,6.84,6.9,6.75,6.79,25100
Digital River,DRIV,20130130,14.58,14.8,14.4,14.48,180200
Durect Corp.,DRRX,20130130,1.09,1.09,1.04,1.04,120600
Durata Therapeutics Inc.,DRTX,20130130,7.6,7.6,7.33,7.46,20800
Dragonwave Inc,DRWI,20130130,2.18,2.22,2.08,2.13,137900
Dryships Inc.,DRYS,20130130,2.3,2.3,2.15,2.15,5332800
Derma Sciences,DSCI,20130130,12.33,12.33,11.97,12.1,10400
Discovery Laboratories,DSCO,20130130,2.35,2.35,2.22,2.22,241100
The Descartes Systems Group Inc.,DSGX,20130130,9.41,9.47,9.41,9.42,1600
Ds Healthcare Group Inc.,DSKX,20130130,3.35,3.35,3.35,3.35,300
Dsp Group,DSPG,20130130,6.87,6.87,6.4,6.5,62800
