<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
First Busey Corp.,BUSE,20130221,4.35,4.4,4.25,4.28,205000
Bazaarvoice Inc.,BV,20130221,7.35,7.35,6.64,6.74,1343700
Broadvision,BVSN,20130221,8.22,8.3,8.11,8.15,31300
Broadwind Energy,BWEN,20130221,3.23,3.28,2.98,3,95300
Baldwin & Lyons,BWINA,20130221,23.74,23.74,23.74,23.74,0
Baldwin & Lyons,BWINB,20130221,23.57,23.84,23.41,23.61,23600
Buffalo Wild Wings,BWLD,20130221,75.41,76.83,74.72,76.12,501200
Broadway Financial Corp.,BYFC,20130221,0.94,0.94,0.91,0.92,700
CA Inc.,CA,20130221,24.79,24.8,24.32,24.41,2914900
China Automotive Systems,CAAS,20130221,5.03,5.03,4.77,4.79,66700
Camden National Corp.,CAC,20130221,33.86,34.15,33.76,33.94,13100
Cascade Bancorp,CACB,20130221,6.32,6.32,6.2,6.22,2500
Credit Acceptance Corp.,CACC,20130221,115.01,116.06,106.87,107.27,120400
Chart Acquisition Corp.,CACGU,20130221,10.03,10.03,10.03,10.03,0
Cache,CACH,20130221,4.77,4.8,4.23,4.49,101300
China Advanced Construction,CADC,20130221,0.46,0.48,0.46,0.47,21300
Cadence Pharmaceuticals,CADX,20130221,4.84,4.86,4.6,4.68,134700
Camco Financial Corp.,CAFI,20130221,3.15,3.19,3.12,3.19,24100
The Cheesecake Factory Inc.,CAKE,20130221,32.65,34.09,32.64,33.73,2338200
Callidus Software,CALD,20130221,4.74,4.74,4.5,4.55,211700
China Auto Logistics Inc.,CALI,20130221,2.9,2.98,2.75,2.86,39400
Vocaltec Communications Ltd,CALL,20130221,12.53,12.53,11.22,11.52,499500
Cal-Maine Foods,CALM,20130221,40.67,41.02,40.52,40.9,42500
Calamp,CAMP,20130221,10.08,10.24,9.8,10.12,483300
Camtek Ltd,CAMT,20130221,1.6,1.61,1.35,1.49,102000
Avis Budget Group,CAR,20130221,23.08,23.21,22.07,22.57,2195200
Carbonite Inc.,CARB,20130221,9.88,10,9.82,9.92,55200
Carolina Trust Bank,CART,20130221,2.66,2.81,2.57,2.69,2400
Carver Bancorp,CARV,20130221,4.93,4.93,4.5,4.54,1600
Nasdaq Global Auto Index First Trust,CARZ,20130221,30.52,30.52,30.02,30.26,14800
Meta Financial Group,CASH,20130221,22.9,23,22.89,23,48000
Cas Medical Systems,CASM,20130221,1.85,2,1.85,2,1100
Cass Information Systems Inc,CASS,20130221,41.12,41.72,41.09,41.53,10300
Caseys General Stores,CASY,20130221,55.39,56.85,55,56.15,276100
Cardtronics,CATM,20130221,27,27.16,26.7,26.72,442800
Cathay General Bancorp,CATY,20130221,19.78,19.87,19.41,19.45,298100
Cavium Inc,CAVM,20130221,37.12,37.12,35.93,36.44,951600
China Bak Battery,CBAK,20130221,1.23,1.44,1.23,1.42,22700
Colony Bankcorp,CBAN,20130221,5.2,5.2,5.2,5.2,0
Cbeyond,CBEY,20130221,7.83,7.97,7.77,7.77,73400
Capital Bank Financial Corp.,CBF,20130221,17.99,18.1,17.59,17.85,152000
Community Bank Shares Of Indiana,CBIN,20130221,16.12,16.26,16.12,16.26,500
Cleveland Biolabs,CBLI,20130221,1.71,1.72,1.58,1.65,148800
Combimatrix Corp.,CBMX,20130221,2.93,7.64,2.88,6.75,11148000
Combimatrix Corp.,CBMXW,20130221,0.32,0.47,0.28,0.29,13100
Cape Bancorp,CBNJ,20130221,9.22,9.22,9.05,9.11,7400
Chicopee Bancorp,CBNK,20130221,16.59,16.6,16.34,16.34,900
CBOE Holdings,CBOE,20130221,35.39,35.67,35.24,35.38,387100
China Biologic Products,CBPO,20130221,20.4,20.5,20.06,20.45,29000
Cracker Barrel Old Country Store,CBRL,20130221,66.07,66.79,65.84,66.36,161600
Columbia Laboratories,CBRX,20130221,0.61,0.62,0.6,0.61,115200
Commerce Bancshares,CBSH,20130221,38.55,38.8,38.14,38.3,307300
Cubist Pharmaceuticals,CBST,20130221,42.35,42.71,42.04,42.15,601700
Capital City Bank Group,CCBG,20130221,11.28,11.42,11.14,11.26,10900
China Ceramics Co.,CCCL,20130221,3.15,3.18,2.85,2.9,87500
Chinacache International,CCIH,20130221,3.62,3.64,3.5,3.55,111400
Coleman Cable,CCIX,20130221,10.04,10.13,9.95,10.03,15400
Cabot Microelectronics Corp.,CCMP,20130221,35.15,35.42,34.38,34.51,161700
Cnb Financial Corp.,CCNE,20130221,16.88,17,16.71,16.71,2900
Cogent Communications Group,CCOI,20130221,25.34,25.63,24.97,25.34,551600
Cross Country Healthcare,CCRN,20130221,5.53,5.67,5.45,5.5,80300
Concurrent Computer Corp.,CCUR,20130221,7.73,7.73,7.15,7.47,263900
Chemocentryx Inc.,CCXI,20130221,11.88,11.93,11.76,11.89,20400
Cadence Design Systems,CDNS,20130221,14.14,14.44,14.13,14.23,4932500
Clean Diesel Technologies,CDTI,20130221,2.58,2.6,2.5,2.54,117000
Codexis,CDXS,20130221,2.2,2.24,2.14,2.17,120000
Cadiz,CDZI,20130221,6.55,6.74,6.33,6.36,45600
Ceco Environmental,CECE,20130221,10.92,11.04,10.46,10.81,20100
Career Education Corp.,CECO,20130221,4.07,4.07,3.79,3.93,298700
Central European Distribution Corp.,CEDC,20130221,1.6,1.61,1.47,1.52,822500
Chinaedu Corp.,CEDU,20130221,6.31,6.31,6.31,6.31,700
Celgene Corp.,CELG,20130221,100.25,100.29,97.85,99.43,3713900
Celgene Corp.,CELGZ,20130221,7.09,7.15,7.05,7.06,23500
Chembio Diagnostics,CEMI,20130221,5.58,5.72,5.55,5.56,9400
Cempra Inc.,CEMP,20130221,6.51,6.65,6.14,6.37,21500
Central Garden & Pet Company,CENT,20130221,9.29,9.3,9.12,9.13,18400
Central Garden & Pet Company,CENTA,20130221,9.29,9.35,9.07,9.11,90700
Century Aluminum Company,CENX,20130221,8.7,8.83,8.46,8.83,999400
Ceres Inc.,CERE,20130221,4.45,4.45,4.03,4.07,43000
Cerner Corp.,CERN,20130221,86.77,87,85,86.16,1100300
Cerus Corp.,CERS,20130221,3.15,3.17,3.15,3.16,71800
Central European Media Enterprises,CETV,20130221,5.93,6.04,5.72,5.88,166500
Ceva,CEVA,20130221,15.22,15.32,14.79,14.97,126100
Central Federal Corp.,CFBK,20130221,1.63,1.63,1.55,1.61,33100
C&F Financial Corp.,CFFI,20130221,39.8,40.7,39.33,39.6,3300
Capitol Federal Financial,CFFN,20130221,11.85,11.85,11.71,11.8,548700
California First National Bancorp,CFNB,20130221,15.74,15.74,14.61,14.93,17500
Cardinal Financial Corp.,CFNL,20130221,16.32,16.56,16.02,16.02,137600
The Carlyle Group L.P.,CG,20130221,35.05,35.25,32.04,33.8,616100
China Growth Equity Investment,CGEI,20130221,10,10,10,10,0
China Growth Equity Investment Ltd. - Units,CGEIU,20130221,10.07,10.07,10.07,10.07,0
Compugen Ltd,CGEN,20130221,5.15,5.22,5.07,5.11,98900
Cognex Corp.,CGNX,20130221,41.27,41.62,40.8,40.9,110700
Calamos Global Total Return Fund,CGO,20130221,14.34,14.34,14.15,14.28,34800
Comstock Homebuilding Companies,CHCI,20130221,1.32,1.4,1.25,1.37,27600
City Holding Company,CHCO,20130221,38.22,38.92,38.22,38.76,41800
Churchill Downs Inc.,CHDN,20130221,66.03,66.43,65.53,65.69,13200
Chindex International,CHDX,20130221,10.79,11.18,10.73,10.96,6700
The Chefs' Warehouse Inc.,CHEF,20130221,17.31,17.4,16.59,16.72,26100
Cheviot Financial Corp,CHEV,20130221,10.89,10.89,10.67,10.67,1500
Chemical Financial Corp.,CHFC,20130221,24.94,25.09,24.64,24.72,18300
Charter Financial,CHFN,20130221,12.47,12.47,12.22,12.35,25100
Calamos Convertible Opportunities,CHI,20130221,12.35,12.35,12.13,12.19,308300
Cherokee Inc.,CHKE,20130221,14.22,14.22,13.95,14,15400
Check Point Software Technologies Ltd,CHKP,20130221,51.31,51.78,50.93,51.01,2071500
China Housing & Land Development,CHLN,20130221,1.61,1.66,1.34,1.39,103200
Chemung Financial Corp,CHMG,20130221,30,30,30,30,100
China Natural Resources,CHNR,20130221,4.85,4.98,4.85,4.9,6200
China Gerui Advanced Materials,CHOP,20130221,2.96,2.96,2.65,2.77,216000
Charm Communications Inc.,CHRM,20130221,4.72,4.8,4.59,4.79,2500
C.H. Robinson Worldwide,CHRW,20130221,58.25,58.31,57.46,57.52,1777700
Chs Inc,CHSCP,20130221,32.09,32.2,32.02,32.2,9600
Chelsea Therapeutics International,CHTP,20130221,1.93,1.94,1.6,1.73,9896800
Charter Communications,CHTR,20130221,78,78.05,76.19,77.03,1125300
Chuy's Holding Inc,CHUY,20130221,27.88,28.46,27.01,27.94,203200
Calamos Global Dynamic,CHW,20130221,8.78,8.85,8.65,8.69,308500
Wisdomtree China Dividend Ex-Fi,CHXF,20130221,53.7,53.7,52.95,53.44,20400
Calamos Convertible And High,CHY,20130221,12.61,12.61,12.41,12.54,226700
Chyron Corp.,CHYR,20130221,1.08,1.13,1.06,1.13,7200
Cinedigm Digital Cinema Corp,CIDM,20130221,1.46,1.51,1.46,1.48,57700
Ciena Corp.,CIEN,20130221,15.74,15.76,15.02,15.29,3056900
Cimatron Limited,CIMT,20130221,10.08,10.09,9,9.1,570800
Cincinnati Financial Corp.,CINF,20130221,44.62,44.83,44.33,44.56,674300
Cninsure Inc.,CISG,20130221,5.8,5.89,5.73,5.8,73600
Cfs Bancorp,CITZ,20130221,7.65,7.65,7.51,7.65,5700
Citizens Holding Company,CIZN,20130221,18.81,18.81,18.81,18.81,0
China Jo-Jo Drugstores,CJJD,20130221,0.8,0.88,0.76,0.88,6500
Carmike Cinemas,CKEC,20130221,16.49,16.5,15.9,16.27,77500
Clicksoftware Technologies Ltd,CKSW,20130221,8.13,8.16,7.95,8.1,83000
Carolina Bank Holdings Inc.,CLBH,20130221,9.91,9.99,9.85,9.85,18200
Collectors Universe,CLCT,20130221,11.1,11.1,10.77,10.85,50300
Celldex Therapeutics Inc,CLDX,20130221,8.93,9.24,8.8,9.2,1657900
Clearfield,CLFD,20130221,5.55,5.65,5.45,5.6,27500
Clearsign Combustion Corporatio,CLIR,20130221,4.92,5.46,4.84,5.15,30100
Calamos Asset Management,CLMS,20130221,10.5,10.66,10.45,10.52,409100
Calumet Specialty Products,CLMT,20130221,36.17,36.57,35.72,36.4,858500
Clean Energy Fuels,CLNE,20130221,12.45,12.5,12.18,12.32,1245800
Cleantech Solutions International Inc,CLNT,20130221,3.96,3.96,3.52,3.56,109500
Clearone Communications Inc.,CLRO,20130221,6.38,6.65,6.25,6.63,32400
Tegal Corp.,CLRX,20130221,3.06,4.12,3.06,4,227700
Celsion Corp.,CLSN,20130221,1.23,1.23,1.17,1.19,1916900
Town Sports International Holdings,CLUB,20130221,9.45,9.62,8.95,9.17,135200
Clovis Oncology Inc.,CLVS,20130221,18.48,19.98,18.15,18.65,79600
Clearwire Corp.,CLWR,20130221,3.11,3.16,3.09,3.16,2622200
Euro Tech Holdings Company,CLWT,20130221,2.75,2.75,2.68,2.71,1900
Columbus Mckinnon Corp.,CMCO,20130221,20.21,20.21,19.53,19.66,78500
Comcast Corp.,CMCSA,20130221,40.72,40.83,39.96,40.08,13057900
Comcast Corp.,CMCSK,20130221,38.56,38.63,37.78,37.88,5957700
Cme Group Inc.,CME,20130221,57.96,58.12,57.51,57.62,1310100
China Mobile Games And Entertai,CMGE,20130221,5.5,5.5,4.67,5,49100
Cumulus Media Inc.,CMLS,20130221,3.3,3.32,3.26,3.27,222200
Cms Bancorp,CMSB,20130221,8.28,8.3,8.16,8.3,5900
Comtech Telecommunications,CMTL,20130221,26.61,26.79,26.36,26.5,104500
Center Bancorp,CNBC,20130221,12.62,12.71,12.54,12.71,4700
Century Bancorp,CNBKA,20130221,33.52,34.52,33,33.01,4000
Coronado Biosciences,CNDO,20130221,7.74,7.74,7.43,7.67,185200
Chinanet Online Holdings,CNET,20130221,0.85,0.85,0.77,0.82,7800
China Information Technology,CNIT,20130221,1.01,1.04,0.96,0.96,49000
Conmed Corp.,CNMD,20130221,30.29,30.58,30.01,30.46,237800
Connectone Bancorp Inc.,CNOB,20130221,29.5,29.5,29.13,29.33,17300
Concur Technologies,CNQR,20130221,70.88,71.05,69.87,70.35,545300
Comverse,CNSI,20130221,28.09,28.57,27.97,28.36,106700
Consolidated Communications Holdings,CNSL,20130221,16.71,16.8,16.58,16.72,93500
China Techfaith Wireless,CNTF,20130221,1.2,1.23,1.15,1.18,31200
Century Casinos,CNTY,20130221,3.06,3.12,2.93,2.98,35300
China Yida Holding Co.,CNYD,20130221,3.89,4.13,3.89,4.13,1100
Coastal Contacts Inc,COA,20130221,5.13,5.29,5.13,5.21,18600
Colonial Financial Services,COBK,20130221,13.63,13.64,13.63,13.63,400
Cobra Electronics Corp.,COBR,20130221,3.58,3.58,3.3,3.4,34400
Cobiz Financial Inc.,COBZ,20130221,8.09,8.46,8.09,8.24,91400
Corinthian Colleges,COCO,20130221,2.32,2.34,2.27,2.28,683600
Cogo Group,COGO,20130221,2.25,2.33,2.17,2.21,29300
Coherent,COHR,20130221,58.37,58.52,57.43,57.87,39500
Cohu,COHU,20130221,10.02,10.49,10,10.39,25300
Coca-Cola Bottling Co. Consolidated,COKE,20130221,63.04,63.64,62.86,63.04,11400
Columbia Banking System,COLB,20130221,20.68,20.78,20.25,20.26,224400
Columbia Sportswear Company,COLM,20130221,54.03,58.63,53.95,56.99,470200
Cyrusone Inc,CONE,20130221,22.06,22.27,21.7,21.77,526200
Conn's,CONN,20130221,31.11,31.11,30.28,30.46,342300
Majesco Entertainment Company,COOL,20130221,0.61,0.63,0.6,0.62,276500
Core-Mark Holding Company,CORE,20130221,49.41,49.51,48.78,48.89,21900
Corcept Therapeutics Inc.,CORT,20130221,1.8,1.84,1.78,1.8,452900
Cosi,COSI,20130221,0.88,0.91,0.87,0.88,123900
Costco Wholesale Corp.,COST,20130221,101.17,101.42,100.26,100.69,2730400
Cowen Group,COWN,20130221,2.8,2.8,2.65,2.68,266800
Counterpath Corporation,CPAH,20130221,2.1,2.18,2.05,2.05,7000
Community Partners Bancorp,CPBC,20130221,6.25,6.35,6.21,6.33,7000
China Shengda Packaging Group,CPGI,20130221,1.2,1.2,1.15,1.16,13400
Cepheid,CPHD,20130221,35.51,36.12,35.36,35.95,801100
Cumberland Pharmaceuticals Inc.,CPIX,20130221,4.36,4.39,4.17,4.2,127100
Capella Education Company,CPLA,20130221,32.55,32.9,32.04,32.26,56200
Capital Product Partners L.P.,CPLP,20130221,7.9,7.9,7.64,7.74,315000
Copano Energy L.L.C.,CPNO,20130221,38.1,38.26,37.95,38.17,831300
Copart,CPRT,20130221,34.98,35.08,34.46,34.58,1031300
Catalyst Pharmaceutical Partners,CPRX,20130221,0.47,0.49,0.44,0.44,345200
Computer Programs And Systems,CPSI,20130221,51.15,51.35,50.49,51.21,73700
China Precision Steel,CPSL,20130221,1.5,1.59,1.5,1.52,6300
Consumer Portfolio Services,CPSS,20130221,8.71,8.73,7.81,8.31,430200
Capstone Turbine Corp.,CPST,20130221,1,1,0.95,0.96,2424600
Conceptus,CPTS,20130221,21.89,22.03,21.63,21.73,51400
Compuware Corp.,CPWR,20130221,11.57,12.74,11.5,11.81,3381700
Cra Internationalinc.,CRAI,20130221,22.17,22.38,21.77,21.87,46700
Cray Inc,CRAY,20130221,19.05,19.41,18.61,18.94,480800
Citizens Republic Bancorp,CRBC,20130221,20.34,20.53,19.98,20.15,344900
Cardica,CRDC,20130221,1.2,1.31,1.2,1.24,29400
Crossroads Systems#,CRDS,20130221,1.78,1.79,1.76,1.78,4300
Cree,CREE,20130221,45.04,45.1,43.44,44.27,2560200
China Recycling Energy Corp.,CREG,20130221,1.1,1.1,1.1,1.1,0
Cresud S.A.C.I.F. Y A.,CRESY,20130221,8.4,8.66,8.36,8.48,140500
Crescent Financial Corp.,CRFN,20130221,4.4,4.5,4.4,4.46,4200
Curis,CRIS,20130221,2.81,2.85,2.69,2.75,451200
57Th Str Gen Acquisi,CRMB,20130221,2.95,2.96,2.79,2.89,25800
57Th Str Gen Acquisi,CRMBU,20130221,2.92,2.92,2.92,2.92,500
57Th Str Gen Acquisi,CRMBW,20130221,0.08,0.09,0.08,0.09,12400
Cardiome Pharma Corp.,CRME,20130221,0.43,0.43,0.4,0.41,586100
America's Car-Mart,CRMT,20130221,47.64,48.22,46.88,47.22,44400
Ceragon Networks Ltd,CRNT,20130221,4.6,4.73,4.57,4.69,103400
Crocs,CROX,20130221,14.5,15.39,14.48,14.9,5362900
Carrollton Bancorp,CRRB,20130221,5.54,5.54,5.54,5.54,100
Courier Corp.,CRRC,20130221,12.64,13.2,12.64,12.97,35300
Cornerstone Therapeutics Inc.,CRTX,20130221,6.8,6.84,6.64,6.67,249900
Cirrus Logic,CRUS,20130221,25.28,25.3,23.6,24.85,5772100
Corvel,CRVL,20130221,46.82,47.98,46.35,47.71,19000
Crown Media Holdings,CRWN,20130221,1.94,2,1.92,2,51900
Crown Crafts,CRWS,20130221,5.63,5.7,5.6,5.65,19300
Carrizo Oil & Gas,CRZO,20130221,20.52,20.83,20.15,20.46,637900
Clifton Savings Bancorp,CSBK,20130221,11.48,11.56,11.39,11.46,4400
Cascade Microtech,CSCD,20130221,7.16,7.2,7.15,7.17,11000
Cisco Systems,CSCO,20130221,21,21.02,20.71,20.76,33011100
Centerstate Banks,CSFL,20130221,8.52,8.57,8.45,8.51,14300
Costar Group,CSGP,20130221,95.99,97,95.29,95.9,57200
Csg Systems International,CSGS,20130221,20.2,20.3,19.89,20.11,192000
Cardiovascular Systems,CSII,20130221,16.05,16.08,15.5,15.51,60200
Canadian Solar Inc.,CSIQ,20130221,4.88,4.88,4.09,4.35,1727100
Cornerstone Ondemand Inc.,CSOD,20130221,31.79,32.31,31.49,31.95,767200
Csp Inc.,CSPI,20130221,6.75,6.75,6.49,6.69,30800
Calamos Strategic Total Return Fund,CSQ,20130221,10.36,10.42,10.24,10.28,448600
Csr Plc,CSRE,20130221,25.64,26.5,25.53,25.99,103600
Caesarstone Sdot-Yam Ltd.,CSTE,20130221,22.46,23.95,22.42,22.97,43400
Coinstar,CSTR,20130221,53.55,54.5,53.37,54.24,1294300
China Sunergy Co.,CSUN,20130221,1.7,1.75,1.54,1.58,103700
Capital Southwest Corp.,CSWC,20130221,111.52,112.33,111,112.14,2800
Cintas Corp.,CTAS,20130221,44.11,44.18,43.67,43.79,495100
Community Trust Bancorp,CTBI,20130221,34.32,34.32,33.79,33.89,60900
Commtouch Software Ltd,CTCH,20130221,3.5,3.5,3.31,3.32,130700
Ctc Media,CTCM,20130221,9.92,9.93,9.69,9.82,470600
Constant Contact,CTCT,20130221,14.85,14.85,14.34,14.59,262600
Computer Task Group Inc.,CTGX,20130221,20.4,20.58,20.07,20.15,43500
Charles & Colvard Ltd,CTHR,20130221,3.84,3.93,3.84,3.85,27800
Cti Industries Corp.,CTIB,20130221,6.3,6.3,6.3,6.3,300
Cell Therapeutics,CTIC,20130221,1.37,1.39,1.35,1.38,926000
Citi Trends,CTRN,20130221,10.65,10.73,10.25,10.38,66600
Ctrip.Com International,CTRP,20130221,20,20.3,19.47,19.85,3169700
Catamaran Corp,CTRX,20130221,54.68,54.84,53.96,54.25,1694400
Cognizant Technology Solutions,CTSH,20130221,76.98,77,75.13,75.17,1800800
Connecticut Water Service,CTWS,20130221,29.74,29.97,29.62,29.69,27300
Citrix Systems,CTXS,20130221,71.93,71.99,70.43,71.4,1728900
ISE Global Copper Index First Trust,CU,20130221,28.18,28.19,27.84,27.93,31600
The Herzfeld Caribbean Basin Fund,CUBA,20130221,8.69,8.7,8.6,8.65,25600
Cui Global Inc,CUI,20130221,5.79,5.79,5.66,5.72,12200
California United Bk,CUNB,20130221,12.26,12.38,12.26,12.27,500
Cutera,CUTR,20130221,12.9,12.91,12.47,12.81,201100
Cvb Financial Corp.,CVBF,20130221,10.87,10.99,10.83,10.85,415600
Cavco Industries,CVCO,20130221,45.85,46.34,45.44,46,20400
Central Valley Community Bancorp,CVCY,20130221,8.61,8.61,8.47,8.47,4100
Commercial Vehicle Group,CVGI,20130221,7.86,7.92,7.76,7.87,143400
Calavo Growers,CVGW,20130221,27.35,27.88,27.32,27.52,27600
Commvault Systems,CVLT,20130221,75.26,75.77,71.91,73.7,946200
Codorus Valley Bancorp Inc,CVLY,20130221,16.53,16.9,16.53,16.54,900
Covenant Transportation Group,CVTI,20130221,5.43,5.55,5.35,5.55,39800
Cvd Equipment Corp.,CVV,20130221,10.24,10.75,10.19,10.66,35800
Community West Bancshares,CWBC,20130221,4.78,4.78,4.78,4.78,0
Consolidated Water Co. Ltd,CWCO,20130221,9.12,9.26,9.03,9.03,24200
Clayton Williams Energy,CWEI,20130221,38.95,39.31,37.09,37.52,56900
Casella Waste Systems,CWST,20130221,4.55,4.59,4.49,4.52,103000
Coldwater Creek,CWTR,20130221,3.68,3.7,3.55,3.6,243500
China Xd Plastics Company,CXDC,20130221,4.1,4.16,4.1,4.11,9700
Crimson Exploration Inc.,CXPO,20130221,3.15,3.23,3.1,3.2,111400
Cypress Semiconductor Corp.,CY,20130221,10.12,10.17,9.87,9.95,3562300
Cyanotech Corp.,CYAN,20130221,4.57,4.61,4.53,4.53,5800
Cyberoptics Corp.,CYBE,20130221,6.22,6.51,6.18,6.5,2000
Cyberonics,CYBX,20130221,45,45.16,43.93,44.33,456000
Cyclacel Pharmaceuticals,CYCC,20130221,5.97,6.05,5.66,5.78,332100
Cyclacel Pharmaceuticals,CYCCP,20130221,9.88,9.9,9.88,9.89,1900
Cymer,CYMI,20130221,99.06,99.06,97.82,98.23,214300
Cynosure,CYNO,20130221,27.64,27.64,26.26,26.84,202300
Changyou.Com Limited,CYOU,20130221,29.74,30.13,29.26,29.43,220200
Cytokinetics Inc.,CYTK,20130221,1.03,1.03,0.96,1,885500
Cytrx Corp.,CYTR,20130221,2.04,2.06,2,2,90300
Cytori Therapeutics Inc,CYTX,20130221,2.55,2.56,2.37,2.39,573000
Cytori Therapeutics Inc,CYTXW,20130221,1.4,1.4,1.35,1.35,7500
Citizens First Corp.,CZFC,20130221,9.22,9.4,9.18,9.3,6900
Citizens & Northern Corp,CZNC,20130221,19.6,19.74,19.6,19.67,9300
Caesars Entertainment Corporati,CZR,20130221,10.75,12.1,10.51,11.18,1287800
Citizens Community Bancorp,CZWI,20130221,6.76,6.76,6.61,6.61,1900
Unify Corp.,DAEG,20130221,1.37,1.37,1.37,1.37,0
Data I/O Corp.,DAIO,20130221,1.59,1.59,1.58,1.59,2500
Daktronics,DAKT,20130221,10.61,10.67,10.32,10.39,347900
Dara Biosciences,DARA,20130221,1.1,1.1,1,1.02,1016100
Jiayuan.Com International Ltd.,DATE,20130221,5.53,5.53,5.3,5.49,17800
Famous Dave's Of America,DAVE,20130221,9.6,9.62,9.51,9.54,2800
Double Eagle Petroleum Company,DBLE,20130221,4.78,4.78,4.76,4.76,2700
Double Eagle Petroleum Company,DBLEP,20130221,25.8,26.06,25.8,26.06,1400
Digital Cinema Destinations Cor,DCIN,20130221,5.89,6,5.84,5.84,12800
Diana Containerships Inc.,DCIX,20130221,6.31,6.53,6.25,6.53,430600
Dime Community Bancshares,DCOM,20130221,14.16,14.25,14.08,14.16,138100
Delcath Systems,DCTH,20130221,1.53,1.54,1.46,1.49,1554900
Deckers Outdoor Corp.,DECK,20130221,42.6,43.47,40.21,40.84,1907600
Dell Inc.,DELL,20130221,13.77,13.85,13.75,13.82,18371200
Denny's Corp.,DENN,20130221,5.56,5.73,5.22,5.52,1024200
Depomed,DEPO,20130221,7.02,7.02,6.75,6.76,567800
Destination Maternity Corp.,DEST,20130221,22.45,22.64,22.23,22.48,44200
Deerfield Capital,DFR,20130221,8.29,8.41,8.23,8.41,4400
Del Frisco's Restaurant Group Llc.,DFRG,20130221,17.48,19,16.45,18.28,72300
R.G. Barry Corp.,DFZ,20130221,12.31,12.38,12.21,12.25,8900
Delta Natural Gas Company,DGAS,20130221,19.19,19.44,19.17,19.26,4600
Donegal Group,DGICA,20130221,13.82,14.34,13.55,14.32,17400
Donegal Group,DGICB,20130221,18.78,18.78,18.73,18.76,600
Digi International Inc.,DGII,20130221,9.95,10.21,9.91,9.99,39700
Dg Fastchannel,DGIT,20130221,6.86,7.14,6.85,7.07,1406300
Digital Ally,DGLY,20130221,4.44,4.44,4.37,4.37,700
Diamond Hill Financial Trends Fund,DHFT,20130221,12.86,12.86,12.6,12.8,20800
Diamond Hill Investment Group,DHIL,20130221,77.64,78.55,77.64,78.1,700
Dehaier Medical Systems,DHRM,20130221,1.88,1.98,1.85,1.87,15500
Diodes Inc.,DIOD,20130221,20.48,20.59,19.77,20.26,421900
Discovery Communications Inc,DISCA,20130221,69.63,69.81,68.58,68.71,1428500
Discovery Communications Inc,DISCB,20130221,69.45,69.45,69.45,69.45,300
Discovery Communications Inc,DISCK,20130221,61.91,62.05,60.94,61.62,230600
Dish Network Corp.,DISH,20130221,35.8,35.83,34.57,35.04,3650000
Daily Journal Corp. [S.C.],DJCO,20130221,99.6,100.49,98.51,100.28,1400
Dialogic,DLGC,20130221,2.15,2.33,2.15,2.29,6400
Dlh Holdings Corp,DLHC,20130221,1.2,1.2,1.12,1.15,11600
Delia*S Inc.,DLIA,20130221,1.02,1.05,1,1.02,32100
Dollar Financial,DLLR,20130221,19.17,19.35,19,19.16,180400
Dollar Tree,DLTR,20130221,40.25,41.94,40.1,41.46,5620700
Dorchester Minerals L.P.,DMLP,20130221,23.4,23.6,23.26,23.38,54800
Diamond Foods,DMND,20130221,15.44,15.83,15.25,15.35,357400
Digimarc Corp.,DMRC,20130221,25.82,26.79,25.18,25.59,76800
Dnb Financial Corp,DNBF,20130221,16.66,16.66,16.66,16.66,300
Dendreon Corp.,DNDN,20130221,5.91,5.93,5.63,5.76,5081900
Dunkin' Brands Group Inc.,DNKN,20130221,36.62,37,36.45,36.81,803800
Dorman Products,DORM,20130221,35.5,36.78,32.7,33.51,869700
Dover Saddlery,DOVR,20130221,3.78,3.78,3.78,3.78,100
Digirad Corp.,DRAD,20130221,2,2.05,1.91,2.05,48700
Dataram Corp.,DRAM,20130221,0.31,0.34,0.3,0.34,3300
Dynamics Research Corp.,DRCO,20130221,7,7.16,6.22,6.9,37900
Digital River,DRIV,20130221,14.3,14.65,14.21,14.53,389400
Durect Corp.,DRRX,20130221,1.16,1.16,1.05,1.09,274100
Durata Therapeutics Inc.,DRTX,20130221,7.37,7.37,7.14,7.26,13600
Dragonwave Inc,DRWI,20130221,2.21,2.28,2.1,2.21,261900
Dryships Inc.,DRYS,20130221,2.08,2.08,2.01,2.03,3965100
Derma Sciences,DSCI,20130221,12.26,12.42,12.17,12.28,10700
Discovery Laboratories,DSCO,20130221,2.63,2.81,2.51,2.73,400200
The Descartes Systems Group Inc.,DSGX,20130221,9.14,9.22,9.14,9.18,2700
Ds Healthcare Group Inc.,DSKX,20130221,2.53,2.53,2.5,2.5,200
Dsp Group,DSPG,20130221,7.87,7.87,7.39,7.57,45800
Daystar Technologies,DSTI,20130221,1.28,1.33,1.25,1.28,33100
Deswell Industries,DSWL,20130221,2.52,2.56,2.52,2.55,2400
Datalink Corp.,DTLK,20130221,10.1,10.23,10,10.03,152800
Dts,DTSI,20130221,19.77,19.9,19.39,19.6,70000
Directv,DTV,20130221,48.02,48.43,47.71,47.77,5452500
Dynavax Technologies Corp.,DVAX,20130221,2.75,3,2.73,2.94,5729400
Dynavox Inc.,DVOX,20130221,0.45,0.45,0.35,0.39,383600
Dreamworks Animation Skg,DWA,20130221,17.46,17.47,16.89,17,1314000
Datawatch Corp.,DWCH,20130221,11.4,11.57,11.17,11.5,12000
