<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Astro-Med,ALOT,20130221,10.2,10.2,10.04,10.06,8300
American Learning Corp.,ALRN,20130221,0.43,0.43,0.36,0.41,1700
Alaska Communications Systems,ALSK,20130221,1.75,1.77,1.72,1.75,284200
Alterra Capital Holdings Ltd,ALTE,20130221,30.74,30.96,30.73,30.88,350700
Altair Nanotechnologies Inc.,ALTI,20130221,2.19,2.21,2.05,2.08,12000
Altera Corp.,ALTR,20130221,35.36,35.4,34.56,34.83,3267400
Alvarion Ltd,ALVR,20130221,0.52,0.58,0.51,0.57,488900
Alexza Pharmaceuticals,ALXA,20130221,4.7,4.7,4.3,4.44,299800
Alexion Pharmaceuticals,ALXN,20130221,84.38,87.98,83.62,87.28,3895500
Amag Pharmaceuticals,AMAG,20130221,16.73,16.8,16.29,16.37,76400
Autonavi Holdings,AMAP,20130221,11.3,11.33,10.84,10.84,193300
Applied Materials,AMAT,20130221,13.51,13.52,13.09,13.25,17873500
Ambarella Inc.,AMBA,20130221,9.44,9.46,9.15,9.31,126600
Ambient Corp,AMBT,20130221,2.81,2.81,2.68,2.74,7100
Applied Micro Circuits Corp.,AMCC,20130221,8.77,8.77,8.38,8.5,659500
Andatee China Marine Fuel Services,AMCF,20130221,0.71,0.78,0.7,0.76,123500
Airmedia Group Inc,AMCN,20130221,2.27,2.27,2.23,2.23,1200
Amc Networks Inc.,AMCX,20130221,59.52,59.64,58.25,58.97,581800
Amedisys Inc,AMED,20130221,12.05,12.16,11.21,11.69,447300
Amgen Inc.,AMGN,20130221,84.59,85.32,84.15,85.13,4094100
American Independence,AMIC,20130221,4.84,5,4.84,5,1200
Amkor Technology,AMKR,20130221,4.59,4.59,4.25,4.39,1203000
American National Bankshares,AMNB,20130221,20.33,20.39,19.9,20.05,9700
Allied Motion Technologies,AMOT,20130221,7.06,7.12,6.95,7,25800
America Movil S.A.B. De C.V.,AMOV,20130221,22.06,22.2,22.06,22.1,6900
Ampio Pharmaceutical,AMPE,20130221,3.91,3.91,3.8,3.84,77500
American River Bankshares,AMRB,20130221,7.3,7.3,7.2,7.2,600
Albany Molecular Research,AMRI,20130221,8.08,8.35,7.75,8.2,333900
Amarin Corporation Plc,AMRN,20130221,8.43,8.43,8.03,8.19,3393000
Amyris,AMRS,20130221,3.39,3.39,3.1,3.11,292300
American Superconductor Corp.,AMSC,20130221,3.08,3.14,2.96,3.08,492000
Amerisafe,AMSF,20130221,29.04,29.68,28.89,29.1,43900
Amsurg,AMSG,20130221,32.48,32.48,31.88,31.91,162600
American Software,AMSWA,20130221,8.59,8.65,8.45,8.5,20300
American Woodmark Corp.,AMWD,20130221,32.28,32.77,29.4,32.51,314600
Amazon.Com,AMZN,20130221,265.12,269.48,263.25,265.94,3638700
Anacor Pharmaceuticals,ANAC,20130221,3.2,3.29,3.16,3.27,119000
Anadigics,ANAD,20130221,2.34,2.41,2.11,2.17,1284000
American National Insurance,ANAT,20130221,81.28,82.48,78.01,81.65,19400
Anchor Bancorp,ANCB,20130221,14.5,14.5,14.5,14.5,100
American Caresource Holdings,ANCI,20130221,1.93,1.93,1.93,1.93,0
Access National Corp.,ANCX,20130221,15.64,15.9,15.64,15.68,21100
Andina Acquisition Corporation,ANDAU,20130221,10,10,10,10,0
Andina Acquisition Corporation,ANDAW,20130221,0.27,0.27,0.27,0.27,100
The Andersons,ANDE,20130221,49.06,49.21,48.33,48.68,111100
Anaren,ANEN,20130221,18.97,19.36,18.96,19.24,20300
Angie's List Inc.,ANGI,20130221,16.82,17.05,16.63,16.87,392200
Angiodynamics,ANGO,20130221,12.18,12.31,12.05,12.1,40000
Anika Therapeutics Inc.,ANIK,20130221,10.62,10.69,10.53,10.59,93100
Analysts International Corp.,ANLY,20130221,3.56,3.7,3.56,3.7,1400
Annapolis Bancorp Inc.,ANNB,20130221,13.12,13.26,13.05,13.05,4200
Ansys,ANSS,20130221,76.23,76.48,75.6,75.69,390400
Anthera Pharmaceuticals,ANTH,20130221,0.66,0.66,0.64,0.65,571300
Phazar Corp,ANTP,20130221,1.38,1.48,1.13,1.45,64400
Alpha And Omega Semiconductor,AOSL,20130221,8.35,8.45,8.14,8.18,21800
Apco Oil And Gas International,APAGF,20130221,12.85,13,12.39,12.73,19200
American Public Education,APEI,20130221,41.29,41.57,40,40.52,68400
American Pacific Corp.,APFC,20130221,20.6,21.09,20.59,21.05,24300
Acme Packet,APKT,20130221,29.16,29.23,29.14,29.15,3493600
Apogee Enterprises,APOG,20130221,24.68,25.1,24.68,24.76,185200
Apollo Group,APOL,20130221,19.26,19.34,18.5,18.55,2074400
Aspenbio Pharma,APPY,20130221,2.13,2.16,2.08,2.13,73700
Apricus Biosciences Inc,APRI,20130221,2.57,2.65,2.53,2.56,211400
Alto Palermo S.A.,APSA,20130221,17.94,18.23,17.1,17.15,1000
Asia Pac Wire &Cable,APWC,20130221,3.98,4.03,3.98,4,3100
Accuray Incorporated,ARAY,20130221,4.47,4.58,4.33,4.38,1158800
Ares Capital Corp.,ARCC,20130221,18.25,18.32,18.05,18.13,1587900
Appliance Recycling Centers,ARCI,20130221,1.35,1.38,1.31,1.35,38600
American Realty Capital Propert,ARCP,20130221,14.25,14.25,14.02,14.15,111400
Arc Wireless Solutions,ARCW,20130221,5.57,5.57,5.57,5.57,100
Arden Group,ARDNA,20130221,90.78,90.78,90.73,90.78,700
Approach Resources Inc.,AREX,20130221,24.45,24.51,23.65,24.09,611200
Ariad Pharmaceuticals,ARIA,20130221,20.85,21.12,20.56,20.97,2090400
American Railcar Industries,ARII,20130221,43,43.17,39.52,40.9,528000
Ark Restaurants,ARKR,20130221,20.98,21.25,20.9,21.09,21200
Alliance Resource Partners L.P.,ARLP,20130221,61.75,61.84,59.54,60.93,113700
Arm Holdings Plc,ARMH,20130221,42.1,42.35,41.66,41.81,2811300
Arena Pharmaceuticals,ARNA,20130221,8.28,8.33,8,8.07,5191200
Arrow Financial Corp.,AROW,20130221,24.82,24.9,24.5,24.77,10800
Arqule,ARQL,20130221,2.55,2.56,2.43,2.44,573700
Arris Group Inc,ARRS,20130221,17.05,17.05,16.78,16.92,870900
Array Biopharma Inc.,ARRY,20130221,4.01,4.07,3.93,3.96,816300
Arthrocare Corp.,ARTC,20130221,35.82,35.95,35.42,35.75,119100
Artesian Resources Corp.,ARTNA,20130221,22.42,22.47,22.2,22.33,6400
Art'S-Way Manufacturing Co.,ARTW,20130221,6.99,6.99,6.75,6.75,5800
Arotech Corp.,ARTX,20130221,1.14,1.16,1.12,1.14,14100
Aruba Networks,ARUN,20130221,21.23,21.25,20.55,20.8,4944200
Arrowhead Research Corp.,ARWR,20130221,2.07,2.08,2,2.04,111200
Asb Bancorp Inc.,ASBB,20130221,16.95,17,16.95,16.95,1000
Associated Banc-Corp,ASBC,20130221,14.49,14.53,14.27,14.29,1860600
Associated Banc-Corp,ASBCW,20130221,1.52,1.52,1.51,1.51,700
Ameriana Bancorp,ASBI,20130221,8.6,8.6,8.6,8.6,100
Ameristar Casinos,ASCA,20130221,26.25,26.4,26.24,26.26,235300
Ascent Media Corp.,ASCMA,20130221,67.25,68.13,67.25,68,32000
American Science And Engineering,ASEI,20130221,62.32,63.84,62.27,63.21,72300
Asta Funding,ASFI,20130221,9.55,9.55,9.46,9.51,4500
Asiainfo-Linkage,ASIA,20130221,10.93,10.97,10.86,10.94,230700
Asm International N.V.,ASMI,20130221,39.01,39.07,38.8,38.82,8400
Asml Holding N.V.,ASML,20130221,70.92,70.97,70.36,70.62,1237600
Ascena Retail Group,ASNA,20130221,17.49,17.53,16.96,17.12,2825800
Altisource Portfolio Solutions S.A.,ASPS,20130221,85,85,80.62,80.76,283000
Ameriserv Financial Inc.,ASRV,20130221,3.08,3.08,2.98,3.08,4300
Astrotech Corp.,ASTC,20130221,0.86,0.86,0.85,0.85,120700
Astec Industries,ASTE,20130221,35.46,35.67,34.62,34.74,69400
Ascent Solar Technologies,ASTI,20130221,0.69,0.72,0.67,0.69,315700
Aastrom Biosciences,ASTM,20130221,1.2,1.21,1.15,1.18,454100
Astex Pharmaceuticals Inc,ASTX,20130221,3.16,3.2,2.92,3.08,772000
Asure Software Inc,ASUR,20130221,6.38,6.55,6.29,6.35,20900
Amtech Systems,ASYS,20130221,4.35,4.4,4.2,4.22,56300
Ata Inc.,ATAI,20130221,4.15,4.15,4.05,4.05,12200
America First Tax Exempt L.P.,ATAX,20130221,7.14,7.18,7.1,7.1,44400
Astea International,ATEA,20130221,2.72,2.9,2.72,2.74,3500
Alphatec Holdings,ATEC,20130221,1.68,1.75,1.67,1.71,94500
Athenahealth,ATHN,20130221,88.43,88.87,87.25,88.15,367400
Athersys,ATHX,20130221,1.65,1.68,1.42,1.53,1552600
Atlanticus Holdings Corp.,ATLC,20130221,3.31,3.35,3.21,3.21,7500
Ames National Corp.,ATLO,20130221,20.5,20.68,19.92,20.1,17300
Atmi Inc.,ATMI,20130221,21.9,22.08,21.61,21.89,176700
Atmel Corp.,ATML,20130221,6.83,6.9,6.5,6.67,8497000
Atlantic Tele-Network,ATNI,20130221,44.89,45.43,44,44.34,132600
Api Technologies,ATNY,20130221,2.73,2.75,2.66,2.7,15100
Atossa Genetics Inc.,ATOS,20130221,7.09,7.09,6.45,7.02,11200
Atricure,ATRC,20130221,8.49,8.63,8.23,8.25,29600
Atrion Corp.,ATRI,20130221,200,200,200,200,100
Aetrium Inc.,ATRM,20130221,0.65,0.69,0.65,0.69,1300
Astronics Corp.,ATRO,20130221,27.39,27.74,27.38,27.5,41400
Antares Pharma,ATRS,20130221,3.46,3.48,3.38,3.38,907000
Air Transport Services Group Inc,ATSG,20130221,4.78,4.81,4.66,4.73,144600
Attunity Ltd,ATTU,20130221,7.34,7.34,7.23,7.25,10600
Activision Blizzard Inc,ATVI,20130221,14.24,14.4,14.14,14.28,10726200
Cross [A.T.] Company,ATX,20130221,12.23,12.43,11.92,12.27,16500
Auburn National Bancorporation,AUBN,20130221,21.63,21.9,21.63,21.68,1400
Audiocodes Ltd,AUDC,20130221,4.38,4.43,4.02,4.05,194800
Auxilium Pharmaceuticals,AUXL,20130221,16.72,16.9,16.25,16.59,447100
Aerovironment,AVAV,20130221,22.45,22.45,22.04,22.13,147200
Advocat,AVCA,20130221,5.28,5.59,5.28,5.48,3400
Aveo Pharmaceuticals,AVEO,20130221,6.79,6.89,6.67,6.73,863400
Avago Technologies,AVGO,20130221,34.47,34.67,32.96,33.67,6185200
Av Homes Inc,AVHI,20130221,14.2,14.24,13.86,14.05,11900
Avid Technology,AVID,20130221,7.68,7.7,7.57,7.62,65100
Avanir Pharmaceuticals Inc,AVNR,20130221,2.79,2.81,2.69,2.74,758300
Aviat Networks,AVNW,20130221,3.67,3.76,3.59,3.72,482000
Homeaway Inc.,AWAY,20130221,27.35,28.74,27,28.38,3928700
Aware,AWRE,20130221,5.03,5.22,4.95,5.16,38100
Abraxas Petroleum Corp.,AXAS,20130221,2.12,2.13,2.05,2.06,450900
Accelerate Diagnostics Inc.,AXDX,20130221,5.1,5.5,5,5.27,20500
ACWI Ex-US Financials MSCI Ishares,AXFN,20130221,24.75,24.75,23.86,24.65,2700
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130221,58.75,58.75,57.27,57.48,6700
Axt Inc,AXTI,20130221,2.89,2.89,2.83,2.84,63300
Aspen Technology,AZPN,20130221,30.43,30.73,29.96,30.38,803500
Natus Medical Inc.,BABY,20130221,12.21,12.25,11.89,12.08,62000
Einstein Noah Restaurant Group,BAGL,20130221,13.24,13.4,13,13.13,99000
Books-A-Million,BAMM,20130221,2.35,2.46,2.31,2.46,7900
First Pactrust Bancorp,BANC,20130221,11.35,11.56,11.14,11.17,19800
First Pactrust Bancorp Inc.,BANCL,20130221,25.62,25.62,25.36,25.62,4400
Bancfirst Corp.,BANF,20130221,40.55,41.26,40.55,40.94,14400
Bancfirst Corp.,BANFP,20130221,27.01,27.02,26.72,26.72,700
Banner Corp.,BANR,20130221,30.39,30.67,29.38,29.99,118500
Bioanalytical Systems,BASI,20130221,1.66,1.66,1.66,1.66,400
Bed Bath & Beyond Inc.,BBBY,20130221,57.26,58.05,57.26,57.52,2676600
Bbcn Bancorp Inc,BBCN,20130221,12.76,12.94,12.51,12.52,359300
Breitburn Energy Partners L.P.,BBEP,20130221,19.54,19.66,19.1,19.34,983700
Beasley Broadcast Group,BBGI,20130221,5.08,5.08,5.08,5.08,400
Bridge Capital Holdings,BBNK,20130221,15.45,15.48,15.08,15.22,8500
Black Box Corp.,BBOX,20130221,26.12,26.12,25.18,25.61,39400
Bravo Brio Restaurant Group,BBRG,20130221,15.57,15.59,14.89,14.91,444100
Blackberry,BBRY,20130221,13.94,14.05,13.35,13.88,49801400
Barrett Business Services,BBSI,20130221,44.13,44.99,43.07,43.69,51000
Bcb Bancorp Inc. [Nj],BCBP,20130221,9.86,9.86,9.86,9.86,0
Bcd Semiconductor Manufacturing Ltd,BCDS,20130221,7.94,7.95,7.93,7.95,39100
B Communications Ltd,BCOM,20130221,4.82,4.96,4.66,4.66,4700
Berjaya Philippines Inc,BCOR,20130221,16,16.19,15.76,15.8,443700
Brightcove Inc.,BCOV,20130221,6.53,6.55,6.35,6.4,599700
Balchem Corp.,BCPC,20130221,37.38,38.49,37.37,38.01,89300
Biocryst Pharmaceuticals,BCRX,20130221,1.36,1.37,1.23,1.28,609500
Bcsb Bancorp,BCSB,20130221,15.42,15.88,15.4,15.66,1000
Boulder Brands Inc,BDBD,20130221,12.84,12.89,12.08,12.49,694500
Black Diamond,BDE,20130221,8.03,8.21,7.99,8.2,65100
Bridge Bancorp,BDGE,20130221,21.14,21.28,21.07,21.28,3200
Birner Dental Management Services,BDMS,20130221,18,18,18,18,0
Biodelivery Sciences International,BDSI,20130221,4.12,4.18,4.02,4.06,100500
Cardionet,BEAT,20130221,2.5,2.54,2.36,2.5,20100
Be Aerospace,BEAV,20130221,52.82,52.87,52.04,52.21,519600
Bebe Stores,BEBE,20130221,4.03,4.13,4.01,4.11,658700
Beacon Roofing Supply,BECN,20130221,36.93,37,35.66,36.13,467400
Bel Fuse Inc.,BELFA,20130221,15.56,15.56,15.51,15.51,400
Bel Fuse Inc.,BELFB,20130221,17.7,18.02,17.51,17.87,7000
Berkshire Bancorp,BERK,20130221,8.39,8.39,8.3,8.39,800
Bankfinancial Corp.,BFIN,20130221,7.83,7.97,7.75,7.87,134900
Bluefly,BFLY,20130221,0.77,0.77,0.77,0.77,300
Bgc Partners,BGCP,20130221,4.4,4.4,4.2,4.25,2181300
Big 5 Sporting Goods Corp.,BGFV,20130221,14.03,14.6,13.62,13.94,271300
Bg Medicine,BGMD,20130221,1.88,1.95,1.86,1.89,162200
Bgs Acquisition Corp.,BGSCW,20130221,0.19,0.19,0.19,0.19,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130221,63.84,64.21,62.55,63.35,17900
BICK Index First Trust,BICK,20130221,24.76,24.85,24.75,24.85,1900
Baidu,BIDU,20130221,88.25,90.8,87.87,88.77,5326000
Biogen Idec Inc,BIIB,20130221,164.93,165.47,161.97,162.6,1162400
Bioclinica Inc,BIOC,20130221,7.24,7.24,7.22,7.24,10500
Biodel Inc.,BIOD,20130221,2.81,2.81,2.74,2.79,15300
Biofuel Energy,BIOF,20130221,5.4,5.4,5.03,5.27,277600
Biolase Technology,BIOL,20130221,3.45,3.49,3.35,3.4,479700
Bioscrip,BIOS,20130221,11.66,11.73,11.36,11.59,228000
Actuate Corp.,BIRT,20130221,6.15,6.25,6.11,6.14,186400
Ultrashort Nasdaq Biotech Proshares,BIS,20130221,59.75,60.03,59.75,60.01,3100
Bj's Restaurants,BJRI,20130221,30.16,30.94,30.15,30.54,582100
Blackrock Kelso Capital Corp.,BKCC,20130221,10.19,10.42,10.09,10.22,1231600
Blueknight Energy,BKEP,20130221,7.99,8.06,7.66,8.06,48800
Blueknight Energy Partners L.P.,BKEPP,20130221,8.84,8.84,8.84,8.84,100
Bank Mutual Corp.,BKMU,20130221,5.87,5.9,5.77,5.84,79800
Oak Ridge Financial Services,BKOR,20130221,4.75,4.75,4.75,4.75,100
Bank Of South Carolina,BKSC,20130221,11.88,12,11.67,11.68,10500
The Bank Of Kentucky Financial,BKYF,20130221,26.7,27,26.33,26.61,11000
Ballard Power Systems,BLDP,20130221,0.72,0.74,0.71,0.72,204700
Builders Firstsource,BLDR,20130221,6,6,5.42,5.58,663300
Bridgeline Digital,BLIN,20130221,1.5,1.5,1.41,1.45,15000
Blackbaud,BLKB,20130221,27.89,28.12,27.5,27.8,143600
Bloomin' Brands Inc.,BLMN,20130221,18.24,18.75,18,18.05,773400
Bsb Bancorp Inc.,BLMT,20130221,13.09,13.09,13.02,13.03,2500
Biolinerx Ltd.,BLRX,20130221,3.78,3.78,3.52,3.69,126300
Bmc Software,BMC,20130221,41.09,41.2,40.15,40.46,1580100
Bank Of Marin Bancorp,BMRC,20130221,40.1,40.12,39.76,39.78,3400
Biomarin Pharmaceutical Inc.,BMRN,20130221,55.15,55.34,53.14,53.27,1795600
Bryn Mawr Bank Corp.,BMTC,20130221,22.96,23.1,22.85,23.01,25900
Biomimetic Therapeutics,BMTI,20130221,8.73,8.82,8.59,8.78,93500
Beneficial Mutual Bancorp,BNCL,20130221,9.5,9.54,9.38,9.38,94100
Bnc Bancorp,BNCN,20130221,8.48,8.54,8.48,8.54,7500
Bonso Electronics International,BNSO,20130221,1.48,1.48,1.38,1.4,3800
Bob Evans Farms,BOBE,20130221,40.5,40.82,40.21,40.46,190400
Bank Of Commerce Holdings [Ca],BOCH,20130221,4.92,4.97,4.9,4.92,9000
Body Central,BODY,20130221,8.03,8.1,7.89,7.9,76000
Bofi Holding,BOFI,20130221,34.65,34.65,32.35,33.54,298700
Bok Financial Corp.,BOKF,20130221,58.65,59.16,58.31,58.43,95400
Bolt Technology Corp.,BOLT,20130221,16.16,16.24,15.59,15.6,8000
Bona Film Group Limited,BONA,20130221,5.01,5.01,4.98,4.98,2900
The Bon-Ton Stores,BONT,20130221,10.97,11.07,10.5,10.59,153400
Dynamic Materials Corp.,BOOM,20130221,17.03,17.3,16.76,17.21,46300
B.O.S. Better Online Solutions,BOSC,20130221,3.5,3.5,3.27,3.42,12900
Biota Pharmaceuticals Inc.,BOTA,20130221,4.02,4.12,4.02,4.06,8500
Bank Of The Jame Fnl,BOTJ,20130221,7.55,7.55,7.55,7.55,300
Bank Of Virginia,BOVA,20130221,3.95,3.99,3.81,3.81,5800
Biosante Pharmaceuticals,BPAX,20130221,1.43,1.52,1.37,1.43,402600
Boston Private Financial Holdings,BPFH,20130221,9.32,9.42,9.14,9.25,188400
Bluephoenix Solutions,BPHX,20130221,4.36,4.36,4.35,4.35,1300
Popular,BPOP,20130221,28.44,28.44,27.02,27.29,1434900
Popular,BPOPM,20130221,23,23,22.57,23,400
Popular,BPOPN,20130221,24,24.02,23.92,24,6100
Brocade Communications Systems,BRCD,20130221,5.84,5.88,5.68,5.7,8269400
Broadcom Corp.,BRCM,20130221,34.21,34.21,33.5,33.72,6766100
Craft Brewers Alliance Inc,BREW,20130221,6.68,6.68,6.52,6.64,10700
Bridgford Foods Corp.,BRID,20130221,7.57,7.79,7.57,7.79,6600
Brookline Bancorp,BRKL,20130221,9.11,9.16,9.02,9.05,198100
Bruker Corp.,BRKR,20130221,17.89,18.08,17.68,17.98,1524100
Brooks Automation,BRKS,20130221,10.08,10.16,9.91,10.12,347000
Bio-Reference Laboratories,BRLI,20130221,26.23,26.23,25.7,26,446900
Bsd Medical Corp.,BSDM,20130221,1.44,1.44,1.38,1.42,80500
Bassett Furniture Industries Inc.,BSET,20130221,14.59,14.72,13.95,14.13,45900
Broadsoft,BSFT,20130221,34.51,34.51,31.27,31.92,965300
Biostar Pharmaceuticals,BSPM,20130221,1.06,1.13,1.05,1.07,56500
Bsquare Corp.,BSQR,20130221,3.56,3.56,3.34,3.35,10600
Sierra Bancorp,BSRR,20130221,12.83,12.83,12.62,12.74,9100
Biospecifics Technologies Corp,BSTC,20130221,15.28,15.6,15.25,15.45,7400
Btu International,BTUI,20130221,3.39,3.45,3.3,3.3,7800
Burcon Nutrascience,BUR,20130221,3.25,3.31,3.17,3.3,13900
