<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
Meta Financial Group,CASH,20130222,23,23.44,22.95,23.31,5000
Cas Medical Systems,CASM,20130222,1.95,2,1.85,2,4200
Cass Information Systems Inc,CASS,20130222,41.66,42.46,41.35,42.39,13600
Caseys General Stores,CASY,20130222,56.33,56.9,55.77,56,266700
Cardtronics,CATM,20130222,26.88,26.9,26.12,26.35,238300
Cathay General Bancorp,CATY,20130222,19.61,19.84,19.51,19.79,388000
Cavium Inc,CAVM,20130222,36.78,37.68,36.52,37.07,867900
China Bak Battery,CBAK,20130222,1.37,1.44,1.35,1.44,4600
Colony Bankcorp,CBAN,20130222,5.22,5.22,5.22,5.22,800
Cbeyond,CBEY,20130222,7.85,7.85,7.73,7.78,87000
Capital Bank Financial Corp.,CBF,20130222,17.86,18.45,17.83,18.1,59500
Community Bank Shares Of Indiana,CBIN,20130222,16.18,16.2,16.13,16.2,1900
Cleveland Biolabs,CBLI,20130222,1.65,1.65,1.57,1.59,188700
Combimatrix Corp.,CBMX,20130222,6.74,7.6,5.15,5.27,4590700
Combimatrix Corp.,CBMXW,20130222,0.28,0.3,0.2,0.2,10100
Cape Bancorp,CBNJ,20130222,9.18,9.18,8.97,8.99,58800
Chicopee Bancorp,CBNK,20130222,15.89,16.25,15.5,16.01,4400
CBOE Holdings,CBOE,20130222,35.53,35.63,35.24,35.54,251100
China Biologic Products,CBPO,20130222,20.45,20.75,20.34,20.7,36700
Cracker Barrel Old Country Store,CBRL,20130222,66.82,67.35,66.29,67.34,211200
Columbia Laboratories,CBRX,20130222,0.6,0.62,0.6,0.6,66000
Commerce Bancshares,CBSH,20130222,38.35,38.76,38.17,38.76,279500
Cubist Pharmaceuticals,CBST,20130222,42.2,42.91,42.15,42.6,500400
Capital City Bank Group,CCBG,20130222,11.35,11.37,11.16,11.36,188000
China Ceramics Co.,CCCL,20130222,2.93,3.25,2.93,3.09,48200
Chinacache International,CCIH,20130222,3.55,3.62,3.55,3.6,15000
Coleman Cable,CCIX,20130222,10.1,10.17,10.02,10.08,12700
Cabot Microelectronics Corp.,CCMP,20130222,34.66,35.17,34.66,34.88,85900
Cnb Financial Corp.,CCNE,20130222,16.75,16.75,16.66,16.75,17500
Cogent Communications Group,CCOI,20130222,25.53,26.31,25.34,25.78,357400
Cross Country Healthcare,CCRN,20130222,5.55,5.6,5.49,5.52,226400
Concurrent Computer Corp.,CCUR,20130222,7.37,7.52,7.02,7.1,199700
Chemocentryx Inc.,CCXI,20130222,11.98,12.34,11.9,12.16,75200
Cadence Design Systems,CDNS,20130222,14.27,14.42,14.23,14.36,1574300
Clean Diesel Technologies,CDTI,20130222,2.6,2.6,2.5,2.57,76800
Codexis,CDXS,20130222,2.19,2.22,2.15,2.2,105900
Cadiz,CDZI,20130222,6.42,6.55,6.42,6.53,21900
Ceco Environmental,CECE,20130222,10.84,10.91,10.53,10.9,16000
Career Education Corp.,CECO,20130222,4.02,4.03,3.86,3.94,290000
Central European Distribution Corp.,CEDC,20130222,1.52,1.55,1.36,1.39,1340600
Chinaedu Corp.,CEDU,20130222,6.37,6.39,6.37,6.38,2600
Celgene Corp.,CELG,20130222,99.59,102.28,99.45,101.65,3418800
Celgene Corp.,CELGZ,20130222,7.08,7.13,7.06,7.09,69800
Chembio Diagnostics,CEMI,20130222,5.58,5.6,5.57,5.58,3400
Cempra Inc.,CEMP,20130222,6.39,6.64,6.39,6.61,11900
Central Garden & Pet Company,CENT,20130222,9.13,9.18,8.97,8.97,198600
Central Garden & Pet Company,CENTA,20130222,9.16,9.2,8.92,9.02,152200
Century Aluminum Company,CENX,20130222,8.82,8.91,8.04,8.22,2004800
Ceres Inc.,CERE,20130222,4.12,4.31,4.1,4.22,32700
Cerner Corp.,CERN,20130222,86.65,87.59,86.25,87.56,597000
Cerus Corp.,CERS,20130222,3.19,3.2,3.15,3.19,169200
Central European Media Enterprises,CETV,20130222,5.93,5.95,5.81,5.9,110300
Ceva,CEVA,20130222,15.07,15.3,15.02,15.27,51900
Central Federal Corp.,CFBK,20130222,1.62,1.63,1.59,1.59,23300
C&F Financial Corp.,CFFI,20130222,40.02,40.68,39.69,40.68,1600
Capitol Federal Financial,CFFN,20130222,11.85,11.89,11.79,11.87,640500
California First National Bancorp,CFNB,20130222,15.2,15.28,15.07,15.28,800
Cardinal Financial Corp.,CFNL,20130222,16.06,16.1,15.99,16.06,87700
The Carlyle Group L.P.,CG,20130222,34.48,34.58,33.58,34.18,158500
China Growth Equity Investment,CGEI,20130222,10.26,10.26,10.01,10.01,700
China Growth Equity Investment Ltd. - Units,CGEIU,20130222,10.15,10.15,10.15,10.15,3100
Compugen Ltd,CGEN,20130222,5.25,5.28,5.11,5.17,141900
Cognex Corp.,CGNX,20130222,41.15,41.86,40.91,41.71,84800
Calamos Global Total Return Fund,CGO,20130222,14.33,14.37,14.26,14.37,29800
Comstock Homebuilding Companies,CHCI,20130222,1.42,1.42,1.3,1.4,24800
City Holding Company,CHCO,20130222,38.92,38.92,38.3,38.71,70200
Churchill Downs Inc.,CHDN,20130222,66.1,66.44,65.75,66.37,26900
Chindex International,CHDX,20130222,10.97,11.12,10.85,11.12,12500
The Chefs' Warehouse Inc.,CHEF,20130222,17.31,18.5,17.31,18.09,278900
Cheviot Financial Corp,CHEV,20130222,10.76,11.07,10.65,11.07,3500
Chemical Financial Corp.,CHFC,20130222,24.92,25.2,24.77,25.14,31000
Charter Financial,CHFN,20130222,12.41,12.45,12.23,12.45,5900
Calamos Convertible Opportunities,CHI,20130222,12.22,12.24,12.15,12.18,284700
Cherokee Inc.,CHKE,20130222,14.01,14.11,13.96,14,19000
Check Point Software Technologies Ltd,CHKP,20130222,51.54,52.29,51.23,52.23,1525600
China Housing & Land Development,CHLN,20130222,1.44,1.44,1.37,1.38,11500
China Natural Resources,CHNR,20130222,4.93,4.93,4.93,4.93,100
China Gerui Advanced Materials,CHOP,20130222,2.72,3.02,2.63,3.01,146200
Charm Communications Inc.,CHRM,20130222,4.8,4.85,4.79,4.79,7600
C.H. Robinson Worldwide,CHRW,20130222,57.83,58.21,57.71,57.97,986700
Chs Inc,CHSCP,20130222,32.25,32.62,32.22,32.6,15700
Chelsea Therapeutics International,CHTP,20130222,1.71,1.73,1.56,1.69,3889800
Charter Communications,CHTR,20130222,79.31,86.32,76.25,85.02,4161200
Chuy's Holding Inc,CHUY,20130222,27.96,28.33,27.84,27.98,128100
Calamos Global Dynamic,CHW,20130222,8.67,8.71,8.63,8.67,269200
Wisdomtree China Dividend Ex-Fi,CHXF,20130222,53.3,53.43,53.3,53.34,2400
Calamos Convertible And High,CHY,20130222,12.52,12.55,12.44,12.51,217700
Chyron Corp.,CHYR,20130222,1.07,1.17,1.06,1.09,31900
Cinedigm Digital Cinema Corp,CIDM,20130222,1.46,1.51,1.42,1.45,63600
Ciena Corp.,CIEN,20130222,15.43,15.65,15.38,15.61,1579400
Cimatron Limited,CIMT,20130222,9.19,9.48,8.12,8.2,691300
Cincinnati Financial Corp.,CINF,20130222,44.86,45.03,44.7,45,503300
Cninsure Inc.,CISG,20130222,5.8,5.94,5.76,5.9,36900
Cfs Bancorp,CITZ,20130222,7.63,7.67,7.63,7.67,400
Citizens Holding Company,CIZN,20130222,18.96,18.96,18.96,18.96,400
China Jo-Jo Drugstores,CJJD,20130222,0.88,0.88,0.81,0.85,5800
Carmike Cinemas,CKEC,20130222,16.41,16.43,16.13,16.25,43200
Clicksoftware Technologies Ltd,CKSW,20130222,8.1,8.25,8.06,8.11,71300
Carolina Bank Holdings Inc.,CLBH,20130222,10.04,10.23,10,10.02,4500
Collectors Universe,CLCT,20130222,10.91,11.15,10.82,11.1,32200
Celldex Therapeutics Inc,CLDX,20130222,9.23,9.4,9.19,9.36,1493200
Clearfield,CLFD,20130222,5.6,5.62,5.42,5.5,12000
Clearsign Combustion Corporatio,CLIR,20130222,5.09,5.45,4.82,5.1,114900
Calamos Asset Management,CLMS,20130222,10.55,10.77,10.5,10.74,258300
Calumet Specialty Products,CLMT,20130222,36.69,37.28,36.69,37.05,364300
Clean Energy Fuels,CLNE,20130222,12.35,12.51,12.25,12.35,709100
Cleantech Solutions International Inc,CLNT,20130222,3.73,3.73,3.55,3.61,30800
Clearone Communications Inc.,CLRO,20130222,6.64,6.65,6.38,6.42,10000
Tegal Corp.,CLRX,20130222,4.11,4.19,3.68,4,88900
Celsion Corp.,CLSN,20130222,1.1,1.18,1.09,1.15,4824300
Town Sports International Holdings,CLUB,20130222,9.24,9.34,9,9.15,87600
Clovis Oncology Inc.,CLVS,20130222,18.68,18.84,18.46,18.76,44600
Clearwire Corp.,CLWR,20130222,3.15,3.18,3.13,3.13,1851600
Euro Tech Holdings Company,CLWT,20130222,2.8,2.8,2.62,2.74,600
Columbus Mckinnon Corp.,CMCO,20130222,19.81,20.08,19.18,20,61400
Comcast Corp.,CMCSA,20130222,39.82,40.09,39.63,39.91,14252700
Comcast Corp.,CMCSK,20130222,38.13,38.13,37.51,37.82,3230900
Cme Group Inc.,CME,20130222,57.72,58.46,57.52,58.31,1290600
China Mobile Games And Entertai,CMGE,20130222,4.84,5.5,4.78,5.12,42700
Cumulus Media Inc.,CMLS,20130222,3.3,3.35,3.26,3.31,333200
Cms Bancorp,CMSB,20130222,8.25,8.25,8.25,8.25,300
Comtech Telecommunications,CMTL,20130222,26.49,26.94,26.49,26.78,77400
Center Bancorp,CNBC,20130222,12.75,12.75,12.65,12.71,11800
Century Bancorp,CNBKA,20130222,33.21,33.21,32.85,32.99,2500
Coronado Biosciences,CNDO,20130222,7.75,7.79,7.66,7.76,69200
Chinanet Online Holdings,CNET,20130222,0.79,0.83,0.75,0.77,26600
China Information Technology,CNIT,20130222,1,1.01,0.97,1,54900
Conmed Corp.,CNMD,20130222,30.66,31.11,30.48,31,117800
Connectone Bancorp Inc.,CNOB,20130222,29.31,29.5,29.2,29.4,23800
Concur Technologies,CNQR,20130222,70.69,71.34,70.5,71.2,349600
Comverse,CNSI,20130222,28.57,28.62,28,28.17,101300
Consolidated Communications Holdings,CNSL,20130222,16.74,16.89,16.69,16.79,218200
China Techfaith Wireless,CNTF,20130222,1.21,1.22,1.17,1.21,57200
Century Casinos,CNTY,20130222,2.94,2.96,2.9,2.94,39400
Coastal Contacts Inc,COA,20130222,5.15,5.15,4.96,4.96,19000
Cobra Electronics Corp.,COBR,20130222,3.45,3.45,3.45,3.45,300
Cobiz Financial Inc.,COBZ,20130222,8.3,8.35,8.2,8.28,58300
Corinthian Colleges,COCO,20130222,2.31,2.31,2.25,2.28,740100
Cogo Group,COGO,20130222,2.23,2.29,2.16,2.17,75400
Coherent,COHR,20130222,58.16,58.38,57.58,58.29,64600
Cohu,COHU,20130222,10.42,10.59,10.37,10.59,36200
Coca-Cola Bottling Co. Consolidated,COKE,20130222,63.49,64.18,63.05,64.17,17200
Columbia Banking System,COLB,20130222,20.41,20.44,20.18,20.36,262500
Columbia Sportswear Company,COLM,20130222,56.93,57.23,56,56.2,153800
Cyrusone Inc,CONE,20130222,21.87,22.27,21.8,21.93,155700
Conn's,CONN,20130222,30.69,30.71,30.02,30.41,257300
Majesco Entertainment Company,COOL,20130222,0.62,0.63,0.6,0.6,307800
Core-Mark Holding Company,CORE,20130222,49.23,49.24,48.65,48.98,43200
Corcept Therapeutics Inc.,CORT,20130222,1.8,1.83,1.79,1.81,318300
Cosi,COSI,20130222,0.88,0.9,0.86,0.88,53200
Costco Wholesale Corp.,COST,20130222,101.07,101.3,100.23,101.16,1576100
Cowen Group,COWN,20130222,2.69,2.71,2.65,2.71,210400
Counterpath Corporation,CPAH,20130222,2.1,2.1,2.04,2.07,2400
Community Partners Bancorp,CPBC,20130222,6.25,6.37,6.25,6.37,4100
Cepheid,CPHD,20130222,35.9,36.5,35.9,36.2,509300
Cumberland Pharmaceuticals Inc.,CPIX,20130222,4.22,4.3,4.17,4.25,107000
Capella Education Company,CPLA,20130222,32.47,32.66,32.1,32.39,139000
Capital Product Partners L.P.,CPLP,20130222,7.74,7.88,7.69,7.8,166100
Copano Energy L.L.C.,CPNO,20130222,38.4,38.69,38.12,38.28,454300
Copart,CPRT,20130222,34.72,34.76,34.22,34.42,726400
Catalyst Pharmaceutical Partners,CPRX,20130222,0.48,0.49,0.46,0.47,333900
Computer Programs And Systems,CPSI,20130222,51.46,51.7,50.99,51.57,68400
China Precision Steel,CPSL,20130222,1.54,1.59,1.5,1.5,31000
Consumer Portfolio Services,CPSS,20130222,8.38,8.62,8.11,8.36,263100
Capstone Turbine Corp.,CPST,20130222,0.96,0.99,0.95,0.97,1310100
Conceptus,CPTS,20130222,21.86,21.9,21.55,21.8,89300
Compuware Corp.,CPWR,20130222,11.88,11.9,11.75,11.84,654200
Cra Internationalinc.,CRAI,20130222,22.01,22.57,21.94,22.49,93300
Cray Inc,CRAY,20130222,18.94,19.1,18.66,18.84,640000
Citizens Republic Bancorp,CRBC,20130222,20.3,20.37,20.21,20.36,199200
Cardica,CRDC,20130222,1.27,1.28,1.21,1.24,4500
Crossroads Systems#,CRDS,20130222,1.75,1.76,1.52,1.64,37400
Cree,CREE,20130222,44.59,44.95,44.28,44.75,1275200
China Recycling Energy Corp.,CREG,20130222,1.1,1.1,1.09,1.1,4800
Cresud S.A.C.I.F. Y A.,CRESY,20130222,8.4,8.76,8.4,8.62,76800
Crescent Financial Corp.,CRFN,20130222,4.46,4.55,4.46,4.5,1300
Curis,CRIS,20130222,2.78,2.88,2.77,2.87,317400
57Th Str Gen Acquisi,CRMB,20130222,2.85,2.89,2.84,2.87,2900
Cardiome Pharma Corp.,CRME,20130222,0.42,0.42,0.39,0.4,293900
America's Car-Mart,CRMT,20130222,47.43,47.7,46.01,46.83,50400
Ceragon Networks Ltd,CRNT,20130222,4.7,4.74,4.59,4.64,85800
Crocs,CROX,20130222,15,15.73,15,15.43,3878600
Carrollton Bancorp,CRRB,20130222,5.55,5.55,5.55,5.55,200
Courier Corp.,CRRC,20130222,13.05,13.08,12.61,12.74,38300
Cornerstone Therapeutics Inc.,CRTX,20130222,6.51,6.8,6.51,6.73,86300
Cirrus Logic,CRUS,20130222,25.12,25.78,25.01,25.39,2740000
Corvel,CRVL,20130222,47.85,48.06,47.5,47.8,12200
Crown Media Holdings,CRWN,20130222,2.04,2.05,2,2.05,87900
Crown Crafts,CRWS,20130222,5.69,5.87,5.66,5.8,21900
Carrizo Oil & Gas,CRZO,20130222,20.65,21.42,20.37,21.41,793200
Clifton Savings Bancorp,CSBK,20130222,11.54,11.54,11.34,11.53,6100
Cascade Microtech,CSCD,20130222,7.18,7.2,7.15,7.15,21600
Cisco Systems,CSCO,20130222,20.83,20.93,20.72,20.9,20484600
Centerstate Banks,CSFL,20130222,8.57,8.84,8.54,8.83,31300
Costar Group,CSGP,20130222,96.58,96.75,95.11,96.4,71900
Csg Systems International,CSGS,20130222,20.25,20.3,19.87,20.11,172700
Cardiovascular Systems,CSII,20130222,15.59,16.17,15.44,16.12,121100
Canadian Solar Inc.,CSIQ,20130222,4.42,4.59,4.35,4.52,638500
Cornerstone Ondemand Inc.,CSOD,20130222,32.19,33.15,32.08,33.06,452400
Csp Inc.,CSPI,20130222,6.71,6.72,6.6,6.65,4300
Calamos Strategic Total Return Fund,CSQ,20130222,10.28,10.34,10.26,10.33,278900
Csr Plc,CSRE,20130222,25.99,26.38,25.69,26.19,61300
Caesarstone Sdot-Yam Ltd.,CSTE,20130222,23.29,23.29,21.47,22.34,63200
Coinstar,CSTR,20130222,54.48,54.73,53.31,53.82,854900
China Sunergy Co.,CSUN,20130222,1.63,1.66,1.56,1.64,38400
Capital Southwest Corp.,CSWC,20130222,113,114.55,112.75,114.55,4900
Cintas Corp.,CTAS,20130222,44.03,44.24,43.9,44.23,316000
Community Trust Bancorp,CTBI,20130222,34.07,34.26,33.83,34.19,46000
Commtouch Software Ltd,CTCH,20130222,3.52,3.52,3.38,3.42,46700
Ctc Media,CTCM,20130222,9.89,9.97,9.76,9.92,337200
Constant Contact,CTCT,20130222,14.7,14.87,14.47,14.55,196000
Computer Task Group Inc.,CTGX,20130222,20.35,20.87,20.35,20.62,69500
Charles & Colvard Ltd,CTHR,20130222,3.84,3.93,3.81,3.85,52300
Cell Therapeutics,CTIC,20130222,1.35,1.36,1.33,1.34,658100
Citi Trends,CTRN,20130222,10.43,10.43,10.02,10.18,49700
Ctrip.Com International,CTRP,20130222,19.33,20.27,19.17,19.23,3298300
Catamaran Corp,CTRX,20130222,54.32,54.85,53.96,54.65,1185300
Cognizant Technology Solutions,CTSH,20130222,75.48,76.44,75.4,76.38,1522500
Connecticut Water Service,CTWS,20130222,29.84,30.08,29.74,30,31900
Citrix Systems,CTXS,20130222,71.94,72.97,71.49,72.91,1168200
ISE Global Copper Index First Trust,CU,20130222,28.11,28.2,27.95,28.15,8900
The Herzfeld Caribbean Basin Fund,CUBA,20130222,8.61,8.83,8.61,8.83,11300
Cui Global Inc,CUI,20130222,5.71,5.71,5.4,5.51,21500
California United Bk,CUNB,20130222,12.35,12.35,12.25,12.25,5600
Cutera,CUTR,20130222,12.85,13.13,12.44,12.99,252800
Cvb Financial Corp.,CVBF,20130222,10.93,10.97,10.84,10.97,157900
Cavco Industries,CVCO,20130222,46.22,46.62,45.6,45.64,18800
Central Valley Community Bancorp,CVCY,20130222,8.71,8.73,8.49,8.49,3200
Commercial Vehicle Group,CVGI,20130222,7.91,8.02,7.81,8.02,124200
Calavo Growers,CVGW,20130222,27.7,27.75,27.3,27.56,38200
Commvault Systems,CVLT,20130222,74.06,75.7,73.89,75.48,447500
Codorus Valley Bancorp Inc,CVLY,20130222,16.67,16.8,16.54,16.54,2800
Covenant Transportation Group,CVTI,20130222,5.54,5.65,5.53,5.65,4700
Cvd Equipment Corp.,CVV,20130222,10.83,11.2,10.83,11.14,25300
Community West Bancshares,CWBC,20130222,4.78,4.85,4.7,4.85,12900
Consolidated Water Co. Ltd,CWCO,20130222,9.13,9.23,9.07,9.23,25300
Clayton Williams Energy,CWEI,20130222,37.95,40,37.6,39.2,56300
Casella Waste Systems,CWST,20130222,4.53,4.64,4.46,4.64,118900
Coldwater Creek,CWTR,20130222,3.6,3.64,3.5,3.56,165800
China Xd Plastics Company,CXDC,20130222,4.13,4.19,4.13,4.16,28600
Crimson Exploration Inc.,CXPO,20130222,3.2,3.26,3.18,3.26,55000
Cypress Semiconductor Corp.,CY,20130222,10.05,10.24,10.01,10.12,3474100
Cyanotech Corp.,CYAN,20130222,4.52,4.53,4.48,4.5,8800
Cyberoptics Corp.,CYBE,20130222,6.5,6.95,6.05,6.5,3100
Cyberonics,CYBX,20130222,47.85,48,43.53,46.65,1549100
Cyclacel Pharmaceuticals,CYCC,20130222,5.95,5.95,5.61,5.8,137400
Cymer,CYMI,20130222,97.78,99.57,97.78,99.42,158800
Cynosure,CYNO,20130222,26.89,27.64,26.54,27.4,79400
Changyou.Com Limited,CYOU,20130222,29.1,30.54,28.62,30.49,243700
Cytokinetics Inc.,CYTK,20130222,1.02,1.02,0.98,1,334500
Cytrx Corp.,CYTR,20130222,2,2.1,2,2.01,192600
Cytori Therapeutics Inc,CYTX,20130222,2.41,2.45,2.31,2.4,383000
Cytori Therapeutics Inc,CYTXW,20130222,1.35,1.35,1.35,1.35,300
Citizens First Corp.,CZFC,20130222,9.4,9.56,9.4,9.46,2000
Citizens & Northern Corp,CZNC,20130222,19.7,19.75,19.65,19.7,22200
Caesars Entertainment Corporati,CZR,20130222,11.6,11.98,11.04,11.59,1286300
Citizens Community Bancorp,CZWI,20130222,6.61,6.84,6.6,6.84,8300
Unify Corp.,DAEG,20130222,1.38,1.38,1.36,1.36,400
Data I/O Corp.,DAIO,20130222,1.6,1.63,1.6,1.61,7700
Daktronics,DAKT,20130222,10.39,10.48,10.01,10.09,431900
Dara Biosciences,DARA,20130222,1.04,1.06,1.01,1.02,575400
Jiayuan.Com International Ltd.,DATE,20130222,5.43,5.54,5.37,5.47,2400
Famous Dave's Of America,DAVE,20130222,9.58,9.59,9.52,9.52,2700
Double Eagle Petroleum Company,DBLE,20130222,4.76,4.76,4.68,4.7,25700
Double Eagle Petroleum Company,DBLEP,20130222,25.87,26.14,25.8,25.81,3100
Digital Cinema Destinations Cor,DCIN,20130222,6,6,5.9,5.97,5000
Diana Containerships Inc.,DCIX,20130222,6.53,6.66,6.52,6.61,526800
Dime Community Bancshares,DCOM,20130222,14.21,14.33,14.17,14.33,80500
Delcath Systems,DCTH,20130222,1.52,1.53,1.46,1.47,1112700
Deckers Outdoor Corp.,DECK,20130222,41.62,42.18,40.15,40.56,1015600
Dell Inc.,DELL,20130222,13.84,14.1,13.8,13.92,20966700
Denny's Corp.,DENN,20130222,5.51,5.57,5.44,5.52,1304200
Depomed,DEPO,20130222,6.79,6.79,6.61,6.63,538800
Destination Maternity Corp.,DEST,20130222,22.61,22.75,22.05,22.51,57500
Deerfield Capital,DFR,20130222,8.43,8.47,8.4,8.46,5100
Del Frisco's Restaurant Group Llc.,DFRG,20130222,18.37,18.37,17.66,17.88,9900
R.G. Barry Corp.,DFZ,20130222,12.33,12.45,12.2,12.45,46600
Delta Natural Gas Company,DGAS,20130222,19.4,19.5,19.07,19.5,11900
Donegal Group,DGICA,20130222,14.44,14.66,14.44,14.63,7500
Digi International Inc.,DGII,20130222,10.05,10.13,10,10.08,45500
Dg Fastchannel,DGIT,20130222,7.08,7.29,7.07,7.2,1084000
Digital Ally,DGLY,20130222,4.6,4.6,4.08,4.08,2000
Diamond Hill Financial Trends Fund,DHFT,20130222,12.82,12.95,12.78,12.88,157600
Diamond Hill Investment Group,DHIL,20130222,78.71,78.75,78.35,78.45,2100
Dehaier Medical Systems,DHRM,20130222,1.9,1.9,1.88,1.88,500
Diodes Inc.,DIOD,20130222,20.42,20.76,20.17,20.49,167800
Discovery Communications Inc,DISCA,20130222,69.88,70.52,68.82,70.47,1233700
Discovery Communications Inc,DISCK,20130222,61.78,63.05,61.48,63,203200
Dish Network Corp.,DISH,20130222,35.05,35.24,34.91,35.09,2804900
Daily Journal Corp. [S.C.],DJCO,20130222,100.5,100.5,100.25,100.5,600
Dialogic,DLGC,20130222,2.2,2.3,2.18,2.3,10100
Dlh Holdings Corp,DLHC,20130222,1.15,1.15,1.12,1.12,700
Delia*S Inc.,DLIA,20130222,1,1.03,1,1.02,73400
Dollar Financial,DLLR,20130222,19.29,19.29,18.7,18.91,305100
Dollar Tree,DLTR,20130222,41.69,41.93,41.18,41.89,3258800
Dorchester Minerals L.P.,DMLP,20130222,23.32,23.62,23.32,23.52,24700
Diamond Foods,DMND,20130222,15.55,15.78,15.26,15.46,260300
Digimarc Corp.,DMRC,20130222,25.3,25.67,23.04,23.56,44100
Dnb Financial Corp,DNBF,20130222,16.71,16.75,16.71,16.75,1300
Dendreon Corp.,DNDN,20130222,5.82,5.9,5.61,5.67,4290500
Dunkin' Brands Group Inc.,DNKN,20130222,36.9,37.3,36.31,37.11,764200
Dorman Products,DORM,20130222,33.57,34.66,33.14,34.58,299700
Dover Saddlery,DOVR,20130222,3.67,3.93,3.62,3.93,8400
Digirad Corp.,DRAD,20130222,2.05,2.06,2.02,2.06,12300
Dataram Corp.,DRAM,20130222,0.38,0.38,0.29,0.37,32800
Dynamics Research Corp.,DRCO,20130222,6.9,6.9,6.56,6.71,18300
Digital River,DRIV,20130222,14.59,14.84,14.52,14.65,344600
Durect Corp.,DRRX,20130222,1.14,1.15,1.09,1.14,109400
Durata Therapeutics Inc.,DRTX,20130222,7.3,7.61,7.3,7.54,12000
Dragonwave Inc,DRWI,20130222,2.24,2.26,2.14,2.16,93800
Dryships Inc.,DRYS,20130222,2.06,2.07,1.96,1.97,3994900
Derma Sciences,DSCI,20130222,12.32,12.35,11.97,12.3,11000
Discovery Laboratories,DSCO,20130222,2.75,2.81,2.59,2.65,335400
The Descartes Systems Group Inc.,DSGX,20130222,9.18,9.21,9.13,9.14,2600
Ds Healthcare Group Inc.,DSKX,20130222,2.3,2.85,2.29,2.85,6500
Dsp Group,DSPG,20130222,7.63,7.63,7.4,7.52,31600
Daystar Technologies,DSTI,20130222,1.25,1.32,1.25,1.32,23000
Deswell Industries,DSWL,20130222,2.52,2.55,2.49,2.54,9300
Datalink Corp.,DTLK,20130222,10.07,10.2,9.98,10.13,51100
Dts,DTSI,20130222,19.72,19.99,19.67,19.98,59400
Directv,DTV,20130222,47.88,49.4,47.78,49.09,8028500
Dynavax Technologies Corp.,DVAX,20130222,2.99,3.12,2.91,2.97,6598500
Dynavox Inc.,DVOX,20130222,0.37,0.41,0.36,0.36,126000
Dreamworks Animation Skg,DWA,20130222,17.11,17.24,16.97,17.07,465000
Datawatch Corp.,DWCH,20130222,11.5,12.46,11.5,12.02,31300
Dawson Geophysical Company,DWSN,20130222,31.6,31.88,31.09,31.14,26500
Dexcom,DXCM,20130222,14.75,15.74,14.63,15.73,940500
Casual Male Retail Group,DXLG,20130222,4.8,4.8,4.55,4.71,122400
Dxp Enterprises,DXPE,20130222,57.91,58.87,57.56,58.4,76500
The Dixie Group,DXYN,20130222,4.33,4.49,4.33,4.42,3500
Dyax,DYAX,20130222,3.34,3.36,3.29,3.35,268100
Dynatronics Corp.,DYNT,20130222,2.69,2.73,2.63,2.63,8300
Dynasil Corporation Of America,DYSL,20130222,0.99,0.99,0.94,0.96,4500
Electronic Arts Inc.,EA,20130222,17.67,17.87,17.67,17.81,3526100
Erickson Air-Crane Incorporated,EAC,20130222,11.75,12,11.65,11.79,32700
Ebay Inc.,EBAY,20130222,54.96,55.13,54.57,55.02,5087200
Ebix Inc,EBIX,20130222,14.52,14.6,12.08,13.84,4002400
Eagle Bancorp Montana,EBMT,20130222,10.42,10.43,10.36,10.39,5300
Meridian Interstate Bancorp,EBSB,20130222,17.99,18.35,17.99,18.35,3800
Enterprise Bancorp Inc,EBTC,20130222,16.49,16.95,16.18,16.95,17300
Echo Global Logistics,ECHO,20130222,18.62,18.97,18.5,18.83,119500
US Ecology,ECOL,20130222,24.87,25.54,24.74,25.39,94700
Encore Capital Group Inc,ECPG,20130222,32.36,32.61,31.5,31.81,182100
Echo Therapeutics,ECTE,20130222,0.69,0.72,0.68,0.72,205400
Ecotality,ECTY,20130222,0.66,0.79,0.66,0.78,292600
Endocyte,ECYT,20130222,9.77,9.85,9.31,9.78,142100
Edac Technologies Corp.,EDAC,20130222,14.49,14.5,14.25,14.49,12200
Edap Tms S.A.,EDAP,20130222,3.05,3.89,3.05,3.42,1917300
Education Management Corp.,EDMC,20130222,3.89,3.94,3.86,3.94,27900
Exceed Company Ltd,EDS,20130222,1.42,1.42,1.38,1.41,11000
Educational Development Corp.,EDUC,20130222,3.9,3.9,3.88,3.88,1400
Euronet Worldwide,EEFT,20130222,23.86,24.06,23.37,23.79,306600
Ecology And Environment,EEI,20130222,13,13.03,12.75,12.75,2100
Emrg Mkts Asia MSCI Ishares,EEMA,20130222,57.11,57.11,56.77,57.06,14900
Emrg Mkts EMEA MSCI Ishares,EEME,20130222,55.05,55.05,54.75,54.75,400
Emrg Mkts Latin Amer MSCI Ishares,EEML,20130222,51.75,51.77,51.51,51.66,1600
Electronics For Imaging,EFII,20130222,23.17,23.47,23.05,23.38,210100
Enterprise Financial Services Corp.,EFSC,20130222,13.89,14.05,13.83,14.05,14400
Efuture Information Technology Inc.,EFUT,20130222,3.55,3.72,3.55,3.63,3600
Egain Comm Cp,EGAN,20130222,7.27,7.4,7.24,7.33,11300
Eagle Bancorp,EGBN,20130222,22.15,22.15,21.54,22.06,51200
8X8 Inc,EGHT,20130222,6.37,6.48,6.3,6.37,877200
Eagle Bulk Shipping Inc.,EGLE,20130222,1.87,1.94,1.78,1.87,219900
