<name>,<ticker>,<date>,<open>,<high>,<low>,<close>,<vol>
American River Bankshares,AMRB,20130215,7.22,7.29,7.13,7.15,4500
Albany Molecular Research,AMRI,20130215,7.89,7.95,7.35,7.79,437600
Amarin Corporation Plc,AMRN,20130215,8.67,8.9,8.61,8.73,6407000
Amyris,AMRS,20130215,3.66,3.66,3.45,3.51,264100
American Superconductor Corp.,AMSC,20130215,3.25,3.25,3.15,3.17,428100
Amerisafe,AMSF,20130215,29.55,29.55,28.96,29.22,33500
Amsurg,AMSG,20130215,31.93,32.26,31.75,32.13,144000
American Software,AMSWA,20130215,8.68,8.73,8.59,8.63,37700
American Woodmark Corp.,AMWD,20130215,32.69,32.69,31.55,31.75,188600
Amazon.Com,AMZN,20130215,267.66,268.92,263.11,265.09,3981200
Anacor Pharmaceuticals,ANAC,20130215,3.4,3.42,3.18,3.19,658300
Anadigics,ANAD,20130215,2.58,2.65,2.55,2.62,1252400
American National Insurance,ANAT,20130215,81.27,81.3,79.83,79.83,12900
Anchor Bancorp,ANCB,20130215,14.5,14.5,14.5,14.5,0
American Caresource Holdings,ANCI,20130215,1.91,1.92,1.9,1.91,5800
Access National Corp.,ANCX,20130215,15.84,15.97,15.75,15.78,31100
Andina Acquisition Corporation,ANDAU,20130215,10.01,10.01,10.01,10.01,0
Andina Acquisition Corporation,ANDAW,20130215,0.23,0.23,0.23,0.23,0
The Andersons,ANDE,20130215,48.13,48.2,47.55,47.6,78400
Anaren,ANEN,20130215,19.73,20.04,19.68,19.96,23100
Angie's List Inc.,ANGI,20130215,16.8,17.23,16.6,16.67,1238100
Angiodynamics,ANGO,20130215,12.25,12.25,11.92,12.2,81000
Anika Therapeutics Inc.,ANIK,20130215,10.91,10.97,10.8,10.93,61000
Analysts International Corp.,ANLY,20130215,3.69,3.69,3.56,3.56,200
Annapolis Bancorp Inc.,ANNB,20130215,13.49,13.49,13.49,13.49,0
Ansys,ANSS,20130215,75.24,76.05,75.24,75.62,177500
Anthera Pharmaceuticals,ANTH,20130215,0.65,0.67,0.64,0.67,1016300
Phazar Corp,ANTP,20130215,1.5,1.56,1.1,1.18,30700
Alpha And Omega Semiconductor,AOSL,20130215,8.55,8.55,8.3,8.38,29100
Apco Oil And Gas International,APAGF,20130215,15.21,15.21,14.31,14.72,37000
American Public Education,APEI,20130215,40.61,40.72,40.12,40.2,74700
American Pacific Corp.,APFC,20130215,19.76,19.99,19.49,19.99,48000
Acme Packet,APKT,20130215,29.29,29.35,29.27,29.31,1899800
Apogee Enterprises,APOG,20130215,25.12,25.18,24.88,25.05,119600
Apollo Group,APOL,20130215,18.68,19.17,18.59,19.01,2236600
Aspenbio Pharma,APPY,20130215,2.18,2.28,2.15,2.25,80200
Apricus Biosciences Inc,APRI,20130215,2.93,2.94,2.8,2.83,192700
Alto Palermo S.A.,APSA,20130215,16.94,18.25,16.94,17.73,1600
Asia Pac Wire &Cable,APWC,20130215,4.2,4.2,4.05,4.15,10000
Aquasition Corp.,AQUUU,20130215,10.02,10.02,10.02,10.02,5000
Accuray Incorporated,ARAY,20130215,4.59,4.7,4.51,4.59,2138900
Ares Capital Corp.,ARCC,20130215,18.44,18.49,18.31,18.31,1865100
Appliance Recycling Centers,ARCI,20130215,1.32,1.37,1.28,1.35,19200
American Realty Capital Propert,ARCP,20130215,13.94,13.99,13.78,13.98,88000
Arc Wireless Solutions,ARCW,20130215,5.82,5.82,5.82,5.82,0
Arden Group,ARDNA,20130215,92.5,92.5,91.27,92.25,2300
Approach Resources Inc.,AREX,20130215,24.59,25.3,24.25,24.47,750800
Ariad Pharmaceuticals,ARIA,20130215,20.07,20.41,19.84,20,1776200
American Railcar Industries,ARII,20130215,42.39,42.48,40.64,40.95,220100
Ark Restaurants,ARKR,20130215,20.88,21.3,20.88,21.25,38200
Alliance Resource Partners L.P.,ARLP,20130215,63.03,63.08,62,62.57,58600
Arm Holdings Plc,ARMH,20130215,43.87,44.09,43.53,43.78,1301200
Arena Pharmaceuticals,ARNA,20130215,8.4,8.5,8.25,8.37,4146500
Arrow Financial Corp.,AROW,20130215,24.5,24.75,24.36,24.7,64000
Arqule,ARQL,20130215,2.54,2.57,2.48,2.48,266400
Arris Group Inc,ARRS,20130215,17.25,17.26,17.08,17.11,1860400
Array Biopharma Inc.,ARRY,20130215,3.93,3.93,3.81,3.87,970100
Arthrocare Corp.,ARTC,20130215,36.2,36.52,35.71,36.32,110200
Artesian Resources Corp.,ARTNA,20130215,22.3,22.58,22.06,22.44,26300
Art'S-Way Manufacturing Co.,ARTW,20130215,6.84,7.11,6.84,7.09,1200
Arotech Corp.,ARTX,20130215,1.18,1.18,1.15,1.16,17000
Aruba Networks,ARUN,20130215,22.68,23,22.15,22.27,1989000
Arrowhead Research Corp.,ARWR,20130215,1.77,1.86,1.75,1.81,64400
Asb Bancorp Inc.,ASBB,20130215,16.26,16.6,16.26,16.6,300
Associated Banc-Corp,ASBC,20130215,14.69,14.7,14.59,14.62,956200
Associated Banc-Corp,ASBCW,20130215,1.4,1.4,1.4,1.4,900
Ameriana Bancorp,ASBI,20130215,8.55,8.61,8.55,8.55,4300
Ameristar Casinos,ASCA,20130215,26.42,26.42,26.35,26.38,262000
Ascent Media Corp.,ASCMA,20130215,69.11,69.6,67.26,67.42,45100
American Science And Engineering,ASEI,20130215,64.34,64.52,63.12,63.58,63300
Asta Funding,ASFI,20130215,9.61,9.7,9.55,9.69,17800
Asiainfo-Linkage,ASIA,20130215,11.19,11.2,11.01,11.04,67500
Asm International N.V.,ASMI,20130215,40.73,40.75,40.61,40.62,4100
Asml Holding N.V.,ASML,20130215,73.86,73.9,72.51,72.64,1553900
Ascena Retail Group,ASNA,20130215,17.06,17.55,16.96,17.24,2387000
Altisource Portfolio Solutions S.A.,ASPS,20130215,87.13,89.61,85.75,87.73,134500
Ameriserv Financial Inc.,ASRV,20130215,3.06,3.09,3,3.04,5800
Ameriserv Financial Inc.,ASRVP,20130215,25.7,25.7,25.7,25.7,0
Astrotech Corp.,ASTC,20130215,0.93,0.93,0.87,0.87,6600
Astec Industries,ASTE,20130215,36.16,36.29,35.48,36.02,51200
Ascent Solar Technologies,ASTI,20130215,0.72,0.74,0.7,0.71,302000
Aastrom Biosciences,ASTM,20130215,1.26,1.27,1.23,1.25,275900
Astex Pharmaceuticals Inc,ASTX,20130215,3.28,3.3,3.23,3.29,409000
Asure Software Inc,ASUR,20130215,6.92,6.92,6.29,6.3,29000
Amtech Systems,ASYS,20130215,4.5,4.8,4.49,4.75,69300
Ata Inc.,ATAI,20130215,4.28,4.35,4.25,4.26,2600
America First Tax Exempt L.P.,ATAX,20130215,7.17,7.3,7.1,7.14,48000
Astea International,ATEA,20130215,2.75,2.75,2.75,2.75,0
Alphatec Holdings,ATEC,20130215,1.64,1.67,1.58,1.63,97100
Athenahealth,ATHN,20130215,90,90.46,88.94,89.88,356200
Athersys,ATHX,20130215,1.7,1.73,1.68,1.7,349400
Atlanticus Holdings Corp.,ATLC,20130215,3.21,3.21,3.21,3.21,0
Ames National Corp.,ATLO,20130215,22,22,21.43,21.6,9600
Atmi Inc.,ATMI,20130215,21.9,21.9,21.46,21.83,179400
Atmel Corp.,ATML,20130215,7.35,7.46,6.99,7.18,11480100
Atlantic Tele-Network,ATNI,20130215,44.01,44.21,43.48,43.64,29200
Api Technologies,ATNY,20130215,2.76,2.77,2.71,2.73,38100
Atossa Genetics Inc.,ATOS,20130215,7.22,7.46,6.57,7.14,15000
Atricure,ATRC,20130215,8.6,8.66,8.28,8.31,50900
Atrion Corp.,ATRI,20130215,209.94,210.99,209.84,209.84,1600
Aetrium Inc.,ATRM,20130215,0.69,0.69,0.62,0.64,7400
Astronics Corp.,ATRO,20130215,27.29,27.75,27.19,27.46,35000
Antares Pharma,ATRS,20130215,3.65,3.67,3.45,3.5,1782600
Air Transport Services Group Inc,ATSG,20130215,4.95,4.95,4.81,4.85,174100
Attunity Ltd,ATTU,20130215,7.21,7.25,7.2,7.24,5000
Activision Blizzard Inc,ATVI,20130215,14,14.52,14,14.37,13936800
Cross [A.T.] Company,ATX,20130215,12.55,12.55,12.2,12.41,36300
Auburn National Bancorporation,AUBN,20130215,21.4,21.4,21.4,21.4,100
Audiocodes Ltd,AUDC,20130215,4.46,4.46,4.27,4.3,136600
Auxilium Pharmaceuticals,AUXL,20130215,17.57,17.57,17.07,17.16,525600
Aerovironment,AVAV,20130215,22.43,22.51,22.25,22.43,104700
Advocat,AVCA,20130215,5.25,5.48,5.25,5.42,3200
Aveo Pharmaceuticals,AVEO,20130215,7.38,7.47,6.78,6.88,740700
Avago Technologies,AVGO,20130215,35.56,35.78,34.98,35.14,2531600
Av Homes Inc,AVHI,20130215,14.81,14.95,14.73,14.73,25500
Avid Technology,AVID,20130215,7.99,7.99,7.87,7.89,89400
Avanir Pharmaceuticals Inc,AVNR,20130215,2.85,2.87,2.75,2.8,1054900
Aviat Networks,AVNW,20130215,3.77,3.84,3.73,3.75,275700
Homeaway Inc.,AWAY,20130215,25.24,25.56,24.52,24.77,1472400
Aware,AWRE,20130215,4.83,5.06,4.83,4.97,44400
Abraxas Petroleum Corp.,AXAS,20130215,2.18,2.19,2.1,2.15,438000
Accelerate Diagnostics Inc.,AXDX,20130215,4.68,4.95,4.68,4.9,14600
ACWI Ex-US Financials MSCI Ishares,AXFN,20130215,25.44,25.44,24.92,24.92,1900
AC Asia Ex Japan Smallcap MSCI Ishares,AXJS,20130215,58.82,58.82,58.82,58.82,100
Axt Inc,AXTI,20130215,3.06,3.1,3,3.03,107000
Aspen Technology,AZPN,20130215,30,30.15,29.8,30.01,908500
Natus Medical Inc.,BABY,20130215,12.36,12.39,12.02,12.04,107000
Einstein Noah Restaurant Group,BAGL,20130215,13.05,13.33,13.03,13.12,71100
Books-A-Million,BAMM,20130215,2.43,2.47,2.35,2.4,24600
First Pactrust Bancorp,BANC,20130215,11.7,11.7,11.53,11.55,26000
First Pactrust Bancorp Inc.,BANCL,20130215,25.5,25.67,25.44,25.59,10000
Bancfirst Corp.,BANF,20130215,41.16,41.29,40.96,41.1,13100
Bancfirst Corp.,BANFP,20130215,28.07,28.07,28.07,28.07,0
Banner Corp.,BANR,20130215,30.77,31.04,30.56,30.59,515300
Bioanalytical Systems,BASI,20130215,1.77,1.8,1.75,1.8,12200
Bed Bath & Beyond Inc.,BBBY,20130215,58.85,58.85,57.39,57.69,2910600
Bbcn Bancorp Inc,BBCN,20130215,12.67,12.82,12.58,12.71,211400
Breitburn Energy Partners L.P.,BBEP,20130215,19.9,19.9,19.4,19.52,854000
Beasley Broadcast Group,BBGI,20130215,5.1,5.1,5.04,5.05,4300
Bridge Capital Holdings,BBNK,20130215,15.24,15.38,15.1,15.33,119900
Black Box Corp.,BBOX,20130215,25.57,26.12,25.48,25.93,53700
Bravo Brio Restaurant Group,BBRG,20130215,15.62,15.84,15.55,15.65,463300
Blackberry,BBRY,20130215,15.3,15.49,13.96,14.15,92805400
Barrett Business Services,BBSI,20130215,43.7,44.04,43.01,43.93,93000
Bcb Bancorp Inc. [Nj],BCBP,20130215,9.68,9.68,9.68,9.68,0
Bcd Semiconductor Manufacturing Ltd,BCDS,20130215,7.93,7.95,7.93,7.95,34900
B Communications Ltd,BCOM,20130215,4.82,4.85,4.8,4.85,1000
Berjaya Philippines Inc,BCOR,20130215,15.79,16.65,15.78,16.56,711000
Brightcove Inc.,BCOV,20130215,6.75,6.79,6.54,6.62,412700
Balchem Corp.,BCPC,20130215,38.86,39.15,38.63,38.84,65500
Biocryst Pharmaceuticals,BCRX,20130215,1.44,1.44,1.37,1.38,217200
Bcsb Bancorp,BCSB,20130215,15.47,15.5,15.45,15.5,4200
Boulder Brands Inc,BDBD,20130215,13.62,13.8,13.53,13.67,443300
Black Diamond,BDE,20130215,8,8.25,7.55,8.04,714900
Bridge Bancorp,BDGE,20130215,22,22,21.62,21.62,12700
Birner Dental Management Services,BDMS,20130215,18,18,18,18,0
Biodelivery Sciences International,BDSI,20130215,4.21,4.47,4.21,4.35,156500
Cardionet,BEAT,20130215,2.54,2.73,2.51,2.59,8700
Be Aerospace,BEAV,20130215,53.44,53.65,53.15,53.31,386500
Bebe Stores,BEBE,20130215,3.83,3.85,3.78,3.81,737300
Beacon Roofing Supply,BECN,20130215,38.31,38.57,38.14,38.46,370100
Bel Fuse Inc.,BELFA,20130215,16.05,16.16,15.73,15.77,2300
Bel Fuse Inc.,BELFB,20130215,18.47,18.47,17.72,18.13,40400
Berkshire Bancorp,BERK,20130215,8.45,8.45,8.43,8.43,3800
Bankfinancial Corp.,BFIN,20130215,7.76,8.16,7.76,8.11,58800
Bluefly,BFLY,20130215,0.79,0.79,0.72,0.77,9400
Bgc Partners,BGCP,20130215,4.35,4.81,4.25,4.69,5453200
Big 5 Sporting Goods Corp.,BGFV,20130215,14.42,14.45,13.85,14.03,107300
Bg Medicine,BGMD,20130215,2.14,2.14,2.06,2.07,142100
Bgs Acquisition Corp.,BGSCW,20130215,0.19,0.19,0.19,0.19,0
Ultra Nasdaq Biotechnology Proshares,BIB,20130215,65.16,65.16,64.56,65.12,9600
BICK Index First Trust,BICK,20130215,25.46,25.47,25.31,25.37,8000
Baidu,BIDU,20130215,95.39,95.43,94.01,94.32,3685700
Biogen Idec Inc,BIIB,20130215,165.34,169.07,164.4,168.74,1933900
Bioclinica Inc,BIOC,20130215,7.23,7.24,7.23,7.23,52300
Biodel Inc.,BIOD,20130215,2.66,2.72,2.66,2.66,29900
Biofuel Energy,BIOF,20130215,5.68,6.84,5.68,6.73,1773200
Biolase Technology,BIOL,20130215,3.45,3.63,3.41,3.58,315000
Bioscrip,BIOS,20130215,11.83,11.83,11.37,11.7,464700
Actuate Corp.,BIRT,20130215,6.28,6.3,6.2,6.25,307100
Ultrashort Nasdaq Biotech Proshares,BIS,20130215,58.74,58.74,58.67,58.67,1000
Bj's Restaurants,BJRI,20130215,33.87,34.04,33.12,33.16,579300
Blackrock Kelso Capital Corp.,BKCC,20130215,10.68,10.73,10.52,10.63,543400
Blueknight Energy,BKEP,20130215,8.02,8.05,7.88,8.04,5200
Blueknight Energy Partners L.P.,BKEPP,20130215,8.79,8.79,8.79,8.79,0
Bank Mutual Corp.,BKMU,20130215,5.74,5.76,5.67,5.75,229600
Oak Ridge Financial Services,BKOR,20130215,4.45,4.45,4.45,4.45,100
Bank Of South Carolina,BKSC,20130215,11.81,12.18,11.81,11.95,4100
The Bank Of Kentucky Financial,BKYF,20130215,26.2,26.96,26.2,26.75,10800
Ballard Power Systems,BLDP,20130215,0.67,0.69,0.66,0.68,66900
Builders Firstsource,BLDR,20130215,5.93,6.12,5.9,6.06,296400
Bridgeline Digital,BLIN,20130215,1.46,1.55,1.46,1.54,122400
Blackbaud,BLKB,20130215,27.08,27.4,27.08,27.33,168300
Bloomin' Brands Inc.,BLMN,20130215,18.49,18.55,17.98,18.09,827900
Bsb Bancorp Inc.,BLMT,20130215,13.2,13.2,13,13.03,18600
Biolinerx Ltd.,BLRX,20130215,3.95,3.96,3.85,3.94,90800
Bmc Software,BMC,20130215,41.29,41.82,41.27,41.37,1437300
Bank Of Marin Bancorp,BMRC,20130215,39,39.29,38.82,38.82,13800
Biomarin Pharmaceutical Inc.,BMRN,20130215,54.93,56.44,54.7,56.28,1427900
Bryn Mawr Bank Corp.,BMTC,20130215,23.2,23.24,23.03,23.23,18000
Biomimetic Therapeutics,BMTI,20130215,8.84,8.87,8.7,8.8,57900
Beneficial Mutual Bancorp,BNCL,20130215,9.38,9.43,9.28,9.29,91900
Bnc Bancorp,BNCN,20130215,8.25,8.3,8.09,8.2,16700
Bonso Electronics International,BNSO,20130215,1.5,1.51,1.5,1.5,1300
Bob Evans Farms,BOBE,20130215,42.45,42.48,41.86,42.27,197000
Bank Of Commerce Holdings [Ca],BOCH,20130215,4.92,4.97,4.91,4.97,18300
Body Central,BODY,20130215,8.18,8.45,8.1,8.34,120600
Bofi Holding,BOFI,20130215,35.9,36,35.44,35.68,91500
Bok Financial Corp.,BOKF,20130215,58,58.07,57.35,57.73,43400
Bolt Technology Corp.,BOLT,20130215,15.53,15.73,15.53,15.7,17100
Bona Film Group Limited,BONA,20130215,5,5,5,5,50000
The Bon-Ton Stores,BONT,20130215,11.62,11.88,11.52,11.62,66900
Dynamic Materials Corp.,BOOM,20130215,17.53,17.84,17.3,17.5,54200
B.O.S. Better Online Solutions,BOSC,20130215,4.57,4.57,3.41,3.45,95800
Biota Pharmaceuticals Inc.,BOTA,20130215,4.18,4.24,3.97,3.97,17300
Bank Of The Jame Fnl,BOTJ,20130215,7.81,7.81,7.81,7.81,300
Bank Of Virginia,BOVA,20130215,4.28,4.45,4.13,4.2,1200
Biosante Pharmaceuticals,BPAX,20130215,1.38,1.38,1.35,1.38,266300
Boston Private Financial Holdings,BPFH,20130215,9.46,9.5,9.37,9.42,250400
Boston Private Financial Holdings,BPFHW,20130215,3.5,3.5,3.5,3.5,0
Bluephoenix Solutions,BPHX,20130215,4.41,4.5,4.4,4.5,3000
Popular,BPOP,20130215,28.44,28.83,28.4,28.82,626900
Popular,BPOPM,20130215,23.45,23.45,23,23,1500
Popular,BPOPN,20130215,23.68,23.99,23.68,23.99,1200
Brocade Communications Systems,BRCD,20130215,5.9,6,5.76,5.86,17690000
Broadcom Corp.,BRCM,20130215,34.56,34.81,34.19,34.44,7889400
Craft Brewers Alliance Inc,BREW,20130215,6.9,6.9,6.65,6.83,14300
Bridgford Foods Corp.,BRID,20130215,6.98,7.2,6.91,7.2,2400
Brookline Bancorp,BRKL,20130215,9.14,9.14,9.04,9.09,170700
Bruker Corp.,BRKR,20130215,16.81,16.9,16.61,16.71,570000
Brooks Automation,BRKS,20130215,10.24,10.27,10.1,10.25,279800
Bio-Reference Laboratories,BRLI,20130215,26.46,26.8,26.35,26.53,179900
Bsd Medical Corp.,BSDM,20130215,1.39,1.49,1.36,1.42,56300
Bassett Furniture Industries Inc.,BSET,20130215,14.09,14.28,13.95,14.25,38800
Broadsoft,BSFT,20130215,37.13,37.71,36.84,36.91,589100
Biostar Pharmaceuticals,BSPM,20130215,1.11,1.11,1.1,1.1,7000
Bsquare Corp.,BSQR,20130215,3.45,3.5,3.45,3.45,11800
